time,open,high,low,close
1357077600,89.9105,90.983,89.9105,90.878
1357092000,90.878,91.5275,90.8675,91.2925
1357106400,91.2925,91.5215,91.2825,91.349
1357120800,91.349,91.522,91.127,91.4675
1357135200,91.4675,91.742,91.2865,91.3245
1357149600,91.3245,91.748,91.273,91.734
1357164000,91.734,91.7635,91.323,91.3835
1357178400,91.3835,91.5515,91.3835,91.469
1357192800,91.469,91.65,91.4685,91.5455
1357207200,91.5455,91.565,91.1225,91.385
1357221600,91.385,91.5725,91.2485,91.346
1357236000,91.346,91.6155,91.234,91.3075
1357250400,91.3075,91.746,91.301,91.5805
1357264800,91.5805,91.6865,91.46,91.6455
1357279200,91.6455,92.1835,91.601,91.914
1357293600,91.914,92.0735,91.6065,91.8265
1357308000,91.8265,92.455,91.571,92.4055
1357322400,92.4055,92.4805,92.2775,92.3935
1357509600,92.319,92.845,92.166,92.3015
1357524000,92.3015,92.428,91.916,91.999
1357538400,91.999,92.2305,91.772,92.1485
1357552800,92.1485,92.3535,92.0365,92.1805
1357567200,92.1805,92.192,91.8535,91.9785
1357581600,91.9785,92.2455,91.913,92.2265
1357596000,92.2265,92.257,91.699,91.8335
1357610400,91.8335,92.142,91.6,91.7035
1357624800,91.7035,91.761,91.477,91.7425
1357639200,91.7425,92.0185,91.7165,91.8745
1357653600,91.8745,91.8745,91.1945,91.46
1357668000,91.46,91.5865,91.288,91.435
1357682400,91.435,91.8235,91.223,91.792
1357696800,91.792,91.964,91.652,91.936
1357711200,91.936,92.2425,91.8085,91.907
1357725600,91.907,92.1525,91.734,92.1375
1357740000,92.1375,92.531,92.129,92.3945
1357754400,92.3945,92.4555,92.176,92.398
1357768800,92.398,92.636,92.35,92.4865
1357783200,92.4865,93.054,92.4865,92.9905
1357797600,92.9905,93.2815,92.96,93.2055
1357812000,93.2055,93.4385,93.0895,93.3235
1357826400,93.3235,93.4555,92.9895,93.4245
1357840800,93.4245,94.099,93.3305,94.081
1357855200,94.081,94.528,93.9455,93.972
1357869600,93.972,94.322,93.877,94.278
1357884000,94.278,94.278,93.915,93.942
1357898400,93.942,94.185,93.785,94.084
1357912800,94.084,94.367,93.8,93.9965
1357927200,93.9965,94.032,93.852,93.9575
1358114400,94.2255,94.4685,94.132,94.313
1358128800,94.313,94.6465,94.313,94.589
1358143200,94.589,94.6105,94.3015,94.543
1358157600,94.543,94.556,94.1755,94.355
1358172000,94.355,94.3955,94.0695,94.319
1358186400,94.319,94.5825,94.292,94.542
1358200800,94.542,94.664,94.453,94.512
1358215200,94.512,94.526,93.554,93.88
1358229600,93.88,93.927,93.467,93.8005
1358244000,93.8005,93.8355,93.106,93.5315
1358258400,93.5315,93.796,93.29,93.6315
1358272800,93.6315,93.8815,93.512,93.814
1358287200,93.814,93.8805,93.026,93.215
1358301600,93.215,93.357,92.7875,93.053
1358316000,93.053,93.291,92.4735,92.783
1358330400,92.783,93.2125,92.7425,92.913
1358344800,92.913,93.6435,92.9065,93.427
1358359200,93.427,93.6505,93.3675,93.441
1358373600,93.441,93.688,93.284,93.4955
