time,open,high,low,close
1489525200,113.564,113.727,113.549,113.707
1489539600,113.707,113.853,113.679,113.71
1489554000,113.71,113.851,113.663,113.669
1489568400,113.669,113.738,113.541,113.67
1489582800,113.67,113.922,113.581,113.712
1489597200,113.712,113.729,113.124,113.313
1489611600,113.313,113.449,113.216,113.3
1489626000,113.3,113.451,113.268,113.392
1489640400,113.392,113.468,113.067,113.438
1489654800,113.438,113.767,113.398,113.696
1489669200,113.696,113.847,113.474,113.612
1489683600,113.612,113.847,113.535,113.692
1489698000,113.692,113.864,113.532,113.85
1489712400,113.85,113.901,113.77,113.773
1489726800,113.773,113.867,113.612,113.762
1489741200,113.762,113.92,113.339,113.602
1489755600,113.602,113.611,112.767,112.945
1489770000,112.945,113.074,112.677,112.744
1489957200,112.744,113.026,112.744,112.966
1489971600,112.966,113.011,112.887,112.924
1489986000,112.924,113.11,112.824,113.013
1490000400,113.013,113.199,112.868,113.038
1490014800,113.038,113.239,112.829,112.872
1490029200,112.872,112.921,112.639,112.691
1490043600,112.691,112.707,112.49,112.648
1490058000,112.648,112.932,112.617,112.829
1490072400,112.829,113.302,112.818,113.228
1490086800,113.228,113.281,112.899,113.088
1490101200,113.088,113.198,112.466,112.785
1490115600,112.785,112.788,112.222,112.371
1490130000,112.371,112.446,112.142,112.274
1490144400,112.274,112.386,112.137,112.309
1490158800,112.309,112.378,112.025,112.039
1490173200,112.039,112.15,111.853,112.047
1490187600,112.047,112.422,111.912,112.139
1490202000,112.139,112.15,111.744,112.121
1490216400,112.121,112.359,112.065,112.304
1490230800,112.304,112.39,112.144,112.151
1490245200,112.151,112.238,111.69,111.73
1490259600,111.73,111.942,111.583,111.699
1490274000,111.699,112.095,111.49,111.951
1490288400,111.951,111.969,111.5,111.637
1490302800,111.637,111.951,111.581,111.927
1490317200,111.927,111.998,111.719,111.811
1490331600,111.811,112.18,111.789,112.042
1490346000,112.042,112.151,111.796,111.958
1490360400,111.958,112.153,111.86,111.976
1490374800,111.976,112.318,111.788,112.193
1490562000,112.065,112.216,111.661,111.673
1490576400,111.673,111.781,111.617,111.774
1490590800,111.774,112.052,111.555,111.929
1490605200,111.929,112.216,111.851,112.119
1490619600,112.119,112.424,112.095,112.214
1490634000,112.214,112.353,112.16,112.227
1490648400,112.227,112.418,112.11,112.192
1490662800,112.192,112.289,112.144,112.208
1490677200,112.208,112.314,112.1,112.271
1490691600,112.271,112.365,111.897,112.053
1490706000,112.053,112.262,111.981,112.024
1490720400,112.024,112.088,111.783,111.916
1490734800,111.916,112.131,111.852,111.981
1490749200,111.981,112.209,111.981,112.016
