signal_i,signal_time,entry_hour,atr,range_atr,body_ratio,upper_wick_ratio,lower_wick_ratio,close_location,bb_z,rsi14,ema20_dist_atr,ema100_dist_atr,h4_down,h4_up,h4_neutral,d1_down,d1_up,d1_neutral,h4_slope_atr,d1_slope_atr,family,lookback,box_bars,trigger_atr,move_6_atr,move_12_atr,move_24_atr,pullback_atr,box_width_atr,stop_anchor,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,mae_r,mfe_r,r_after_cost,sample,year,variant,retest_r,wait_hours,fill_time,fill,fill_delay_m15,pre_fill_mfe_from_h1_open_r,pre_fill_mae_from_h1_open_r,touch_bar_bear,touch_bar_close_loc_short,confirm_delay_m15,first_m15_bear,first_m15_close_loc_short,first_m15_mfe_r,first_m15_mae_r,bars_held_m15
44201,2021-06-29 00:00:00,1,0.0867662289850005,0.7721898344986576,0.8059701492537068,0.0895522388059733,0.1044776119403198,0.8955223880596801,-1.357996904984622,45.55537087935133,-0.5468841674044875,-0.4734310749206045,True,False,False,True,False,False,-0.8103598194429478,-0.3674649443307667,pullback_rebreak,0,8,0.0806765498729696,1.0026942627072066,-0.6108367347526774,0.8528663843716273,1.3023500193783246,1.1870978052740706,26.149,44202,2021-06-29 01:45:00,26.034,26.162014934347752,25.880382078782695,0.12801493434775324,1.4754004621992216,44212,2021-06-29 11:00:00,25.880382078782695,TP,10,0.5702459667845903,1.3201584710492535,1.0047102853477274,IS_2014_2024,2021,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2021-06-29 01:45:00,26.034,1,0.41264950276846085,0.22219588610608562,False,0.24590163934427184,2,True,0.6428571428571465,0.41264950276846085,0.14284021249675322,37
44876,2021-08-09 12:00:00,13,0.2304778591949509,1.253916541091896,0.8442906574394516,0.1384083044982679,0.0173010380622804,0.9826989619377196,-0.6270314423437292,37.90475106273593,-1.2356044263845811,-4.735325773824607,True,False,False,True,False,False,-0.7171326094258965,-0.4680197572220775,pullback_rebreak,0,8,0.1214867237044003,0.7332591537873099,0.173552462434862,5.814007491568002,1.05867002085268,1.2929658451397577,24.038,44877,2021-08-09 13:30:00,23.814,24.072571678879243,23.50371398534491,0.2585716788792425,1.1218937896352477,44880,2021-08-09 14:45:00,23.50371398534491,TP,3,0.3364637626869812,1.454142238739146,1.1033150107221232,IS_2014_2024,2021,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2021-08-09 13:30:00,23.814,0,0.0,0.5130741287697088,False,0.2702702702702568,2,False,0.2702702702702568,0.0,0.5130741287697088,5
45873,2021-10-08 01:00:00,2,0.1018834028667502,2.100440248151952,0.5093457943925098,0.2803738317757087,0.2102803738317815,0.7897196261682184,-1.8509236686578032,40.70627324011093,-1.155408983578198,-0.367420091063562,True,False,False,True,False,False,-0.0412872814008194,-0.9509081464755128,pullback_rebreak,0,8,0.5889084807902484,1.0502201240759583,0.3827905125136492,1.5115317673616688,1.2759683750455906,1.2268926683130437,22.651,45874,2021-10-08 03:30:00,22.464,22.666282510430012,22.221260987483983,0.20228251043001322,1.9854314317963209,45884,2021-10-08 12:30:00,22.666282510430012,SL,10,2.8623334700027177,0.2274047316409725,-1.1235895280657582,IS_2014_2024,2021,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2021-10-08 03:30:00,22.464,2,0.18064806551421284,0.21075607643326913,False,0.19354838709677788,4,True,0.7419354838709862,0.13548604913565518,0.175630063694385,36
50139,2022-06-30 03:00:00,4,0.0890333411731986,0.8311493090666354,0.783783783783802,0.0945945945945686,0.1216216216216294,0.8783783783783706,-0.8607221777610377,40.42723647991181,-0.7943345308510061,-3.5689742161590474,True,False,False,True,False,False,-0.8710997094170926,-1.1800768651745928,pullback_rebreak,0,8,0.0561587370990872,0.2470984432360159,-0.7637588245477546,1.4488954171567152,1.4938224068360089,1.3365779429585405,20.825,50140,2022-06-30 05:45:00,20.706,20.83835500117598,20.54717399858882,0.13235500117598065,1.4865779429585535,50146,2022-06-30 10:45:00,20.54717399858882,TP,6,0.8008764236952626,1.684862664943773,1.0111140510152659,IS_2014_2024,2022,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2022-06-30 05:45:00,20.706,5,0.05659509697884306,0.29004987201660526,True,0.5333333333333754,2,False,0.0,0.03537193561177377,0.09904141971298164,20
50390,2022-07-15 03:00:00,4,0.109907677879416,0.6823909070509586,0.7999999999999905,0.0933333333333535,0.1066666666666559,0.8933333333333441,-0.804015952349023,34.22962931313964,-1.867454165727625,-5.608284616673073,True,False,False,True,False,False,-1.422821862053547,-1.7092615759661094,pullback_rebreak,0,8,0.2820549082477214,0.5641098164954751,-0.0181970908546823,7.5790883409793715,0.6277996344868794,1.2737963598284734,18.482,50391,2022-07-15 06:30:00,18.319,18.498486151681913,18.103616617981704,0.17948615168191395,1.6330629046574454,50399,2022-07-15 12:15:00,18.498486151681913,SL,8,1.0418631089233183,0.8245761503778066,-1.1392865118881552,IS_2014_2024,2022,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2022-07-15 06:30:00,18.319,3,0.1161034714396076,0.22165208183922017,True,0.4545454545455035,7,True,0.8461538461539513,0.0369420136398794,0.031664583119891274,23
57660,2023-10-06 05:00:00,6,0.09546367590111,0.6704120640221006,0.5,0.312499999999993,0.1875000000000069,0.8124999999999931,-0.5248948552262878,43.99018929145088,-0.6072329454204742,-4.019644352408619,True,False,False,True,False,False,-1.7550225709571865,-1.3985910370093937,pullback_rebreak,0,8,0.0628511310020742,0.5342346135175939,-0.6389864985210635,2.880676837594946,1.1836963005390155,1.0056180960331509,21.027,57661,2023-10-06 07:30:00,20.916,21.04131955138517,20.7656165383378,0.12531955138516793,1.3127459235383452,57665,2023-10-06 10:00:00,21.04131955138517,SL,4,1.268756536729968,0.0319184034397585,-1.199490021498441,IS_2014_2024,2023,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2023-10-06 07:30:00,20.916,3,0.6049727877678817,0.3188370097695353,False,0.11594202898549605,3,True,0.8857142857143495,0.1144543111993211,0.17168146679899618,10
61862,2024-06-24 15:00:00,16,0.1546776449593089,1.4481730702515407,0.540178571428565,0.3258928571428586,0.1339285714285764,0.8660714285714236,-1.1292180858190406,36.218377965916034,-1.105125809946536,-2.189892161780013,True,False,False,False,True,False,-0.2164854958050497,0.7959294469254204,pullback_rebreak,0,8,0.1939517504801242,0.9438985190032408,0.407298676008238,1.7067754042250245,0.8469226437631786,1.4417080119021957,29.715,61863,2024-06-24 18:00:00,29.497,29.738201646743896,29.207558023907325,0.241201646743896,1.5593827201555142,61883,2024-06-25 13:30:00,29.207558023907325,TP,20,0.6633453882256681,1.6293421098292986,1.0963522830897305,IS_2014_2024,2024,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2024-06-24 18:00:00,29.497,2,0.11611473887672011,0.2463039915566707,False,0.05952380952384024,6,False,0.1358024691357938,0.11611473887672011,0.16889416563885312,78
66872,2025-05-01 00:00:00,1,0.1965641237098885,2.268979667206489,0.6479820627802594,0.1121076233183957,0.2399103139013448,0.7600896860986551,-1.2197715056049432,36.22917525533251,-1.4876004415905335,-2.8935310956627727,True,False,False,False,True,False,-0.0492971546487395,0.2535170826849984,pullback_rebreak,0,8,0.9869552812512348,1.4753455235199169,-0.5290894291243814,3.082963404320911,2.2537174721355924,1.2769369875983008,32.764,66873,2025-05-01 02:00:00,32.336,32.793484618556484,31.787018457732216,0.45748461855648515,2.3274064967811348,66883,2025-05-01 11:45:00,31.787018457732216,TP,10,0.18361273055485644,1.4863887711583048,1.1453533540015282,OOS_2025_2026,2025,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2025-05-01 02:00:00,32.336,2,0.03350893280788001,0.26178853756147513,False,0.473684210526304,2,False,0.10843373493975594,0.03350893280788001,0.14031865613295103,39
68622,2026-02-12 12:00:00,13,1.041018155106613,1.5878685610729852,0.762855414398074,0.0260133091349016,0.2111312764670244,0.7888687235329757,-2.128814270267567,41.51783203938404,-1.1408840463773846,-0.4007835846748467,True,False,False,False,True,False,-0.3396893299005848,1.1697532343061838,pullback_rebreak,0,8,0.4514810790709649,0.7944145795567968,0.2487948925093199,3.700223652300772,1.0038249524024687,1.457227227554596,84.209,68623,2026-02-12 13:30:00,82.302,84.365152723266,79.82621673208082,2.0631527232659863,1.981860463379425,68626,2026-02-12 16:00:00,79.82621673208082,TP,3,0.5796953306038929,1.8878873852024856,1.187882622688043,OOS_2025_2026,2026,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2026-02-12 13:30:00,82.302,1,0.0943417056639842,0.23305203527885193,True,0.8519269776876389,1,False,0.09671532846715049,0.0943417056639842,0.16159519881058332,10
68671,2026-02-16 15:00:00,16,0.9582680738786216,0.813968472144674,0.6423076923076975,0.1423076923076975,0.215384615384605,0.784615384615395,-0.802227628292004,41.821484677432835,-0.7278870916450128,-3.152232914674231,True,False,False,False,True,False,-0.9914176100310588,0.8486715834551121,pullback_rebreak,0,8,0.2337550484107817,0.927715348380285,-0.8734507835706183,1.267912427763821,1.5121029694072172,1.062333211081125,77.348,68672,2026-02-16 18:30:00,76.668,77.49174021108179,75.67951174670186,0.823740211081784,0.859613539818423,68677,2026-02-17 00:30:00,75.67951174670186,TP,5,0.25614871917312493,1.7821152594604308,1.1696506256903845,OOS_2025_2026,2026,confirm_0.20r_3h_8b_cl0.65_any,0.2,3.0,2026-02-16 18:30:00,76.668,2,0.30982542945565955,0.42646559113306837,False,0.623115577889465,8,True,0.5648414985590992,0.23765432941775216,0.015309021220162172,24
