timeframe,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_loss_streak
D1,9.0,66.66666666666666,4.164759355657799,0.46275103951753327,10.851629177825348,0.1935832405128356,2.0
H1,69.0,27.536231884057973,-13.16965906660507,-0.19086462415369665,0.7408096711764878,16.127848782917297,9.0
H4,39.0,30.76923076923077,-7.164593206014404,-0.18370751810293343,0.7226634935971981,10.143667549978549,7.0
