candidate,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
Current_060_110,157,49.681528662420384,57.17460329300734,0.3641694477261614,1.7807456254197755,11.89436693339602,13
Robust_075_105_width7,129,52.71317829457365,64.52038568833225,0.5001580285917229,2.172731962656649,8.780876705491893,10
Strict_075_100_width7,102,54.90196078431373,59.259125442087566,0.580971818059682,2.487800532496279,5.735031024066212,7
