candidate,symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
Current_060_110,AUDJPY,21,52.38095238095239,7.503024268321003,0.35728686992004777,1.7433753352044123,5.056028370485647,5
Current_060_110,CHFJPY,17,47.05882352941176,4.546782844195628,0.2674578143644487,1.5003410620339976,3.021029875806236,3
Current_060_110,EURJPY,25,44.0,3.9945040352421257,0.15978016140968504,1.3023066210297662,7.043033345833236,7
Current_060_110,GBPJPY,26,57.692307692307686,12.880180485259265,0.4953915571253563,2.160612855140393,4.03231710095821,4
Current_060_110,SILVER,23,39.130434782608695,0.7894710510406222,0.03432482830611401,1.0598257217077232,4.522613346336529,5
Current_060_110,USDJPY,24,54.166666666666664,16.239558138263867,0.6766482557609944,2.8944718396611133,3.477985834990239,4
Current_060_110,XAUUSD,21,52.38095238095239,11.221082470684827,0.5343372605088013,2.4077734611100254,2.0169478309807154,3
Robust_075_105_width7,AUDJPY,21,52.38095238095239,7.503024268321003,0.35728686992004777,1.7433753352044123,5.056028370485647,5
Robust_075_105_width7,CHFJPY,14,50.0,5.890070625647946,0.4207193304034247,1.8330494514251676,2.0275283624649942,2
Robust_075_105_width7,EURJPY,18,44.44444444444444,3.808514459950573,0.21158413666392073,1.4144604671841168,5.029671298567467,5
Robust_075_105_width7,GBPJPY,21,66.66666666666666,15.974616584588698,0.7606960278375571,3.2635857659886502,2.0180759134688318,2
Robust_075_105_width7,SILVER,17,41.17647058823529,3.5173679617996356,0.20690399775291973,1.3911102694777366,3.156403218697627,4
Robust_075_105_width7,USDJPY,21,57.14285714285714,16.15318624573757,0.7691993450351223,3.4248255627884636,2.470744832296491,3
Robust_075_105_width7,XAUUSD,17,52.94117647058824,11.67360554228684,0.6866826789580494,2.9611918388502154,1.5775535089969241,3
Strict_075_100_width7,AUDJPY,17,52.94117647058824,7.354655233927638,0.4326267784663317,1.9112388736175343,4.038898641573338,4
Strict_075_100_width7,CHFJPY,11,45.45454545454545,3.8595361825829406,0.35086692568935823,1.6368465622512751,2.0275283624649942,2
Strict_075_100_width7,EURJPY,13,53.84615384615385,5.771404839497667,0.4439542184228975,2.117511143962143,3.0177000600920554,3
Strict_075_100_width7,GBPJPY,21,66.66666666666666,15.974616584588698,0.7606960278375571,3.2635857659886502,2.0180759134688318,2
Strict_075_100_width7,SILVER,13,38.46153846153847,1.784369346482994,0.13725918049869185,1.258055845919695,3.156403218697627,4
Strict_075_100_width7,USDJPY,14,64.28571428571429,14.54821530882641,1.0391582363447436,6.536533233995138,1.458198354596227,2
Strict_075_100_width7,XAUUSD,13,53.84615384615385,9.966327946181213,0.7666406112447087,3.5330545093261008,2.0166603228031548,2
