symbol,structure,signal_time,entry_time,exit_time,exit_reason,r_after_cost,is_oos
NAS100,LongLiquidation,2024-03-04 19:00:00,2024-03-04 22:00:00,2024-03-05 14:00:00,target,1.986382907084313,False
NAS100,LongLiquidation,2024-03-22 09:00:00,2024-03-22 13:00:00,2024-04-04 17:00:00,target,1.9896765796133458,False
NAS100,LongLiquidation,2025-01-16 18:00:00,2025-01-16 22:00:00,2025-01-17 14:00:00,stop,-1.0051794362550825,True
NAS100,LongLiquidation,2025-05-27 01:00:00,2025-05-27 05:00:00,2025-05-27 05:00:00,stop,-1.0122078624556001,True
NAS100,LongLiquidation,2025-08-05 13:00:00,2025-08-05 17:00:00,2025-08-06 17:00:00,stop,-1.0078483609121631,True
NAS100,LongLiquidation,2025-08-11 18:00:00,2025-08-11 21:00:00,2025-08-12 13:00:00,stop,-1.0099545422151779,True
NAS100,LongLiquidation,2025-08-25 21:00:00,2025-08-26 01:00:00,2025-08-27 17:00:00,stop,-1.0088203631995738,True
NAS100,LongLiquidation,2025-12-23 10:00:00,2025-12-23 14:00:00,2025-12-23 18:00:00,stop,-1.0100819313880076,True
NAS100,LongLiquidation,2026-04-02 01:00:00,2026-04-02 05:00:00,2026-04-06 06:00:00,stop,-1.0033929776703445,True
CHFJPY,Squeeze_v2,2021-02-18 18:00:00,2021-02-18 22:00:00,2021-02-19 18:00:00,stop,-1.0370341978344177,False
CHFJPY,Squeeze_v2,2021-03-25 01:00:00,2021-03-25 05:00:00,2021-03-31 13:00:00,target,1.9758472242260663,False
CHFJPY,Squeeze_v2,2022-09-23 13:00:00,2022-09-23 17:00:00,2022-10-21 17:00:00,time,0.8480152312758052,False
CHFJPY,Squeeze_v2,2026-06-09 09:00:00,2026-06-09 13:00:00,2026-06-11 09:00:00,time,-0.5952385712271339,True
CHFJPY,Capitulation_v2,2019-01-02 22:00:00,2019-01-03 02:00:00,2019-01-31 02:00:00,time,0.1858672181603018,False
CHFJPY,Capitulation_v2,2019-02-10 22:00:00,2019-02-11 02:00:00,2019-03-11 01:00:00,time,0.2597105314231845,False
CHFJPY,Capitulation_v2,2020-03-09 01:00:00,2020-03-09 05:00:00,2020-03-09 13:00:00,stop,-1.0124449287977535,False
CHFJPY,Capitulation_v2,2023-10-03 13:00:00,2023-10-03 17:00:00,2023-10-12 01:00:00,target,1.9927882417669878,False
CHFJPY,Capitulation_v2,2023-12-07 14:00:00,2023-12-07 18:00:00,2023-12-27 14:00:00,target,1.99292559206991,False
CHFJPY,LongLiquidation,2018-07-02 13:00:00,2018-07-02 17:00:00,2018-07-10 05:00:00,stop,-1.0192224227681927,False
CHFJPY,LongLiquidation,2019-02-12 06:00:00,2019-02-12 10:00:00,2019-02-18 10:00:00,stop,-1.0273487044818896,False
CHFJPY,LongLiquidation,2019-03-04 06:00:00,2019-03-04 10:00:00,2019-03-07 14:00:00,target,1.9717924841144878,False
CHFJPY,LongLiquidation,2020-05-04 01:00:00,2020-05-04 05:00:00,2020-05-06 13:00:00,target,1.9850510575711353,False
CHFJPY,LongLiquidation,2020-07-24 01:00:00,2020-07-24 05:00:00,2020-07-31 13:00:00,stop,-1.020794519074253,False
CHFJPY,LongLiquidation,2020-10-06 17:00:00,2020-10-06 21:00:00,2020-10-09 05:00:00,stop,-1.0197656729144033,False
CHFJPY,LongLiquidation,2020-12-03 14:00:00,2020-12-03 18:00:00,2020-12-04 14:00:00,stop,-1.0303880480160688,False
CHFJPY,LongLiquidation,2021-10-12 21:00:00,2021-10-13 01:00:00,2021-10-13 09:00:00,stop,-1.0334606857632556,False
CHFJPY,LongLiquidation,2022-11-15 10:00:00,2022-11-15 14:00:00,2022-12-02 06:00:00,target,1.992306719622648,False
CHFJPY,LongLiquidation,2023-04-25 09:00:00,2023-04-25 13:00:00,2023-04-28 05:00:00,stop,-1.015233662159337,False
CHFJPY,LongLiquidation,2023-07-20 09:00:00,2023-07-20 13:00:00,2023-07-21 05:00:00,stop,-1.0125853983844972,False
CHFJPY,LongLiquidation,2023-08-22 13:00:00,2023-08-22 17:00:00,2023-09-11 05:00:00,target,1.984722095407121,False
CHFJPY,LongLiquidation,2023-10-22 21:00:00,2023-10-23 01:00:00,2023-10-27 13:00:00,target,1.9825744266508736,False
CHFJPY,LongLiquidation,2023-11-16 14:00:00,2023-11-16 18:00:00,2023-11-21 02:00:00,target,1.9876293906699476,False
CHFJPY,LongLiquidation,2023-12-20 10:00:00,2023-12-20 14:00:00,2023-12-27 14:00:00,stop,-1.011261387973003,False
CHFJPY,LongLiquidation,2024-11-21 06:00:00,2024-11-21 10:00:00,2024-11-27 10:00:00,target,1.9913516280187409,False
CHFJPY,LongLiquidation,2024-12-10 22:00:00,2024-12-11 02:00:00,2024-12-11 10:00:00,stop,-1.014582948613617,False
CHFJPY,LongLiquidation,2025-12-23 02:00:00,2025-12-23 06:00:00,2025-12-28 22:00:00,stop,-1.0125950691366803,True
XAUUSD,Squeeze_v2,2016-08-09 10:00:00,2016-08-09 14:00:00,2016-08-24 10:00:00,stop,-1.0282761693102302,False
XAUUSD,Squeeze_v2,2018-06-18 22:00:00,2018-06-19 02:00:00,2018-06-19 10:00:00,stop,-1.0407979235473133,False
XAUUSD,Squeeze_v2,2024-02-15 11:00:00,2024-02-15 15:00:00,2024-02-29 11:00:00,target,1.9859743612540879,False
XAUUSD,Capitulation_v2,2015-07-19 22:00:00,2015-07-20 02:00:00,2015-08-17 02:00:00,time,0.30976504466774124,False
XAUUSD,Capitulation_v2,2015-11-12 11:00:00,2015-11-12 15:00:00,2015-11-17 15:00:00,stop,-1.0211014503734297,False
XAUUSD,Capitulation_v2,2021-08-08 22:00:00,2021-08-09 02:00:00,2021-09-06 02:00:00,time,1.8310164522738481,False
XAUUSD,Capitulation_v2,2026-03-19 10:00:00,2026-03-19 14:00:00,2026-03-20 18:00:00,stop,-1.002199454045399,True
XAUUSD,LongLiquidation,2015-07-21 22:00:00,2015-07-22 02:00:00,2015-08-11 06:00:00,stop,-1.0185251850161174,False
XAUUSD,LongLiquidation,2016-02-14 23:00:00,2016-02-15 03:00:00,2016-02-24 15:00:00,stop,-1.0111608429192465,False
XAUUSD,LongLiquidation,2016-03-18 06:00:00,2016-03-18 10:00:00,2016-03-23 10:00:00,target,1.9835913154232299,False
XAUUSD,LongLiquidation,2017-05-18 14:00:00,2017-05-18 18:00:00,2017-05-26 06:00:00,stop,-1.0165997140972887,False
XAUUSD,LongLiquidation,2018-01-16 07:00:00,2018-01-16 11:00:00,2018-01-24 07:00:00,stop,-1.0233032425996698,False
XAUUSD,LongLiquidation,2018-07-05 06:00:00,2018-07-05 10:00:00,2018-07-09 06:00:00,stop,-1.0292353235914193,False
XAUUSD,LongLiquidation,2018-10-03 14:00:00,2018-10-03 18:00:00,2018-10-11 10:00:00,stop,-1.029503782615484,False
XAUUSD,LongLiquidation,2019-02-20 19:00:00,2019-02-20 23:00:00,2019-02-27 15:00:00,target,1.9704102585790444,False
XAUUSD,LongLiquidation,2019-05-14 14:00:00,2019-05-14 18:00:00,2019-05-17 14:00:00,target,1.9679831756101582,False
XAUUSD,LongLiquidation,2020-01-28 11:00:00,2020-01-28 15:00:00,2020-01-31 15:00:00,stop,-1.0249294286349475,False
XAUUSD,LongLiquidation,2020-12-09 03:00:00,2020-12-09 07:00:00,2020-12-11 11:00:00,target,1.9830014418502415,False
XAUUSD,LongLiquidation,2021-07-30 14:00:00,2021-07-30 18:00:00,2021-08-06 10:00:00,target,1.9848849119264378,False
XAUUSD,LongLiquidation,2021-08-24 22:00:00,2021-08-25 02:00:00,2021-08-27 14:00:00,stop,-1.0179633475668173,False
XAUUSD,LongLiquidation,2021-10-15 06:00:00,2021-10-15 10:00:00,2021-10-22 10:00:00,stop,-1.0161233030793568,False
XAUUSD,LongLiquidation,2021-11-12 07:00:00,2021-11-12 11:00:00,2021-11-12 15:00:00,stop,-1.0135097665718897,False
XAUUSD,LongLiquidation,2022-01-21 07:00:00,2022-01-21 11:00:00,2022-01-25 11:00:00,stop,-1.019110302644302,False
XAUUSD,LongLiquidation,2023-06-19 06:00:00,2023-06-19 10:00:00,2023-06-22 22:00:00,target,1.9847039231597667,False
XAUUSD,LongLiquidation,2023-11-22 15:00:00,2023-11-22 19:00:00,2023-11-26 23:00:00,stop,-1.0141094792084278,False
XAUUSD,LongLiquidation,2023-11-30 11:00:00,2023-11-30 15:00:00,2023-12-01 15:00:00,stop,-1.0199699289407802,False
XAUUSD,LongLiquidation,2023-12-15 15:00:00,2023-12-15 19:00:00,2023-12-21 23:00:00,stop,-1.0099184262837733,False
XAUUSD,LongLiquidation,2025-04-14 10:00:00,2025-04-14 14:00:00,2025-04-15 22:00:00,stop,-1.006136407131242,True
AUDJPY,Squeeze_v2,2021-03-01 14:00:00,2021-03-01 18:00:00,2021-03-17 21:00:00,target,1.9886801475597486,False
AUDJPY,Squeeze_v2,2022-12-22 02:00:00,2022-12-22 06:00:00,2023-01-03 06:00:00,stop,-1.0083464027300422,False
AUDJPY,Squeeze_v2,2023-01-20 02:00:00,2023-01-20 06:00:00,2023-01-24 22:00:00,target,1.9918014234486514,False
AUDJPY,Capitulation_v2,2015-06-28 21:00:00,2015-06-29 01:00:00,2015-07-03 09:00:00,stop,-1.00945586312216,False
AUDJPY,Capitulation_v2,2015-08-24 13:00:00,2015-08-24 17:00:00,2015-09-21 17:00:00,time,-0.022129948839524596,False
AUDJPY,Capitulation_v2,2019-01-02 22:00:00,2019-01-03 02:00:00,2019-01-31 02:00:00,time,1.180493856279817,False
AUDJPY,Capitulation_v2,2019-08-25 21:00:00,2019-08-26 01:00:00,2019-09-04 09:00:00,target,1.984232130365294,False
AUDJPY,Capitulation_v2,2020-03-09 01:00:00,2020-03-09 05:00:00,2020-03-16 13:00:00,stop,-1.0039522191799666,False
AUDJPY,Capitulation_v2,2023-10-03 13:00:00,2023-10-03 17:00:00,2023-10-25 01:00:00,target,1.987593366943691,False
AUDJPY,Capitulation_v2,2023-12-07 14:00:00,2023-12-07 18:00:00,2023-12-19 06:00:00,target,1.9886909296783393,False
AUDJPY,LongLiquidation,2015-04-17 13:00:00,2015-04-17 17:00:00,2015-04-19 21:00:00,stop,-1.0167568926318282,False
AUDJPY,LongLiquidation,2015-06-04 01:00:00,2015-06-04 05:00:00,2015-06-10 21:00:00,target,1.9860414961791426,False
AUDJPY,LongLiquidation,2017-03-02 10:00:00,2017-03-02 14:00:00,2017-03-22 01:00:00,target,1.983317567957762,False
AUDJPY,LongLiquidation,2017-05-03 01:00:00,2017-05-03 05:00:00,2017-05-04 13:00:00,target,1.973606887249872,False
AUDJPY,LongLiquidation,2018-06-05 09:00:00,2018-06-05 13:00:00,2018-06-06 05:00:00,stop,-1.0157254436615393,False
AUDJPY,LongLiquidation,2018-09-14 13:00:00,2018-09-14 17:00:00,2018-09-18 05:00:00,stop,-1.018493600849994,False
AUDJPY,LongLiquidation,2019-04-16 01:00:00,2019-04-16 05:00:00,2019-04-17 01:00:00,stop,-1.0260896407804765,False
AUDJPY,LongLiquidation,2022-01-05 22:00:00,2022-01-06 02:00:00,2022-01-14 10:00:00,target,1.983692434554928,False
AUDJPY,LongLiquidation,2022-04-06 13:00:00,2022-04-06 17:00:00,2022-04-19 01:00:00,stop,-1.0110411805075747,False
AUDJPY,LongLiquidation,2024-01-11 14:00:00,2024-01-11 18:00:00,2024-01-21 22:00:00,stop,-1.0164096586848304,False
AUDJPY,LongLiquidation,2025-09-09 05:00:00,2025-09-09 09:00:00,2025-09-10 05:00:00,stop,-1.0222815137172911,True
AUDJPY,LongLiquidation,2025-12-23 02:00:00,2025-12-23 06:00:00,2025-12-23 18:00:00,stop,-1.016354443416068,True
EURJPY,Squeeze_v2,2019-03-11 05:00:00,2019-03-11 09:00:00,2019-03-22 13:00:00,stop,-1.0133197231633566,False
EURJPY,Capitulation_v2,2015-01-04 22:00:00,2015-01-05 02:00:00,2015-01-05 10:00:00,stop,-1.0128613578466155,False
EURJPY,Capitulation_v2,2016-09-21 01:00:00,2016-09-21 05:00:00,2016-09-21 09:00:00,stop,-1.0066485795369553,False
EURJPY,Capitulation_v2,2019-01-02 22:00:00,2019-01-03 02:00:00,2019-01-31 02:00:00,time,0.8067129112302135,False
EURJPY,Capitulation_v2,2023-10-03 13:00:00,2023-10-03 17:00:00,2023-10-23 13:00:00,target,1.9929808363400026,False
EURJPY,Capitulation_v2,2023-12-07 14:00:00,2023-12-07 18:00:00,2024-01-05 10:00:00,target,1.9938614855708847,False
EURJPY,LongLiquidation,2015-05-04 05:00:00,2015-05-04 09:00:00,2015-05-06 13:00:00,stop,-1.00739562227984,False
EURJPY,LongLiquidation,2016-02-02 02:00:00,2016-02-02 06:00:00,2016-02-08 10:00:00,target,1.9855288472133072,False
EURJPY,LongLiquidation,2016-03-14 13:00:00,2016-03-14 17:00:00,2016-03-29 09:00:00,stop,-1.0092877235670445,False
EURJPY,LongLiquidation,2016-12-06 14:00:00,2016-12-06 18:00:00,2016-12-14 18:00:00,stop,-1.0088896897723925,False
EURJPY,LongLiquidation,2017-08-30 17:00:00,2017-08-30 21:00:00,2017-09-05 17:00:00,target,1.985126828306911,False
EURJPY,LongLiquidation,2019-03-04 06:00:00,2019-03-04 10:00:00,2019-03-07 14:00:00,target,1.9828500378091105,False
EURJPY,LongLiquidation,2019-06-25 01:00:00,2019-06-25 05:00:00,2019-06-26 13:00:00,stop,-1.0181669053156022,False
EURJPY,LongLiquidation,2019-07-28 21:00:00,2019-07-29 01:00:00,2019-07-29 13:00:00,stop,-1.0262691132682589,False
EURJPY,LongLiquidation,2019-09-15 21:00:00,2019-09-16 01:00:00,2019-09-26 09:00:00,target,1.985954903521867,False
EURJPY,LongLiquidation,2020-05-03 21:00:00,2020-05-04 01:00:00,2020-05-06 09:00:00,target,1.9883147087731112,False
EURJPY,LongLiquidation,2020-06-08 09:00:00,2020-06-08 13:00:00,2020-06-11 01:00:00,target,1.9882546049674534,False
EURJPY,LongLiquidation,2021-08-24 09:00:00,2021-08-24 13:00:00,2021-08-25 13:00:00,stop,-1.0242468113774794,False
EURJPY,LongLiquidation,2022-02-07 06:00:00,2022-02-07 10:00:00,2022-02-10 06:00:00,stop,-1.0142464153850004,False
EURJPY,LongLiquidation,2023-02-07 06:00:00,2023-02-07 10:00:00,2023-02-14 14:00:00,stop,-1.0073710843321324,False
EURJPY,LongLiquidation,2023-08-11 13:00:00,2023-08-11 17:00:00,2023-08-15 09:00:00,stop,-1.0175469263396542,False
EURJPY,LongLiquidation,2024-01-11 22:00:00,2024-01-12 02:00:00,2024-01-16 22:00:00,stop,-1.0128638345352357,False
EURJPY,LongLiquidation,2024-10-04 01:00:00,2024-10-04 05:00:00,2024-10-04 09:00:00,stop,-1.008401509639158,False
EURJPY,LongLiquidation,2025-03-13 01:00:00,2025-03-13 05:00:00,2025-03-17 13:00:00,stop,-1.0080856357781374,True
EURJPY,LongLiquidation,2025-12-22 22:00:00,2025-12-23 02:00:00,2026-01-13 02:00:00,stop,-1.0136271825868879,True
GBPJPY,Squeeze_v2,2021-11-08 10:00:00,2021-11-08 14:00:00,2021-11-11 06:00:00,stop,-1.017193683139642,False
GBPJPY,Squeeze_v2,2024-03-25 09:00:00,2024-03-25 13:00:00,2024-04-01 17:00:00,stop,-1.0172624001608017,False
GBPJPY,Squeeze_v2,2026-01-27 02:00:00,2026-01-27 06:00:00,2026-02-11 02:00:00,stop,-1.00837528243735,True
GBPJPY,Capitulation_v2,2015-08-24 13:00:00,2015-08-24 17:00:00,2015-09-01 17:00:00,stop,-1.0034710696726512,False
GBPJPY,Capitulation_v2,2016-09-21 01:00:00,2016-09-21 05:00:00,2016-09-21 09:00:00,stop,-1.0069561688762705,False
GBPJPY,Capitulation_v2,2016-10-06 21:00:00,2016-10-07 01:00:00,2016-11-04 01:00:00,time,-0.030440262743038158,False
GBPJPY,Capitulation_v2,2019-01-02 22:00:00,2019-01-03 02:00:00,2019-01-23 10:00:00,target,1.9960473971332053,False
GBPJPY,Capitulation_v2,2023-10-03 13:00:00,2023-10-03 17:00:00,2023-10-31 17:00:00,target,1.992472482933071,False
GBPJPY,Capitulation_v2,2023-12-07 14:00:00,2023-12-07 18:00:00,2023-12-14 02:00:00,stop,-1.0073653142238417,False
GBPJPY,LongLiquidation,2015-05-13 09:00:00,2015-05-13 13:00:00,2015-05-21 05:00:00,stop,-1.0111538929657393,False
GBPJPY,LongLiquidation,2017-08-31 13:00:00,2017-08-31 17:00:00,2017-09-10 21:00:00,stop,-1.016053379408327,False
GBPJPY,LongLiquidation,2019-09-06 13:00:00,2019-09-06 17:00:00,2019-09-09 09:00:00,stop,-1.0160091067092232,False
GBPJPY,LongLiquidation,2019-11-29 06:00:00,2019-11-29 10:00:00,2019-12-04 06:00:00,stop,-1.0255756017744617,False
GBPJPY,LongLiquidation,2019-12-06 06:00:00,2019-12-06 10:00:00,2019-12-10 14:00:00,stop,-1.0198834940612698,False
GBPJPY,LongLiquidation,2020-02-03 06:00:00,2020-02-03 10:00:00,2020-02-13 14:00:00,stop,-1.0109599658503332,False
GBPJPY,LongLiquidation,2020-07-22 05:00:00,2020-07-22 09:00:00,2020-07-22 17:00:00,stop,-1.0146849594263188,False
GBPJPY,LongLiquidation,2021-05-31 05:00:00,2021-05-31 09:00:00,2021-06-17 09:00:00,target,1.9777241862563182,False
GBPJPY,LongLiquidation,2022-09-28 01:00:00,2022-09-28 05:00:00,2022-09-28 17:00:00,stop,-1.0059044291431039,False
GBPJPY,LongLiquidation,2022-11-08 10:00:00,2022-11-08 14:00:00,2022-11-11 10:00:00,target,1.9908989989365589,False
GBPJPY,LongLiquidation,2023-02-07 06:00:00,2023-02-07 10:00:00,2023-02-13 10:00:00,stop,-1.0085113495243268,False
GBPJPY,LongLiquidation,2023-11-01 13:00:00,2023-11-01 17:00:00,2023-11-03 13:00:00,stop,-1.011917370994564,False
GBPJPY,LongLiquidation,2024-01-08 02:00:00,2024-01-08 06:00:00,2024-01-10 06:00:00,stop,-1.0150567124875238,False
GBPJPY,LongLiquidation,2024-04-04 17:00:00,2024-04-04 21:00:00,2024-04-09 09:00:00,stop,-1.0160004535331515,False
GBPJPY,LongLiquidation,2025-12-23 02:00:00,2025-12-23 06:00:00,2026-01-05 18:00:00,stop,-1.0118330946687377,True
USDJPY,Squeeze_v2,2018-03-05 14:00:00,2018-03-05 18:00:00,2018-03-22 21:00:00,stop,-1.0103088495059307,False
USDJPY,Squeeze_v2,2020-10-22 13:00:00,2020-10-22 17:00:00,2020-10-28 01:00:00,stop,-1.019151326625562,False
USDJPY,Squeeze_v2,2021-08-17 09:00:00,2021-08-17 13:00:00,2021-09-14 13:00:00,time,0.19674798716154873,False
USDJPY,Squeeze_v2,2022-11-14 10:00:00,2022-11-14 14:00:00,2022-11-15 10:00:00,stop,-1.004395268978273,False
USDJPY,Squeeze_v2,2024-09-30 13:00:00,2024-09-30 17:00:00,2024-10-02 17:00:00,target,1.9940197009736231,False
USDJPY,Squeeze_v2,2025-04-04 13:00:00,2025-04-04 17:00:00,2025-04-09 09:00:00,stop,-1.0041569000518433,True
USDJPY,Squeeze_v2,2025-06-25 09:00:00,2025-06-25 13:00:00,2025-06-26 05:00:00,stop,-1.0067935180893308,True
USDJPY,Squeeze_v2,2026-01-27 02:00:00,2026-01-27 06:00:00,2026-01-27 10:00:00,stop,-1.0073257091692127,True
USDJPY,Capitulation_v2,2015-08-24 13:00:00,2015-08-24 17:00:00,2015-09-21 17:00:00,time,0.4246478438902138,False
USDJPY,Capitulation_v2,2016-06-23 21:00:00,2016-06-24 01:00:00,2016-06-24 01:00:00,stop,-1.0040044076179118,False
USDJPY,Capitulation_v2,2019-01-02 22:00:00,2019-01-03 02:00:00,2019-01-31 02:00:00,time,0.4140921013036049,False
USDJPY,Capitulation_v2,2020-01-02 14:00:00,2020-01-02 18:00:00,2020-01-02 22:00:00,stop,-1.0277751063316767,False
USDJPY,Capitulation_v2,2025-09-17 17:00:00,2025-09-17 21:00:00,2025-10-06 01:00:00,target,1.9937062872557547,True
USDJPY,LongLiquidation,2015-03-20 13:00:00,2015-03-20 17:00:00,2015-04-17 17:00:00,time,1.1060186472873217,False
USDJPY,LongLiquidation,2016-02-02 02:00:00,2016-02-02 06:00:00,2016-02-03 14:00:00,target,1.9909170006696457,False
USDJPY,LongLiquidation,2016-05-31 13:00:00,2016-05-31 17:00:00,2016-06-01 09:00:00,target,1.9867756376314203,False
USDJPY,LongLiquidation,2016-08-09 09:00:00,2016-08-09 13:00:00,2016-08-12 13:00:00,target,1.9839601372071785,False
USDJPY,LongLiquidation,2016-12-16 14:00:00,2016-12-16 18:00:00,2017-01-05 14:00:00,target,1.9911927328243872,False
USDJPY,LongLiquidation,2021-07-02 09:00:00,2021-07-02 13:00:00,2021-07-08 05:00:00,target,1.9776369900406252,False
USDJPY,LongLiquidation,2021-09-20 05:00:00,2021-09-20 09:00:00,2021-09-23 13:00:00,stop,-1.0223981818258896,False
USDJPY,LongLiquidation,2022-08-04 13:00:00,2022-08-04 17:00:00,2022-08-05 09:00:00,stop,-1.0059954210223425,False
USDJPY,LongLiquidation,2022-10-25 13:00:00,2022-10-25 17:00:00,2022-10-27 05:00:00,target,1.992836709362193,False
USDJPY,LongLiquidation,2023-07-24 09:00:00,2023-07-24 13:00:00,2023-07-27 17:00:00,target,1.9906383820009226,False
USDJPY,LongLiquidation,2023-10-04 21:00:00,2023-10-05 01:00:00,2023-10-06 09:00:00,stop,-1.011455680563701,False
USDJPY,LongLiquidation,2024-02-14 22:00:00,2024-02-15 02:00:00,2024-03-06 22:00:00,target,1.9859508313934409,False
USDJPY,LongLiquidation,2024-10-04 01:00:00,2024-10-04 05:00:00,2024-10-04 09:00:00,stop,-1.0084664492879865,False
USDJPY,LongLiquidation,2024-10-07 13:00:00,2024-10-07 17:00:00,2024-10-09 17:00:00,stop,-1.0076824648340887,False
USDJPY,LongLiquidation,2024-11-07 10:00:00,2024-11-07 14:00:00,2024-11-12 14:00:00,stop,-1.0073017322830788,False
USDJPY,LongLiquidation,2025-05-13 13:00:00,2025-05-13 17:00:00,2025-05-15 21:00:00,target,1.991702848508081,True
USDJPY,LongLiquidation,2025-11-21 06:00:00,2025-11-21 10:00:00,2025-12-19 10:00:00,time,-0.4601132367986354,True
XAGUSD,Squeeze_v2,2017-03-03 18:00:00,2017-03-05 22:00:00,2017-03-07 10:00:00,stop,-1.0564032724726078,False
XAGUSD,Squeeze_v2,2017-08-08 09:00:00,2017-08-08 13:00:00,2017-08-10 05:00:00,target,1.932109247166522,False
XAGUSD,Squeeze_v2,2019-06-11 13:00:00,2019-06-11 17:00:00,2019-06-19 17:00:00,target,1.8824789547538172,False
XAGUSD,Squeeze_v2,2020-01-29 18:00:00,2020-01-29 22:00:00,2020-01-31 14:00:00,target,1.9226740949757977,False
XAGUSD,Squeeze_v2,2022-01-07 14:00:00,2022-01-07 18:00:00,2022-01-12 18:00:00,target,1.9534072530806104,False
XAGUSD,Capitulation_v2,2015-06-26 05:00:00,2015-06-26 09:00:00,2015-06-30 13:00:00,stop,-1.0497785436292435,False
XAGUSD,Capitulation_v2,2015-07-07 13:00:00,2015-07-07 17:00:00,2015-07-20 01:00:00,stop,-1.041116617048862,False
XAGUSD,Capitulation_v2,2017-06-26 05:00:00,2017-06-26 09:00:00,2017-07-03 13:00:00,stop,-1.0768642783214757,False
XAGUSD,Capitulation_v2,2020-04-30 09:00:00,2020-04-30 13:00:00,2020-05-15 05:00:00,target,1.9655414011101906,False
XAGUSD,Capitulation_v2,2021-08-08 21:00:00,2021-08-09 01:00:00,2021-09-06 01:00:00,time,0.5634478031795488,False
XAGUSD,LongLiquidation,2016-02-09 18:00:00,2016-02-09 22:00:00,2016-02-11 06:00:00,stop,-1.0773187966031,False
XAGUSD,LongLiquidation,2016-06-07 05:00:00,2016-06-07 09:00:00,2016-06-08 05:00:00,stop,-1.0891829327589382,False
XAGUSD,LongLiquidation,2017-08-11 09:00:00,2017-08-11 13:00:00,2017-08-18 13:00:00,stop,-1.066848006276683,False
XAGUSD,LongLiquidation,2018-01-25 18:00:00,2018-01-25 22:00:00,2018-02-07 14:00:00,target,1.9546663030537905,False
XAGUSD,LongLiquidation,2018-04-03 13:00:00,2018-04-03 17:00:00,2018-04-11 13:00:00,stop,-1.0741897912930132,False
XAGUSD,LongLiquidation,2019-09-05 09:00:00,2019-09-05 13:00:00,2019-09-06 09:00:00,target,1.960279933012534,False
XAGUSD,LongLiquidation,2021-09-07 05:00:00,2021-09-07 09:00:00,2021-09-13 09:00:00,target,1.955474433512164,False
XAGUSD,LongLiquidation,2021-12-17 18:00:00,2021-12-19 22:00:00,2021-12-21 10:00:00,stop,-1.056521620432727,False
XAGUSD,LongLiquidation,2022-02-15 06:00:00,2022-02-15 10:00:00,2022-02-18 10:00:00,stop,-1.0338707530926556,False
XAGUSD,LongLiquidation,2022-10-05 05:00:00,2022-10-05 09:00:00,2022-10-11 01:00:00,target,1.9671425130510296,False
XAGUSD,LongLiquidation,2022-12-22 06:00:00,2022-12-22 10:00:00,2022-12-27 14:00:00,stop,-1.0451260707043886,False
