variant,entry_mode,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,avg_hold_bars
v2_relaxed,B_confirmed,45,48.888888888888886,9.381699828030339,0.20848221840067419,1.3918193033123907,4.504239810075553,3,1.6537070018877307,22.666666666666668
v2_context,B_confirmed,34,50.0,8.294172696930229,0.24394625579206555,1.4763989153699428,3.1394569837626403,3,1.5778312439772433,21.029411764705884
v2_relaxed,A_early,2,100.0,2.3243083645540983,1.1621541822770491,inf,0.0,0,1.3399314512763763,7.5
v1_mechanical,A_early,4,75.0,2.114775138557704,0.528693784639426,2.698597855175874,1.2450122506122785,1,1.6228433706760432,11.0
v2_context,A_early,1,100.0,1.0595867371454173,1.0595867371454173,inf,0.0,0,1.227775108120721,1.0
v1_mechanical,B_confirmed,111,44.14414414414414,0.05470189767973599,0.0004928098890066305,1.0008099706020928,14.186552870396092,5,1.6417516246298238,22.99099099099099
