symbol,risk_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,avg_hold_bars
USDJPY,all=1R,197,47.71573604060914,23.229244662897514,0.11791494752739855,1.2109165649085818,17.11908509157995,11,1.6279011127282348,22.065989847715738
USDJPY,normal=1R half=0.5R,197,47.71573604060914,25.64797780894998,0.13019278075609128,1.307666774395008,11.562544237329838,11,1.6279011127282348,22.065989847715738
