scenario,symbol_filter,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_dd_pct_compounded,max_loss_streak,max_win_streak,linear_final_jpy_1pct,compound_final_jpy_1pct
trendbreak_only,all,461,36.8763557483731,191.52982587075968,0.41546599971965226,1.6235694706970738,14.022501305097421,13.150490467389393,13,5,2915298.2587075965,6216134.603155968
h4_v_only,all,39,30.76923076923077,-7.1645932060144,-0.18370751810293334,0.7226634935971983,13.199734175306071,12.580063818170744,5,2,928354.067939856,928037.7419129906
all_trades,all,500,36.4,184.3652326647453,0.3687304653294906,1.5536754239988364,18.622181445820388,17.29193940359607,13,5,2843652.3266474525,5768807.520540071
trendbreak_priority_add_h4_when_free,all,500,36.4,184.3652326647453,0.3687304653294906,1.5536754239988364,18.622181445820388,17.29193940359607,13,5,2843652.3266474525,5768807.520540071
same_symbol_first_wins,all,500,36.4,184.3652326647453,0.3687304653294906,1.5536754239988364,18.622181445820388,17.29193940359607,13,5,2843652.3266474525,5768807.520540071
