signal_i,signal_time,entry_hour,atr,range_atr,body_ratio,upper_wick_ratio,lower_wick_ratio,close_location,bb_z,rsi14,ema20_dist_atr,ema100_dist_atr,h4_down,h4_up,h4_neutral,d1_down,d1_up,d1_neutral,h4_slope_atr,d1_slope_atr,family,lookback,box_bars,trigger_atr,move_6_atr,move_12_atr,move_24_atr,pullback_atr,box_width_atr,stop_anchor,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,mae_r,mfe_r,r_after_cost,sample,year
1135,2014-03-11 12:00:00,13,0.09524944128370792,1.5433161393792059,0.06802721088434091,0.8299319727891236,0.10204081632653554,0.8979591836734645,2.205285329618517,69.23542044635647,2.1807802589712995,1.0922890912484315,False,False,True,False,True,False,-0.28095540860189067,0.3266712598353845,stretch_wick_short,20,0,2.205285329618517,4.45146968093054,5.217878375996416,3.0761335295109586,0.0,999.0,21.293,1136,2014-03-11 13:00:00,21.161,21.307287416192555,21.073227550284468,0.14628741619255337,1.5358349006670269,1137,2014-03-11 14:00:00,21.073227550284468,TP,1,0.11620958550271278,0.0,0.42910355073129447,IS_2014_2024,2014
2127,2014-05-12 14:00:00,15,0.09426845148710802,0.8910722375819159,0.11904761904759589,0.8809523809524041,0.0,1.0,1.6207397601372808,73.51054311729315,2.2940141822522313,2.62504047765197,False,False,True,True,False,False,-0.2970244859151289,-0.5386853808066899,stretch_wick_short,20,0,2.2940141822522313,3.6067209616411025,5.3888654368049345,4.8372492897304165,0.0,999.0,19.634,2128,2014-05-12 15:00:00,19.554,19.648140267723065,19.49751583936616,0.09414026772306627,0.9986402262684958,2135,2014-05-12 22:00:00,19.49751583936616,TP,7,0.5948570293504679,-0.08497957562152236,0.3344388261828086,IS_2014_2024,2014
3942,2014-08-28 08:00:00,9,0.06180635747574976,1.7797521888125967,0.13636363636364224,0.8454545454545496,0.0181818181818082,0.9818181818181918,2.5557060009209915,81.96029063108163,3.9396607311524443,5.023142546437299,False,False,True,True,False,False,-0.4069455754513556,-0.6852345849381453,stretch_wick_short,20,0,3.9396607311524443,6.212953095491284,7.458779627660079,7.232265712720303,0.0,999.0,19.878,3943,2014-08-28 09:00:00,19.77,19.887270953621364,19.69963742782718,0.11727095362136453,1.8973930581069556,3947,2014-08-28 13:00:00,19.69963742782718,TP,4,0.5372174272873095,0.0,0.38681848123517254,IS_2014_2024,2014
6483,2015-02-03 09:00:00,10,0.10523118957130184,1.4634444467213177,0.006493506493491364,0.8116883116883121,0.1818181818181965,0.8116883116883121,2.412835158599899,75.26996223681952,2.883601738258562,2.1980848103329387,False,False,True,False,True,False,-0.15432890230153515,0.0793722910098657,stretch_wick_short,20,0,2.883601738258562,5.217084423701318,5.1125526775069465,6.3099163157334575,0.0,999.0,17.729,6484,2015-02-03 10:00:00,17.606,17.744784678435696,17.522729192938584,0.13878467843569453,1.3188549801735134,6486,2015-02-03 12:00:00,17.522729192938584,TP,2,0.7061298199815839,0.0,0.4198648418414206,IS_2014_2024,2015
8679,2015-06-17 19:00:00,20,0.0785757029479968,1.1962985563388793,0.21276595744680127,0.6276595744680883,0.15957446808511042,0.8404255319148896,2.5671569959427942,70.27859887482373,1.765517086311025,1.9188781568120883,True,False,False,True,False,False,-0.39026085893746904,-0.39702297280347904,stretch_wick_short,20,0,2.5671569959427942,2.863480586981342,3.563442508243439,3.10528561432641,0.0,999.0,16.248,8680,2015-06-17 20:00:00,16.168,16.259786355442202,16.112928186734678,0.0917863554422027,1.1681264309267334,8680,2015-06-17 20:00:00,16.112928186734678,TP,0,0.08715892423723773,0.0,0.32762836175857885,IS_2014_2024,2015
10444,2015-10-02 17:00:00,18,0.10297058374377595,0.8351899821603037,0.011627906976737701,0.7558139534883843,0.23255813953487794,0.7558139534883843,1.7625954863635127,83.18301163278507,4.153594769073863,5.244420804595841,False,False,True,True,False,False,-0.15848860322715344,-0.37317705223137654,stretch_wick_short,20,0,4.153594769073863,8.138246570352708,7.497286816601773,6.972865199896465,0.0,999.0,15.281,10445,2015-10-02 18:00:00,15.209,15.296445587561568,15.15653264746306,0.08744558756156806,0.8492288222737565,10445,2015-10-02 18:00:00,15.296445587561568,SL,0,1.074954181465341,0.0,-1.2858920695386549,IS_2014_2024,2015
12868,2016-03-03 16:00:00,17,0.06752302571595835,0.9478248245157406,0.046875000000001735,0.8906250000000052,0.06249999999999306,0.9375000000000069,2.5504718970515174,75.47581576235957,2.2430497465652453,2.84233436169482,False,False,True,False,True,False,-0.07973119780037968,0.15925933398295616,stretch_wick_short,20,0,2.5504718970515174,3.702440720764608,4.013445741308847,3.7912992980629623,0.0,999.0,15.186,12869,2016-03-03 17:00:00,15.131,15.196128453857394,15.091922927685564,0.06512845385739396,0.964536958568217,12870,2016-03-03 18:00:00,15.091922927685564,TP,1,0.5834623386454945,0.0,0.21614319825953482,IS_2014_2024,2016
17229,2016-11-28 05:00:00,6,0.08923413841698809,0.9973761340543036,0.07865168539327277,0.7191011235954886,0.20224719101123864,0.7977528089887613,1.6336406459879391,72.48397489229086,2.3063262286895743,2.717523116687131,True,False,False,True,False,False,-0.7881848807479366,-1.0553266806274324,stretch_wick_short,20,0,2.3063262286895743,3.698136227392291,4.0791563235478465,7.64281486994405,0.0,999.0,16.856,17230,2016-11-28 06:00:00,16.793,16.86938512076255,16.747168927542468,0.0763851207625521,0.856007825229477,17230,2016-11-28 06:00:00,16.747168927542468,TP,0,0.09164088411617996,0.0,0.27271112815654003,IS_2014_2024,2016
22251,2017-10-04 06:00:00,7,0.03511976227720615,1.366751848179559,0.1041666666666497,0.8333333333333457,0.06250000000000462,0.9374999999999953,1.7559027237474962,72.33476356670452,2.4238591807036096,1.5778018909144627,True,False,False,True,False,False,-1.3995523482653107,-0.7459825706569599,stretch_wick_short,20,0,2.4238591807036096,2.8473996837074567,5.267689414858871,6.71986325354976,0.0,999.0,16.802,22252,2017-10-04 07:00:00,16.757,16.80726796434158,16.726839221395053,0.050267964341578875,1.4313298576683244,22253,2017-10-04 08:00:00,16.726839221395053,TP,1,0.33818755588513066,0.0,0.10266535899241087,IS_2014_2024,2017
22722,2017-11-01 17:00:00,18,0.07401034699781658,1.0268834437736474,0.0789473684210551,0.7763157894736928,0.1447368421052521,0.7763157894736928,1.6309514373091551,74.94483119722058,2.7076263947820123,3.859844416758817,False,False,True,True,False,False,-0.16810476401264102,-0.18730288673354312,stretch_wick_short,20,0,2.7076263947820123,3.4589758106059496,5.093882346087648,7.053067863813667,0.0,999.0,17.186,22723,2017-11-01 18:00:00,17.081,17.197101552049674,17.011339068770194,0.11610155204967398,1.5687205473188655,22729,2017-11-02 01:00:00,17.197101552049674,SL,6,1.0249647648903581,-0.44788376280922954,-1.2153287321198418,IS_2014_2024,2017
