signal_i,signal_time,entry_hour,atr,range_atr,body_ratio,upper_wick_ratio,lower_wick_ratio,close_location,bb_z,rsi14,ema20_dist_atr,ema100_dist_atr,h4_down,h4_up,h4_neutral,d1_down,d1_up,d1_neutral,h4_slope_atr,d1_slope_atr,family,lookback,box_bars,trigger_atr,move_6_atr,move_12_atr,move_24_atr,pullback_atr,box_width_atr,stop_anchor,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,mae_r,mfe_r,r_after_cost,sample,year
14108,2016-05-19 13:00:00,14,0.09694010771320305,1.237877725028123,0.6249999999999889,0.20833333333334936,0.16666666666666174,0.8333333333333383,-2.1693056787314813,17.536953633589874,-3.766064240768282,-6.9278763237615575,True,False,False,False,True,False,-0.37640467396556915,0.6957484342086115,breakdown,72,0,0.3301007266741637,3.352585505284465,4.920563956986752,6.746433601403214,0.0,999.0,16.448,14109,2016-05-19 14:00:00,16.353,16.46254101615698,16.22155078061163,0.10954101615697809,1.1299865323138982,14110,2016-05-19 15:00:00,16.46254101615698,SL,1,1.3145760834794404,-0.07303200463773948,-1.2282250144929805,IS_2014_2024,2016
14169,2016-05-24 05:00:00,6,0.056310044621611245,1.1543233616095363,0.7538461538461312,0.09230769230769399,0.15384615384617487,0.8461538461538252,-2.5780438566439643,32.21978342261362,-1.8579909582780443,-6.106114533620198,True,False,False,False,True,False,-1.2262643846048336,0.4522330593430894,breakdown,72,0,0.1420705675826937,2.024505588053622,2.5750290374365994,4.208840564637735,0.0,999.0,16.308,14170,2016-05-24 06:00:00,16.257,16.316446506693243,16.18566419196811,0.059446506693241474,1.0556998683397685,14177,2016-05-24 13:00:00,16.316446506693243,SL,7,1.5644317079875314,0.0,-1.4205461580612002,IS_2014_2024,2016
14235,2016-05-27 02:00:00,3,0.06804101987173498,2.616068958630411,0.7921348314606605,0.02247191011236695,0.18539325842697246,0.8146067415730276,-2.6111396871524355,30.904447769495363,-2.62142302074646,-3.6092152017075643,True,False,False,False,True,False,-0.656513757648404,0.20654519137846372,breakdown,72,0,0.1763641994582358,2.513189842279756,4.188649737132944,3.6007690722721923,0.0,999.0,16.288,14236,2016-05-27 03:00:00,16.142,16.29820615298076,15.954552616423086,0.15620615298076146,2.2957644267418056,14240,2016-05-27 07:00:00,16.29820615298076,SL,4,1.2483503132172824,-0.5505544971112242,-1.160044911950947,IS_2014_2024,2016
15567,2016-08-17 08:00:00,9,0.08636860346225057,2.003042692193257,0.8092485549132856,0.15028901734104083,0.040462427745673525,0.9595375722543265,-3.1648002807911846,30.71309161434901,-2.275578269482554,-3.329714934804218,True,False,False,False,True,False,-0.14953803019271672,0.9759790845506628,breakdown,72,0,0.4862878212260909,2.6282698909125286,2.1535603511442165,4.492373205612647,0.0,999.0,19.769,15568,2016-08-17 09:00:00,19.603,19.781955290519335,19.3882536513768,0.17895529051933323,2.0719947219888746,15577,2016-08-17 18:00:00,19.781955290519335,SL_first_same_bar,9,1.0728936788781758,-0.2738114076303647,-1.1396996977706075,IS_2014_2024,2016
16351,2016-10-04 14:00:00,15,0.11945052980460882,1.1971483109694812,0.7272727272727363,0.08391608391608878,0.18881118881117492,0.8111888111888251,-2.9039573178257796,18.46506760849047,-4.027706728249406,-6.760986544165139,True,False,False,False,False,True,-0.44176938718438163,0.0909582189969148,breakdown,72,0,0.17580499671580813,4.721619911795812,4.570929914610833,6.236891550155822,0.0,999.0,18.342,16352,2016-10-04 15:00:00,18.226,18.35991757947069,18.06529890463517,0.13391757947069038,1.1211133151920383,16352,2016-10-04 15:00:00,18.06529890463517,TP,0,0.052270956715832005,0.0,1.0133180117291942,IS_2014_2024,2016
16353,2016-10-04 16:00:00,17,0.13293438539274943,1.5045016337128059,0.7850000000000029,0.06499999999999086,0.1500000000000062,0.8499999999999938,-2.5949077050550744,13.338977251752112,-5.022601722798178,-8.158263839562682,True,False,False,False,False,True,-0.5182478683374215,0.0817321072886061,breakdown,72,0,0.6695032270021908,6.35651940243662,7.168950284641541,7.703048364609574,0.0,999.0,18.078,16354,2016-10-04 17:00:00,17.906,18.09794015780891,17.675671810629304,0.1919401578089115,1.4438714049930108,16374,2016-10-05 14:00:00,17.675671810629304,TP,20,0.5053658447888268,-0.1927684150225531,1.0697510709307128,IS_2014_2024,2016
16395,2016-10-06 12:00:00,13,0.10973799200001053,1.9136490122762653,0.7999999999999933,0.08571428571428862,0.11428571428571815,0.8857142857142819,-2.7575921138248614,33.159090796517475,-1.9313497328189289,-7.126374566123738,True,False,False,True,False,False,-1.410875603689022,-0.39279920288424447,breakdown,72,0,0.20959012991596823,2.5059689446474995,2.05033822743886,3.1438519487395555,0.0,999.0,17.703,16396,2016-10-06 13:00:00,17.514,17.719460698800003,17.267447161439996,0.20546069880000317,1.8722841110486463,16397,2016-10-06 14:00:00,17.267447161439996,TP,1,0.034069776073405146,0.0,1.0783222283092786,IS_2014_2024,2016
17096,2016-11-18 01:00:00,2,0.10087569549884046,1.5266313579148518,0.6103896103896185,0.3116883116883006,0.07792207792208092,0.922077922077919,-1.7099515405254628,28.95007683180198,-2.3572573605069893,-5.9216594029938925,True,False,False,True,False,False,-1.0418698409900953,-0.8147028939995972,breakdown,72,0,0.10904509699394566,1.0111454448526978,4.322151117213479,4.123887304497268,0.0,999.0,16.705,17097,2016-11-18 02:00:00,16.56,16.720131354324824,16.36784237481021,0.16013135432482528,1.5874126421925483,17108,2016-11-18 13:00:00,16.720131354324824,SL,11,1.2115053970409508,-0.24979492722495178,-1.1561218295155977,IS_2014_2024,2016
18817,2017-03-07 14:00:00,15,0.05815525093684477,1.8914887001254082,0.8181818181818211,0.009090909090887951,0.17272727272729094,0.8272727272727091,-3.0784134864479453,20.05977394169517,-3.539857845513344,-7.009649854096254,True,False,False,False,True,False,-0.4541163183751778,0.42234970177191355,breakdown,72,0,0.6878140727728645,3.6626099375155987,4.230056547553184,6.293498765871839,0.0,999.0,17.58,18818,2017-03-07 15:00:00,17.486,17.588723287640526,17.36273205483137,0.10272328764052574,1.7663630710162495,18818,2017-03-07 15:00:00,17.588723287640526,SL,0,1.051368219229318,0.0,-1.243372272969769,IS_2014_2024,2017
18843,2017-03-08 17:00:00,18,0.05957374875452948,0.9903691010465686,0.6101694915254727,0.20338983050843068,0.1864406779660966,0.8135593220339034,-2.2050485958708954,18.67553728025176,-3.018780779501959,-8.161015532037172,True,False,False,False,True,False,-0.9841296888275495,0.24723884629662737,breakdown,72,0,0.1678591696689433,3.0886087219080913,4.750414501630373,5.0861328409682,0.0,999.0,17.266,18844,2017-03-08 18:00:00,17.218,17.274936062313177,17.149676725224186,0.05693606231317716,0.9557240144107638,18844,2017-03-08 18:00:00,17.274936062313177,SL,0,1.1591950218995748,0.0,-1.439089023446853,IS_2014_2024,2017
18868,2017-03-09 19:00:00,20,0.0651310416619007,1.0594026786518465,0.7391304347825572,0.11594202898554157,0.14492753623190122,0.8550724637680988,-2.5251302218119287,23.044261195206744,-3.03360961207913,-8.35474517470877,True,False,False,False,False,True,-1.298047635420518,0.010666317642165987,breakdown,72,0,0.5834391563589697,4.698220574890634,3.4392202901160123,5.051354801107898,0.0,999.0,17.004,18869,2017-03-09 20:00:00,16.944,17.013769656249288,16.860276412500852,0.06976965624928866,1.0712197205668428,18871,2017-03-09 23:00:00,16.860276412500852,TP,2,0.6449795286251035,0.0,0.8416780396527135,IS_2014_2024,2017
