family,lookback,box_bars,move_bars,move_atr,trigger_atr,range_atr,body_max,close_location,upper_wick,box_width_max,pullback_atr,bb_z,rsi_high,h4,d1,hour_filter,rr,stop_buffer_atr,max_risk_atr,max_hold,trades,wins,win_rate,total_r,avg_r,pf,max_dd_r,max_loss_streak,is_trades,is_r,oos_trades,oos_r,worst_year_r,worst_2y_r,avg_mae_r,avg_mfe_r,score
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_11_12,1.2,0.15,2.5,24,32,24,75.0,12.334412268842684,0.38545038340133386,2.245249172218697,2.481965122378636,2,29,8.81667095528837,3,3.517741313554313,-1.502764397181974,0.8980309876965809,0.7650811850236956,-0.11959778869024226,51.20374803494409
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.0,0.15,2.5,24,25,20,80.0,9.204284191400777,0.3681713676560311,2.557502135013625,1.434245486554473,1,22,6.286542877846466,3,2.9177413135543113,-1.1783067293721479,0.24189955247089978,0.7596797055143832,-0.13092216771890738,50.93852891461865
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,24,20,15,75.0,8.29431627551722,0.414715813775861,2.394624824538313,2.4989216691386473,2,17,4.776574961962908,3,3.517741313554313,-2.4989216691386473,-1.2676829192815824,0.8592895916598537,-0.11251765674298064,49.9704249393222
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.2,0.15,2.5,12,30,20,66.66666666666666,10.963940480139659,0.365464682671322,2.3668119193275676,2.5903899786467415,3,27,7.4461991665853455,3,3.517741313554313,-1.4320392381544538,-0.23836498758879987,0.7118200819709667,-0.10326915000353984,49.29162525614958
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,down,any,ex_11_12,1.2,0.15,2.5,24,20,15,75.0,7.950387048420213,0.39751935242101066,2.2637163132441915,2.3229742163852114,2,17,4.4326457348659,3,3.517741313554313,-1.2695694340139887,-1.2676829192815824,0.8056116525840531,-0.0863715019387708,48.170993116118716
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,not_up,any,ex_11_12,1.2,0.15,2.5,24,20,15,75.0,7.839626331110523,0.39198131655552615,2.2245520774417997,2.4989216691386473,2,17,4.32188501755621,3,3.517741313554313,-2.4989216691386473,-0.7858202395618994,0.8469646299142359,-0.09638921032014601,47.774444978159345
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_11_12,1.2,0.15,2.5,12,27,17,62.96296296296296,9.174656544617438,0.3398020942450903,2.1952397528603065,1.5732814622216655,3,24,5.656915231063125,3,3.517741313554313,-0.6318031916995386,0.6832792312678571,0.7417641409697987,-0.10933870338859814,46.33394325372918
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.0,0.15,2.5,24,27,21,77.77777777777779,8.921043594108774,0.33040902200402866,2.269314712132436,2.3229742163852114,2,24,6.003302280554463,3,2.9177413135543113,-1.1783067293721479,0.29803098769656855,0.760377230090032,-0.1331712267196066,44.81539192335611
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.0,0.15,2.5,12,25,17,68.0,7.851360353390647,0.3140544141356259,2.4022056596586756,1.4717984608317725,2,22,4.933619039836335,3,2.9177413135543113,-0.6114202870696795,0.24189955247089978,0.7231624873389704,-0.1110202228659801,44.608202347404394
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.0,0.15,2.5,24,28,22,78.57142857142857,9.011733603159659,0.3218476286842735,2.249321361362429,1.434245486554473,2,25,6.093992289605347,3,2.9177413135543113,-2.481965122378636,-0.13445041927976042,0.7498512758384527,-0.11885431749244332,44.5272419015023
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_11_12,1.0,0.15,2.5,24,27,21,77.77777777777779,8.41020345437578,0.3114890168287326,2.123919079950997,1.5732814622216655,1,24,5.492462140821469,3,2.9177413135543113,-0.6114202870696795,0.24189955247089978,0.7755763800211068,-0.12776643010427155,42.540351175449196
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,24,28,20,71.42857142857143,9.45405202869346,0.33764471531048074,1.999384262124279,3.764008228881556,3,25,5.9363107151391485,3,3.517741313554313,-1.6407725221943577,-0.1778111661013677,0.8319464093309773,-0.14910332889977093,42.00761722020627
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_11_12,1.2,0.15,2.5,12,29,18,62.06896551724138,9.091415947325425,0.3134971016319112,2.033751165594762,2.5903899786467406,3,26,5.573674633771112,3,3.517741313554313,-1.3860072800764973,-0.23836498758879987,0.7436491165777879,-0.11292116965340836,41.45588945099128
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,0.8,0.15,2.5,12,28,22,78.57142857142857,7.898163513108212,0.2820772683252933,2.54046347690162,1.7509662552866487,2,25,5.580422199553903,3,2.3177413135543095,-0.8114202870696601,-0.3581004475291194,0.6402561981006601,-0.09912519898748222,41.38233092180908
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_11_12,1.2,0.15,2.5,12,30,19,63.33333333333333,8.970477268658431,0.299015908955281,1.9989779177217821,1.587694604979379,4,27,5.452735955104119,3,3.517741313554313,-1.9354615847060266,0.6382834235656787,0.7254993169089341,-0.0984048330497383,41.35222921459668
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,0.8,0.15,2.5,24,28,23,82.14285714285714,7.827687679875308,0.279560274281261,2.324561478122964,1.6342454865544775,1,25,5.509946366320999,3,2.3177413135543095,-0.8114202870696601,-0.3581004475291194,0.6728608571858502,-0.11689479260616732,40.13150367374002
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.0,0.15,2.5,24,30,23,76.66666666666667,8.728493005867655,0.29094976686225515,2.0476000291081036,2.3229742163852114,2,27,5.810751692313343,3,2.9177413135543113,-2.481965122378636,-0.13445041927976042,0.7511342766015986,-0.12168299394150352,39.517028984497514
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,12,20,14,70.0,6.821428923665577,0.34107144618327884,2.0890155385348437,2.4989216691386473,2,17,3.3036876101112638,3,3.517741313554313,-2.4989216691386473,-2.047078903695663,0.8459648224331721,-0.10977432190219424,39.136886900337224
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,down,any,ex_11_12,1.2,0.15,2.5,12,20,14,70.0,6.47749969656857,0.32387498482842847,1.980284060008884,2.3229742163852114,2,17,2.9597583830142566,3,3.517741313554313,-1.2695694340139887,-1.2676829192815824,0.7922868833573715,-0.0836281670979844,39.00713220980269
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,24,30,21,70.0,9.370811431401448,0.31236038104671493,1.8858382064865191,3.764008228881556,3,27,5.853070117847135,3,3.517741313554313,-1.6407725221943577,-0.1778111661013677,0.8277564011946217,-0.14991540458834265,38.92421938795224
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.0,0.15,2.5,12,28,19,67.85714285714286,7.447181077431648,0.265970752765416,2.0788401422884597,1.4717984608317725,3,25,4.5294397638773365,3,2.9177413135543113,-1.4320392381544538,0.24189955247089978,0.70772892444849,-0.09912519898748222,38.19588150585148
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.0,0.15,2.5,12,27,18,66.66666666666666,7.568119756098643,0.28030073170735714,2.126562941206,2.5903899786467406,3,24,4.650378442544331,3,2.9177413135543113,-1.3860072800764973,-0.43836498758879683,0.7265649910387239,-0.11474350000393317,37.837998925053334
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_11_12,1.0,0.15,2.5,24,29,22,75.86206896551724,8.126962857083775,0.2802400985201302,1.9448289461595376,2.3229742163852114,2,26,5.209221543529464,3,2.9177413135543113,-0.6114202870696795,0.29803098769656855,0.7751294770738334,-0.13007801866455257,37.750620017305
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,1.0,,,not_up,any,ex_11_12,1.2,0.15,2.5,24,20,14,70.0,6.501568026032587,0.32507840130162935,1.8644980911931996,2.4989216691386473,2,17,2.9838267124782742,3,3.517741313554313,-2.4989216691386473,-1.2676829192815824,0.8825803088754525,-0.10977432190219424,37.49568096569786
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,not_up,any,ex_11_12,1.2,0.15,2.5,24,21,15,71.42857142857143,6.721034813295555,0.32004927682359785,1.893680069741983,2.4989216691386473,2,18,3.2032934997412417,3,3.517741313554313,-2.4989216691386473,-1.2676829192815824,0.8707853447934598,-0.107159673088553,37.333441427000594
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_11_12,1.2,0.15,2.5,12,32,20,62.5,8.887236671366418,0.27772614598020057,1.8800771962109613,2.5903899786467406,4,29,5.369495357812106,3,3.517741313554313,-1.9354615847060266,-0.23836498758879987,0.7282241275574783,-0.10233480999840133,37.19321118251866
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,24,31,22,70.96774193548387,9.461501440452334,0.30520972388555917,1.8790328866534254,3.764008228881556,3,28,5.943760126898022,3,3.517741313554313,-2.481965122378636,-0.7995369790226787,0.8160755660285309,-0.13644386793578434,37.08022530165729
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_11_12,1.0,0.15,2.5,24,30,23,76.66666666666667,8.21765286613466,0.27392176220448866,1.9352499645473569,2.481965122378636,2,27,5.299911552580349,3,2.9177413135543113,-1.702764397181968,0.24189955247089978,0.7648135115395661,-0.116818676987702,37.06270082079635
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,not_up,any,ex_11_12,1.2,0.15,2.5,24,30,21,70.0,8.859971291668456,0.29533237638894855,1.8030312857359887,3.764008228881556,3,27,5.342229978114144,3,3.517741313554313,-1.6407725221943577,-0.1778111661013677,0.8414356361325891,-0.14505108763454108,36.491797920136726
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,not_up,any,ex_11_12,1.2,0.15,2.5,12,20,14,70.0,6.366738979258879,0.31833694896294396,1.9476374259965985,2.7527082642538216,2,17,2.848997665704566,3,3.517741313554313,-2.4989216691386473,-2.047078903695663,0.8336398606875542,-0.09364587547935961,35.892246816922686
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_7_11_12,0.8,0.15,2.5,12,25,19,76.0,6.106133377239979,0.24424533508959914,2.190944633789484,1.7509662552866474,2,22,3.7883920636856687,3,2.3177413135543095,-0.8114202870696601,-0.3581004475291194,0.6858675699425533,-0.1110202228659801,35.22433283512511
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,1.0,,,down,any,all,1.2,0.15,2.5,24,21,14,66.66666666666666,6.126016900068232,0.2917150904794396,1.7758204662126011,2.5257836852107856,2,18,2.608275586513919,3,3.517741313554313,-1.2695694340139887,-0.8126822556340375,0.8100598093677185,-0.12803749723297908,35.19554937239589
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,1.0,,,down,any,no_rollover,1.2,0.15,2.5,24,21,14,66.66666666666666,6.126016900068232,0.2917150904794396,1.7758204662126011,2.5257836852107856,2,18,2.608275586513919,3,3.517741313554313,-1.2695694340139887,-0.8126822556340375,0.8100598093677185,-0.12803749723297908,35.19554937239589
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,0.8,0.15,2.5,12,30,23,76.66666666666667,7.414922915816217,0.24716409719387392,2.1871995084478324,2.5903899786467406,3,27,5.097181602261908,3,2.3177413135543095,-1.3860072800764973,-0.6383649875887938,0.6488455373796589,-0.10326915000353984,34.63954932620258
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,0.8,0.15,2.5,24,30,24,80.0,7.344447082583312,0.2448149027527771,2.0449915008326416,2.3229742163852114,2,27,5.026705769029003,3,2.3177413135543095,-0.8114202870696601,-0.30196901230344375,0.6792765525258363,-0.11985410404764593,34.58238943899149
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,all,1.2,0.15,2.5,24,31,21,67.74193548387096,8.441320847505969,0.2723006725001925,1.7371168205383862,3.609225993593805,2,28,4.923579533951656,3,3.517741313554313,-1.4444937321413587,0.010537393907035064,0.8064365163025341,-0.16269967349320583,34.5574450920785
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,no_rollover,1.2,0.15,2.5,24,31,21,67.74193548387096,8.441320847505969,0.2723006725001925,1.7371168205383862,3.609225993593805,2,28,4.923579533951656,3,3.517741313554313,-1.4444937321413587,0.010537393907035064,0.8064365163025341,-0.16269967349320583,34.5574450920785
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,24,33,23,69.6969696969697,9.378260843160321,0.28418972252000974,1.7892746008546965,3.764008228881556,3,30,5.860519529606009,3,3.517741313554313,-2.481965122378636,-0.7995369790226787,0.8132283370138103,-0.13794935862018204,34.528771817203705
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,12,28,17,60.71428571428571,7.701128190683311,0.27504029252440393,1.8416970326334925,3.764008228881556,3,25,4.1833868771289975,3,3.517741313554313,-1.6407725221943577,-0.37251413657194066,0.7993417502457874,-0.13133373528108586,34.28185610075186
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,not_up,any,ex_11_12,1.2,0.15,2.5,24,32,22,68.75,8.776730694376445,0.2742728341992639,1.7222606479970106,3.764008228881556,3,29,5.258989380822131,3,3.517741313554313,-1.6407725221943577,-0.1778111661013677,0.8369144268296548,-0.1460656736716539,33.99806839645051
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_7_11_12,0.8,0.15,2.5,24,25,20,80.0,6.035657544007074,0.24142630176028296,2.0213232572484774,1.634245486554477,1,22,3.7179162304527638,3,2.3177413135543095,-1.1783067293721479,-0.3581004475291194,0.7223847881179659,-0.13092216771890738,33.95085688853624
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,not_up,any,ex_11_12,1.2,0.15,2.5,24,33,23,69.6969696969697,8.867420703427332,0.2687097182856767,1.7187770498182213,3.764008228881556,3,30,5.3496793898730175,3,3.517741313554313,-1.6407725221943577,0.04165562116159949,0.8256640051392352,-0.13352725229854426,33.92420686647259
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_11_12,1.0,0.15,2.5,24,32,24,75.0,7.934412268842656,0.247950383401333,1.8010369764254073,2.481965122378636,2,29,5.016670955288345,3,2.9177413135543113,-1.702764397181968,0.29803098769656855,0.7650811850236956,-0.11959778869024226,33.69268705597754
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_11_12,0.8,0.15,2.5,24,30,24,80.0,6.8336069428503174,0.22778689809501057,1.9132265669457724,1.634245486554477,1,27,4.515865629296008,3,2.3177413135543095,-0.8114202870696601,-0.3581004475291194,0.6929557874638037,-0.11498978709384439,32.54956324127026
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_7_11_12,1.0,0.15,2.5,12,30,20,66.66666666666666,7.163940480139645,0.23879801600465483,1.893087595225927,2.5903899786467406,3,27,4.246199166585333,3,2.9177413135543113,-1.4320392381544538,-0.43836498758879683,0.7118200819709667,-0.10326915000353984,32.526336968974654
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,all,1.2,0.15,2.5,24,33,22,66.66666666666666,8.358080250213956,0.25327515909739257,1.6649016800655438,3.609225993593805,2,30,4.840338936659643,3,3.517741313554313,-1.4444937321413587,0.010537393907035064,0.8041734721196921,-0.16261390323472952,32.28731428221051
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,no_rollover,1.2,0.15,2.5,24,33,22,66.66666666666666,8.358080250213956,0.25327515909739257,1.6649016800655438,3.609225993593805,2,30,4.840338936659643,3,3.517741313554313,-1.4444937321413587,0.010537393907035064,0.8041734721196921,-0.16261390323472952,32.28731428221051
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,not_up,any,ex_7_11_12,1.0,0.15,2.5,24,20,15,75.0,5.494316275517175,0.27471581377585874,1.9238265840330901,2.4989216691386473,2,17,2.576574961962863,3,2.9177413135543113,-2.4989216691386473,-1.4676829192815908,0.8592895916598537,-0.11251765674298064,32.23643373679584
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,not_up,any,ex_11_12,1.2,0.15,2.5,24,35,24,68.57142857142857,8.784180106135317,0.25097657446100907,1.6528363890205986,3.764008228881556,3,32,5.266438792581004,3,3.517741313554313,-1.6407725221943577,0.04165562116159949,0.8224315641190297,-0.13511337869453297,31.824379381167564
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,1.0,,,down,any,all,1.2,0.15,2.5,12,21,14,66.66666666666666,5.814798621050982,0.27689517243099915,1.7881425359498986,2.7795702803259594,2,18,2.2970573074966687,3,3.517741313554313,-1.2695694340139887,-2.073940919767802,0.7822630371447671,-0.10253812121379252,31.19328397694062
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,1.0,,,down,any,no_rollover,1.2,0.15,2.5,12,21,14,66.66666666666666,5.814798621050982,0.27689517243099915,1.7881425359498986,2.7795702803259594,2,18,2.2970573074966687,3,3.517741313554313,-1.2695694340139887,-2.073940919767802,0.7822630371447671,-0.10253812121379252,31.19328397694062
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,down,any,ex_11_12,1.0,0.15,2.5,24,20,15,75.0,5.150387048420169,0.25751935242100843,1.818655506074194,2.3229742163852114,2,17,2.232645734865857,3,2.9177413135543113,-1.2695694340139887,-1.4676829192815908,0.8056116525840531,-0.0863715019387708,30.565689080268463
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,12,31,19,61.29032258064516,7.496948914724306,0.24183706176530018,1.7171928881952936,3.7640082288815564,3,28,3.979207601169992,3,3.517741313554313,-1.6407725221943577,-0.37251413657194066,0.7780295712246936,-0.11862401896356141,30.480671346275773
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_11_12,1.0,0.15,2.5,12,27,17,62.96296296296296,5.774656544617409,0.2138761683191633,1.7523005387368937,1.5732814622216655,3,24,2.8569152310630974,3,2.9177413135543113,-0.6318031916995386,0.24189955247089978,0.7417641409697987,-0.10933870338859814,30.33665459051941
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,not_up,any,ex_7_11_12,1.2,0.15,2.5,12,30,18,60.0,7.617887593391298,0.2539295864463766,1.741897255408664,3.764008228881556,4,27,4.100146279836985,3,3.517741313554313,-2.441800647916295,-1.2941583554285976,0.7973253860484443,-0.13333045054423656,29.819527602032892
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,not_up,any,ex_11_12,1.0,0.15,2.5,24,20,15,75.0,5.039626331110478,0.2519813165555239,1.7871912043564884,2.4989216691386473,2,17,2.1218850175561665,3,2.9177413135543113,-2.4989216691386473,-1.1858202395619384,0.8469646299142359,-0.09638921032014601,29.807640612732484
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_7_11_12,0.8,0.15,2.5,12,27,20,74.07407407407408,5.622892779947983,0.2082552881462216,1.9002784816778218,2.59038997864674,3,24,3.3051514663936734,3,2.3177413135543095,-1.3860072800764973,-0.6383649875887938,0.6920326601161153,-0.11474350000393317,28.686852740033412
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,0.6,,,down,any,ex_7_11_12,0.8,0.15,2.5,24,27,21,77.77777777777779,5.552416946715078,0.20564507210055843,1.7900157020881584,2.3229742163852114,2,24,3.2346756331607684,3,2.3177413135543095,-1.1783067293721479,-0.30196901230344375,0.7258448991674235,-0.1331712267196066,28.5048678408191
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_11_12,0.8,0.15,2.5,12,30,22,73.33333333333333,5.821459704334974,0.19404865681116581,1.8081052649475535,1.7509662552866474,2,27,3.5037183907806644,3,2.3177413135543095,-0.8114202870696601,-0.3581004475291194,0.6625247723176264,-0.0984048330497383,28.19083237755537
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.65,0.0,1.5,0.6,,,down,any,ex_11_12,0.8,0.15,2.5,24,32,25,78.125,6.350366345558321,0.19844894829869753,1.7382844055662223,2.3229742163852114,2,29,4.032625032004013,3,2.3177413135543095,-0.8114202870696601,-0.30196901230344375,0.6977145687026685,-0.11788320441475077,28.0643302592927
pullback_rebreak,any,8,24,0.0,0.05,0.5,0.85,0.75,0.0,1.5,1.0,,,not_up,any,ex_11_12,1.2,0.15,2.5,12,20,13,65.0,5.240309361898823,0.26201546809494114,1.6686515386899436,2.7527082642538216,2,17,1.7225680483445094,3,3.517741313554313,-2.4989216691386473,-2.047078903695663,0.8825803088754525,-0.10977432190219424,27.981514445634126
pullback_rebreak,any,8,24,0.8,0.05,0.5,0.85,0.65,0.0,1.5,1.0,,,down,any,all,1.2,0.15,2.5,24,23,15,65.21739130434783,5.245182782385595,0.22805142532111283,1.5830261522418032,2.5257836852107856,2,20,1.727441468831282,3,3.517741313554313,-1.2695694340139887,-0.8126822556340375,0.8136236386302977,-0.11928931037862123,27.521281052894494
