signal_i,signal_time,entry_hour,atr,range_atr,body_ratio,upper_wick_ratio,lower_wick_ratio,close_location,bb_z,rsi14,ema20_dist_atr,ema100_dist_atr,h4_down,h4_up,h4_neutral,d1_down,d1_up,d1_neutral,h4_slope_atr,d1_slope_atr,family,lookback,box_bars,trigger_atr,move_6_atr,move_12_atr,move_24_atr,pullback_atr,box_width_atr,stop_anchor,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,mae_r,mfe_r,r_after_cost,sample,year
4656,2014-10-10 01:00:00,2,0.0813855483014015,1.1549962120041268,0.41489361702130273,0.5212765957446885,0.06382978723400878,0.9361702127659912,-1.186292160820371,41.372183191165924,-1.0647891682607367,-0.009969384032577477,True,False,False,True,False,False,-0.2120105772171615,-1.295375766605015,pullback_rebreak,0,8,0.09829754995783332,0.39319019983120235,3.415839861033595,1.4253144743881467,0.6880828497046151,1.4867504431117162,17.43,4657,2014-10-10 02:00:00,17.302,17.44220783224521,17.13375060130575,0.14020783224520983,1.722760799324803,4676,2014-10-12 22:00:00,17.44220783224521,SL,19,1.340866604878429,-0.370877997094033,-1.1783067293721479,IS_2014_2024,2014
6965,2015-03-04 09:00:00,10,0.0812452085465174,1.1939165611774314,0.4845360824742264,0.4432989690721513,0.07216494845362222,0.9278350515463778,-1.2042013296032965,39.18762169955771,-1.0911672957211453,-2.765284847076246,True,False,False,True,False,False,-0.545774418076017,-0.36151246994764685,pullback_rebreak,0,8,0.38156096285049945,1.107757634082136,0.3569441265375767,2.769394085205362,0.7508135075445594,1.366234415367978,16.363,6966,2015-03-04 10:00:00,16.221,16.37518678128198,16.035975862461626,0.15418678128197882,1.897795378218499,6990,2015-03-05 11:00:00,16.195,TIME,24,0.9015039995276528,-0.3956240573466693,0.006485640284356518,IS_2014_2024,2015
8594,2015-06-12 03:00:00,4,0.05114009865960367,0.8212733471548079,0.8095238095237873,0.1666666666667019,0.023809523809510718,0.9761904761904893,-0.14193659652727217,45.304081814411084,-0.5741582365568477,-1.934220262736293,True,False,False,True,False,False,-1.1124258226767954,-0.6876838313835267,pullback_rebreak,0,8,0.664840328649112,0.6843944559623457,-0.3519742916377897,1.0559228749132996,1.1536935114793987,1.1732476387926325,16.065,8595,2015-06-12 04:00:00,15.972,16.072671014798942,15.851194782241269,0.10067101479894269,1.9685338401285533,8603,2015-06-12 12:00:00,15.851194782241269,TP,8,0.44700056009043576,-0.11920014935745424,0.951666355505306,IS_2014_2024,2015
8824,2015-06-26 03:00:00,4,0.04217670546086919,1.2566178278000286,0.7169811320754894,0.09433962264149236,0.18867924528301824,0.8113207547169817,-0.9937351213413032,43.26673459655692,-0.6691172581639853,-2.465078664753665,True,False,False,True,False,False,-0.7984758385223801,-0.8647069913743627,pullback_rebreak,0,8,0.07112931100755276,0.09483908134338964,-0.07112931100755276,1.8730718565321667,1.090649435449086,1.2329080574641917,15.885,8825,2015-06-26 04:00:00,15.83,15.89132650581913,15.756408193017045,0.061326505819129906,1.45403736847174,8827,2015-06-26 06:00:00,15.756408193017045,TP,2,0.3261232599650389,0.0,0.7923459250436811,IS_2014_2024,2015
10110,2015-09-14 05:00:00,6,0.06923202033006773,1.0399812060479634,0.583333333333323,0.29166666666667385,0.12500000000000308,0.8749999999999969,-0.1737890172217459,43.48691019036963,-0.6610859724386414,-1.5954624422335675,True,False,False,True,False,False,-0.29016870405682244,-0.6197277066965641,pullback_rebreak,0,8,0.05777673366932417,0.3033278517639968,-0.5633231532759684,3.1199436181438385,1.473306708567933,1.415529974898609,14.615,10111,2015-09-14 06:00:00,14.513,14.62538480304951,14.378138236340588,0.11238480304951004,1.623306708567927,10116,2015-09-14 11:00:00,14.378138236340588,TP,5,0.2580420057970315,0.0,0.9775499950025552,IS_2014_2024,2015
22499,2017-10-19 01:00:00,2,0.04493656538979962,1.6912730054187037,0.7236842105263072,0.23684210526316526,0.03947368421052755,0.9605263157894725,-1.745978394877897,34.60424653473237,-1.2239895494742703,-3.6928724186556927,True,False,False,False,False,True,-0.19440838086562415,0.06224071082076083,pullback_rebreak,0,8,0.6008469887671107,1.4464834914764626,0.31155029047184984,2.692684653363941,1.3129619384171662,1.357469122770265,17.019,22500,2017-10-19 02:00:00,16.933,17.02574048480847,16.821711418229835,0.09274048480846986,2.063808927184308,22505,2017-10-19 07:00:00,17.02574048480847,SL,5,1.2400193964642252,-0.16174166040838553,-1.2695694340139887,IS_2014_2024,2017
23166,2017-11-29 09:00:00,10,0.04087538618152351,1.0275132279725452,0.7619047619047337,0.0,0.23809523809526628,0.7619047619047337,-0.7670221574929352,35.3032245891943,-1.2604402405531294,-3.6775808175161444,True,False,False,True,False,False,-0.3665233401476956,-0.04929115584185541,pullback_rebreak,0,8,0.14678760399607788,0.9785840266404613,0.09785840266399398,3.7675485025658544,0.6850088186483925,1.467876039960692,16.91,23167,2017-11-29 10:00:00,16.843,16.91613130792723,16.755242430487325,0.07313130792723044,1.7891282446228545,23170,2017-11-29 13:00:00,16.755242430487325,TP,3,0.45124312603349054,0.0,0.8581491469442897,IS_2014_2024,2017
25528,2018-04-26 07:00:00,8,0.039444927225298895,1.850681573907942,0.5342465753424831,0.3972602739725994,0.0684931506849175,0.9315068493150825,-0.5229315162652481,40.68723896806783,-0.7356140036466299,-4.585035534864087,True,False,False,True,False,False,-0.48692773030633363,-0.024210734781676988,pullback_rebreak,0,8,0.20281441905838118,1.014072095291996,0.12675901191147698,2.281662214407036,1.5971635500849881,1.0901275024389903,16.594,25529,2018-04-26 08:00:00,16.542,16.599916739083795,16.472499913099448,0.0579167390837938,1.4682937238795966,25535,2018-04-26 14:00:00,16.472499913099448,TP,6,0.9841714312943473,0.0,0.7683458634673688,IS_2014_2024,2018
26530,2018-06-27 01:00:00,2,0.046302191953343376,2.1597249672491388,0.7000000000000177,0.2,0.09999999999998224,0.9000000000000178,-1.3211997319099325,37.53720797867332,-1.3374260545152834,-2.9018005804787914,True,False,False,True,False,False,-0.6658978363346656,-0.29075305056882056,pullback_rebreak,0,8,0.8422927372272141,1.5118074770744356,-0.259166996069912,2.872434206441397,2.2029194665941754,1.1662514823145274,16.296,26531,2018-06-27 02:00:00,16.205,16.302945328793,16.087465605448394,0.09794532879300277,2.115349720196786,26548,2018-06-27 19:00:00,16.087465605448394,TP,17,0.7453137469605955,-0.010209777355637018,0.9447555661093793,IS_2014_2024,2018
26875,2018-07-18 05:00:00,6,0.040616825976950766,1.7480440258992864,0.8450704225352215,0.11267605633801618,0.042253521126762325,0.9577464788732377,-1.205647342997666,28.44192334613892,-2.393669641761388,-6.248359450000021,True,False,False,True,False,False,-1.0853351835942813,-1.0052749686071327,pullback_rebreak,0,8,0.7386101517884617,1.0586745508967805,1.4772203035768796,7.041416780383058,0.6155084598236598,1.3541186116121213,15.605,26876,2018-07-18 06:00:00,15.52,15.611092523896543,15.410688971324147,0.09109252389654365,2.2427287634005877,26878,2018-07-18 08:00:00,15.410688971324147,TP,2,0.03293354791011498,0.0,0.9255537674157189,IS_2014_2024,2018
