signal_i,signal_time,entry_hour,atr,range_atr,body_ratio,upper_wick_ratio,lower_wick_ratio,close_location,bb_z,rsi14,ema20_dist_atr,ema100_dist_atr,h4_down,h4_up,h4_neutral,d1_down,d1_up,d1_neutral,h4_slope_atr,d1_slope_atr,family,lookback,box_bars,trigger_atr,move_6_atr,move_12_atr,move_24_atr,pullback_atr,box_width_atr,stop_anchor,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,mae_r,mfe_r,r_after_cost,sample,year
329,2014-01-22 06:00:00,7,0.0615000637198657,1.3983725348924925,0.6046511627907034,0.1627906976744138,0.2325581395348827,0.7674418604651172,-1.0692116074765723,33.8274938041985,-1.5448731396496012,-4.079780153320934,True,False,False,False,True,False,-0.0390347797764621,0.4941704924274086,pullback_rebreak,0,8,0.3739833523549702,1.3008116603651616,0.4390239353732485,5.723571305606584,0.6341456844279679,1.2682913688559936,19.929,330,2014-01-22 07:00:00,19.825,19.93822500955798,19.689129988530425,0.1132250095579792,1.8410551584746626,347,2014-01-23 00:00:00,19.689129988530425,TP,17,0.8478692152447229,-0.1766394198426467,0.9792007251966618,IS_2014_2024,2014
2520,2014-06-04 10:00:00,11,0.0458639030087117,1.9405239014022264,0.7752808988764058,0.0337078651685411,0.191011235955053,0.8089887640449469,-1.500047497112562,41.76172088694603,-1.1468730903200364,-2.681096736879629,True,False,False,True,False,False,-0.97658201203959,-1.263197370877369,pullback_rebreak,0,8,0.697716458931149,1.2646110818127028,0.7849310162975717,1.7224875079862862,0.7849310162974942,1.3518256391791257,18.841,2521,2014-06-04 11:00:00,18.746,18.84787958545131,18.623744497458425,0.10187958545131082,2.221345737451937,2522,2014-06-04 12:00:00,18.84787958545131,SL,1,1.1778610942360979,-0.2552032370844838,-1.2453877279658727,IS_2014_2024,2014
4656,2014-10-10 01:00:00,2,0.0813855483014015,1.1549962120041268,0.4148936170213027,0.5212765957446885,0.0638297872340087,0.9361702127659912,-1.186292160820371,41.37218319116592,-1.0647891682607369,-0.0099693840325774,True,False,False,True,False,False,-0.2120105772171615,-1.295375766605015,pullback_rebreak,0,8,0.0982975499578333,0.3931901998312023,3.415839861033595,1.4253144743881467,0.6880828497046151,1.4867504431117162,17.43,4657,2014-10-10 02:00:00,17.302,17.44220783224521,17.13375060130575,0.14020783224520983,1.722760799324803,4676,2014-10-12 22:00:00,17.44220783224521,SL,19,1.340866604878429,-0.370877997094033,-1.1783067293721479,IS_2014_2024,2014
6965,2015-03-04 09:00:00,10,0.0812452085465174,1.1939165611774314,0.4845360824742264,0.4432989690721513,0.0721649484536222,0.9278350515463778,-1.2042013296032965,39.18762169955771,-1.0911672957211451,-2.765284847076246,True,False,False,True,False,False,-0.545774418076017,-0.3615124699476468,pullback_rebreak,0,8,0.3815609628504994,1.107757634082136,0.3569441265375767,2.769394085205362,0.7508135075445594,1.366234415367978,16.363,6966,2015-03-04 10:00:00,16.221,16.37518678128198,16.035975862461626,0.15418678128197882,1.897795378218499,6990,2015-03-05 11:00:00,16.195,TIME,24,0.9015039995276528,-0.3956240573466693,0.006485640284356518,IS_2014_2024,2015
8508,2015-06-08 10:00:00,11,0.0613112385903451,1.451609885010825,0.7977528089887613,0.1011235955056193,0.1011235955056193,0.8988764044943807,-1.6989198117146525,38.24007906862546,-1.194900879333305,-5.019458080112885,True,False,False,True,False,False,-1.1427769385735895,-0.5368365328316927,pullback_rebreak,0,8,0.6524089370834869,1.0275440759064949,0.1957226811250576,2.2834312797922625,1.109095193041974,1.3048178741670318,16.149,8509,2015-06-08 11:00:00,16.028,16.158196685788553,15.871763977053734,0.1301966857885546,2.123537034677638,8529,2015-06-09 08:00:00,16.158196685788553,SL,20,1.121380310994333,-0.29954679540260554,-1.1920171765401408,IS_2014_2024,2015
8594,2015-06-12 03:00:00,4,0.0511400986596036,0.8212733471548079,0.8095238095237873,0.1666666666667019,0.0238095238095107,0.9761904761904892,-0.1419365965272721,45.30408181441109,-0.5741582365568477,-1.934220262736293,True,False,False,True,False,False,-1.1124258226767954,-0.6876838313835267,pullback_rebreak,0,8,0.664840328649112,0.6843944559623457,-0.3519742916377897,1.0559228749132996,1.1536935114793987,1.1732476387926325,16.065,8595,2015-06-12 04:00:00,15.972,16.072671014798942,15.851194782241269,0.10067101479894269,1.968533840128556,8603,2015-06-12 12:00:00,15.851194782241269,TP,8,0.44700056009043576,-0.11920014935745424,0.951666355505306,IS_2014_2024,2015
8824,2015-06-26 03:00:00,4,0.0421767054608691,1.2566178278000286,0.7169811320754894,0.0943396226414923,0.1886792452830182,0.8113207547169817,-0.9937351213413032,43.26673459655692,-0.6691172581639853,-2.465078664753665,True,False,False,True,False,False,-0.7984758385223801,-0.8647069913743627,pullback_rebreak,0,8,0.0711293110075527,0.0948390813433896,-0.0711293110075527,1.873071856532167,1.090649435449086,1.2329080574641915,15.885,8825,2015-06-26 04:00:00,15.83,15.89132650581913,15.756408193017045,0.061326505819129906,1.4540373684717431,8827,2015-06-26 06:00:00,15.756408193017045,TP,2,0.3261232599650389,0.0,0.7923459250436811,IS_2014_2024,2015
10110,2015-09-14 05:00:00,6,0.0692320203300677,1.0399812060479634,0.583333333333323,0.2916666666666738,0.125000000000003,0.8749999999999969,-0.1737890172217459,43.48691019036963,-0.6610859724386414,-1.5954624422335677,True,False,False,True,False,False,-0.2901687040568224,-0.6197277066965641,pullback_rebreak,0,8,0.0577767336693241,0.3033278517639968,-0.5633231532759684,3.1199436181438385,1.473306708567933,1.415529974898609,14.615,10111,2015-09-14 06:00:00,14.513,14.62538480304951,14.378138236340588,0.11238480304951004,1.6233067085679276,10116,2015-09-14 11:00:00,14.378138236340588,TP,5,0.2580420057970315,0.0,0.9775499950025552,IS_2014_2024,2015
22499,2017-10-19 01:00:00,2,0.0449365653897996,1.6912730054187035,0.7236842105263072,0.2368421052631652,0.0394736842105275,0.9605263157894725,-1.745978394877897,34.60424653473237,-1.2239895494742703,-3.6928724186556927,True,False,False,False,False,True,-0.1944083808656241,0.0622407108207608,pullback_rebreak,0,8,0.6008469887671107,1.4464834914764626,0.3115502904718498,2.692684653363941,1.3129619384171662,1.357469122770265,17.019,22500,2017-10-19 02:00:00,16.933,17.02574048480847,16.821711418229835,0.09274048480846986,2.0638089271843088,22505,2017-10-19 07:00:00,17.02574048480847,SL,5,1.2400193964642252,-0.16174166040838553,-1.2695694340139887,IS_2014_2024,2017
23166,2017-11-29 09:00:00,10,0.0408753861815235,1.0275132279725452,0.7619047619047337,0.0,0.2380952380952662,0.7619047619047337,-0.7670221574929352,35.3032245891943,-1.2604402405531294,-3.677580817516144,True,False,False,True,False,False,-0.3665233401476956,-0.0492911558418554,pullback_rebreak,0,8,0.1467876039960778,0.9785840266404612,0.0978584026639939,3.7675485025658544,0.6850088186483925,1.467876039960692,16.91,23167,2017-11-29 10:00:00,16.843,16.91613130792723,16.755242430487325,0.07313130792723044,1.789128244622855,23170,2017-11-29 13:00:00,16.755242430487325,TP,3,0.45124312603349054,0.0,0.8581491469442897,IS_2014_2024,2017
