signal_i,signal_time,entry_hour,atr,range_atr,body_ratio,upper_wick_ratio,lower_wick_ratio,close_location,bb_z,rsi14,ema20_dist_atr,ema100_dist_atr,h4_down,h4_up,h4_neutral,d1_down,d1_up,d1_neutral,h4_slope_atr,d1_slope_atr,family,lookback,box_bars,trigger_atr,move_6_atr,move_12_atr,move_24_atr,pullback_atr,box_width_atr,stop_anchor,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,mae_r,mfe_r,r_after_cost,sample,year
359,2014-01-23 12:00:00,13,0.07853978023461491,1.3623669391532254,0.13084112149532182,0.8691588785046782,0.0,0.8691588785046782,1.7401431014958155,66.43266091277738,2.4116406075642227,1.1867769796383527,False,False,True,False,True,False,-0.19391567971689833,0.2391119953893674,failed_high_sweep,48,0,0.3565072364139138,5.169354928001976,5.08022811889852,3.8324527914497315,0.0,999.0,20.154,360,2014-01-23 13:00:00,20.062,20.173634945058655,19.950365054941347,0.11163494505865401,1.421380919645775,360,2014-01-23 13:00:00,20.173634945058655,SL,0,1.4601162737560232,0.0,-1.22394421376628,IS_2014_2024,2014
2123,2014-05-12 10:00:00,11,0.08150298772202458,1.3496437747186303,0.4454545454545431,0.5363636363636487,0.0181818181818082,0.9818181818181918,2.0546824287483654,67.99151311718946,2.2494419150950704,1.6317082993809373,True,False,False,True,False,False,-0.45533484432769533,-0.6230573639899484,failed_high_sweep,48,0,0.2453897772215652,3.815811035795419,5.999780053067406,4.343399056821786,0.0,999.0,19.524,2124,2014-05-12 11:00:00,19.416,19.544375746930505,19.287624253069495,0.12837574693050513,1.5751047969964678,2125,2014-05-12 12:00:00,19.544375746930505,SL,1,1.7682467711201275,0.0,-1.194740833823819,IS_2014_2024,2014
3251,2014-07-17 16:00:00,17,0.09882053126141564,1.781006413883963,0.3068181818181901,0.49431818181817494,0.198863636363635,0.801136363636365,2.5116050005322847,67.75816713522332,2.5666598254849005,1.905426916579669,False,False,True,False,True,False,-0.05962342124218113,0.3834132471239704,failed_high_sweep,48,0,0.6779967598308211,4.300725715344757,4.169174105228349,4.988841829799931,0.0,999.0,21.222,3252,2014-07-17 17:00:00,21.081,21.246705132815354,20.915294867184645,0.16570513281535426,1.6768290020320264,3260,2014-07-18 02:00:00,21.079,TIME,8,0.9353964923507717,-0.3560541487012652,-0.1388007698327137,IS_2014_2024,2014
3942,2014-08-28 08:00:00,9,0.06180635747574976,1.7797521888125967,0.13636363636364224,0.8454545454545496,0.0181818181818082,0.9818181818181918,2.5557060009209915,81.96029063108163,3.9396607311524443,5.023142546437299,False,False,True,True,False,False,-0.4069455754513556,-0.6852345849381453,failed_high_sweep,48,0,1.1811082707574632,6.212953095491284,7.458779627660079,7.232265712720303,0.0,999.0,19.878,3943,2014-08-28 09:00:00,19.77,19.893451589368937,19.646548410631063,0.12345158936893696,1.9973930581069144,3947,2014-08-28 13:00:00,19.646548410631063,TP,4,0.5103214978603667,0.0,0.797491469103008,IS_2014_2024,2014
6483,2015-02-03 09:00:00,10,0.10523118957130184,1.4634444467213177,0.006493506493491364,0.8116883116883121,0.1818181818181965,0.8116883116883121,2.412835158599899,75.26996223681952,2.883601738258562,2.1980848103329387,False,False,True,False,True,False,-0.15432890230153515,0.0793722910098657,failed_high_sweep,48,0,1.1403463221204835,5.217084423701318,5.1125526775069465,6.3099163157334575,0.0,999.0,17.729,6484,2015-02-03 10:00:00,17.606,17.755307797392824,17.45669220260718,0.1493077973928223,1.4188549801734904,6486,2015-02-03 12:00:00,17.45669220260718,TP,2,0.6563622376811659,0.0,0.8325606536527478,IS_2014_2024,2015
7643,2015-04-15 18:00:00,19,0.07787152029741441,1.0786998851335987,0.011904761904776507,0.8333333333333404,0.15476190476188312,0.8333333333333404,2.274063211394153,64.2194239662459,1.4782074119870692,0.1896198913724537,True,False,False,True,False,False,-0.5330802761418566,-0.2825965921368537,failed_high_sweep,48,0,0.4109332895747065,3.0819996718103213,2.4912830680466893,2.247291427361683,0.0,999.0,16.399,7644,2015-04-15 19:00:00,16.326,16.418467880074356,16.233532119925645,0.09246788007435569,1.187441566842325,7649,2015-04-16 00:00:00,16.418467880074356,SL,5,1.2653042321930417,-0.3568806808749713,-1.2703641521780213,IS_2014_2024,2015
7682,2015-04-17 10:00:00,11,0.07250083668885002,1.3241226499495071,0.20833333333333642,0.7395833333333387,0.05208333333332485,0.9479166666666752,1.9397182699843631,60.42638637581512,1.2467535320761793,1.320815013306803,True,False,False,True,False,False,-0.2552374275757091,-0.3183356690045378,failed_high_sweep,48,0,0.23448005259522622,3.2413419035223403,3.337892513414466,0.8689554890293794,0.0,999.0,16.516,7683,2015-04-17 11:00:00,16.431,16.53412520917221,16.327874790827792,0.1031252091722088,1.4224002629761172,7684,2015-04-17 12:00:00,16.327874790827792,TP,1,0.7175743020935401,0.0,0.757576249292696,IS_2014_2024,2015
8971,2015-07-06 17:00:00,18,0.07051407163770934,1.4607013551734498,0.029126213592234183,0.8543689320388291,0.11650485436893673,0.8543689320388291,1.8446336147388092,65.71342567375777,1.5670993944794696,1.3972214759657393,True,False,False,True,False,False,-0.41740558969312874,-0.5807924472777573,failed_high_sweep,48,0,0.7090783277541136,4.141017434083962,4.041746468198392,2.6377713792452644,0.0,999.0,15.856,8972,2015-07-06 18:00:00,15.77,15.873628517909427,15.666371482090572,0.10362851790942784,1.4696147237370651,8973,2015-07-06 19:00:00,15.666371482090572,TP,1,0.04824926671604839,0.0,0.7587536664197924,IS_2014_2024,2015
9062,2015-07-10 16:00:00,17,0.0795263005246488,2.32627443725562,0.16216216216216942,0.6378378378378344,0.19999999999999615,0.8000000000000038,1.6380556877631764,60.158647263021294,0.8172463125609266,1.5213375837808454,True,False,False,True,False,False,-0.33261131104645364,-0.8321467436764476,failed_high_sweep,48,0,1.1568499904190033,2.816678237541962,2.552614652772393,2.8921249760475307,0.0,999.0,15.655,9063,2015-07-10 17:00:00,15.506,15.674881575131161,15.337118424868839,0.1688815751311612,2.123594006222094,9067,2015-07-12 22:00:00,15.674881575131161,SL,4,2.279703986068291,-0.3552785432833732,-1.148032726368073,IS_2014_2024,2015
10444,2015-10-02 17:00:00,18,0.10297058374377595,0.8351899821603037,0.011627906976737701,0.7558139534883843,0.23255813953487794,0.7558139534883843,1.7625954863635127,83.18301163278507,4.153594769073863,5.244420804595841,False,False,True,True,False,False,-0.15848860322715344,-0.37317705223137654,failed_high_sweep,48,0,0.22336476267079236,8.138246570352708,7.497286816601773,6.972865199896465,0.0,999.0,15.281,10445,2015-10-02 18:00:00,15.209,15.306742645935945,15.111257354064055,0.09774264593594495,0.9492288222737496,10446,2015-10-02 19:00:00,15.306742645935945,SL,1,1.0026329762366415,-0.29669751337614586,-1.2557737184277162,IS_2014_2024,2015
