name,trades,win_rate,total_r,avg_r,pf,max_dd_r,is_trades,is_r,oos_trades,oos_r,oos_2025_trades,oos_2025_r,ex_2026_trades,ex_2026_r,worst_year_r,worst_2y_r,same_bar_ambiguous,avg_mae_r
aggressive_ex_7_11_12,25,80.0,13.004284191400826,0.520171367656033,3.200518798773454,1.2695694340139887,22,9.486542877846512,3,3.517741313554313,1,1.1476422924876974,23,10.63418517033421,-1.1783067293721479,0.8418995524709187,0,0.7596797055143832
loose_close65_guard_ex_11_12,30,76.66666666666667,12.417652866134697,0.4139217622044899,2.4132513981789256,2.481965122378636,27,8.899911552580384,3,3.517741313554313,1,1.1476422924876974,28,10.047553845068082,-1.502764397181974,0.8418995524709187,0,0.7648135115395661
guard_ex_11_12,27,77.77777777777779,12.410203454375822,0.4596371649768823,2.6584693252800755,1.573281462221665,24,8.89246214082151,3,3.517741313554313,1,1.1476422924876974,25,10.040104433309207,-0.411420287069699,0.8418995524709187,0,0.7755763800211068
maxhold12_guard_ex_11_12,27,62.96296296296296,9.174656544617438,0.3398020942450903,2.1952397528603065,1.5732814622216655,24,5.656915231063125,3,3.517741313554313,1,1.1476422924876974,25,6.804557523550822,-0.6318031916995386,0.6832792312678571,0,0.7417641409697987
core_no_time,31,67.74193548387096,8.441320847505969,0.2723006725001925,1.7371168205383862,3.609225993593805,28,4.923579533951656,3,3.517741313554313,1,1.1476422924876974,29,6.071221826439354,-1.4444937321413587,0.010537393907035064,0,0.8064365163025341
tp1_guard_ex_11_12,27,77.77777777777779,8.41020345437578,0.3114890168287326,2.123919079950997,1.5732814622216655,24,5.492462140821469,3,2.9177413135543113,1,0.9476422924877005,25,6.44010443330917,-0.6114202870696795,0.24189955247089978,0,0.7755763800211068
strict_pullback_1_0,21,66.66666666666666,6.126016900068232,0.2917150904794396,1.7758204662126011,2.5257836852107856,18,2.608275586513919,3,3.517741313554313,1,1.1476422924876974,19,3.7559178790016166,-1.2695694340139887,-0.8126822556340375,0,0.8100598093677185
