trade_id,phase,symbol,period,signal_time,entry_time,trigger_type,signal_close,entry,stop,target,exit_time,exit_reason,r_after_cost,bb_pos,bb_width_atr,macd_hist_slope3,signal_recovery_bars,v_move_atr,v_drop_speed_atr_per_bar,max_recovery_to_drop,candidate,tv_signal_time,tv_entry_time,tv_match,tv_notes
1,A_BASE,EURJPY,Research_2015_2024,2015-02-10 12:00:00,2015-02-10 16:00:00,stagnation,135.01,135.0,132.36480196589736,140.30039606820526,2015-03-05 04:00:00,SL,-1.0047434765198755,0.9083584810723602,1.8756972187984935,0.051897588842492,23,4.54258331348275,0.9085166626965498,1.2,Strict_075_100_width7,,,,
14,A_BASE,EURJPY,Research_2015_2024,2016-09-09 08:00:00,2016-09-09 12:00:00,rebreak,115.71,115.72,113.76137159108706,119.60725681782588,2016-09-19 08:00:00,SL,-1.0063820171008988,0.9574092490150282,5.759821042911815,0.0277023687220892,14,7.0237072698834835,0.4389817043677177,1.2,Strict_075_100_width7,,,,
22,A_BASE,EURJPY,Research_2015_2024,2017-05-22 08:00:00,2017-05-22 12:00:00,rebreak,125.14,125.14,122.46610613628488,130.4877877274302,2017-06-15 04:00:00,SL,-1.0046748302801447,0.943799190045862,4.537683989505656,0.0045784943976202,13,6.4773183750676635,0.5397765312556386,1.2,Strict_075_100_width7,,,,
27,A_BASE,EURJPY,Research_2015_2024,2017-08-15 00:00:00,2017-08-15 04:00:00,rebreak,129.81,129.82,127.93838028620264,133.55323942759475,2017-08-18 04:00:00,SL,-1.0066432127110116,0.9724172490764822,5.048202460458261,0.0149984331231299,11,4.065718878186228,0.5082148597732785,1.2,Strict_075_100_width7,,,,
34,A_BASE,EURJPY,Research_2015_2024,2018-08-17 16:00:00,2018-08-19 20:00:00,rebreak,126.58,126.4,124.76646846078717,130.20706307842568,2018-08-28 12:00:00,TP,2.322919997157933,0.9934199404065616,2.4711693606175182,0.0038040002173097,13,4.1487380734163075,0.5185922591770384,1.2,Strict_075_100_width7,,,,
40,A_BASE,EURJPY,Research_2015_2024,2019-02-04 04:00:00,2019-02-04 08:00:00,stagnation,125.62,125.61,124.30161276854348,128.25677446291303,2019-02-08 00:00:00,SL,-1.0095537465510678,0.8991313362507833,5.22980226051283,0.0185393701166352,8,3.9115489003247927,0.4889436125405991,1.2,Strict_075_100_width7,,,,
48,A_BASE,EURJPY,Research_2015_2024,2019-11-18 00:00:00,2019-11-18 04:00:00,stagnation+rebreak,120.37,120.38,119.1763047949824,122.7573904100352,2019-12-30 04:00:00,max_hold,1.4850104848377412,0.953558112553932,5.625383342959394,0.0194292440464186,9,6.471713812921034,0.4314475875280689,1.2,Strict_075_100_width7,,,,
77,A_BASE,EURJPY,Research_2015_2024,2022-08-17 04:00:00,2022-08-17 08:00:00,rebreak,137.22,137.23,134.8262764523514,142.00744709529718,2022-09-07 00:00:00,TP,1.9823190982001504,0.7864933792150104,5.674127660721612,0.0748008945751126,8,5.556743344870317,0.6174159272078131,1.2,Strict_075_100_width7,,,,
79,A_BASE,EURJPY,Research_2015_2024,2022-10-04 00:00:00,2022-10-04 04:00:00,rebreak,142.55,142.54,137.40593737088304,152.83812525823396,2022-11-15 20:00:00,max_hold,0.3734858996704182,0.8338872185485309,5.105508060968902,0.017365084145669,37,10.466522668361112,0.4757510303800505,1.2,Strict_075_100_width7,,,,
85,A_BASE,EURJPY,Research_2015_2024,2023-08-10 00:00:00,2023-08-10 04:00:00,stagnation,158.16,158.15,155.41454947579246,163.65090104841508,2023-09-21 04:00:00,max_hold,-0.1325193041482619,0.9643816707120128,5.88378954273132,0.0253719144049954,27,4.6704367161854385,0.4670436716185439,1.2,Strict_075_100_width7,,,,
99,A_BASE,EURJPY,Research_2015_2024,2024-10-14 04:00:00,2024-10-14 08:00:00,stagnation,163.26,163.26,161.8077963184931,166.16440736301377,2025-01-02 12:00:00,SL,-1.008607607981697,0.7621882737089,3.0787480128034104,0.0199780338009659,25,4.011597174924706,0.5730853107035294,1.2,Strict_075_100_width7,,,,
