trade_id,phase,symbol,period,signal_time,entry_time,trigger_type,signal_close,entry,stop,target,exit_time,exit_reason,r_after_cost,bb_pos,bb_width_atr,macd_hist_slope3,signal_recovery_bars,v_move_atr,v_drop_speed_atr_per_bar,max_recovery_to_drop,candidate,tv_signal_time,tv_entry_time,tv_match,tv_notes
2,A_BASE,SILVER,Research_2015_2024,2015-03-02 00:00:00,2015-03-02 04:00:00,stagnation,16.734,16.734,16.04721085140914,18.107578297181725,2015-03-06 08:00:00,SL,-1.050961783644678,0.9833550882948724,2.006506528148729,0.0064985250281855,29,4.6309590590333025,0.3859132549194419,1.2,Strict_075_100_width7,,,,
6,A_BASE,SILVER,Research_2015_2024,2015-08-20 12:00:00,2015-08-20 16:00:00,rebreak,15.516,15.516,14.684088259250784,17.17982348149843,2015-08-24 12:00:00,SL,-1.0420717707006748,0.9041280969380638,6.064470891339898,0.0188228482928126,12,6.373214145874674,0.4902472419903596,1.2,Strict_075_100_width7,,,,
7,A_BASE,SILVER,Research_2015_2024,2015-10-12 04:00:00,2015-10-12 08:00:00,stagnation,15.996,15.994,15.345662498356496,17.296675003287007,2015-11-02 12:00:00,SL,-1.0539842287562833,0.8325721387401661,3.2275800384302165,0.0101448227521133,11,4.607562565680536,0.9215125131361072,1.2,Strict_075_100_width7,,,,
10,A_BASE,SILVER,Research_2015_2024,2016-03-17 08:00:00,2016-03-17 12:00:00,rebreak,15.711,15.713,15.133022986305008,16.866954027389987,2016-03-24 04:00:00,SL,-1.060347219240669,0.96428722901631,4.690757676638238,0.0227037692934507,4,4.560137734767274,0.3507798257513287,1.2,Strict_075_100_width7,,,,
24,A_BASE,SILVER,Research_2015_2024,2017-07-17 08:00:00,2017-07-17 12:00:00,stagnation,16.125,16.125,15.145197270011154,18.08460545997769,2017-08-25 16:00:00,max_hold,0.8940575211603807,0.9438988464377452,4.41571426284264,0.0060427892667164,32,7.216361616770085,0.4810907744513389,1.2,Strict_075_100_width7,,,,
45,A_BASE,SILVER,Research_2015_2024,2019-08-05 00:00:00,2019-08-05 04:00:00,rebreak,16.458,16.459,15.870893265529148,17.6322134689417,2019-08-25 20:00:00,TP,1.9353858784933071,0.8502339806322856,4.113753327102566,0.0180836862155006,11,4.648751836017769,0.4648751836017769,1.2,Strict_075_100_width7,,,,
52,A_BASE,SILVER,Research_2015_2024,2020-04-09 12:00:00,2020-04-09 16:00:00,rebreak,15.37,15.371,14.339803906237332,17.430392187525335,2020-05-18 08:00:00,TP,1.9631495888804755,0.9596582991089372,2.9929018860408636,0.0260309078795367,14,4.701301734224953,2.3506508671124764,1.2,Strict_075_100_width7,,,,
57,A_BASE,SILVER,Research_2015_2024,2020-07-20 08:00:00,2020-07-20 12:00:00,stagnation+rebreak,19.52,19.523,18.877413372149796,20.805173255700407,2020-07-21 12:00:00,TP,1.9318449328070504,0.9685712635522168,3.2905809427713284,0.0188319331316352,9,3.504971439472599,0.4381214299340749,1.2,Strict_075_100_width7,,,,
58,A_BASE,SILVER,Research_2015_2024,2020-08-18 00:00:00,2020-08-18 04:00:00,stagnation+rebreak,27.791,27.79,23.156963014674748,37.0590739706505,2020-09-23 04:00:00,SL,-1.007554440016529,0.9542229850976373,3.0755133636109613,0.0518356447539092,25,8.322484561547293,0.9247205068385882,1.2,Strict_075_100_width7,,,,
60,A_BASE,SILVER,Research_2015_2024,2020-10-09 00:00:00,2020-10-09 04:00:00,rebreak,24.281,24.286,22.75198695515603,27.339026089687938,2020-10-29 12:00:00,SL,-1.0228159728612738,0.8123093916387993,3.766739481457082,0.0248167666099181,13,4.7379340271578005,0.5922417533947251,1.2,Strict_075_100_width7,,,,
61,A_BASE,SILVER,Research_2015_2024,2021-01-20 00:00:00,2021-01-20 04:00:00,rebreak,25.421,25.422,23.92623409188953,28.410531816220946,2021-01-31 20:00:00,TP,1.9745949551370592,0.8073904616237526,3.946924611090793,0.0061294928133866,13,5.957526692155481,0.7446908365194351,1.2,Strict_075_100_width7,,,,
73,A_BASE,SILVER,Research_2015_2024,2022-05-17 08:00:00,2022-05-17 12:00:00,stagnation,21.794,21.801,20.375320555492973,24.631358889014056,2022-06-27 12:00:00,max_hold,-0.3892880704272963,0.9870954640713948,5.208698087075213,0.0040748630398424,12,5.762838020950516,0.4802365017458764,1.2,Strict_075_100_width7,,,,
78,A_BASE,SILVER,Research_2015_2024,2022-09-09 00:00:00,2022-09-09 04:00:00,rebreak,18.794,18.795,17.492003898651543,21.397992202696916,2022-10-20 04:00:00,max_hold,-0.2701466256389552,0.97010547102127,4.89393595768544,0.001629994708873,34,6.66227399774119,0.3701263332078439,1.2,Strict_075_100_width7,,,,
96,A_BASE,SILVER,Research_2015_2024,2024-08-26 04:00:00,2024-08-26 08:00:00,stagnation+rebreak,30.095,30.094,28.69667496780306,32.89165006439388,2024-08-30 16:00:00,SL,-1.0250478587254472,0.9993520304301906,3.9314124761420057,0.0241013474967482,10,3.949550253389566,0.3038115579530435,1.2,Strict_075_100_width7,,,,
