trade_id,phase,symbol,period,signal_time,entry_time,trigger_type,signal_close,entry,stop,target,exit_time,exit_reason,r_after_cost,bb_pos,bb_width_atr,macd_hist_slope3,signal_recovery_bars,v_move_atr,v_drop_speed_atr_per_bar,max_recovery_to_drop,candidate,tv_signal_time,tv_entry_time,tv_match,tv_notes
16,B_LIVE,EURJPY,Research_2015_2024,2019-02-04 04:00:00,2019-02-04 08:00:00,stagnation,125.62,125.61,124.30161276854348,128.25677446291303,2019-02-08,SL,-1.0095537465510678,0.8991313362507833,5.22980226051283,0.0185393701166352,8,3.9115489003247927,0.4889436125405991,1.2,Strict_075_100_width7,,,,
27,B_LIVE,EURJPY,Research_2015_2024,2022-08-17 04:00:00,2022-08-17 08:00:00,rebreak,137.22,137.23,134.8262764523514,142.00744709529718,2022-09-07,TP,1.9823190982001504,0.7864933792150104,5.674127660721612,0.0748008945751126,8,5.556743344870317,0.6174159272078131,1.2,Strict_075_100_width7,,,,
