label,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
2014-2019,37,51.35135135135135,9.484334093011777,0.25633335386518313,1.5161375352355648,3.2816153516430235,3
2020-2026,32,75.0,26.94525859370464,0.84203933105327,4.247960455148924,4.163107198443357,4
2014-2016,18,50.0,4.270872056427907,0.23727066980155037,1.475305740496809,1.7049743351866322,2
2017-2019,19,52.63157894736842,5.21346203658387,0.2743927387675721,1.5552102155648484,3.2816153516430226,3
2020-2022,18,61.111111111111114,8.74707446126846,0.4859485811815811,2.203352617687418,4.163107198443357,4
2023-2026,14,92.85714285714286,18.198184132436182,1.299870295174013,18.717429688990084,1.0271345478370852,1
