trades,win_rate,total_r,pf,max_dd_r,decline_bars,drop_atr_cap,spike_atr,use_down_d1,rr
69,47.82608695652174,7.217411712794635,1.1867861190557318,14.83982870687332,18,2.5,1.5,True,1.5
68,39.705882352941174,5.712008901468354,1.130112112515329,12.25738298630828,18,2.5,1.5,True,2.0
114,48.24561403508772,14.59243614813758,1.2317284252705045,12.780230638717997,18,2.5,1.5,False,1.5
109,43.11926605504588,22.257025991748705,1.336590038784086,7.146828001659248,18,2.5,1.5,False,2.0
41,53.65853658536586,10.517086369144709,1.5185793876498652,5.004853884573711,18,2.5,1.8,True,1.5
41,41.46341463414634,5.402465568044806,1.2115191281429702,5.2077519342099485,18,2.5,1.8,True,2.0
68,51.470588235294116,14.689276787789973,1.4201291094737138,4.701491514710891,18,2.5,1.8,False,1.5
66,43.93939393939394,15.137220851893344,1.386277345374556,5.042929903796697,18,2.5,1.8,False,2.0
16,68.75,9.633235962139715,2.8035892204891937,1.090797241336162,18,2.5,2.2,True,1.5
16,50.0,5.633235962139725,1.66262539860117,2.0983768866105548,18,2.5,2.2,True,2.0
27,62.96296296296296,13.135623295706816,2.247771057825509,2.153602367699849,18,2.5,2.2,False,1.5
27,51.85185185185185,12.13562329570683,1.8866201378274188,2.1536023676998495,18,2.5,2.2,False,2.0
5,80.0,3.861229765290158,4.678137440246494,0.0,18,2.5,2.5,True,1.5
5,40.0,-0.6387702347098415,0.7983526694465243,2.117980895370337,18,2.5,2.5,True,2.0
11,63.63636363636363,5.071664507301629,2.20839509819317,2.0657529222543216,18,2.5,2.5,False,1.5
11,45.45454545454545,2.071664507301631,1.3280542445310144,2.1583578706204056,18,2.5,2.5,False,2.0
5,80.0,3.861229765290158,4.678137440246494,0.0,18,2.5,3.0,True,1.5
5,40.0,-0.6387702347098415,0.7983526694465243,2.117980895370337,18,2.5,3.0,True,2.0
7,85.71428571428571,6.769773484452542,7.4487634325697005,0.0,18,2.5,3.0,False,1.5
7,57.14285714285714,3.2697734844525437,2.032203848624686,2.117980895370337,18,2.5,3.0,False,2.0
67,47.76119402985074,6.929203474530997,1.1844905269712487,13.758436552688,18,3.0,1.5,True,1.5
66,39.39393939393939,4.923800663204701,1.1149902782687153,11.175990832122954,18,3.0,1.5,True,2.0
110,48.18181818181818,13.848673540951943,1.2275729257521717,10.661868427300647,18,3.0,1.5,False,1.5
106,42.45283018867924,19.476293327331035,1.2994342620814892,6.959751517180523,18,3.0,1.5,False,2.0
40,52.5,9.147485976695746,1.451046754759739,5.004853884573709,18,3.0,1.8,True,1.5
40,40.0,3.532865175595829,1.1383199119692187,5.2077519342099485,18,3.0,1.8,True,2.0
66,51.515151515151516,14.356646452573038,1.4231659747766283,3.9241737334122035,18,3.0,1.8,False,1.5
65,43.07692307692308,13.267620459444368,1.3385681731577757,5.042929903796697,18,3.0,1.8,False,2.0
16,68.75,9.633235962139715,2.8035892204891937,1.090797241336162,18,3.0,2.2,True,1.5
16,50.0,5.633235962139725,1.66262539860117,2.0983768866105548,18,3.0,2.2,True,2.0
26,65.38461538461539,14.172593352938843,2.493376697654481,2.153602367699849,18,3.0,2.2,False,1.5
26,53.84615384615385,13.172593352938861,2.041267162825639,2.1536023676998495,18,3.0,2.2,False,2.0
5,80.0,3.861229765290158,4.678137440246494,0.0,18,3.0,2.5,True,1.5
5,40.0,-0.6387702347098415,0.7983526694465243,2.117980895370337,18,3.0,2.5,True,2.0
10,70.0,6.108634564533658,2.933078558030267,1.0814935922989297,18,3.0,2.5,False,1.5
10,50.0,3.10863456453366,1.5889756389683931,2.1583578706204056,18,3.0,2.5,False,2.0
5,80.0,3.861229765290158,4.678137440246494,0.0,18,3.0,3.0,True,1.5
5,40.0,-0.6387702347098415,0.7983526694465243,2.117980895370337,18,3.0,3.0,True,2.0
7,85.71428571428571,6.769773484452542,7.4487634325697005,0.0,18,3.0,3.0,False,1.5
7,57.14285714285714,3.2697734844525437,2.032203848624686,2.117980895370337,18,3.0,3.0,False,2.0
58,50.0,9.349815098907586,1.3008878282739151,10.701204528453296,18,3.5,1.5,True,1.5
58,41.37931034482759,7.735194297807654,1.2128867810133372,8.20120452845331,18,3.5,1.5,True,2.0
95,51.578947368421055,20.091076333128928,1.4092217758858738,7.988319180945936,18,3.5,1.5,False,1.5
