trades,win_rate,total_r,pf,max_dd_r,shelf_bars,drop_win,shelf_atr,move_atr,rr
95,41.05263157894737,-3.6499622059568133,0.9385149149038943,14.548861624194764,4,6,2.0,2.0,1.5
94,36.17021276595745,1.8553401750402325,1.0291530933721005,12.278315756297204,4,6,2.0,2.0,2.0
41,41.46341463414634,-1.2211408364162228,0.9519228779517565,9.216892560253592,4,6,2.0,2.5,1.5
41,36.58536585365854,1.2788591635837694,1.0465049388207623,10.716892560253598,4,6,2.0,2.5,2.0
23,34.78260869565217,-4.501304120246272,0.71862666842765,9.6914422316868,4,6,2.0,3.0,1.5
23,30.434782608695656,-3.5013041202462665,0.7945915118022207,8.19144223168679,4,6,2.0,3.0,2.0
11,36.36363636363637,-1.7390589850042182,0.767917376032598,4.315776677602096,4,6,2.0,3.5,1.5
11,27.27272727272727,-2.739058985004209,0.6793129255635413,4.315776677602096,4,6,2.0,3.5,2.0
100,42.0,-2.6044452834767844,0.9576576388772731,16.82876228921687,4,6,2.5,2.0,1.5
99,36.36363636363637,0.9008570975202548,1.0134867187281067,16.066968836119386,4,6,2.5,2.0,2.0
43,41.86046511627907,-0.8496619359483151,0.9679141918444867,10.298195046343254,4,6,2.5,2.5,1.5
43,37.2093023255814,2.1503380640516703,1.0752373404558684,11.79819504634326,4,6,2.5,2.5,2.0
24,37.5,-3.048522733688702,0.8094390036669844,8.639280121094345,4,6,2.5,3.0,1.5
24,33.33333333333333,-1.548522733688701,0.9091539315800663,7.139280121094337,4,6,2.5,3.0,2.0
11,36.36363636363637,-1.7390589850042182,0.767917376032598,4.315776677602096,4,6,2.5,3.5,1.5
11,27.27272727272727,-2.739058985004209,0.6793129255635413,4.315776677602096,4,6,2.5,3.5,2.0
104,42.30769230769231,-1.7298613622601482,0.9727824150294092,14.93552621717776,4,6,3.0,2.0,1.5
103,36.89320388349515,2.7754410187368865,1.0403152746115016,14.192384914902753,4,6,3.0,2.0,2.0
45,40.0,-2.897203904379835,0.8984451660727247,12.345737014774775,4,6,3.0,2.5,1.5
45,35.55555555555556,0.10279609562015013,1.0033562486950411,13.845737014774782,4,6,3.0,2.5,2.0
25,36.0,-4.067174884511172,0.7609832260764459,8.639280121094345,4,6,3.0,3.0,1.5
25,32.0,-2.5671748845111715,0.85788619578626,7.342088244719959,4,6,3.0,3.0,2.0
