d1_low_trap_source,label,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
CLOSEFAIL_L120_W6_BODY_RR15,,6,83.33333333333334,6.559057367592115,1.0931762279320192,7.434307292598776,1.0193882681259003,1,1.7564050195098526,0.873282819323237,0,0.0
WICK_L120_BODY_RR15,,2,50.0,0.482400381951261,0.2412001909756305,1.475617161339298,0.0,1,0.9548212707728956,0.5775607452396666,1,1.496662316051498
