period,label,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
Research_2015_2024,,7,71.42857142857143,5.544795433491878,0.7921136333559825,3.7265236801404016,2.033650202226138,2,1.5095648550370873,0.9043906963726502,0,0.0
OOS_2025_2026,,1,100.0,1.496662316051498,1.496662316051498,inf,0.0,0,1.8811186733452967,0.0640835318102045,1,1.496662316051498
