symbol,timeframe,strategy,family,period,year,month,pair_key,v_start_i,v_low_i,v_start_time,v_low_time,v_start_confirm_time,v_low_confirm_time,v_start,v_low,drop,drop_atr,drop_bars,context_i,context_time,context_recovery_bars,context_recovery_ratio,drop_speed,context_recovery_speed,context_speed_ratio,pre_adx14,pre_ema50_slope_20_atr,pre_close_ema50_stretch_atr,pre_range60_atr,signal_i,signal_time,atr_signal,shelf_high,shelf_low,shelf_bars,shelf_range_atr,shelf_hold_level,shelf_hold_actual,breakout_atr,signal_close,stop,signal_risk_atr,body_ratio,close_location,signal_adx14,signal_ema50_slope_20_atr,signal_range60_atr,recovery_bars_signal,recovery_ratio_signal,recovery_speed_signal,speed_ratio_signal,mfe_12_atr,mae_12_atr,fwd_12_atr,mfe_24_atr,mae_24_atr,fwd_24_atr,mfe_48_atr,mae_48_atr,fwd_48_atr,mfe_72_atr,mae_72_atr,fwd_72_atr,entry_time,entry,target,exit_time,exit,exit_reason,bars_held,risk,risk_atr_entry,r_clean,r_after_cost,mfe_r,mae_r,mfe_atr_trade,mae_atr_trade,param_shelf_bars,param_shelf_range,param_shelf_hold,param_breakout_buffer,param_body,param_close_location,param_adx_max,param_range60_max,param_ema_slope_mode,param_rr,param_stop_buffer,param_max_hold,param_entry_mode,param_target_basis,d1_low_trap_age_days,d1_low_trap_source,d1_low_trap_signal_time,d1_low_trap_context_start,d1_low_trap_break_depth_atr,d1_low_trap_reclaim_atr,d1_low_trap_activity_ratio,selected_universe,d1_low_trap_age_band
USDJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2016,2016-10,4384-4397,4384,4397,2016-09-23 00:00:00,2016-09-27 00:00:00,2016-09-23 12:00:00,2016-09-27 12:00:00,101.244,100.085,1.159000000000006,3.383226350794956,13,4409,2016-09-29 00:00:00,12,1.1009490940465951,0.2602481808303812,0.3103966654885229,1.1926948518838114,14.46774487600058,-1.4387154184106523,-1.0329003150976546,7.549133746554811,4427,2016-10-03 20:00:00,0.3387627603396934,101.657,101.184,6,1.396257367621221,100.6645,0.9482312338222588,0.525441461810939,101.835,101.09930930991509,2.171698829432169,0.8536585365853139,0.93031358885014,31.35578273636652,0.6246716760305506,7.967227558582879,30,1.5099223468507257,0.1721952356122017,0.6616577878192023,5.407914370998085,0.0383749382221213,4.764396176195903,6.866162023439701,0.0383749382221213,3.0316201195496806,8.265371309385717,0.0383749382221213,5.242606944810379,8.265371309385717,0.0383749382221213,4.312752672504496,2016-10-04 00:00:00,101.835,102.93853603512738,2016-10-04 16:00:00,102.93853603512738,TP,4,0.7356906900849225,2.171698829432169,1.5000000000000095,1.486407331049915,1.537330858257084,0.0176704696351266,3.3386196253268605,0.0383749382221213,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,173.0,CLOSEFAIL_L120_W6_BODY_RR15,2016-04-13,2016-04-14,1.8024119855101024,0.0935908207178511,0.9682517384280358,True,120-240d
GBPJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2016,2016-11,6060-6071,6060,6071,2016-11-01 08:00:00,2016-11-03 04:00:00,2016-11-01 20:00:00,2016-11-03 16:00:00,128.95,126.48,2.4699999999999847,4.310575908564978,11,6074,2016-11-03 16:00:00,3,0.6882591093117463,0.3918705371422707,0.9889310451498678,2.52361673414307,15.257140732688434,0.8031803986223341,1.8400278804657584,6.84085400860003,6093,2016-11-08 16:00:00,0.4862066049653063,129.97,129.25,6,1.4808519519214989,127.715,1.121457489878548,0.4113477644226158,130.17,129.12844834875867,2.142199716344128,0.7065217391304197,0.836956521739122,39.47734101637452,2.071046270691898,7.897877076914649,22,1.4939271255060755,0.3449711933453481,0.880319290807271,8.370927006000752,6.972344606963706,8.20638790023167,10.67447448676754,6.972344606963706,10.30426149878715,15.158165118974262,6.972344606963706,12.46383726200597,22.253914055264826,6.972344606963706,22.109942337716856,2016-11-08 20:00:00,130.16,131.73232747686197,2016-11-09 00:00:00,129.12844834875867,SL,1,1.0315516512413296,2.1216323281230145,-1.0,-1.0193882681259,0.1551061450073379,2.743439939817347,0.3290782115381043,5.820570866580341,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,119.83333333333333,CLOSEFAIL_L120_W6_BODY_RR15,2016-07-11,2016-07-12,0.7013812025495635,0.9156921255508182,1.0398764120884427,True,60-120d
XAUUSD,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2017,2017-02,4881-4903,4881,4903,2017-01-23 20:00:00,2017-01-27 12:00:00,2017-01-24 08:00:00,2017-01-29 20:00:00,1219.931,1180.548,39.38300000000004,6.899017980270025,22,4916,2017-01-31 12:00:00,13,0.8094863265876159,0.3135917263759102,0.4295892863008227,1.3698999373021192,20.48540534646188,1.1786425875945432,2.247506524603479,7.087966392900149,4952,2017-02-08 08:00:00,5.0890541237746705,1235.709,1227.691,6,1.5755383623338026,1200.2395,1.1970393316913386,0.246018212726595,1236.961,1226.4187364690565,2.0715565750604132,0.7524369266055203,0.8011754587156011,33.7425190501116,2.532786969914906,11.357709820764953,49,1.4324200797298317,0.2262278384714405,0.7214088237782639,1.5222868162883558,3.020600611847747,-2.0125547402123583,1.5222868162883558,3.470782501110236,-2.004891233585893,1.5222868162883558,4.0007434593559426,-0.5566849813534271,2.773992898611393,4.0007434593559426,2.5957672445035564,2017-02-08 12:00:00,1237.023,1252.7743952964156,2017-02-09 20:00:00,1226.4187364690565,SL,8,10.604263530943626,2.0837395855947776,-1.0,-1.0330055924184478,0.7247085078162254,1.1253963997760077,1.5101038057539913,2.3450330276991123,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,78.5,CLOSEFAIL_L120_W6_BODY_RR15,2016-11-21,2016-11-22,0.4738872928735013,0.2995629994102957,0.6844239191274016,False,60-120d
EURJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2017,2017-03,4979-4994,4979,4994,2017-02-22 16:00:00,2017-02-27 00:00:00,2017-02-23 04:00:00,2017-02-27 12:00:00,119.77,118.24,1.5300000000000011,4.367996769595496,15,4998,2017-02-27 16:00:00,4,0.7647058823529417,0.2911997846396997,0.8350582059520808,2.8676470588235317,24.342528743535517,-1.597890259791552,-1.8017941020489807,7.548304405997034,5020,2017-03-03 08:00:00,0.2898724958389068,120.46,120.0,6,1.5869046101415334,119.005,1.1503267973856235,0.275983410459444,120.54,119.92753187604028,2.1128880206009653,0.8979591836735031,0.9387755102041077,30.780151808466208,0.713295522084976,8.038016829630045,26,1.5032679738562154,0.3051739634887621,1.0479882870323978,1.966381799523208,0.6554605998411183,0.2414854841519522,1.966381799523208,1.8283900942935347,0.137991705229673,8.003518903322602,1.8283900942935347,4.65722005150237,8.003518903322602,1.8283900942935347,0.8624481576856278,2017-03-03 12:00:00,120.56,121.4587021859396,2017-03-09 12:00:00,121.4587021859396,TP,25,0.6324681239597254,2.1818838732158015,1.4209446324552255,1.401180790569046,1.9921952621286976,0.8696090429926874,4.346738714735532,1.8973859469083711,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,256.5,CLOSEFAIL_L120_W6_BODY_RR15,2016-06-19,2016-06-20,2.403124063425473,0.2864651201434338,1.4158749616917,True,>240d
XAUUSD,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2017,2017-10,6006-6013,6006,6013,2017-10-05 08:00:00,2017-10-06 12:00:00,2017-10-05 20:00:00,2017-10-08 20:00:00,1278.962,1260.581,18.381000000000085,4.247360696921731,7,6016,2017-10-08 20:00:00,3,0.8710081061966115,0.6067658138459614,1.2331618656532388,2.032352247792094,24.15367518574516,-2.5364796561006857,-1.4271654610706284,10.55047467880998,6033,2017-10-11 16:00:00,4.598344418572281,1291.969,1286.669,6,1.1525887401112784,1269.7714999999998,1.41929165986617,0.1461395534631726,1292.641,1285.519413895357,1.5487282935744466,0.4991622919691794,0.905059756506209,26.42315632501467,0.7877868658997759,7.304368038275127,20,1.7441923725586217,0.3486037264902651,0.5745276324660646,2.420653823807281,0.6545834165537675,2.4067357710965354,2.9077856686845065,2.4189140672184744,-1.826526948716008,2.9077856686845065,4.060156939222233,-3.7687477105903406,2.9077856686845065,6.065878816589471,-5.69748535890108,2017-10-11 20:00:00,1292.652,1303.3233791569646,2017-10-13 16:00:00,1303.3233791569646,TP,11,7.132586104642996,1.5511204588841043,1.4961444559383563,1.447073895153636,1.5590418169310658,0.4235490403730873,2.418261658497623,0.6569755818634253,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,323.8333333333333,CLOSEFAIL_L120_W6_BODY_RR15,2016-11-21,2016-11-22,0.4738872928735013,0.2995629994102957,0.6844239191274016,False,>240d
CHFJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2018,2018-04,6784-6798,6784,6798,2018-03-21 16:00:00,2018-03-25 20:00:00,2018-03-22 04:00:00,2018-03-26 08:00:00,111.867,110.382,1.4849999999999994,4.346159917750255,14,6803,2018-03-26 16:00:00,5,0.7595959595959599,0.3104399941250181,0.6602651026562006,2.126868686868688,19.722628492084993,-1.5713157840798884,-0.611029676638863,7.835950070785785,6832,2018-04-02 08:00:00,0.2602019463773639,111.502,111.238,6,1.0145965611537882,111.1245,0.576430976430973,0.1268245701442303,111.535,111.17294951340564,1.391421131298033,0.6736842105261489,0.9157894736841192,20.160751877471075,-0.0861286325708123,6.610250322668721,34,0.776430976430971,0.1303286358077459,0.4198190899181017,0.3651010352636752,3.5549311328305535,-2.9361809572784177,0.3843168792249586,3.5549311328305535,-0.8608698094637939,2.8477880750566995,3.5549311328305535,-0.6302796819288842,2.8477880750566995,3.624108171091043,-2.117586004529349,2018-04-02 12:00:00,111.535,112.07807572989152,2018-04-02 12:00:00,111.17294951340564,SL,0,0.3620504865943417,1.391421131298033,-1.0,-1.05524091457007,0.2623943442076942,1.9886729245214925,0.3651010352636752,2.7670815304194623,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,7.5,WICK_L120_BODY_RR15,2018-03-25,2018-03-26,0.0683948134139902,0.3323987931920046,0.5121951219512061,False,7-15d
SILVER,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2018,2018-08,7406-7415,7406,7415,2018-08-22 08:00:00,2018-08-23 20:00:00,2018-08-22 20:00:00,2018-08-24 08:00:00,14.869,14.466,0.4030000000000004,3.963620209890017,9,7419,2018-08-24 12:00:00,4,0.9578163771712171,0.4404022455433353,0.949105087479869,2.1550868486352384,13.971014266487812,-1.4304183994726634,-0.2407454943317254,12.527786605761024,7426,2018-08-27 12:00:00,0.0926581091900906,14.858,14.742,6,1.2519141715057285,14.6675,0.6848635235732041,0.1403007261170206,14.871,14.718835472702478,1.6422148976227475,0.5255474452554797,0.7153284671532878,20.41317038270415,-0.9124050215548626,8.374874112831447,11,1.0049627791563291,0.3973552033384193,0.9022551709476236,1.262706535053186,2.341942889799522,-1.6728163498568096,1.262706535053186,4.05792869384618,-3.842081422896901,1.262706535053186,9.410941013387918,-6.809981398449287,1.262706535053186,10.123237007520498,-7.75970939062606,2018-08-27 16:00:00,14.868,15.099246790946284,2018-08-28 16:00:00,14.718835472702478,SL,6,0.1491645272975219,1.6098378069803565,-1.0,-1.234640236751393,0.8044808117190525,1.3676173799224025,1.295083625695577,2.2016421636825014,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,10.666666666666666,WICK_L120_BODY_RR15,2018-08-16,2018-08-17,0.1261751063604277,1.2332599105551991,2.225347941960318,False,7-15d
CHFJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2018,2018-11,7769-7777,7769,7777,2018-10-30 12:00:00,2018-10-31 20:00:00,2018-10-31 00:00:00,2018-11-01 08:00:00,112.766,111.842,0.9240000000000066,2.9755475686358843,8,7780,2018-11-01 08:00:00,3,0.7608225108225086,0.3719434460794855,0.7546211907471214,2.028860028860023,23.35142086258261,-1.356178590131501,-1.1783302783733265,5.927210898038297,7801,2018-11-06 16:00:00,0.2729026253386721,112.985,112.553,6,1.5829822064331194,112.304,0.7694805194805124,0.1648939798367887,113.03,112.48477434366534,1.9978761862698833,0.5585106382978864,0.7606382978723344,19.647807276939787,0.519996263516429,6.134056049928279,24,1.2857142857142791,0.181383377820461,0.487663863236076,2.605324881421158,0.3004734743692767,0.6375900553688642,2.605324881421158,1.3081589067051382,-1.0406642283032712,2.605324881421158,3.0780209569532846,-1.806505156878509,3.0230562970076886,3.0780209569532846,2.1656076018563875,2018-11-06 20:00:00,113.028,113.847838484502,2018-11-13 00:00:00,112.48477434366534,SL,26,0.5432256563346698,1.9905475649438211,-1.0,-1.0368171123119572,1.3125300539205933,1.0695371126618167,2.6126535027472193,2.1289644952260245,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,225.83333333333334,WICK_L120_BODY_RR15,2018-03-25,2018-03-26,0.0683948134139902,0.3323987931920046,0.5121951219512061,False,120-240d
USDJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2018,2018-11,7776-7784,7776,7784,2018-10-31 12:00:00,2018-11-01 20:00:00,2018-11-01 00:00:00,2018-11-02 08:00:00,113.383,112.56,0.8229999999999933,3.061313741291182,8,7789,2018-11-02 16:00:00,5,0.7509113001215068,0.3826642176613977,0.459755016310559,1.2014580801944108,23.828230800941473,0.3867128648323214,1.141446688633344,6.759610464501077,7823,2018-11-12 00:00:00,0.201026053791427,113.985,113.638,6,1.7261444148927148,112.9715,1.3098420413122864,0.0746171937273548,114.0,113.58774348655214,2.0507616086201006,0.8041237113402259,0.8453608247422643,41.48701004501827,2.15490239361795,9.436587766719148,39,1.7496962332928423,0.1836730922519431,0.4799850202206969,1.0197683142738023,2.0843069447840183,-0.3432390911458323,1.0197683142738023,4.486980582804774,-2.8752491982939796,1.0197683142738023,8.436717370772593,-4.820270714786912,1.0197683142738023,8.436717370772593,-1.0794620692556864,2018-11-12 04:00:00,114.0,114.6183847701718,2018-11-13 00:00:00,113.58774348655214,SL,5,0.4122565134478577,2.0507616086201006,-1.0,-1.0242567422800846,0.4972632167421819,1.0163575015364603,1.0197683142738023,2.0843069447840183,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,230.16666666666666,CLOSEFAIL_L120_W6_BODY_RR15,2018-03-26,2018-03-27,0.8697602403737749,0.4138375337262309,1.13069489185458,True,120-240d
CHFJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2018,2018-11,7834-7849,7834,7849,2018-11-14 00:00:00,2018-11-16 12:00:00,2018-11-14 12:00:00,2018-11-18 20:00:00,113.282,112.19,1.0919999999999987,3.849239071676667,15,7858,2018-11-19 20:00:00,9,0.9587912087912072,0.2566159381117778,0.4100685091621351,1.5979853479853452,16.429805419803557,0.084242752545134,0.7833008731560812,7.115120266992545,7893,2018-11-27 12:00:00,0.2210416700900921,113.803,113.462,6,1.5426955463239544,112.736,1.1648351648351714,0.4071630474169021,113.893,113.40673958247748,2.199858593740836,0.7297297297297284,0.9020270270270369,17.88873442947025,0.8510572347794072,7.835626645844972,44,1.559523809523814,0.1751006741795351,0.6823452801410334,2.3253534041364228,1.2079170406700783,-0.6921771806087336,2.3253534041364228,1.7010367314305703,-0.8867106365967662,2.3253534041364228,4.664278909853473,-1.2033930068099337,3.352309090399032,4.664278909853473,1.8367577472362044,2018-11-27 16:00:00,113.895,114.62239062628376,2018-12-04 08:00:00,113.40673958247748,SL,29,0.4882604175225111,2.20890666146119,-1.0,-1.0409617476294566,1.0486207393135545,1.2309005162645406,2.3163053364160686,2.7189443499727615,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,246.66666666666666,WICK_L120_BODY_RR15,2018-03-25,2018-03-26,0.0683948134139902,0.3323987931920046,0.5121951219512061,False,>240d
EURJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2019,2019-01,8035-8041,8035,8041,2019-01-23 16:00:00,2019-01-24 16:00:00,2019-01-24 04:00:00,2019-01-25 04:00:00,124.89,123.78,1.1099999999999994,3.371760623366022,6,8046,2019-01-25 12:00:00,5,0.882882882882887,0.561960103894337,0.5953739479096786,1.059459459459464,12.999925978659672,0.3990007352545838,0.9493611818171548,5.533526015209563,8058,2019-01-29 08:00:00,0.2963450558755941,125.01,124.59,6,1.4172667695064165,124.335,0.7297297297297322,0.4386778096091117,125.14,124.51591373603112,2.105944579115514,0.5882352941176495,0.7647058823529486,12.699541473861816,0.4618080558961102,5.939022653169737,17,1.2252252252252254,0.2699555751440781,0.4803821005678308,1.0123334067902836,1.923433472901582,-1.788455685329522,1.889689026008555,2.5983224107617393,1.6197334508644825,2.665811304547794,2.902022432798838,-2.530833516975733,2.665811304547794,3.273211348621944,-0.2362111282510933,2019-01-29 12:00:00,125.15,126.07612939595332,2019-01-31 16:00:00,124.51591373603112,SL,13,0.6340862639688964,2.1396890260085404,-1.0,-1.0197134060620523,0.4573510206400202,1.009326390378004,0.9785889598972566,2.1596446011526274,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,242.5,CLOSEFAIL_L120_W6_BODY_RR15,2018-05-31,2018-06-01,1.9462540588601729,0.3736112702276292,1.447183098591556,True,>240d
CHFJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2019,2019-04,8413-8419,8413,8419,2019-03-27 08:00:00,2019-03-28 08:00:00,2019-03-27 20:00:00,2019-03-28 20:00:00,111.372,110.482,0.8900000000000006,3.099381670428681,6,8422,2019-03-28 20:00:00,3,0.7910112359550644,0.5165636117381135,0.8172152419407543,1.5820224719101288,17.22953218194098,-0.7193253032393662,0.1342378414317692,5.72294909477529,8442,2019-04-03 00:00:00,0.2206190520353723,111.638,111.324,6,1.4232678325064274,110.927,0.946067415730335,0.2492985056937618,111.693,111.26884523699115,1.9225663382001912,0.4871794871794984,0.6897435897435914,18.62108045109058,0.9897854919252768,7.1526007633601765,23,1.3606741573033685,0.2386565141463918,0.4620079864769598,1.151305826295004,0.9428016215328912,-0.2221023050726194,1.151305826295004,1.2646233288830542,-0.7297647166672978,1.241959828365457,5.140081917395708,-0.0861213019669077,1.241959828365457,6.885171457252234,-6.880638757148753,2019-04-03 04:00:00,111.692,112.32923214451328,2019-04-09 12:00:00,111.26884523699115,SL,27,0.4231547630088386,1.9180336380966465,-1.0,-1.0472640313860593,0.6026164001719706,1.5526234310312454,1.1558385263985491,2.9779839680149567,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,373.1666666666667,WICK_L120_BODY_RR15,2018-03-25,2018-03-26,0.0683948134139902,0.3323987931920046,0.5121951219512061,False,>240d
AUDJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2019,2019-04,8437-8443,8437,8443,2019-04-02 00:00:00,2019-04-03 00:00:00,2019-04-02 12:00:00,2019-04-03 12:00:00,79.402,78.491,0.9110000000000014,3.4164844574794833,6,8447,2019-04-03 16:00:00,4,0.9099890230515832,0.5694140762465806,0.7772408384331683,1.3649835345773746,19.02358923743242,0.4212466893224404,1.0860248074918135,7.267463049566711,8455,2019-04-05 00:00:00,0.2301943276417205,79.464,79.149,6,1.3684090447713837,78.9465,0.7222832052689355,0.360564922908011,79.547,79.09145141808958,1.9789739676793696,0.632727272727232,0.6836363636363582,22.427290598696935,1.3456181635458146,9.092317875258829,12,1.1591657519209613,0.3822857013964518,0.6713667914856847,0.3866298570941338,2.5978051072167996,-0.7993246483743903,0.3866298570941338,2.5978051072167996,-0.0564740240698915,4.070473888732674,2.5978051072167996,3.3927855998935437,5.095694633386816,2.5978051072167996,1.3597207333760295,2019-04-05 04:00:00,79.548,80.23032287286563,2019-04-08 00:00:00,79.09145141808958,SL,6,0.4565485819104253,1.9833181233770776,-1.0,-1.027379342517465,0.1927505713231181,1.3120180934381422,0.3822857013964261,2.6021492629145073,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,204.16666666666666,CLOSEFAIL_L120_W6_BODY_RR15,2018-09-12,2018-09-13,1.1235055770410924,0.4636689683026693,1.332093289454854,True,120-240d
XAUUSD,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2019,2019-07,8795-8802,8795,8802,2019-07-08 04:00:00,2019-07-09 08:00:00,2019-07-08 16:00:00,2019-07-09 20:00:00,1407.508,1385.658,21.850000000000136,2.8574359581509143,7,8809,2019-07-10 12:00:00,7,1.117025171624714,0.4082051368787021,0.455975413080022,1.117025171624714,23.59397899921491,0.7734797385894625,0.1993064557546208,6.808791947357139,8822,2019-07-12 16:00:00,7.636535578350726,1412.735,1400.738,6,1.571000341308022,1396.583,0.6901601830663643,0.2736843138563005,1414.825,1398.8288661054123,2.0946846551643303,0.7640360766629231,0.7753100338218757,15.95966968456211,0.4739794810566424,7.32963258348215,20,1.3348741418764285,0.1909701048384258,0.4678287644752802,0.6381165844122835,1.3998494330735234,-1.369731063606083,1.998288339448255,1.9389682465406528,1.8114234993176568,4.984328247995984,1.9389682465406528,1.4486935713837357,4.984328247995984,1.9389682465406528,1.4208013422682435,2019-07-12 20:00:00,1414.845,1438.8192008418816,2019-07-18 16:00:00,1438.8192008418816,TP,24,16.01613389458771,2.09730364381367,1.496878147976969,1.4750251838157231,2.071036632080675,0.925753998910464,4.34359267493439,1.9415872351899928,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,373.8333333333333,WICK_L120_BODY_RR15,2018-07-03,2018-07-04,0.175361004753149,1.5927845908338176,2.0934953337375752,False,>240d
CHFJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2020,2020-06,10286-10291,10286,10291,2020-05-26 12:00:00,2020-05-27 08:00:00,2020-05-27 00:00:00,2020-05-27 20:00:00,111.489,110.67,0.8190000000000026,2.97722270182412,5,10294,2020-05-27 20:00:00,3,0.843711843711844,0.5954445403648241,0.8373060182989287,1.406186406186407,16.995506536243933,0.6164194792920537,2.1055201346339367,7.904409684517061,10315,2020-06-02 04:00:00,0.2820008018875031,112.148,111.712,6,1.546094894346874,111.0795,1.2722832722832702,0.0921983193876962,112.174,111.64149979952812,1.8882932137345472,0.5588235294118069,0.7394957983193373,11.568320141691604,1.796247996165887,6.58508765780319,24,1.8363858363858363,0.222221590318974,0.3732028346129778,4.780128251329401,1.0744650297869915,4.393604527742645,8.563805435430618,1.0744650297869915,5.50353044960178,8.563805435430618,1.0744650297869915,4.273037494697273,8.563805435430618,1.0744650297869915,1.6560236597706424,2020-06-02 08:00:00,112.175,112.97275030070782,2020-06-02 12:00:00,112.97275030070782,TP,1,0.5335002004718632,1.8918393029417315,1.4953139661470318,1.4578256953229145,1.6663536381311663,0.5698217165262996,3.152473305216484,1.0780111189941757,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,25.333333333333332,CLOSEFAIL_L120_W6_BODY_RR15,2020-05-07,2020-05-08,0.6481878081077478,0.1794204069226054,0.7127583749109057,False,15-30d
GBPJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2020,2020-10,12330-12335,12330,12335,2020-10-01 08:00:00,2020-10-02 04:00:00,2020-10-01 20:00:00,2020-10-02 16:00:00,136.98,135.03,1.9499999999999889,3.272910366814586,5,12339,2020-10-04 20:00:00,4,0.8000000000000058,0.6545820733629171,0.6545820733629218,1.000000000000007,21.497232071565865,0.9044635200809584,2.1407059441899507,6.262769866894461,12367,2020-10-09 12:00:00,0.4350167385025063,137.36,136.73,6,1.4482201355486328,136.005,0.871794871794871,0.4597524239836494,137.56,136.62124581537435,2.15797255953231,0.6166666666666801,0.8666666666666919,8.778896813702103,1.1651812331147628,7.60890261692977,32,1.2974358974359057,0.1817458801060468,0.2776517834842725,0.5746905299795945,1.999923044328999,-1.976935423129836,0.5746905299795945,4.390635649044094,-3.034365998292243,0.5746905299795945,4.82740045182858,-0.0689628635975539,0.5746905299795945,4.82740045182858,-2.5516259531094305,2020-10-09 16:00:00,137.57,138.9681312769385,2020-10-13 16:00:00,136.62124581537435,SL,12,0.948754184625642,2.1809601807314727,-1.0,-1.021080275928241,0.2529633111391313,1.2858968316238677,0.5517029087804316,2.8044897863004183,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,423.6666666666667,CLOSEFAIL_L120_W6_BODY_RR15,2019-08-12,2019-08-13,0.3962173541650475,0.2641449027766984,0.8713272543059755,True,>240d
USDJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2020,2020-11,11004-11018,11004,11018,2020-11-04 00:00:00,2020-11-06 08:00:00,2020-11-04 12:00:00,2020-11-06 20:00:00,105.344,103.176,2.167999999999992,5.649935234829247,14,11027,2020-11-09 16:00:00,9,1.041974169741701,0.4035668024878033,0.654120730600621,1.620848708487091,14.125010628953444,-0.1395732611840389,1.17907853565063,4.771374763995608,11038,2020-11-11 12:00:00,0.332668687909541,105.54,105.004,6,1.6112126553544168,104.26,0.8431734317343218,0.2464914883191261,105.622,104.92083282802264,2.1077041436735255,0.5747508305647864,0.8205980066445127,31.645024385698573,0.7102062442483762,7.51498439997394,20,1.128228782287826,0.3676330368467248,0.9109595600540892,0.0601198751997795,3.0330477038294834,-2.9248319284698545,0.0601198751997795,4.3737209207848275,-4.265505145425199,0.0601198751997795,5.924813700939465,-5.440848705581139,0.0601198751997795,5.924813700939465,-4.671314303023808,2020-11-11 16:00:00,105.622,106.67375075796606,2020-11-13 00:00:00,104.92083282802264,SL,8,0.7011671719773744,2.1077041436735255,-1.0,-1.014261934100237,0.0285238682004944,1.0910379586691288,0.0601198751997795,2.2995852263920273,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,102.66666666666667,WICK_L120_BODY_RR15,2020-07-31,2020-08-01,0.7151892898614292,1.7964324528132758,3.398181818181812,True,60-120d
USDJPY,H4,CURRENT_PRECALM_SHELF6_RR15,current,Research_2015_2024,2021,2021-02,11326-11340,11326,11340,2021-01-19 04:00:00,2021-01-21 12:00:00,2021-01-19 16:00:00,2021-01-22 00:00:00,104.085,103.327,0.7579999999999956,4.734003779502546,14,11347,2021-01-22 16:00:00,7,0.6675461741424844,0.3381431271073247,0.4514523016261408,1.3350923482849688,14.037138989351131,0.2222678657474999,1.198908205508832,9.748961561953603,11383,2021-02-01 08:00:00,0.1789244947430211,104.85,104.608,6,1.3525258257543822,103.706,1.6899736147757434,0.184435339875612,104.883,104.56326887631424,1.7869611656299655,0.5054545454545197,0.7563636363636149,48.345671910818055,2.4170894321323906,9.070865352063873,43,2.0527704485488214,0.2022419935492888,0.5980958278803,1.620795411028079,0.307392233125967,1.0004219950828386,4.404092358241781,0.307392233125967,4.091111175422507,4.95180942817539,2.65475110427004,-1.6710959582668028,7.494781538581449,2.65475110427004,6.02488776926978,2021-02-01 12:00:00,104.882,105.36259668552862,2021-02-04 12:00:00,105.36259668552862,TP,18,0.318731123685751,1.7813722159368182,1.507843601751451,1.4764691947454684,1.9169762680672433,0.169421797832466,3.4148482625452368,0.3018032834328196,6,1.8,0.5,0.05,0.4,0.6,26.0,16.0,standard,1.5,0.25,120,next_open,signal,184.5,WICK_L120_BODY_RR15,2020-07-31,2020-08-01,0.7151892898614292,1.7964324528132758,3.398181818181812,True,120-240d
