candidate,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
T5_base_no_indicator_filter,40,60.0,14.563592271765119,0.36408980679412795,2.010088752903914,2.445619663132657,2
Current_060_110,27,59.25925925925925,10.535852467376518,0.39021675805098216,2.0298793163859163,2.0162025134292705,2
Robust_075_105_width7,21,61.904761904761905,9.163976287479683,0.4363798232133182,2.2704750802951823,2.0162025134292705,2
Strict_075_100_width7,16,62.5,7.114040060648265,0.4446275037905166,2.368066486248881,2.0162025134292705,2
