symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,month,year,exit_variant,exit_time_model,exit_model,exit_reason_model,r_clean_model,r_after_cost_model,bars_held_model,mfe_r_model,wf_window
SILVER,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-02-10 08:00:00,short,stagnation,1717,1734,1746,16.727,17.729,5.117887121399729,17,0.3010521836117488,12,0.7058823529411765,31,0.9231536926147722,0.618,0.8,16.804,2015-02-10 12:00:00,16.807,17.777945979865905,14.856108040268186,2015-03-23 12:00:00,16.923,max_hold,180,0.970945979865906,-0.1194711162159814,-0.1555184357639071,Research_2015_2024,17.016,17.046,16.726,16.804,0.1957839194636153,0.6624999999999986,17.005543413134575,17.179816339835547,17.089655897527983,-0.6085028499600051,39.47342891399619,25.228216450516015,4.249011498724992,0.2859688164369438,17.478,18.14,False,False,0.2176258695445749,0.8996353231044262,46.03174603174603,0.2437499999999979,1.9153769166915176,-0.0847089390412705,-0.0992611117680082,0.0145521727267376,-0.0039675216787269,31.411042944785255,49.85685071574653,-45.33754188152594,0.5685558680950331,-68.58895705521475,45.765177438597014,4.0,56.0,16.9225,17.094499999999996,17.238,17.008499999999998,17.005543413134575,0.2426455991805398,1.062252874681248,2015-02,2015,BE_after_1R_to_2R,2015-03-20 12:00:00,16.807,SL_or_BE,0.0,-0.03604731954792569,173,1.5788725961991383,train_2015_2020
XAUUSD,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-02-20 16:00:00,short,rebreak,1805,1810,1813,1197.531,1222.912,3.577887309076865,5,0.715577461815373,3,0.6,7,0.9092234348528396,0.618,0.8,1199.835,2015-02-20 20:00:00,1199.784,1224.6854627873556,1150.1340744252889,2015-03-11 12:00:00,1150.1340744252889,TP,79,24.901462787355513,1.9938557826378984,1.9798003834435245,Research_2015_2024,1206.668,1208.769,1198.141,1199.835,7.093851149422777,0.6429243507715376,1210.6231765450025,1221.1951112718525,1237.2907550758523,-0.8629742495545492,34.007632726459434,33.048851468220704,2.341557482222495,-0.0246269489483865,1225.151,1245.808,False,False,6.3505059964490975,1.1170529015151427,34.523809523809526,0.1593902898005242,2.4312604869645766,-5.107092746604167,-4.921196067542983,-0.1858966790611838,-0.4556113312407088,9.077656514716043,23.3757535164098,-47.77334838517715,-1.3159680384262629,-90.92234348528396,54.71057391067503,12.0,52.0,1210.5265,1216.1695,1220.725,1213.348,1210.6231765450025,0.1198053667266385,0.5853893705556238,2015-02,2015,BE_after_1R_to_2R,2015-03-11 12:00:00,1149.981074425289,TP,2.0,1.9859446008056258,79,2.101161704707895,train_2015_2020
AUDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-03-18 04:00:00,short,stagnation+rebreak,1909,1917,1921,91.798,93.583,5.0724157493292505,8,0.6340519686661563,4,0.5,21,0.7624649859944016,0.618,0.8,92.222,2015-03-18 08:00:00,92.22,93.67097583282856,89.32404833434283,2015-03-18 16:00:00,93.67097583282856,SL,2,1.4509758328285756,-1.0,-1.008614891934913,Research_2015_2024,92.498,92.515,92.132,92.222,0.3519033313142826,0.7206266318538216,92.62497991106048,92.81301426782724,93.27985101766654,-0.4819544753876,40.73268959324198,13.247779720817908,2.7802558171887712,0.0657623393263746,93.543,94.196,False,False,0.3681242001223478,0.9559364236236736,21.428571428571427,0.2349869451696873,1.963607441336952,-0.1253203140578023,-0.0879508772567932,-0.037369436801009,-0.0155401310160366,9.955752212388226,20.948023523085073,-131.34079955618677,-0.6795687807609863,-90.04424778761178,61.3441095942861,16.0,100.0,92.5645,92.8575,92.997,92.711,92.62497991106048,0.2137140549682666,0.6950639542971928,2015-03,2015,BE_after_1R_to_2R,2015-03-18 16:00:00,93.67097583282856,SL,-1.0,-1.0086148919349132,2,0.11095980812178294,train_2015_2020
GBPJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-03-24 08:00:00,short,rebreak,3486,3492,3496,177.69,180.06,3.511294515840484,6,0.5852157526400806,4,0.6666666666666666,11,0.881856540084388,0.618,0.8,177.97,2015-03-24 12:00:00,177.98,180.2287411857157,173.4525176285686,2015-04-22 12:00:00,180.2287411857157,SL,127,2.2487411857157156,-1.0,-1.008893864766219,Research_2015_2024,178.75,178.81,177.77,177.97,0.6749647428628491,0.7500000000000069,178.82508122038777,179.4436487631318,181.0748705571623,-0.2007378079105493,39.6807895532036,15.33482961230062,3.292471630666059,0.1413629182543984,180.06,183.04,False,False,0.6522010395576099,1.034902893317496,59.523809523809526,0.1923076923076828,2.163075946467099,-0.1684736839601157,-0.1504278979840096,-0.018045785976106,-0.0906667099309681,8.733624454148005,30.198029856808816,-89.07142240475227,-0.8854978837157468,-91.266375545852,51.65108387089624,12.0,4.0,178.555,179.015,179.44,178.785,178.82508122038777,0.1832867088875793,0.8231179076665147,2015-03,2015,BE_after_1R_to_2R,2015-04-16 16:00:00,177.98,SL_or_BE,0.0,-0.008893864766218675,104,1.3918898359144867,train_2015_2020
USDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-03-26 04:00:00,short,rebreak,1942,1951,1955,119.293,121.201,5.575320633164463,9,0.6194800703516069,4,0.4444444444444444,24,1.349580712788263,0.618,0.8,118.626,2015-03-26 08:00:00,118.628,121.28655561758414,113.30488876483172,2015-05-06 08:00:00,119.842,max_hold,180,2.658555617584142,-0.4566389327988457,-0.4604003737609415,Research_2015_2024,119.317,119.343,118.542,118.626,0.3422224703365691,0.8626716604244528,119.6308504226239,120.1184671180595,119.89221217015027,-1.30051995065828,25.455335734961324,37.1807812432892,3.6277061995350506,-0.2955004911784755,120.165,121.566,False,False,0.3165851938283183,1.0809806554697998,45.23809523809524,0.1048689138576816,3.252270369345957,-0.3384603035841849,-0.3011789549050728,-0.037281348679112,-0.0416595983279839,5.8292852185984065,19.00346252693375,-109.384781152693,-1.0716281241921033,-94.1707147814016,44.13852254588611,4.0,100.0,119.1835,119.8715,120.0305,119.5275,119.6308504226239,-0.2340622765328999,0.9069265498837626,2015-03,2015,BE_after_1R_to_2R,2015-05-06 08:00:00,119.842,max_hold,-0.4566389327988457,-0.4604003737609415,180,0.11284322886297575,train_2015_2020
EURJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-03-31 04:00:00,short,stagnation,1917,1929,1936,129.27,131.38,4.683244191053053,12,0.390270349254421,7,0.5833333333333334,24,1.0331753554502474,0.618,0.8,129.2,2015-03-31 08:00:00,129.19,131.49263559585634,124.61472880828728,2015-04-29 12:00:00,131.49263559585634,SL,127,2.3026355958563443,-1.0,-1.0054285619585153,Research_2015_2024,129.93,129.93,129.19,129.2,0.4505423834253537,0.986486486486499,129.86740613816545,129.93696547552187,131.68041129568016,-0.4848220982505737,37.595702503205096,16.545761970209043,3.1337912234150544,0.079646167690046,131.04,131.52,False,False,0.5750714921047971,0.7834545610604706,17.46031746031746,0.013513513513501,2.308328890376859,-0.1380172668331738,-0.1166297721640159,-0.0213874946691579,-0.0201609568797772,14.07407407407367,50.6172839506167,-47.066360364961994,-0.5082396426921543,-85.92592592592634,57.764743588307496,4.0,52.0,129.70999999999998,130.195,129.9525,129.92000000000002,129.86740613816545,0.129665175398514,0.7834478058537636,2015-03,2015,BE_after_1R_to_2R,2015-04-23 08:00:00,129.19,SL_or_BE,0.0,-0.005428561958515157,102,1.3506262152797992,train_2015_2020
SILVER,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-04-08 12:00:00,short,stagnation+rebreak,1995,2002,2006,16.587,17.305,4.50868617005921,7,0.6440980242941728,4,0.5714285714285714,12,1.1448467966573803,0.618,0.8,16.483,2015-04-08 16:00:00,16.481,17.34481204129753,14.759375917404942,2015-05-14 08:00:00,17.34481204129753,SL,159,0.8638120412975283,-1.0,-1.0405180737552893,Research_2015_2024,16.809,16.853,16.43,16.483,0.1592481651901203,0.7706855791962154,16.840996791537503,16.806680292947757,16.579429631525752,-0.5304552059900374,32.82370620022526,13.991870881429824,4.447347115234032,-0.0789770532644258,17.305,17.393,False,False,0.1616902556552697,0.984896489554967,44.84126984126984,0.125295508274233,3.0078839491063487,-0.0310929388750125,0.0101113214716031,-0.0412042603466156,-0.0193433766319887,6.057142857142951,15.248394817199014,-144.8482570522649,-2.7838395753464917,-93.94285714285704,33.87079972435111,52.0,100.0,16.692,16.8675,16.9115,16.77975,16.840996791537503,-0.0620108575663995,1.111836778808508,2015-04,2015,BE_after_1R_to_2R,2015-04-28 12:00:00,16.481,SL_or_BE,0.0,-0.040518073755289166,86,1.0303167326344944,train_2015_2020
AUDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-05-22 12:00:00,short,rebreak,2166,2191,2217,94.322,97.292,10.217725644114596,25,0.4087090257645838,26,1.04,40,0.7525252525252526,0.618,0.8,95.057,2015-05-22 16:00:00,95.057,97.36466783488434,90.44166433023132,2015-07-02 16:00:00,93.896,max_hold,180,2.3076678348843416,0.5031053353734463,0.4976886112630567,Research_2015_2024,95.375,95.375,94.973,95.057,0.2906713395373575,0.7910447761193956,95.53422170484885,95.56350037429048,94.47049753365854,-0.5226086282722698,35.09325788689493,11.012774007624229,2.1688283329029416,-0.2387975956964632,96.058,97.292,False,False,0.3787449133232855,0.7674593883964562,1.984126984126984,0.2089552238806044,2.728167150095267,-0.1121824085412441,-0.0848660172465641,-0.0273163912946799,-0.0422254793881492,10.592686002522385,19.51533977861872,-128.96417420063813,-0.4451100731027835,-89.40731399747762,56.94516561240985,20.0,100.0,95.3695,95.5155,96.1325,95.4425,95.53422170484885,0.0895521505419041,0.5422070832257354,2015-05,2015,BE_after_1R_to_2R,2015-07-02 16:00:00,93.896,max_hold,0.5031053353734463,0.4976886112630567,180,1.0352443119786043,train_2015_2020
SILVER,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-06-04 12:00:00,short,stagnation+rebreak,2237,2250,2251,16.538,17.168,4.333561229872672,13,0.3333508638363593,1,0.0769230769230769,18,1.5396825396825402,0.618,0.8,16.198,2015-06-04 16:00:00,16.209,17.204344242447597,14.185311515104807,2015-07-15 20:00:00,15.053,max_hold,180,0.9953442424475972,1.1614072304847431,1.126243516758994,Research_2015_2024,16.427,16.474,16.118,16.198,0.1453769697903886,0.6432584269662869,16.582816562694095,16.71555226236235,16.709163069666754,-1.1184235935692683,18.878422932105764,27.456878788241795,4.493350699699323,-0.1758725054386532,17.168,17.177,False,False,0.1224811874568508,1.1869330532217763,55.95238095238096,0.2247191011235996,2.895919488533985,-0.1026887636173725,-0.0607412090487205,-0.041947554568652,-0.0188010337464162,10.958904109589287,10.5072248907868,-237.19763436667455,-3.4223706176961466,-89.04109589041072,38.79155117502446,28.0,100.0,16.4555,16.643,16.6475,16.54925,16.582816562694095,-0.1617564034539656,1.1233376749248307,2015-06,2015,BE_after_1R_to_2R,2015-07-15 20:00:00,15.053,max_hold,1.1614072304847431,1.126243516758994,180,1.5482080814679857,train_2015_2020
XAUUSD,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-06-04 12:00:00,short,rebreak,2250,2251,2252,1184.559,1204.248,3.566145181407339,1,3.566145181407339,1,1.0,18,1.484026613845291,0.618,0.8,1175.029,2015-06-04 16:00:00,1175.03,1205.6282719041455,1113.830456191709,2015-06-18 12:00:00,1205.6282719041455,SL,61,30.598271904145577,-1.0,-1.0114385544744675,Research_2015_2024,1182.651,1183.701,1172.908,1175.029,5.521087616581565,0.7061984619660878,1186.795352734819,1191.1807874187064,1196.718189101789,-0.7190202707575827,26.66809968327121,27.000549008239744,3.4892389039587153,-0.1811815726811814,1204.248,1208.58,False,False,4.496377520402433,1.227896810605756,65.47619047619048,0.1965162605392449,2.4473438819227176,-2.7897069612477026,-1.5204468851039954,-1.2692600761437072,-0.7803496202518644,9.087014266741283,14.53096228316381,-228.30130755773104,-1.559015379872286,-90.91298573325872,46.54395168090564,28.0,100.0,1183.5435,1188.578,1190.744,1186.06075,1186.795352734819,-0.0327914331354309,0.8723097259896788,2015-06,2015,BE_after_1R_to_2R,2015-06-18 12:00:00,1205.6282719041455,SL,-1.0,-1.0114385544744675,61,0.401623988390502,train_2015_2020
