symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,month,year,exit_variant,exit_time_model,exit_model,exit_reason_model,r_clean_model,r_after_cost_model,bars_held_model,mfe_r_model,wf_window
USDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-06-10 04:00:00,short,stagnation+rebreak,2286,2293,2301,123.779,125.853,3.956967658050372,7,0.5652810940071958,8,1.1428571428571428,17,1.5173577627772392,0.618,0.8,122.706,2015-06-10 08:00:00,122.706,125.98403468231416,116.14993063537172,2015-07-21 08:00:00,124.344,max_hold,180,3.278034682314143,-0.4996896490563174,-0.5027402574144119,Research_2015_2024,124.544,124.583,122.456,122.706,0.524138729256603,0.8641278796426882,124.43098864402783,124.22082774010048,122.16421763224857,-0.9530551632026028,27.410829514104577,28.074880589030727,5.409161867908921,-0.2253757682632567,125.853,125.853,False,False,0.3909567330197109,1.340656612326913,100.0,0.1175364362952517,4.128677922864521,-0.1852819746248286,0.010415054853712,-0.1956970294785407,-0.0542032403078591,7.869058860560296,24.185175835808355,-160.11109792243673,-1.901906703441647,-92.1309411394397,33.91271924010829,32.0,100.0,123.597,124.1545,124.1545,123.87575,124.43098864402783,-0.3227729357427992,1.3522904669772302,2015-06,2015,BE_after_1R_to_2R,2015-07-21 08:00:00,124.344,max_hold,-0.49968964905631524,-0.5027402574144096,180,0.6991994356758741,train_2015_2020
EURJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-06-23 08:00:00,short,rebreak,2285,2298,2303,138.31,140.62,4.397947776201304,13,0.338303675092408,5,0.3846153846153846,16,0.8311688311688372,0.618,0.8,138.7,2015-06-23 12:00:00,138.7,140.75131124546886,134.59737750906226,2015-06-28 20:00:00,134.59737750906226,TP,20,2.0513112454688667,2.0,1.9939063367260332,Research_2015_2024,139.27,139.3,138.63,138.7,0.5252449818754438,0.8507462686567284,139.49663271343292,139.33162333966163,137.07542104097206,0.0897816455973012,39.67372089875876,16.381565386663222,3.0162168617686422,-0.0627258581331135,140.62,140.62,False,False,0.5320726851257748,0.9871677245586906,39.68253968253968,0.1044776119402858,3.1413912687152252,-0.0129484593655604,0.0804159312566697,-0.0933643906222301,-0.1254660373656532,3.5897435897432084,16.765443472030032,-152.21008708578992,-0.3448771375197723,-96.4102564102568,51.44578754856179,36.0,100.0,139.60500000000002,139.625,139.615,139.29500000000002,139.49663271343292,0.1208280226740758,0.7540542154421606,2015-06,2015,BE_after_1R_to_2R,2015-06-28 20:00:00,134.59737750906226,TP,2.0,1.9939063367260332,20,2.3984658646354893,train_2015_2020
AUDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-07-07 08:00:00,short,rebreak,2389,2404,2414,92.668,94.986,4.619616225727185,15,0.307974415048479,10,0.6666666666666666,25,1.7648835202761053,0.618,0.8,90.895,2015-07-07 12:00:00,90.895,95.11144332076174,82.46211335847651,2015-08-17 12:00:00,91.82,max_hold,180,4.216443320761741,-0.2193792088809312,-0.2223437927847249,Research_2015_2024,91.29,91.387,90.834,90.895,0.5017732830469301,0.7142857142857363,92.2876619778496,93.34222446328644,94.5807474313131,-2.322364215213032,23.911378582918303,45.52997560674513,7.497562117174925,0.0995562406267962,94.402,95.99,False,False,0.4302163784805902,1.1663277089055972,98.015873015873,0.11030741410487,2.885765442128102,-0.7209107434602942,-0.6504439288560347,-0.0704668146042594,-0.0173310066810411,2.6872246696032134,12.71278509184588,-86.1544198753671,-1.4207472479800476,-97.3127753303968,47.14919297478129,4.0,100.0,91.625,92.91,93.3205,92.2675,92.2876619778496,-0.1938701326388405,1.8743905292937313,2015-07,2015,BE_after_1R_to_2R,2015-08-17 12:00:00,91.82,max_hold,-0.2193792088809312,-0.2223437927847249,180,0.4110099124223273,train_2015_2020
SILVER,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-07-17 12:00:00,short,stagnation,2410,2431,2447,14.668,15.891,10.768350368143828,21,0.51277858895923,16,0.7619047619047619,28,0.8258381030253468,0.618,0.8,14.881,2015-07-17 16:00:00,14.884,15.919393392631846,12.804213214736308,2015-08-27 16:00:00,14.432,max_hold,180,1.0353933926318462,0.4365490481362548,0.4027454714000402,Research_2015_2024,14.989,15.004,14.842,14.881,0.1135735705273873,0.666666666666674,15.103835748111011,15.269422784813845,15.741082016918256,-1.7354726528396704,29.449901102997103,18.162497525604135,5.718936031321307,0.1243379638047332,15.49,15.891,False,False,0.1578055683105785,0.7197057223219286,18.650793650793652,0.2407407407407403,1.7873876735349057,-0.1151543576525213,-0.1028791452424346,-0.0122752124100867,0.005166536772922,7.926829268292637,16.963896600535975,-73.8007980443436,-1.1426293762040851,-92.07317073170736,43.77485858087605,4.0,100.0,15.009,15.1985,15.2795,15.10375,15.103835748111011,0.0094903086249376,1.429734007830327,2015-07,2015,BE_after_1R_to_2R,2015-08-27 16:00:00,14.432,max_hold,0.4365490481362548,0.40274547140004024,180,0.8866195269669964,train_2015_2020
CHFJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-08-04 12:00:00,short,rebreak,2533,2540,2541,127.808,129.409,3.990257325383832,7,0.5700367607691188,1,0.1428571428571428,13,1.2592129918800814,0.618,0.8,127.393,2015-08-04 16:00:00,127.39,129.50930681416304,123.16038637167392,2015-09-03 12:00:00,123.16038637167392,TP,135,2.119306814163039,1.9957533284280244,1.9863162804902963,Research_2015_2024,127.891,127.913,127.258,127.393,0.4012272566521712,0.7603053435114562,128.08468198518452,128.38133503508482,129.48782040618931,-0.6293219031109722,35.061909019596726,12.244205763631197,3.3840004998182875,-0.0745152938790843,129.409,129.864,False,False,0.3863622184127899,1.0384743578201,25.396825396825395,0.206106870229015,2.4150901613347924,-0.1734628149638695,-0.1144015707840826,-0.0590612441797868,-0.0239974318786097,6.276150627615311,11.059495785398688,-194.58499147242352,-0.6542828623120611,-93.72384937238468,36.79413749564223,48.0,100.0,127.9095,128.3335,128.561,128.1215,128.08468198518452,0.0690210636760487,0.8460001249545719,2015-08,2015,BE_after_1R_to_2R,2015-08-24 12:00:00,127.39,TP1_then_BE_same_bar,0.0,-0.009437047937728012,86,1.1154590662388824,train_2015_2020
EURJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-08-04 16:00:00,short,rebreak,2478,2483,2484,135.52,137.3,4.557386132269343,5,0.9114772264538686,1,0.2,13,1.0898876404494362,0.618,0.8,135.36,2015-08-04 20:00:00,135.35,137.39764369028316,131.28471261943372,2015-08-10 16:00:00,137.39764369028316,SL,23,2.0476436902831665,-1.0,-1.0061045776954778,Research_2015_2024,135.81,135.89,135.27,135.36,0.3905747611325733,0.7258064516129128,135.935294892216,135.965515532461,136.0782712770021,-0.5251999837200402,37.862228563984054,15.364214632738,2.9711898690816017,0.017437638003734,137.3,137.3,False,False,0.4005266661501243,0.9751529527029772,11.11111111111111,0.1451612903225917,2.253089773256741,-0.1134269228194568,-0.0693918227484792,-0.0440351000709776,-0.0092962203684673,4.433497536945978,17.955105239587944,-98.50473902761443,-0.5875440658049236,-95.56650246305402,38.92122058734181,48.0,100.0,135.77,136.28500000000005,136.28500000000005,136.02750000000003,135.935294892216,0.1317639095855929,0.7427974672704004,2015-08,2015,BE_after_1R_to_2R,2015-08-10 16:00:00,137.39764369028316,SL,-1.0,-1.0061045776954778,23,0.18069549978631178,train_2015_2020
XAUUSD,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-09-03 08:00:00,short,stagnation,2653,2659,2666,1125.668,1147.861,4.31238109170802,6,0.7187301819513366,7,1.1666666666666667,11,0.8994728067408654,0.618,0.8,1127.899,2015-09-03 12:00:00,1127.838,1149.1475861995984,1085.4018276008028,2015-09-24 12:00:00,1149.1475861995984,SL,93,21.30958619959847,-1.0,-1.0164245329178063,Research_2015_2024,1133.288,1133.648,1125.898,1127.899,5.1463447983930735,0.6953548387096934,1135.0527446088602,1134.8825943157165,1129.2083800181438,-0.2172324090686411,36.30690795612835,16.28098577211799,3.095628815500823,-0.0365235732847157,1147.861,1170.029,False,False,6.782577948743,0.7587594034723677,25.7936507936508,0.2581935483870937,2.231098080250163,-0.7938204200595464,0.2273540263169121,-1.0211744463764587,-0.5264579013797179,9.110777216227104,11.122255200796126,-95.47498418039407,-1.0361425909092723,-90.8892227837729,41.8274280144014,56.0,4.0,1134.148,1135.8095,1143.8755,1134.97875,1135.0527446088602,0.1524841956229803,0.7739072038752057,2015-09,2015,BE_after_1R_to_2R,2015-09-17 16:00:00,1127.838,SL_or_BE,0.0,-0.016424532917806323,63,1.3660518663918688,train_2015_2020
AUDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-09-22 08:00:00,short,stagnation+rebreak,2738,2753,2762,84.947,87.507,5.577441406957052,15,0.3718294271304702,9,0.6,17,0.9429687499999996,0.618,0.8,85.093,2015-09-22 12:00:00,85.092,87.62174795579237,80.03550408841527,2015-10-09 04:00:00,87.62174795579237,SL,78,2.5297479557923737,-1.0,-1.0049412037161125,Research_2015_2024,85.786,85.788,84.945,85.093,0.4589918231694505,0.8220640569394958,85.99070954933816,85.8222967497031,87.01128867392835,-0.5891641184258417,35.18531840727594,24.346595452787028,3.24435297787104,-0.2066535146526198,87.507,87.507,False,False,0.5313544532399735,0.8638147669050545,46.42857142857143,0.1755634638197031,2.5490650180233416,-0.0966896855771466,0.0403428671953577,-0.1370325527725043,-0.0327960648408412,7.720396452791352,10.31259591904635,-180.97396504682817,-1.3059766408796136,-92.27960354720864,40.82994219629392,32.0,100.0,85.661,86.226,85.9435,85.8135,85.99070954933816,0.0110427332129467,0.81108824446776,2015-09,2015,BE_after_1R_to_2R,2015-10-09 04:00:00,87.62174795579237,SL,-1.0,-1.0049412037161123,78,0.8969272985495126,train_2015_2020
USDJPY,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-09-29 00:00:00,short,rebreak,2783,2789,2796,119.223,121.235,5.360326234050173,6,0.8933877056750289,7,1.1666666666666667,10,0.8036779324055686,0.618,0.8,119.618,2015-09-29 04:00:00,119.617,121.3288375721994,116.1963248556012,2015-10-23 16:00:00,121.3288375721994,SL,114,1.7118375721993857,-1.0,-1.0058416757304507,Research_2015_2024,119.822,119.827,119.557,119.618,0.3753502887975844,0.7555555555555953,120.13068439058,120.1805959172362,120.90728168412952,-0.3219571896925011,38.840174955726475,18.416455094409017,4.334971719755206,0.1600154760312576,121.235,121.235,False,False,0.4054574200930069,0.9257452699015442,37.698412698412696,0.2259259259259027,2.18196182191208,-0.0794475862333712,0.0069000621186052,-0.0863476483519764,-0.0403690158700124,3.635280095351188,12.708105216653548,-106.5229018248736,-0.9325515139468664,-96.3647199046488,43.43685439528808,60.0,36.0,120.074,120.229,120.1515,120.1445,120.13068439058,0.1585293751722127,1.0837429299388015,2015-09,2015,BE_after_1R_to_2R,2015-10-23 16:00:00,121.3288375721994,SL,-1.0,-1.0058416757304507,114,0.9077964085128677,train_2015_2020
XAUUSD,H4,SHORT_REC1.20_T5_STAG_OR_REBREAK_BROAD,逆V候補後トリガー,2015-09-29 04:00:00,short,stagnation+rebreak,2752,2764,2776,1121.328,1156.711,6.649519765535484,12,0.554126647127957,12,1.0,17,0.8519062826781222,0.618,0.8,1126.568,2015-09-29 08:00:00,1126.539,1158.0412840373297,1063.6214319253406,2015-10-09 12:00:00,1158.0412840373297,SL,50,31.502284037329673,-1.0,-1.0111103055126225,Research_2015_2024,1132.079,1132.979,1125.538,1126.568,5.321136149318695,0.7406262599112947,1136.7440592991693,1133.6297874903307,1127.4694561666074,-0.6386265273221662,36.64368768547597,24.026254177852657,6.108898434672215,0.051471288979589,1156.711,1156.711,False,False,5.0227678716854625,1.0594031588270694,55.95238095238096,0.1384222550732386,2.1237945586953044,-1.023301249873839,1.3832024688682647,-2.406503718742104,-0.2584351029048584,4.466415159793487,12.840888903587752,-88.4799850965059,-1.7514483482768628,-95.53358484020652,43.15970025343809,32.0,4.0,1136.8685,1140.0795,1138.4740000000002,1136.0495,1136.7440592991693,0.0219038277909779,1.5272246086680537,2015-09,2015,BE_after_1R_to_2R,2015-10-09 12:00:00,1158.0412840373297,SL,-1.0,-1.0111103055126223,50,0.6961717434206414,train_2015_2020
