year,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak
2015,1,100.0,1.98774203938793,1.98774203938793,inf,0.0,0
2016,2,100.0,2.9413335812635717,1.4706667906317858,inf,0.0,0
2017,2,50.0,1.0154451814354792,0.5077225907177396,2.004551632605976,1.010844190060439,1
2020,2,50.0,1.0068051386486598,0.5034025693243299,2.0001154461843207,0.0,1
2021,1,0.0,-0.2064239122547181,-0.2064239122547181,0.0,0.0,1
2022,3,66.66666666666666,3.299128303142784,1.099709434380928,13.839078411917447,0.0,1
2023,1,0.0,-1.007555456485583,-1.007555456485583,0.0,0.0,1
2025,1,100.0,0.1515285242372877,0.1515285242372877,inf,0.0,0
2026,1,0.0,-0.6273475027921075,-0.6273475027921075,0.0,0.0,1
