rule,exit,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,test_positive,oos_nonnegative,score
R4_gbp_aud_adx_rebreak,fixed_1R,GBPJPY/AUDJPY + ADX>=25 + rebreak。,20,55.00000000000001,4.996226490646822,0.2498113245323411,1.8428586231957287,3.5978096332302014,5,12,75.0,7.614563480931328,0.6345469567442773,6.7444920986271,1.0026086840014539,1,7,28.57142857142857,-2.08060676622295,-0.29722953803185,0.48809560893280474,3.0600794091686443,4,1,0.0,-0.5377302240615588,-0.5377302240615588,0.0,0.0,1,False,False,2.7079982155392606
R5_gbp_aud_atr80_rebreak,fixed_1R,GBPJPY/AUDJPY + ATR percentile>=80 + rebreak。,17,58.82352941176471,4.640708135443283,0.27298283149666375,1.8773606015692563,3.060079409168644,4,10,80.0,6.721314901666234,0.6721314901666233,6.487000540053988,1.0026086840014539,2,7,28.57142857142857,-2.08060676622295,-0.29722953803185,0.48809560893280474,3.0600794091686443,4,0,0.0,0.0,0.0,,0.0,0,False,True,2.6910449519524073
R2_hv_adx_width,BE_after_1R_to_2R,ADX>=25 + BB幅7-10ATR。rebreak限定なし。,16,43.75,4.065182222102084,0.25407388888138027,1.9754086646941504,2.6501882803724444,4,12,50.0,6.715370502474529,0.559614208539544,5.916249349319795,1.1053590474996438,4,2,0.0,-1.7982987088920015,-0.8991493544460007,0.0,1.0034834401260293,2,2,50.0,-0.8518895714804433,-0.42594478574022165,0.15101234957189155,1.003418095717731,1,False,False,2.6859463697347783
R2_hv_adx_width,half_1R_trail1ATR_rest_2R,ADX>=25 + BB幅7-10ATR。rebreak限定なし。,16,56.25,4.03483705644882,0.25217731602805127,1.9705606842359917,2.6501882803724435,2,12,66.66666666666666,6.685025336821264,0.5570854447351054,5.931756185215618,1.1053590474996438,2,2,0.0,-1.7982987088920015,-0.8991493544460007,0.0,1.0034834401260293,2,2,50.0,-0.8518895714804433,-0.42594478574022165,0.15101234957189155,1.003418095717731,1,False,False,2.641270359356711
R3_gbp_aud_adx,half_1R_BE_rest_2R_time12,GBPJPY/AUDJPY + ADX>=25。,25,64.0,3.0190795247176623,0.12076318098870649,2.0636771112931545,1.5905651822002036,2,14,85.71428571428571,4.535765221999459,0.32398323014281855,43.068766707670484,0.06808702422530177,1,8,37.5,-1.0451004248450904,-0.1306375531056363,0.5155498354762821,1.1189799097634978,2,3,33.33333333333333,-0.4715852724367057,-0.15719509081223523,0.1773225764302564,0.36098296012189246,1,False,False,2.562224089916642
R2_hv_adx_width,half_1R_BE_rest_2R,ADX>=25 + BB幅7-10ATR。rebreak限定なし。,16,56.25,3.7834503229835867,0.23646564518647417,1.9100908123114466,2.650188280372444,2,12,66.66666666666666,6.433638603356031,0.5361365502796692,5.746300182405935,1.1053590474996438,2,2,0.0,-1.7982987088920015,-0.8991493544460007,0.0,1.0034834401260293,2,2,50.0,-0.8518895714804433,-0.42594478574022165,0.15101234957189155,1.003418095717731,1,False,False,2.250855399759047
R5_gbp_aud_atr80_rebreak,half_1R_trail1ATR_rest_2R,GBPJPY/AUDJPY + ATR percentile>=80 + rebreak。,17,58.82352941176471,4.585965653815185,0.26976268551854027,1.8670111257541746,3.060079409168644,4,10,80.0,7.101415497613979,0.7101415497613979,6.7972987786803465,1.0026086840014539,2,7,28.57142857142857,-2.5154498437987938,-0.35934997768554194,0.3811085105296099,3.060079409168644,4,0,0.0,0.0,0.0,,0.0,0,False,True,1.9575876482548447
R2_hv_adx_width,fixed_1R,ADX>=25 + BB幅7-10ATR。rebreak限定なし。,16,56.25,3.5017184238650887,0.21885740149156804,1.8423215564644173,2.650188280372444,2,12,66.66666666666666,6.1519067042375335,0.5126588920197944,5.538457584054488,1.1053590474996438,2,2,0.0,-1.7982987088920015,-0.8991493544460007,0.0,1.0034834401260293,2,2,50.0,-0.8518895714804433,-0.42594478574022165,0.15101234957189155,1.003418095717731,1,False,False,1.8133130263189887
R1_hv_core,BE_after_1R_to_2R,rebreak + ADX>=25 + BB幅7-10ATR + BB位置0-0.25。,11,36.36363636363637,3.6631551512863325,0.33301410466239384,2.696311308948466,1.798298708892001,4,9,44.44444444444444,5.461453860178334,0.6068282066864815,16.120968763472675,0.1005891638318257,4,2,0.0,-1.7982987088920015,-0.8991493544460007,0.0,1.0034834401260293,2,0,0.0,0.0,0.0,,0.0,0,False,True,1.6976843720965658
R1_hv_core,half_1R_trail1ATR_rest_2R,rebreak + ADX>=25 + BB幅7-10ATR + BB位置0-0.25。,11,54.54545454545454,3.518492535446848,0.31986295776789525,2.6372431081130183,1.798298708892001,2,9,66.66666666666666,5.316791244338849,0.5907545827043166,16.158947902977516,0.1005891638318257,1,2,0.0,-1.7982987088920015,-0.8991493544460007,0.0,1.0034834401260293,2,0,0.0,0.0,0.0,,0.0,0,False,True,1.4281978209491406
