symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
NAS100,920,49.673913043478265,118.728271048977,0.12905246853149674,1.274759221857563,14.117364899776703,10,1.739598027446719,1.5000000000000058,34.018478260869564,26.6304347826087
