trades,win_rate,total_r,avg_r,pf,max_dd_r,adx_min,adjust_min,body_min,is_base
53,54.71698113207547,10.676769252779023,0.20144847646752873,1.4805734027891886,3.6832732741952023,0,0.0,0.0,True
53,54.71698113207547,10.676769252779023,0.20144847646752873,1.4805734027891886,3.6832732741952023,0,0.0,0.35,False
49,55.10204081632652,10.525055669516105,0.2147970544799205,1.5056030202448891,3.6832732741952023,0,0.0,0.45,False
53,54.71698113207547,10.676769252779023,0.20144847646752873,1.4805734027891886,3.6832732741952023,0,0.5,0.0,False
53,54.71698113207547,10.676769252779023,0.20144847646752873,1.4805734027891886,3.6832732741952023,0,0.5,0.35,False
49,55.10204081632652,10.525055669516105,0.2147970544799205,1.5056030202448891,3.6832732741952023,0,0.5,0.45,False
50,56.00000000000001,11.949974472823547,0.23899948945647093,1.5720815176371068,3.4271874229295713,0,1.0,0.0,False
50,56.00000000000001,11.949974472823547,0.23899948945647093,1.5720815176371068,3.4271874229295713,0,1.0,0.35,False
47,57.446808510638306,11.853198221210075,0.2521957068342569,1.6082089408387876,3.4271874229295705,0,1.0,0.45,False
39,56.41025641025641,8.169521732144817,0.20947491620884146,1.5401823514606223,4.062716688428524,18,0.0,0.0,False
39,56.41025641025641,8.169521732144817,0.20947491620884146,1.5401823514606223,4.062716688428524,18,0.0,0.35,False
36,55.55555555555556,7.009630708534331,0.19471196412595365,1.4758123714664335,4.062716688428524,18,0.0,0.45,False
39,56.41025641025641,8.169521732144817,0.20947491620884146,1.5401823514606223,4.062716688428524,18,0.5,0.0,False
39,56.41025641025641,8.169521732144817,0.20947491620884146,1.5401823514606223,4.062716688428524,18,0.5,0.35,False
36,55.55555555555556,7.009630708534331,0.19471196412595365,1.4758123714664335,4.062716688428524,18,0.5,0.45,False
36,58.333333333333336,9.44272695218934,0.2622979708941483,1.6844790572841473,3.917643575807541,18,1.0,0.0,False
36,58.333333333333336,9.44272695218934,0.2622979708941483,1.6844790572841473,3.917643575807541,18,1.0,0.35,False
34,58.82352941176471,8.337773260228303,0.24522862530083245,1.6220464412701812,3.917643575807541,18,1.0,0.45,False
32,50.0,3.1000870745214746,0.09687772107879608,1.2195578693818978,3.6529754926991194,22,0.0,0.0,False
32,50.0,3.1000870745214746,0.09687772107879608,1.2195578693818978,3.6529754926991194,22,0.0,0.35,False
29,48.275862068965516,1.9401960509109892,0.06690331210037893,1.1413316470579584,5.149644136649387,22,0.0,0.45,False
32,50.0,3.1000870745214746,0.09687772107879608,1.2195578693818978,3.6529754926991194,22,0.5,0.0,False
32,50.0,3.1000870745214746,0.09687772107879608,1.2195578693818978,3.6529754926991194,22,0.5,0.35,False
29,48.275862068965516,1.9401960509109892,0.06690331210037893,1.1413316470579584,5.149644136649387,22,0.5,0.45,False
29,51.724137931034484,4.373292294565998,0.1508031825712413,1.3418894697968309,3.341989263729256,22,1.0,0.0,False
29,51.724137931034484,4.373292294565998,0.1508031825712413,1.3418894697968309,3.341989263729256,22,1.0,0.35,False
27,51.85185185185185,3.2683386026049623,0.12104957787425787,1.2635794458046588,4.838657907679524,22,1.0,0.45,False
18,44.44444444444444,-1.1611665914438762,-0.06450925508021535,0.8564096509453281,3.3244254252832883,26,0.0,0.0,False
18,44.44444444444444,-1.1611665914438762,-0.06450925508021535,0.8564096509453281,3.3244254252832883,26,0.0,0.35,False
15,40.0,-2.321057615054362,-0.15473717433695747,0.6983659979698591,3.3244254252832883,26,0.0,0.45,False
18,44.44444444444444,-1.1611665914438762,-0.06450925508021535,0.8564096509453281,3.3244254252832883,26,0.5,0.0,False
18,44.44444444444444,-1.1611665914438762,-0.06450925508021535,0.8564096509453281,3.3244254252832883,26,0.5,0.35,False
15,40.0,-2.321057615054362,-0.15473717433695747,0.6983659979698591,3.3244254252832883,26,0.5,0.45,False
15,46.666666666666664,0.11203862860064717,0.007469241906709811,1.0165773928254218,3.013439196313425,26,1.0,0.0,False
15,46.666666666666664,0.11203862860064717,0.007469241906709811,1.0165773928254218,3.013439196313425,26,1.0,0.35,False
13,46.15384615384615,-0.9929150633603897,-0.07637808179695306,0.8440481258450232,3.013439196313425,26,1.0,0.45,False
