trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,worst_year_r,worst_2y_r,is_trades,is_r,oos_trades,oos_r,box_bars,box_atr,rr,direction,retrace,recovery,body,h4,hours,setup_age,box_width,chase
31,64.51612903225806,18.376915383844526,0.5928037220595008,2.7250901075183678,2.359168474474962,2,-1.1721080763234617,-1.1721080763234617,28,18.096739041977443,3,0.2801763418670876,6,2.0,1.5,long,50_618,25_85,any,align,none,any,any,any
