symbol,timeframe,filter,filter_description,box_bars,box_atr,signal_i,signal_time,direction,close,p0,p1,p2,wave1_atr,retrace,recovery,wave1_bars,adjust_bars,adjust_ratio,setup_age,box_high,box_low,box_width_atr,chase_atr,signal_body_ratio,ema_ok,upper_align,upper_oppose,upper_context,stop,pivots,entry_hour
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,15225,2016-07-01 03:00:00,short,137.04,138.79,135.89,137.71,5.641420856109874,0.627586206896558,0.3681318681318725,6,5,0.8333333333333334,4,137.62,137.12,0.9726587682948039,0.15562540292719296,0.8125000000000056,True,1,0,H4順,137.81281097879304,15207-15213-15218,4
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,16909,2016-10-10 02:00:00,short,127.71,129.58,126.79,128.62,5.7786497752579775,0.6559139784946216,0.4972677595628479,4,4,1.0,8,128.27,127.9,0.766344235428485,0.3935281208957284,0.7142857142857215,True,1,0,H4順,128.7165623496321,16890-16894-16898,3
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,17671,2016-11-23 06:00:00,short,137.7,138.31,137.66,138.05,2.878399229799753,0.6000000000000175,0.8974358974359218,2,5,2.5,4,138.03,137.8,1.0185104966983198,0.4428306507385203,0.652173913043532,True,0,1,H4逆,138.09516399207385,17657-17659-17664,7
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,19328,2017-03-02 07:00:00,long,140.16,138.88,140.69,139.54,8.815738076616164,0.6353591160221018,0.53913043478261,16,11,0.6875,7,140.1,139.87,1.1202319102881906,0.29223441137955203,0.7037037037036686,True,0,1,H4逆,139.49893707403123,19291-19307-19318,8
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,20652,2017-05-19 01:00:00,short,143.86,144.75,143.37,144.39,3.9310541532881644,0.739130434782598,0.5196078431372374,3,5,1.6666666666666667,0,144.39,144.04,0.9970064881527825,0.5127461939070921,0.8709677419354188,True,1,0,H4順,144.4602101749906,20641-20644-20649,2
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,21433,2017-07-04 21:00:00,long,146.4,145.97,146.51,146.15,3.138041387920279,0.6666666666666491,0.694444444444473,2,7,3.5,3,146.35,146.15,1.162237551081536,0.2905593877704665,0.5714285714286005,True,1,0,H4順,146.11558362792292,21418-21420-21427,22
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,21507,2017-07-10 00:00:00,long,147.09,146.03,147.57,146.45,6.882993218948436,0.727272727272734,0.5714285714285823,25,8,0.32,10,146.96,146.73,1.0279795067261517,0.5810318951060195,0.6363636363636364,True,1,0,H4順,146.40525202623297,21461-21486-21494,1
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,22942,2017-10-02 07:00:00,short,150.57,151.24,150.17,151.09,5.067533958758735,0.8598130841121471,0.5652173913043491,9,6,0.6666666666666666,12,150.91,150.67,1.1366431309365588,0.4736013045568546,0.6785714285714177,True,0,1,H4逆,151.13222961340597,22912-22921-22927,8
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,24813,2018-01-24 05:00:00,short,154.12,155.34,153.75,154.67,7.447828966406224,0.5786163522012487,0.5978260869565113,6,4,0.6666666666666666,9,154.46,154.22,1.1242005987028665,0.46841691612614994,0.9444444444444883,True,0,1,H4逆,154.7126970062597,24791-24797-24801,6
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,25940,2018-03-30 15:00:00,short,148.91,149.52,148.82,149.33,3.3470831290116374,0.7285714285714384,0.8235294117647058,8,6,0.75,4,149.27,149.02,1.1953868317898415,0.5259702059875955,0.8571428571428571,True,0,1,H4逆,149.37182746427376,25919-25927-25933,16
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,30004,2018-11-28 06:00:00,long,145.12,144.57,145.14,144.85,3.5422440452427004,0.5087719298245535,0.9310344827586815,6,12,2.0,1,145.04,144.85,1.1807480150809,0.4971570589815153,0.8888888888889767,True,0,1,H4逆,144.81781701132277,29982-29988-30000,7
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,32940,2019-05-22 01:00:00,long,140.61,139.62,141.68,140.28,9.284636370499411,0.6796116504854389,0.2357142857142937,6,6,1.0,2,140.52,140.28,1.0817052082135636,0.4056394530800863,0.875000000000111,True,0,1,H4逆,140.23562561811156,32923-32929-32935,2
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,34012,2019-07-24 02:00:00,short,134.47,134.94,134.31,134.72,4.546183148555225,0.65079365079365,0.6097560975609807,3,4,1.3333333333333333,5,134.62,134.48,1.010262921901275,0.07216163727858926,0.42857142857148656,True,1,0,H4順,134.74771555739898,33997-34000-34004,3
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,34302,2019-08-09 06:00:00,short,128.44,128.93,128.27,128.71,3.4468301649736763,0.6666666666666666,0.6136363636363901,4,5,1.25,1,128.71,128.52,0.9922692899166576,0.41779759575445247,0.6249999999998668,True,1,0,H4順,128.748296055704,34289-34293-34298,7
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,35175,2019-10-01 03:00:00,long,132.95,132.44,133.3,132.7,5.236985064853235,0.6976744186046665,0.41666666666665086,8,4,0.5,6,132.88,132.74,0.8525324524178718,0.4262662262089359,0.7272727272726803,True,0,1,H4逆,132.66715667547834,35154-35162-35166,4
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,35219,2019-10-02 23:00:00,short,131.6,132.52,131.55,132.23,3.953355758989728,0.7010309278350301,0.9264705882353168,6,2,0.3333333333333333,9,131.94,131.67,1.1004186133270808,0.2852937145662416,0.7931034482758689,True,1,0,H4順,132.27907223428068,35199-35205-35207,0
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,35484,2019-10-18 02:00:00,short,139.43,141.46,138.64,140.06,7.336593261494493,0.503546099290782,0.4436619718309777,3,8,2.6666666666666665,3,140.06,139.63,1.1187003909371127,0.5203257632265262,0.6969696969696395,True,0,1,H4逆,140.13687491726714,35467-35470-35478,3
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,35608,2019-10-25 07:00:00,short,139.41,140.33,138.85,139.71,6.506256776389426,0.5810810810810831,0.34883720930233325,4,2,0.5,10,139.7,139.43,1.1869522497466252,0.08792238887017129,0.48936170212763896,True,0,1,H4逆,139.75549466923505,35589-35593-35595,8
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,35629,2019-10-28 06:00:00,long,139.49,138.85,139.71,139.0,5.73273245151262,0.8255813953488333,0.6901408450704276,2,18,9.0,13,139.46,139.32,0.9332355153626033,0.1999790390062586,0.7222222222221696,True,1,0,H4順,138.96999685552137,35593-35595-35613,7
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,35677,2019-10-30 06:00:00,long,140.13,139.45,140.48,139.85,6.900187834477452,0.6116504854368882,0.44444444444444947,5,3,0.6,9,140.06,139.93,0.87089749367188,0.46894480428482915,0.47058823529398,True,1,0,H4順,139.82014574024046,35657-35662-35665,7
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,37362,2020-02-11 01:00:00,long,141.86,141.29,142.05,141.55,4.969071800791653,0.6578947368420885,0.6200000000000045,5,4,0.8,5,141.79,141.61,1.176885426503115,0.4576776658625186,0.7142857142858013,True,0,1,H4逆,141.51941078614004,37345-37350-37354,2
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,37505,2020-02-19 01:00:00,long,142.96,142.29,143.2,142.72,6.3093014941888645,0.5274725274725182,0.5000000000000296,7,3,0.42857142857142855,4,142.9,142.73,1.1786607186947378,0.41599790071576664,0.6111111111111638,True,1,0,H4順,142.69115370058515,37488-37495-37498,2
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,37865,2020-03-11 04:00:00,short,134.97,137.17,134.03,136.74,4.993194175406762,0.8630573248407706,0.6531365313653155,6,3,0.5,6,135.8,135.11,1.0972305672072196,0.22262649189714123,0.8499999999999964,True,1,0,H4順,136.86577119533888,37847-37853-37856,5
GBPJPY,H1,gbpjpy_lenient_source,GBPJPY source candidates before personality filters,6,1.2,38395,2020-04-10 09:00:00,long,135.29,134.62,135.72,134.8,5.18876576467583,0.8363636363636293,0.5326086956521602,7,3,0.42857142857142855,14,135.21,134.99,1.037753152935166,0.3773647828854418,0.8749999999999334,True,1,0,H4順,134.75760070699323,38368-38375-38378,10
