is_oos,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
False,diag_break,fixed_1_5R,114,50.877192982456144,24.33357540493848,0.21345241583279367,1.5045277207379544,12.582294691969071,12,1.4999999999999998,1.5,30.55263157894737,39.473684210526315
False,observe_loose,fixed_1_5R,249,46.98795180722892,22.99999321256137,0.09236945065285691,1.1977179084050276,15.059544664015412,8,1.5,1.5,31.48995983935743,32.53012048192771
False,diag_break,fixed_2R,107,42.99065420560748,13.21028294078016,0.12346058823159028,1.249429737110904,12.082294691969077,12,2.0,2.0,36.63551401869159,25.233644859813083
False,observe_loose,fixed_2R,234,42.30769230769231,6.2904592725593425,0.026882304583586935,1.0522744967762996,22.104873497929912,13,2.0,2.0,36.58119658119658,19.230769230769234
False,context,fixed_1_5R,69,46.3768115942029,6.196248301378556,0.08980070001997907,1.1966500650616012,9.576816121813192,12,1.4999999999999984,1.5,31.231884057971016,31.88405797101449
False,strict_synapse,fixed_2R,16,50.0,5.076663591680946,0.3172914744800591,1.903473221744407,2.349511771267812,4,2.0,2.0,40.875,25.0
False,strict_synapse,fixed_1_5R,16,50.0,3.140971097056467,0.19631069356602918,1.5589858822069487,2.349511771267811,4,1.4999999999999996,1.5,39.5,31.25
False,basic_role,half_wave,2,50.0,0.4067009168183764,0.2033504584091882,1.3972751814808477,0.0,1,1.5802738955286588,1.5802738955286588,22.5,50.0
False,observe_loose,half_wave,9,55.55555555555556,-0.10114912051693803,-0.01123879116854867,0.9750790014442193,2.667419455405242,2,1.0977816795712292,0.7229066339907686,11.88888888888889,55.55555555555556
False,context,fixed_2R,67,40.298507462686565,-0.6393480090180645,-0.009542507597284545,0.9814991952600224,9.69385778257239,12,2.0,2.0,37.52238805970149,17.91044776119403
True,context,fixed_1_5R,10,50.0,-0.6574984255299139,-0.06574984255299139,0.8602428430647635,2.187443996011366,1,1.5000000000000027,1.5,42.4,20.0
True,strict_synapse,fixed_1_5R,1,0.0,-1.0057628374740735,-1.0057628374740735,0.0,0.0,1,1.5,1.5,2.0,0.0
True,strict_synapse,fixed_2R,1,0.0,-1.0057628374740735,-1.0057628374740735,0.0,0.0,1,2.0,2.0,2.0,0.0
True,observe_loose,half_wave,1,0.0,-1.0076395036028611,-1.0076395036028611,0.0,0.0,1,0.7623587970354762,0.7623587970354762,15.0,0.0
False,context,half_wave,1,0.0,-1.02372596068648,-1.02372596068648,0.0,0.0,1,1.718154986379189,1.718154986379189,20.0,0.0
False,diag_break,half_wave,1,0.0,-1.02372596068648,-1.02372596068648,0.0,0.0,1,1.718154986379189,1.718154986379189,20.0,0.0
True,basic_role,fixed_1_5R,20,40.0,-1.630064838390884,-0.0815032419195442,0.8532411711698504,3.5686374421544893,3,1.5000000000000016,1.5,34.25,25.0
True,diag_break,fixed_1_5R,11,45.45454545454545,-1.6658706374162264,-0.15144278521965696,0.7084044813889766,2.7152789493598197,2,1.5000000000000027,1.5,41.36363636363637,18.181818181818183
False,basic_role,fixed_1_5R,192,41.66666666666667,-2.030389995899929,-0.010574947895312131,0.9797865380619851,16.652861008267173,14,1.4999999999999993,1.5,30.213541666666668,30.729166666666668
True,context,fixed_2R,10,40.0,-2.717862802368781,-0.2717862802368781,0.4966559552245754,2.8824786541916834,3,2.0,2.0,44.8,0.0
True,observe_loose,fixed_1_5R,33,45.45454545454545,-2.8555319234460326,-0.08653127040745553,0.828181634730724,4.830016254000919,4,1.5000000000000002,1.5,33.24242424242424,21.21212121212121
True,diag_break,fixed_2R,11,36.36363636363637,-3.7262350142550944,-0.33874863765955404,0.4185012645316045,3.2810803639419497,3,2.0,2.0,43.54545454545455,0.0
True,basic_role,fixed_2R,18,33.33333333333333,-4.082134770921405,-0.22678526505118915,0.6219309213725461,5.057179646032497,4,2.0,2.0,38.166666666666664,11.11111111111111
True,observe_loose,fixed_2R,32,40.625,-6.324761030094562,-0.19764878219045506,0.6348462468819686,7.933678597839892,4,2.0,2.0,34.0625,12.5
False,basic_role,fixed_2R,183,36.0655737704918,-17.45548540620451,-0.095385166154123,0.8336296568756703,26.488495311932493,14,2.0,2.0,35.032786885245905,17.48633879781421
