symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
EURJPY,1408,43.11079545454545,32.70194566378738,0.023225813681667172,1.0461405968977437,38.22876947787018,14,1.7384511730660457,1.500000000000015,33.76917613636363,25.568181818181817
