filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
diag_break,fixed_1_5R,125,50.4,22.667704767522256,0.18134163814017804,1.4202131196547056,12.582294691969071,12,1.5,1.5,31.504,37.6
observe_loose,fixed_1_5R,282,46.808510638297875,20.144461289115338,0.07143425989047993,1.1515227306411053,15.059544664015412,8,1.5,1.5,31.69503546099291,31.20567375886525
diag_break,fixed_2R,118,42.3728813559322,9.484047926525069,0.08037328751292432,1.1597449864024307,12.082294691969077,12,2.0,2.0,37.279661016949156,22.88135593220339
context,fixed_1_5R,79,46.835443037974684,5.538749875848641,0.0701107579221347,1.1529467430194316,9.576816121813192,12,1.4999999999999991,1.5,32.64556962025316,30.37974683544304
strict_synapse,fixed_2R,17,47.05882352941176,4.070900754206873,0.2394647502474631,1.6144927006855019,2.349511771267812,4,2.0,2.0,38.588235294117645,23.52941176470588
strict_synapse,fixed_1_5R,17,47.05882352941176,2.1352082595823934,0.12560048585778785,1.3223045633330366,2.349511771267811,4,1.4999999999999996,1.5,37.294117647058826,29.411764705882355
basic_role,half_wave,2,50.0,0.4067009168183764,0.2033504584091882,1.3972751814808477,0.0,1,1.5802738955286588,1.5802738955286588,22.5,50.0
observe_loose,fixed_2R,266,42.10526315789473,-0.034301757535212474,-0.0001289539756962875,0.9997508153177133,22.104873497929912,13,2.0,2.0,36.278195488721806,18.421052631578945
context,half_wave,1,0.0,-1.02372596068648,-1.02372596068648,0.0,0.0,1,1.718154986379189,1.718154986379189,20.0,0.0
diag_break,half_wave,1,0.0,-1.02372596068648,-1.02372596068648,0.0,0.0,1,1.718154986379189,1.718154986379189,20.0,0.0
observe_loose,half_wave,10,50.0,-1.108788624119799,-0.1108788624119799,0.7811499319649309,2.667419455405242,2,1.064239391317654,0.7426327155131224,12.2,50.0
context,fixed_2R,77,40.25974025974026,-3.357210811386845,-0.04360014040762136,0.915980377165038,9.980555319044065,12,2.0,2.0,38.467532467532465,15.584415584415584
basic_role,fixed_1_5R,212,41.509433962264154,-3.660454834290812,-0.01726629638816421,0.9671868514320014,16.652861008267173,14,1.4999999999999998,1.5,30.59433962264151,30.18867924528302
basic_role,fixed_2R,201,35.82089552238806,-21.53762017712591,-0.10715233918968115,0.8138764273413305,29.139096879385416,14,2.0,2.0,35.3134328358209,16.91542288557214
