structure,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
classic_6pivot,basic_role,fixed_1_5R,26,46.15384615384615,2.5870460395235724,0.09950177075090663,1.201995592176562,2.9867110111504287,3,1.499999999999998,1.5,30.73076923076923,34.61538461538461
classic_6pivot,diag_break,fixed_2R,6,50.0,2.553656217237377,0.42560936953956285,1.8399429708162987,2.0325154344881726,3,2.0,2.0,31.833333333333332,33.33333333333333
role_ab_5pivot,context,fixed_2R,10,50.0,2.4256395743075543,0.24256395743075543,1.5119012627487955,2.0124653607554723,2,2.0,2.0,39.4,30.0
classic_6pivot,basic_role,fixed_2R,24,41.66666666666667,2.3433119694665265,0.09763799872777194,1.1829649266752078,4.00148465131808,3,2.0,2.0,32.083333333333336,20.833333333333336
classic_6pivot,strict_synapse,fixed_2R,4,50.0,2.0915251350912007,0.5228812837728002,2.5776998470925814,0.3167464405656666,2,2.0,2.0,36.0,25.0
classic_6pivot,strict_synapse,fixed_1_5R,4,50.0,1.655832640466725,0.41395816011668124,2.2490439917956535,0.3167464405656666,2,1.499999999999997,1.5,32.5,50.0
role_ab_5pivot,basic_role,half_wave,1,100.0,1.4304268775048563,1.4304268775048563,inf,0.0,0,1.4423928046781285,1.4423928046781285,25.0,100.0
ihs_5pivot,context,fixed_1_5R,64,45.3125,1.2840836997652647,0.02006380780883226,1.0430168028701015,10.352579599227639,11,1.4999999999999991,1.5,33.1875,26.5625
classic_6pivot,observe_loose,fixed_2R,38,42.10526315789473,1.0814065983585714,0.028458068377857144,1.05408461126552,7.446057231404566,4,2.0,2.0,35.05263157894737,18.421052631578945
ihs_5pivot,strict_synapse,fixed_2R,11,45.45454545454545,0.9940826612885865,0.09037115102623514,1.2316296846031483,3.038528168176218,4,2.0,2.0,39.81818181818182,18.181818181818183
role_ab_5pivot,strict_synapse,fixed_2R,2,50.0,0.9852929578270866,0.4926464789135433,1.978010612709865,0.0,1,2.0,2.0,37.0,50.0
role_ab_5pivot,strict_synapse,fixed_1_5R,2,50.0,0.48529295782708237,0.24264647891354119,1.4817061354776686,0.0,1,1.4999999999999933,1.4999999999999933,35.0,50.0
classic_6pivot,diag_break,fixed_1_5R,7,42.857142857142854,0.415489413065518,0.05935563043793114,1.1026100724816323,3.0414489950618275,4,1.499999999999997,1.5,27.857142857142858,42.857142857142854
classic_6pivot,observe_loose,half_wave,3,66.66666666666666,0.21737318836958885,0.07245772945652962,1.2157251552686859,1.0076395036028611,1,0.6706007081002993,0.6462058241700447,7.666666666666667,66.66666666666666
ihs_5pivot,diag_break,fixed_2R,86,39.53488372093023,0.09780328550115369,0.0011372475058273686,1.0022362439585117,10.86753650160503,10,2.0,2.0,38.63953488372093,18.6046511627907
ihs_5pivot,strict_synapse,fixed_1_5R,11,45.45454545454545,-0.005917338711413533,-0.0005379398828557758,0.9986212099327456,3.038528168176218,4,1.5000000000000013,1.5,39.45454545454545,18.181818181818183
classic_6pivot,context,fixed_2R,4,25.0,-0.7129568490108382,-0.17823921225270956,0.6939337661490035,1.321662238350972,3,2.0,2.0,40.75,0.0
ihs_5pivot,basic_role,half_wave,1,0.0,-1.02372596068648,-1.02372596068648,0.0,0.0,1,1.718154986379189,1.718154986379189,20.0,0.0
ihs_5pivot,context,half_wave,1,0.0,-1.02372596068648,-1.02372596068648,0.0,0.0,1,1.718154986379189,1.718154986379189,20.0,0.0
ihs_5pivot,diag_break,half_wave,1,0.0,-1.02372596068648,-1.02372596068648,0.0,0.0,1,1.718154986379189,1.718154986379189,20.0,0.0
classic_6pivot,context,fixed_1_5R,5,20.0,-1.851123653182681,-0.37022473063653616,0.44549804491951533,2.3305957989246266,4,1.4999999999999991,1.5,33.6,20.0
role_ab_5pivot,basic_role,fixed_2R,46,39.130434782608695,-3.2800682918436364,-0.0713058324313834,0.8792123350152475,7.506483766018513,5,2.0,2.0,32.67391304347826,19.565217391304348
ihs_5pivot,observe_loose,half_wave,4,0.0,-4.0587908341849435,-1.0146977085462359,0.0,3.0416806179958122,4,1.463014303873882,1.2205308101849788,16.5,0.0
ihs_5pivot,context,fixed_2R,63,39.682539682539684,-5.069893536683564,-0.08047450058227879,0.8458509296561125,9.445757653739562,11,2.0,2.0,38.17460317460318,14.285714285714285
ihs_5pivot,observe_loose,fixed_2R,177,41.80790960451977,-5.210061494296623,-0.02943537567399222,0.9428999998786428,15.51574284480809,9,2.0,2.0,37.4180790960452,16.94915254237288
ihs_5pivot,basic_role,fixed_1_5R,136,38.23529411764706,-10.419210139085969,-0.07661183925798506,0.8567237027040698,20.665678177543256,13,1.5000000000000007,1.5,32.1764705882353,26.47058823529412
ihs_5pivot,basic_role,fixed_2R,131,33.587786259541986,-20.60086385474881,-0.15725850270800618,0.7280546270504666,23.850753001465893,13,2.0,2.0,36.83206106870229,15.267175572519085
