symbol,timeframe,filter,filter_description,box_bars,box_atr,signal_i,signal_time,direction,close,p0,p1,p2,wave1_atr,retrace,recovery,wave1_bars,adjust_bars,adjust_ratio,setup_age,box_high,box_low,box_width_atr,chase_atr,signal_body_ratio,ema_ok,upper_align,upper_oppose,upper_context,stop,pivots,entry_i,entry_time,entry,target_model,target,planned_rr,exit_i,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,sample,year,month,hour
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1156,2014-03-11 01:00:00,long,103.341,102.934,103.405,103.154,4.446559607499087,0.5329087048832332,0.7450199203187015,4,3,0.75,8,103.334,103.164,1.6049153572714363,0.0660847500052068,0.8265306122447929,True,1,0,H4順,103.13281508215,1138-1142-1145,1157,2014-03-11 02:00:00,103.344,fixed_1_5R,103.660777376775,1.5,1171,2014-03-11 16:00:00,103.13281508215,SL,14,0.2111849178500051,-1.0,-1.04735186632548,IS_2014_2024,2014,3,2
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1430,2014-03-26 11:00:00,long,102.379,102.198,102.401,102.26,2.819387685844033,0.6945812807881235,0.8439716312057253,9,4,0.4444444444444444,4,102.355,102.26,1.319417882537813,0.3333266229569377,0.590909090909179,True,1,0,H4順,102.2455997101059,1410-1419-1423,1431,2014-03-26 12:00:00,102.379,fixed_1_5R,102.57910043484117,1.5,1436,2014-03-26 17:00:00,102.2455997101059,SL,5,0.133400289894098,-1.0,-1.0749623558384287,IS_2014_2024,2014,3,12
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,2522,2014-05-28 23:00:00,short,101.721,101.975,101.638,101.886,4.3604808299558755,0.7359050445103813,0.6653225806451548,1,7,7.0,1,101.886,101.744,1.8373539402188024,0.2975995818663843,0.7027027027026197,True,0,0,H4中立,101.90145701096468,2510-2511-2518,2523,2014-05-29 00:00:00,101.721,fixed_1_5R,101.45031448355296,1.5,2538,2014-05-29 15:00:00,101.45031448355296,TP,15,0.1804570109646874,1.5,1.44458513999244,IS_2014_2024,2014,5,0
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,6483,2015-01-19 11:00:00,long,117.403,116.311,117.762,116.921,5.45063579625905,0.5796002756719488,0.5731272294887072,3,11,3.6666666666666665,5,117.386,116.921,1.7467578533841563,0.0638599645323634,0.6648044692737342,True,0,1,H4逆,116.86775850472358,6461-6464-6475,6484,2015-01-19 12:00:00,117.403,fixed_1_5R,118.20586224291463,1.499999999999987,6497,2015-01-20 01:00:00,118.20586224291463,TP,13,0.5352414952764235,1.499999999999987,1.481316844661243,IS_2014_2024,2015,1,12
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,7055,2015-02-20 07:00:00,short,118.825,119.178,118.796,119.091,3.185129455017982,0.7722513089005094,0.9016949152542456,3,8,2.6666666666666665,4,119.091,118.856,1.9594382773016803,0.258479091899302,0.895833333333284,True,0,1,H4逆,119.11498646619516,7037-7040-7048,7056,2015-02-20 08:00:00,118.825,fixed_1_5R,118.39002030070728,1.5000000000000244,7062,2015-02-20 14:00:00,118.39002030070728,TP,6,0.2899864661951454,1.5000000000000244,1.465515632052793,IS_2014_2024,2015,2,8
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,7289,2015-03-06 01:00:00,short,120.01,120.394,119.961,120.268,3.5221442694649268,0.7090069284064602,0.840390879478807,1,3,3.0,5,120.268,120.037,1.8790192292063876,0.2196256241929679,0.3040935672514319,True,0,1,H4逆,120.29258729494724,7277-7278-7281,7290,2015-03-06 02:00:00,120.009,fixed_1_5R,119.58361905757916,1.499999999999975,7301,2015-03-06 13:00:00,120.29258729494724,SL,11,0.2835872949472247,-1.0,-1.0352625106207662,IS_2014_2024,2015,3,2
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,7970,2015-04-15 09:00:00,short,119.4,120.176,119.071,119.744,6.97997146528771,0.6090497737556556,0.5111441307577907,17,13,0.7647058823529411,2,119.744,119.463,1.7749972685483084,0.397953124265196,0.7700534759357334,True,1,0,H4順,119.77566202055397,7935-7952-7965,7971,2015-04-15 10:00:00,119.399,fixed_1_5R,118.83400696916904,1.5,7978,2015-04-15 17:00:00,118.83400696916904,TP,7,0.3766620205539652,1.5,1.4734509999567154,IS_2014_2024,2015,4,10
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,10055,2015-08-14 06:00:00,short,124.312,124.625,124.257,124.532,3.301424713276104,0.7472826086956391,0.8000000000000207,3,10,3.3333333333333335,2,124.532,124.364,1.507172151712954,0.4665056660064725,0.6249999999999861,True,0,1,H4逆,124.55429340554215,10037-10040-10050,10056,2015-08-14 07:00:00,124.311,fixed_1_5R,123.94605989168676,1.5000000000000293,10080,2015-08-17 07:00:00,124.55429340554215,SL,24,0.2432934055421611,-1.0,-1.041102634811275,IS_2014_2024,2015,8,7
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,10536,2015-09-11 07:00:00,short,120.561,121.325,120.461,120.965,4.12048634564347,0.583333333333336,0.8015873015872866,6,9,1.5,4,120.965,120.58,1.8360963461490152,0.0906125469527655,0.4085714285713965,True,1,0,H4順,121.00693679714112,10514-10520-10529,10537,2015-09-11 08:00:00,120.561,fixed_1_5R,119.89209480428832,1.5,10568,2015-09-14 15:00:00,119.89209480428832,TP,31,0.4459367971411154,1.5,1.477575297521755,IS_2014_2024,2015,9,8
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,11356,2015-10-29 11:00:00,long,120.934,120.291,121.256,120.588,5.632085265892693,0.6922279792746155,0.5179640718562879,7,5,0.7142857142857143,8,120.906,120.629,1.616671107411685,0.1634180180776657,0.625730994152019,True,1,0,H4順,120.55373205289187,11333-11340-11345,11357,2015-10-29 12:00:00,120.935,fixed_1_5R,121.5069019206622,1.4999999999999811,11372,2015-10-30 03:00:00,120.55373205289187,SL,15,0.3812679471081281,-1.0,-1.0262282735169317,IS_2014_2024,2015,10,12
