symbol,timeframe,filter,filter_description,box_bars,box_atr,signal_i,signal_time,direction,close,p0,p1,p2,wave1_atr,retrace,recovery,wave1_bars,adjust_bars,adjust_ratio,setup_age,box_high,box_low,box_width_atr,chase_atr,signal_body_ratio,ema_ok,upper_align,upper_oppose,upper_context,stop,pivots,entry_i,entry_time,entry,target_model,target,planned_rr,exit_i,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,sample,year,month,hour
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,26069,2018-03-12 14:00:00,short,106.426,106.972,106.354,106.731,4.26437727190665,0.6100323624595443,0.8090185676392477,3,2,0.6666666666666666,5,106.731,106.459,1.8768780225867012,0.2277094659756083,0.6125000000000067,True,1,0,H4順,106.759984302307,26056-26059-26061,26070,2018-03-12 15:00:00,106.423,fixed_1_5R,105.91752354653951,1.500000000000021,26083,2018-03-13 04:00:00,106.759984302307,SL,13,0.3369843023069876,-1.0,-1.0296749727851746,IS_2014_2024,2018,3,15
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,35813,2019-10-04 02:00:00,short,106.76,107.297,106.483,106.926,6.441936490581661,0.5442260442260463,0.3747178329571052,7,8,1.1428571428571428,1,106.926,106.797,1.0208965691462812,0.2928152950263777,0.5256410256409649,True,1,0,H4順,106.95127190391244,35794-35801-35809,35814,2019-10-04 03:00:00,106.761,fixed_1_5R,106.47559214413133,1.5,35823,2019-10-04 12:00:00,106.95127190391244,SL,9,0.1902719039124463,-1.0,-1.0525563669378766,IS_2014_2024,2019,10,3
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,35919,2019-10-10 12:00:00,long,107.622,107.034,107.774,107.354,5.246058038913922,0.5675675675675738,0.6380952380952372,3,8,2.6666666666666665,0,107.55,107.354,1.3894964535501693,0.5104272686511072,0.6035714285714151,True,1,0,H4順,107.32578834109304,35905-35908-35916,35920,2019-10-10 13:00:00,107.622,fixed_1_5R,108.06631748836044,1.5,35931,2019-10-11 00:00:00,108.06631748836044,TP,11,0.2962116589069694,1.5,1.4662403565177304,IS_2014_2024,2019,10,13
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,38515,2020-03-13 04:00:00,long,105.588,103.08,106.099,104.502,6.0008507922673155,0.528983106989071,0.6800250469630512,15,6,0.4,2,105.371,104.502,1.7273068361975112,0.4313297853335534,0.8731443994601776,True,0,1,H4逆,104.4013809343205,38489-38504-38510,38516,2020-03-13 05:00:00,105.588,fixed_1_5R,107.36792859851924,1.499999999999994,38523,2020-03-13 12:00:00,107.36792859851924,TP,7,1.1866190656794942,1.499999999999994,1.4915726956617947,IS_2014_2024,2020,3,5
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,39302,2020-04-28 23:00:00,short,106.756,107.338,106.559,106.971,7.254305887899804,0.5288831835686881,0.5218446601941753,10,3,0.3,6,106.963,106.807,1.4527236437898774,0.4749288835467339,0.7706422018348289,True,1,0,H4順,106.99247689970724,39280-39290-39293,39303,2020-04-29 00:00:00,106.758,fixed_1_5R,106.40628465043916,1.5,39310,2020-04-29 07:00:00,106.40628465043916,TP,7,0.2344768997072321,1.5,1.4573518755473271,IS_2014_2024,2020,4,0
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,40629,2020-07-15 06:00:00,short,107.171,107.434,107.158,107.309,3.741160298197014,0.5471014492753562,0.9139072847681752,6,7,1.1666666666666667,2,107.309,107.188,1.6401463626153137,0.230433786483097,0.6846153846153981,True,1,0,H4順,107.32375478076322,40611-40617-40624,40630,2020-07-15 07:00:00,107.17,fixed_1_5R,106.93936782885515,1.5,40630,2020-07-15 07:00:00,106.93936782885515,TP,0,0.1537547807632222,1.5,1.434961371930343,IS_2014_2024,2020,7,7
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,41062,2020-08-10 07:00:00,long,105.99,105.479,106.055,105.711,5.456368841040059,0.5972222222222288,0.8110465116278769,8,7,0.875,7,105.925,105.723,1.9135182393924783,0.615736067131227,0.4999999999999052,True,0,0,H4中立,105.68988705779316,41037-41045-41052,41063,2020-08-10 08:00:00,105.988,fixed_1_5R,106.43516941331023,1.4999999999999762,41093,2020-08-11 14:00:00,106.43516941331023,TP,30,0.2981129422068278,1.4999999999999762,1.4664556663458774,IS_2014_2024,2020,8,8
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,43858,2021-01-22 06:00:00,long,103.622,103.327,103.662,103.477,4.775545179432289,0.552238805970143,0.7837837837837527,2,6,3.0,7,103.611,103.483,1.82468591930543,0.1568089461902486,0.5066666666666035,True,0,1,H4逆,103.462970188223,43840-43842-43848,43859,2021-01-22 07:00:00,103.621,fixed_1_5R,103.85804471766548,1.5,43866,2021-01-22 14:00:00,103.85804471766548,TP,7,0.1580298117769984,1.5,1.4367208004138974,IS_2014_2024,2021,1,7
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,46241,2021-06-10 12:00:00,long,109.647,109.224,109.678,109.45,5.059384423489117,0.5022026431718011,0.8640350877193314,11,6,0.5454545454545454,3,109.579,109.45,1.4375783934582782,0.7577932616681187,0.5123966942149056,True,1,0,H4順,109.43205315263684,46218-46229-46235,46242,2021-06-10 13:00:00,109.646,fixed_1_5R,109.96692027104476,1.4999999999999667,46243,2021-06-10 14:00:00,109.43205315263684,SL,1,0.2139468473631751,-1.0,-1.0467405812389274,IS_2014_2024,2021,6,13
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,48377,2021-10-13 12:00:00,long,113.66,113.0,113.786,113.347,6.485948499932676,0.558524173027998,0.7129840546696977,6,14,2.3333333333333335,7,113.611,113.4,1.741138846674024,0.4043403008863246,0.4034482758620265,True,1,0,H4順,113.3227629897922,48347-48353-48367,48378,2021-10-13 13:00:00,113.661,fixed_1_5R,114.16835551531167,1.5,48379,2021-10-13 14:00:00,113.3227629897922,SL,1,0.3382370102077914,-1.0,-1.0295650673882422,IS_2014_2024,2021,10,13
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,48631,2021-10-28 02:00:00,short,113.605,114.312,113.387,113.869,7.280107373472393,0.521081081081082,0.5477178423236435,23,7,0.3043478260869565,3,113.869,113.67,1.5662068835902665,0.5115751127304761,0.5530303030302908,True,0,1,H4逆,113.8944117131121,48595-48618-48625,48632,2021-10-28 03:00:00,113.606,fixed_1_5R,113.17338243033184,1.5,48665,2021-10-29 12:00:00,113.8944117131121,SL,33,0.2884117131121115,-1.0,-1.034672655600862,IS_2014_2024,2021,10,3
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,48805,2021-11-08 09:00:00,short,113.39,114.029,113.299,113.665,6.357590799723634,0.5013698630137052,0.7513661202185955,5,9,1.8,3,113.665,113.444,1.9246952969026931,0.4702875386097179,0.6000000000000392,True,1,0,H4順,113.68796467397782,48785-48790-48799,48806,2021-11-08 10:00:00,113.39,fixed_1_5R,112.94305298903328,1.5,48822,2021-11-09 02:00:00,112.94305298903328,TP,16,0.2979646739778161,1.5,1.4664389745720816,IS_2014_2024,2021,11,10
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,59030,2023-06-28 07:00:00,long,144.074,143.298,144.174,143.728,4.951034916880303,0.5091324200913191,0.7757847533632404,2,9,4.5,4,144.048,143.728,1.8085972299105648,0.1469485249302956,0.3493975903615228,True,1,0,H4順,143.6926134590159,59012-59014-59023,59031,2023-06-28 08:00:00,144.073,fixed_1_5R,144.64357981147617,1.4999999999999627,59053,2023-06-29 06:00:00,144.64357981147617,TP,22,0.3803865409841194,1.4999999999999627,1.4737109520906455,IS_2014_2024,2023,6,8
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,61113,2023-10-27 02:00:00,short,150.171,150.776,150.082,150.438,5.190675074486718,0.5129682997117953,0.75,7,7,1.0,3,150.438,150.252,1.3911607548334226,0.6058280706534636,0.7397260273972123,True,0,1,H4逆,150.46474025979438,61093-61100-61107,61114,2023-10-27 03:00:00,150.169,fixed_1_5R,149.72538961030847,1.499999999999952,61123,2023-10-27 12:00:00,149.72538961030847,TP,9,0.2957402597943712,1.499999999999952,1.4661865448858464,IS_2014_2024,2023,10,3
USDJPY,H1,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,71093,2025-06-06 02:00:00,long,143.839,142.772,143.975,143.308,4.141245675171275,0.5544472152950956,0.7961019490254942,4,5,1.25,2,143.79,143.308,1.6592522156546523,0.1686791671516369,0.6705882352940993,True,0,1,H4逆,143.2499015390846,71079-71083-71088,71094,2025-06-06 03:00:00,143.839,fixed_1_5R,144.7226476913731,1.5,71103,2025-06-06 12:00:00,144.7226476913731,TP,9,0.5890984609154089,1.5,1.4830249089694585,OOS_2025_2026,2025,6,3
