timeframe,family,strategy,year,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars
D1,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,2019,11,36.36363636363637,-3.4714647187595133,-0.3155877017054103,0.5078154284809286,6.043967744668281,6,36.09090909090909
H4,V字フィボ,VFIB_786_BODY60_RR2,2022,65,35.38461538461539,-3.4962232504223785,-0.05378805000649813,0.9148030638123001,11.681201132716625,7,84.6923076923077
D1,V字フィボ,VFIB_786_RR3,2015,21,28.57142857142857,-3.5036165056673263,-0.16683888122225363,0.6758470636015791,4.785224015331956,6,45.95238095238095
H4,エリオット風5波目,ELLIOTT_W5_RR2_STRICT,2016,13,30.76923076923077,-3.534661770817393,-0.2718970592936456,0.6125388413539227,6.108119895829927,6,57.23076923076923
D1,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,2018,10,40.0,-3.5657705244099267,-0.3565770524409927,0.4130896556575609,3.1361757061217674,2,41.9
H4,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,2019,94,28.723404255319153,-3.6225384391220024,-0.038537642969383,0.9228466803065423,12.244377663158131,8,60.06382978723404
D1,V字フィボ,VFIB_618_RR2,2018,28,39.285714285714285,-3.6818107764212664,-0.13149324201504523,0.7337028551737254,5.663954583233788,4,40.357142857142854
H4,V字フィボ,VFIB_100_EXT161,2020,79,67.08860759493672,-3.696396187542826,-0.04678982515876995,0.8592312222504068,6.14816945060994,2,36.848101265822784
D1,V字フィボ,VFIB_618_RR2,2015,29,37.93103448275862,-3.7073173347227684,-0.12783852878354374,0.7852743880434684,8.20704850962159,6,33.689655172413794
D1,V字フィボ,VFIB_618_BODY50_RR2,2018,27,37.03703703703704,-3.9025659501534085,-0.1445394796353114,0.7143405607209731,6.098719567357593,4,41.51851851851852
D1,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,2015,10,40.0,-3.9152892878416434,-0.39152892878416434,0.22913880296041833,3.4219855769714957,3,40.5
D1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,2015,29,31.03448275862069,-3.9410760496248995,-0.13589917412499652,0.7415507858343612,6.965145233686653,7,30.03448275862069
H4,V字フィボ,VFIB_786_RR2,2016,72,36.11111111111111,-3.9576776025266476,-0.05496774447953677,0.9126264432754867,14.783527958299112,8,75.80555555555556
H4,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,2018,21,23.809523809523807,-3.968692882341495,-0.188985375349595,0.755028303450372,5.243113171457863,4,69.47619047619048
D1,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,2016,4,0.0,-4.00968269384783,-1.0024206734619574,0.0,3.007519614486217,4,18.0
H1,V字フィボ,VFIB_618_RR2,2020,205,33.65853658536586,-4.0302099720073015,-0.01965956083906001,0.9712154486980431,13.60072588694472,8,136.55121951219513
H1,V字フィボ,VFIB_618_EARLY3_RR2,2022,359,21.72701949860724,-4.033047894210753,-0.011234116696965887,0.9744851497446256,28.064962591980493,14,57.54596100278552
D1,V字フィボ,VFIB_786_RR3,2021,20,30.0,-4.134362781467799,-0.20671813907338996,0.6367950961700982,6.0222283903467,4,40.9
H4,V字フィボ,VFIB_786_BODY60_RR2,2015,59,35.59322033898305,-4.136120070951499,-0.0701037300161271,0.8817154035483306,13.111199636179695,7,95.8135593220339
H4,エリオット風5波目,ELLIOTT_W5_RR2_STRICT,2017,7,14.285714285714285,-4.1583523669828795,-0.5940503381404113,0.32273112036687307,5.132667449779063,5,36.142857142857146
H4,V字フィボ,VFIB_618_BODY60_RR2,2019,69,36.231884057971016,-4.26301851239109,-0.06178287699117522,0.8999781000541903,12.559354118989315,6,77.72463768115942
H1,V字フィボ,VFIB_786_RR3,2021,156,25.0,-4.273398235934428,-0.0273935784354771,0.9643156135942043,31.057554893875064,9,177.76282051282053
H4,V字フィボ,VFIB_100_RR2,2017,49,38.775510204081634,-4.273531269531612,-0.0872149238679921,0.8455562344070585,10.133158599580486,6,109.75510204081633
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,2017,39,30.76923076923077,-4.3375858564461565,-0.11122015016528607,0.8376779884415907,8.42959979710066,7,69.05128205128206
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,2018,119,33.61344537815126,-4.343924679684925,-0.036503568736848103,0.9476948875467951,17.04573545719208,16,101.36134453781513
H4,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2015,7,14.285714285714285,-4.363030289903347,-0.6232900414147639,0.28210194850941184,3.3527531803816464,3,79.85714285714286
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,2015,32,34.375,-4.421061658842054,-0.13815817683881418,0.7780073297540472,5.837665804512611,5,72.75
D1,V字フィボ,VFIB_786_RR2,2015,22,27.27272727272727,-4.491651858068739,-0.20416599354857903,0.6197620518412159,5.763706643361245,7,42.31818181818182
H1,V字フィボ,VFIB_100_EXT161,2018,260,70.38461538461539,-4.515610984108604,-0.017367734554263863,0.9431959109653262,12.421919211656611,4,40.53846153846154
H1,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2018,31,22.58064516129032,-4.527252246943213,-0.1460403950626843,0.8184917688816882,15.547443942302449,15,135.58064516129033
H4,エリオット風5波目,ELLIOTT_W5_RR2_LOOSE,2021,17,23.52941176470588,-4.619497262123129,-0.27173513306606645,0.6312095221066858,9.236255401498347,8,51.8235294117647
H4,V字フィボ,VFIB_618_RR2,2023,98,36.734693877551024,-4.707182033383925,-0.048032469728407405,0.9239192219491646,18.58748896063869,5,64.59183673469387
H4,V字フィボ,VFIB_786_BODY60_RR2,2021,52,32.69230769230769,-4.824256888275707,-0.09277417092837899,0.8559181949099309,10.993089440795394,10,82.63461538461539
H4,V字フィボ,VFIB_786_RR3,2020,66,31.818181818181817,-4.887924659009211,-0.07405946453044258,0.8849851321207983,10.204889978127344,9,92.56060606060606
D1,V字フィボ,VFIB_786_BODY60_RR2,2023,16,25.0,-4.950834646143202,-0.3094271653839501,0.4757877182605757,6.592808249607079,5,35.625
H4,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,2021,16,18.75,-5.033351013583725,-0.3145844383489828,0.5987249643797393,12.25018721664197,12,68.3125
H1,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,2016,40,22.5,-5.053457464982287,-0.12633643662455718,0.8414108939954591,15.964588372548208,13,136.925
H1,エリオット風5波目,ELLIOTT_W5_RR2_LOOSE,2016,40,30.0,-5.063144025409471,-0.1265786006352368,0.82363881887935,14.428832294372764,13,103.45
H4,エリオット風5波目,ELLIOTT_W5_RR2_STRICT,2020,11,18.181818181818183,-5.072441424320839,-0.46113103857462173,0.44605010301929005,7.107159529245051,7,22.727272727272727
H1,V字フィボ,VFIB_100_BODY60_LONG_STRICTV_RR2,2015,8,12.5,-5.083356533402528,-0.635419566675316,0.28053502129974806,6.053020215551603,6,240.0
H1,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,2020,60,31.666666666666664,-5.087445879683182,-0.08479076466138637,0.8799316542209417,12.43139041838009,10,89.3
H4,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2023,9,11.11111111111111,-5.1327051604567195,-0.5703005733840799,0.3676265831949351,6.066074883548307,7,37.0
H4,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,2015,14,21.428571428571427,-5.226609979564271,-0.37332928425459083,0.5329296947396331,8.171168631479508,8,52.92857142857143
H4,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,2023,13,15.384615384615385,-5.231407728830659,-0.4024159791408199,0.5319629602117976,9.153808347308068,9,47.46153846153846
D1,V字フィボ,VFIB_786_EXT127,2020,29,58.620689655172406,-5.54828498266081,-0.19132017181589,0.5138903857354777,5.03106277373273,3,13.03448275862069
H4,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2016,13,23.076923076923077,-5.556962376303624,-0.427458644331048,0.45147980777621244,7.116323234051036,7,59.76923076923077
D1,V字フィボ,VFIB_618_BODY60_RR2,2023,24,29.166666666666668,-5.569896344870119,-0.2320790143695883,0.6181457038472593,7.395221824054247,4,32.666666666666664
H4,V字フィボ,VFIB_786_EXT127,2021,101,67.32673267326733,-5.683419979244531,-0.056271484943015156,0.8269742225257358,8.846965613973424,3,24.544554455445546
D1,V字フィボ,VFIB_618_EARLY1_RR2,2015,32,28.125,-5.685886707334632,-0.17768395960420724,0.6981353674368442,8.488481072406966,7,30.28125
D1,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,2018,13,30.76923076923077,-5.75847070654887,-0.44295928511914384,0.3035395293780931,4.751080899071668,5,41.69230769230769
H1,V字フィボ,VFIB_618_EARLY1_RR2,2018,287,27.526132404181187,-5.851377038791019,-0.02038807330589205,0.9641912847591101,28.906693119238614,14,88.25435540069687
H4,V字フィボ,VFIB_786_EXT127,2023,120,67.5,-5.862583959194431,-0.04885486632662026,0.8438545210519344,8.866340123021933,4,25.725
D1,V字フィボ,VFIB_100_RR2,2015,17,17.647058823529413,-5.969502733120814,-0.351147219595342,0.4011030082661859,5.0035248772413325,8,42.529411764705884
H1,V字フィボ,VFIB_786_BODY60_RR2,2021,174,33.33333333333333,-6.02367054428973,-0.03461879623155017,0.949266839261278,33.031043158927176,12,128.11494252873564
H1,V字フィボ,VFIB_618_EARLY3_RR2,2018,332,22.89156626506024,-6.030780885906475,-0.018165002668392997,0.9616186164793271,26.1847842158289,19,73.41265060240964
H4,V字フィボ,VFIB_618_BODY50_RR2,2019,76,34.21052631578947,-6.200808265489902,-0.08158958244065662,0.8738534338622805,14.94932131211981,5,78.48684210526316
D1,V字フィボ,VFIB_786_EARLY1_RR2,2015,27,18.51851851851852,-6.202323045190786,-0.22971566834039947,0.5074885440839118,7.071531855570322,10,28.62962962962963
D1,V字フィボ,VFIB_618_BODY50_RR2,2015,27,37.03703703703704,-6.238406037184693,-0.23105207545128492,0.6150786745828113,7.2044933191907266,6,33.81481481481482
H4,V字フィボ,VFIB_618_EARLY1_RR2,2023,118,30.508474576271187,-6.3390273513770925,-0.05372057077438214,0.9019741819748928,16.997028342599805,8,49.771186440677965
H1,V字フィボ,VFIB_618_EARLY3_RR2,2023,327,23.547400611620795,-6.385390956121688,-0.01952718946826204,0.9589106639525435,19.20537940996499,20,76.69418960244649
H4,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,2017,48,29.166666666666668,-6.4763308868468155,-0.13492356014264198,0.8088770450080671,12.287411697612114,12,59.354166666666664
H1,V字フィボ,VFIB_786_RR3,2017,140,25.0,-6.650241763699704,-0.047501726883569316,0.9385929685174355,17.97746996631851,14,199.79285714285714
H4,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,2023,106,31.132075471698112,-6.678405821825859,-0.06300382850779111,0.8868501381908873,19.948019222908663,10,52.18867924528302
H1,エリオット風5波目,ELLIOTT_W5_RR2_STRICT,2016,27,25.925925925925924,-6.7298451400194965,-0.2492535237044258,0.6717877668297254,11.67968238393511,9,93.77777777777777
D1,V字フィボ,VFIB_786_RR3,2023,19,26.31578947368421,-6.740353686028987,-0.35475545715942036,0.4341969985249799,8.54932324181127,5,41.526315789473685
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,2018,52,30.76923076923077,-6.802646292911765,-0.13082012101753396,0.819347835728299,17.277773371256945,9,75.51923076923077
D1,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,2015,13,30.76923076923077,-6.933068075657877,-0.5333129288967597,0.14373684367463052,6.439764364787729,4,35.61538461538461
D1,V字フィボ,VFIB_786_EARLY1_RR2,2023,21,19.047619047619047,-7.019907805524085,-0.33428132407257544,0.2829528241679127,7.012962510387244,7,26.38095238095238
D1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,2023,28,28.57142857142857,-7.140672918598578,-0.25502403280709207,0.533915392043554,9.494249591667591,10,30.178571428571427
H4,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2017,7,0.0,-7.158352366982879,-1.0226217667118398,0.0,6.151135803140296,7,40.57142857142857
D1,V字フィボ,VFIB_618_BODY50_RR2,2023,27,29.629629629629626,-7.194854714728519,-0.2664761005455007,0.5665621957199436,8.402937647948516,5,33.81481481481482
D1,V字フィボ,VFIB_786_RR2,2023,20,25.0,-7.291639862667351,-0.36458199313336753,0.43541402786150535,8.54932324181127,5,37.9
D1,V字フィボ,VFIB_786_RR2,2018,18,27.77777777777778,-7.440646002347488,-0.4133692223526382,0.23877480783672683,6.433256194870286,7,43.22222222222222
D1,V字フィボ,VFIB_786_RR3,2018,18,27.77777777777778,-7.440646002347488,-0.4133692223526382,0.23877480783672683,6.433256194870286,7,43.22222222222222
H1,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,2018,53,22.641509433962266,-7.502201447042751,-0.14155097069891984,0.8242889182488313,19.094094650194478,12,128.22641509433961
H1,V字フィボ,VFIB_100_RR2,2018,139,32.37410071942446,-7.733126778220559,-0.055634005598709055,0.9199932785918394,29.751206163981912,13,188.3525179856115
D1,V字フィボ,VFIB_786_EARLY1_RR2,2018,24,20.833333333333336,-7.764109416916123,-0.3235045590381718,0.2627704919168384,6.908061028565532,6,28.875
H1,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2016,27,18.51851851851852,-7.773437133003172,-0.28790507900011747,0.6560796407172973,13.719890556942705,10,110.55555555555556
H1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,2021,270,27.77777777777778,-7.805902179420546,-0.02891074881266869,0.9490025164823414,23.31935025471187,10,85.68518518518519
D1,V字フィボ,VFIB_618_BODY60_LONG_RR2,2018,15,26.666666666666668,-7.813312588613374,-0.5208875059075583,0.24311876669415314,6.805922781136173,6,42.0
H4,V字フィボ,VFIB_100_EXT161,2024,69,62.31884057971014,-7.85869442778256,-0.11389412214177623,0.6939070627476837,10.84296606264207,5,39.01449275362319
H1,V字フィボ,VFIB_786_RR2,2015,167,32.93413173652694,-7.902693973162901,-0.04732152079738264,0.9307536139208897,20.9122562296403,12,158.49700598802394
D1,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,2015,14,28.57142857142857,-7.93955984146972,-0.5671114172478371,0.12784495175693464,7.3427314658352065,4,33.642857142857146
H4,V字フィボ,VFIB_100_RR2,2015,54,33.33333333333333,-7.999644711246164,-0.14814156872678083,0.7547161891765906,11.22335386192254,9,100.11111111111111
H1,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2015,31,19.35483870967742,-8.13142840826758,-0.26230414220217996,0.685271439829689,18.53582517807982,18,161.41935483870967
D1,V字フィボ,VFIB_618_EARLY1_RR2,2023,29,27.586206896551722,-8.145442496504838,-0.28087732746568406,0.5010546621890062,9.494249591667591,10,29.275862068965516
D1,V字フィボ,VFIB_618_RR2,2023,28,28.57142857142857,-8.19962429263478,-0.29284372473695647,0.5342254852377969,8.402937647948516,5,32.75
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,2023,117,31.62393162393162,-8.39421527682157,-0.07174542971642367,0.8972916376294339,14.621241334982832,9,119.76923076923077
H1,V字フィボ,VFIB_100_EXT161,2021,240,68.33333333333333,-8.410218462504517,-0.03504257692710215,0.8916802150233921,20.706530547942346,6,49.4625
H4,エリオット風5波目,ELLIOTT_W5_RR2_STRICT,2019,10,10.0,-8.48054348241777,-0.8480543482417771,0.08236418652573123,7.348524351830299,5,57.1
H4,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2019,10,10.0,-8.48054348241777,-0.8480543482417771,0.08236418652573123,7.348524351830299,5,57.1
H4,エリオット風5波目,ELLIOTT_W5_RR2_LOOSE,2018,22,22.727272727272727,-8.977748933120372,-0.40807949696001694,0.4784741979165646,9.25216922223674,5,63.04545454545455
H1,V字フィボ,VFIB_786_RR3,2019,123,24.390243902439025,-9.016841393575943,-0.07330765360630848,0.9062814035712216,22.628900012416622,14,244.1869918699187
D1,V字フィボ,VFIB_618_EARLY1_RR2,2018,30,23.333333333333332,-9.065343312315866,-0.3021781104105289,0.39135562401806945,9.039275379409265,11,32.43333333333333
H1,V字フィボ,VFIB_786_RR2,2020,160,33.125,-9.091441360032844,-0.05682150850020527,0.9170913578717167,20.720168368649304,9,169.49375
H1,V字フィボ,VFIB_618_BODY60_LONG_RR2,2018,167,32.93413173652694,-9.158710395575502,-0.05484257721901498,0.922114335878232,24.091227125336857,16,98.04191616766467
H4,エリオット風5波目,ELLIOTT_W5_RR2_LOOSE,2016,24,25.0,-9.274826836343319,-0.3864511181809716,0.4703926738495334,9.478666847285549,7,55.25
H4,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,2017,18,16.666666666666664,-9.292923339422607,-0.5162735188568115,0.3714092326526126,8.288567361859709,8,74.38888888888889
D1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,2018,29,20.689655172413794,-9.355539392178136,-0.3226048066268323,0.35484414822136595,8.348149584700932,7,31.20689655172414
H4,V字フィボ,VFIB_786_EARLY1_RR2,2017,82,25.609756097560975,-9.388633890488226,-0.11449553524985641,0.7781926139797989,14.985202474148988,12,62.707317073170735
H1,V字フィボ,VFIB_786_RR3,2015,127,24.409448818897637,-9.463898762549602,-0.07451888789409136,0.9041735518351907,25.55787005113456,16,233.3228346456693
H4,V字フィボ,VFIB_786_RR3,2017,67,28.35820895522388,-9.56234242959237,-0.14272152879988612,0.7909596427426935,23.273961075103255,15,86.02985074626865
H1,V字フィボ,VFIB_786_BODY60_RR2,2018,154,32.467532467532465,-9.621335576917502,-0.062476205044918846,0.9106647155019666,19.01804095627194,12,153.47402597402598
H1,エリオット風5波目,ELLIOTT_W5_RR2_STRICT,2021,33,24.242424242424242,-9.887435100794425,-0.29961924547861896,0.6136162249507457,14.413400303934663,13,116.27272727272727
H4,V字フィボ,VFIB_100_EXT161,2023,89,60.67415730337079,-10.033504397272104,-0.1127360044637315,0.7023931910033273,14.741073287303996,5,35.764044943820224
H1,V字フィボ,VFIB_786_RR2,2016,175,32.57142857142858,-10.123024367718086,-0.05784585352981764,0.9158352110350828,25.873515039318917,16,163.98285714285714
H1,V字フィボ,VFIB_100_RR2,2015,122,31.967213114754102,-10.203023432588061,-0.08363133961137756,0.8798476240590013,20.259084407300357,10,207.87704918032787
H1,エリオット風5波目,ELLIOTT_W5_RR2_STRICT,2015,33,24.242424242424242,-10.283368160945288,-0.31161721699834205,0.6035884536301629,16.716644254275273,13,113.03030303030303
H4,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,2016,24,20.833333333333336,-10.296706103658673,-0.42902942098577806,0.44404791374585106,11.500967452771782,8,56.833333333333336
H1,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,2018,73,30.136986301369863,-10.404693106226395,-0.1425300425510465,0.8057733047213173,13.062379960655331,10,77.04109589041096
H1,V字フィボ,VFIB_786_RR2,2021,193,32.64248704663213,-10.488556583223374,-0.054344852762815414,0.9212177616940977,32.386439230088705,10,131.41968911917098
D1,V字フィボ,VFIB_618_BODY60_RR2,2015,24,29.166666666666668,-10.82962219081695,-0.45123425795070626,0.28929782761649236,10.75273437866377,11,35.666666666666664
D1,V字フィボ,VFIB_618_BODY60_LONG_RR2,2015,17,23.52941176470588,-10.957338629285951,-0.6445493311344678,0.09601567263199047,10.360510253651437,5,31.11764705882353
H1,V字フィボ,VFIB_786_EARLY1_RR2,2021,244,25.0,-11.290724754626428,-0.046273462109124704,0.9129133125408604,33.35793780259411,19,95.73770491803279
H4,V字フィボ,VFIB_786_RR3,2023,74,29.72972972972973,-11.30209199931235,-0.1527309729636804,0.77595473188558,12.223536903916385,7,85.55405405405405
H4,V字フィボ,VFIB_786_BODY60_RR2,2017,60,28.333333333333332,-11.399057593201103,-0.1899842932200184,0.7135700321541472,16.065516177194798,16,90.96666666666667
H4,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,2019,19,15.789473684210526,-11.409702456112022,-0.6005106555848433,0.30706020774318116,13.02254626569809,7,53.26315789473684
H4,V字フィボ,VFIB_618_EARLY3_RR2,2023,129,24.031007751937985,-11.84106162779786,-0.09179117540928573,0.808703895986322,13.830697945191895,10,42.62015503875969
D1,V字フィボ,VFIB_618_EARLY3_RR2,2023,31,19.35483870967742,-11.89109116430877,-0.3835835859454442,0.248425840449705,10.889428975729128,11,23.806451612903224
H4,V字フィボ,VFIB_618_RR2,2019,81,33.33333333333333,-12.04127876528533,-0.14865776253438678,0.7747054546238576,16.457111292386884,5,79.18518518518519
H4,V字フィボ,VFIB_786_RR2,2017,69,30.434782608695656,-12.140804916893751,-0.17595369444773554,0.7348993580664105,16.742450601237657,10,78.44927536231884
H4,エリオット風5波目,ELLIOTT_W5_RR2_LOOSE,2019,19,15.789473684210526,-12.356915478216896,-0.6503639725377314,0.24953358973670536,13.02254626569809,7,53.05263157894737
H1,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,2021,32,15.625,-12.854224066819905,-0.401694502088122,0.5353565594297293,13.413400303934665,13,133.03125
H4,V字フィボ,VFIB_100_RR2,2023,65,30.76923076923077,-13.164729740641945,-0.20253430370218378,0.691055354561827,14.065774384354473,8,84.32307692307693
H1,V字フィボ,VFIB_618_BODY60_LONG_RR2,2019,153,32.02614379084967,-13.994672711853811,-0.09146844909708374,0.87173207398325,33.58192516264727,9,122.04575163398692
D1,V字フィボ,VFIB_618_EARLY3_RR2,2018,43,11.627906976744185,-14.73318342628611,-0.34263217270432816,0.21016662174573453,13.725793618808911,9,17.41860465116279
H1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,2018,268,26.119402985074625,-14.769276821107177,-0.0551092418698029,0.904336572416554,24.39620062035982,12,85.88059701492537
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,2017,30,16.666666666666664,-14.811161389687417,-0.4937053796562472,0.4004566234076389,13.801851419517806,11,63.4
H1,V字フィボ,VFIB_618_BODY60_LONG_RR2,2015,146,31.506849315068493,-15.007469198371625,-0.1027908849203536,0.8551827800090023,26.659356726217712,15,138.4794520547945
H4,V字フィボ,VFIB_786_BODY60_RR2,2023,67,31.343283582089555,-15.166205637942422,-0.2263612781782451,0.6582254994635331,14.160809233013357,10,82.1044776119403
H1,V字フィボ,VFIB_618_BODY60_RR2,2018,220,32.27272727272727,-15.30007414650105,-0.06954579157500478,0.9017545110612348,25.17401490036896,10,105.45
H4,V字フィボ,VFIB_786_EARLY1_RR2,2023,94,25.53191489361702,-15.902566767344682,-0.1691762422057945,0.7050388337228878,17.891774277204323,11,62.861702127659576
H1,V字フィボ,VFIB_618_RR2,2018,258,32.55813953488372,-16.137490194068004,-0.06254841160491474,0.9114801792865177,37.51385623473828,12,102.18604651162791
H1,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,2018,130,30.76923076923077,-16.335984521063196,-0.12566141939279382,0.8273380040377395,23.55279308855516,13,81.37692307692308
H1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,2015,248,25.806451612903224,-17.294722229270697,-0.06973678318254313,0.8783153278714823,35.97050545598895,17,99.49596774193549
H1,V字フィボ,VFIB_618_BODY50_RR2,2018,225,32.0,-17.34799802658811,-0.07710221345150271,0.8917508950369033,27.116731467251626,10,108.95555555555555
H1,V字フィボ,VFIB_786_BODY60_RR2,2020,148,31.08108108108108,-17.739989057766465,-0.11986479093085449,0.8300538807400689,22.232817993263332,12,170.65540540540542
H1,V字フィボ,VFIB_786_EXT127,2020,349,68.19484240687679,-18.066983341171095,-0.05176786057642148,0.8406488044010921,20.875876263699343,5,31.63323782234957
H1,V字フィボ,VFIB_618_BODY60_RR2,2021,210,31.428571428571427,-18.148187334164714,-0.08641993968649864,0.8772023224042284,34.110599347928584,17,107.85238095238095
H1,V字フィボ,VFIB_618_EARLY1_RR2,2021,281,26.334519572953734,-18.39887616313047,-0.06547642762679882,0.8861292849652145,29.175956523142023,13,86.36654804270462
H4,V字フィボ,VFIB_786_RR2,2023,79,30.37974683544304,-18.696086091602524,-0.23665931761522183,0.6503385103137043,20.68529360146216,7,75.89873417721519
H1,V字フィボ,VFIB_786_EXT127,2023,354,68.07909604519774,-18.702373296264966,-0.05283156298379934,0.8374777914191007,24.521233343725743,4,30.463276836158194
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,2015,104,28.846153846153843,-18.761445893171103,-0.1803985182035683,0.753643822344914,28.228619750108802,9,122.33653846153847
H1,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,2015,118,28.8135593220339,-19.654633409869497,-0.16656468991414827,0.77264888705373,24.14722464973357,12,134.61016949152543
H1,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,2015,67,23.88059701492537,-21.067846886618693,-0.31444547591968197,0.5976671975155797,20.05146524746674,12,87.95522388059702
H1,V字フィボ,VFIB_618_EARLY3_RR2,2020,353,18.980169971671387,-26.824714006917432,-0.07599069123772643,0.8309142789064551,41.74526871434846,21,67.79320113314448
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,2015,68,20.588235294117645,-27.459246113731467,-0.40381244284899215,0.5015689170047432,28.421312594486658,16,119.32352941176471
H1,V字フィボ,VFIB_100_RR2,2021,146,27.397260273972602,-28.333037101660484,-0.19406189795657866,0.7358737787888973,32.09560517902439,15,164.17123287671234
H1,V字フィボ,VFIB_786_RR3,2016,146,22.602739726027394,-29.03258123982456,-0.1988532961631819,0.7482106553401194,43.77538187375496,17,212.3082191780822
H1,V字フィボ,VFIB_618_EARLY3_RR2,2015,377,18.83289124668435,-33.01941573946623,-0.08758465713386268,0.804481692221289,41.06037182857408,24,60.80901856763926
H1,V字フィボ,VFIB_618_EARLY3_RR2,2021,349,18.33810888252149,-46.51829548310989,-0.13329024493727762,0.7225128695950068,49.09902930490665,16,63.24641833810888
