direction,lookback,pre_bars,sweep_atr,wick_ratio,close_location,range_atr,premove_atr,body_max,h4,rr,max_hold,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,worst_year_r,worst_2y_r,is_trades,is_r,oos_trades,oos_r,score
long,48,6,0.05,0.55,0.75,1.2,1.2,0.65,align,1.2,12,38,55.26315789473685,5.822806974894672,0.1532317624972282,1.4028904994236826,3.3293415067857164,3,-2.268827975631754,-3.326427102907668,34,2.667386234167219,4,3.155420740727452,13.859900302516747
long,48,6,0.05,0.55,0.75,1.2,1.2,0.5,align,1.2,12,38,55.26315789473685,5.822806974894672,0.1532317624972282,1.4028904994236826,3.3293415067857164,3,-2.268827975631754,-3.326427102907668,34,2.667386234167219,4,3.155420740727452,13.859900302516747
long,48,6,0.05,0.55,0.75,1.2,0.8,0.65,align,1.2,12,38,55.26315789473685,5.822806974894672,0.1532317624972282,1.4028904994236826,3.3293415067857164,3,-2.268827975631754,-3.326427102907668,34,2.667386234167219,4,3.155420740727452,13.859900302516747
long,24,12,0.05,0.55,0.75,1.2,1.6,0.65,align,1.5,12,70,52.85714285714286,7.856783793508754,0.11223976847869649,1.2757274909600942,3.8714166548645044,4,-1.1493367337110714,-1.7729533434158138,57,6.4430050786666495,13,1.4137787148421048,12.974192600374437
long,24,12,0.05,0.55,0.75,1.2,1.6,0.5,align,1.5,12,70,52.85714285714286,7.856783793508754,0.11223976847869649,1.2757274909600942,3.8714166548645044,4,-1.1493367337110714,-1.7729533434158138,57,6.4430050786666495,13,1.4137787148421048,12.974192600374437
both,48,12,0.05,0.55,0.75,1.2,0.8,0.65,align,1.5,12,58,51.724137931034484,7.217072036132484,0.12443227648504282,1.3269458931626137,4.4138956327322605,5,-1.9002878937323544,-2.4383809663196434,53,5.259186047732485,5,1.9578859883999975,12.393120686561424
both,48,12,0.05,0.55,0.75,1.2,0.8,0.5,align,1.5,12,58,51.724137931034484,7.217072036132484,0.12443227648504282,1.3269458931626137,4.4138956327322605,5,-1.9002878937323544,-2.4383809663196434,53,5.259186047732485,5,1.9578859883999975,12.393120686561424
long,24,12,0.05,0.55,0.75,1.2,1.2,0.5,align,1.2,12,77,55.84415584415584,9.21946715714443,0.11973333970317443,1.3024498940998075,3.849861613882651,3,-2.0916079265890635,-2.901917950627783,62,7.02336804141426,15,2.1960991157301732,12.016324517811865
long,24,12,0.05,0.55,0.75,1.2,1.2,0.65,align,1.2,12,77,55.84415584415584,9.21946715714443,0.11973333970317443,1.3024498940998075,3.849861613882651,3,-2.0916079265890635,-2.901917950627783,62,7.02336804141426,15,2.1960991157301732,12.016324517811865
long,24,6,0.05,0.55,0.75,1.2,1.6,0.65,align,1.2,12,65,56.92307692307692,9.244602460307362,0.14222465323549788,1.3682861670223458,4.104951816327329,3,-2.0916079265890635,-4.028409300072547,54,5.9602980027151204,11,3.284304457592242,11.946975615839891
