m15_start,m15_end,m15_rows,h1_guard_trades_all,h1_guard_trades_in_m15_range,h1_range_total_r,h1_range_win_rate
2013-12-31 21:45:00,2026-05-22 20:45:00,291760,27,27,12.410203454375822,77.77777777777779
