signal_i,signal_time,entry_hour,atr,range_atr,body_ratio,upper_wick_ratio,lower_wick_ratio,close_location,bb_z,rsi14,ema20_dist_atr,ema100_dist_atr,h4_down,h4_up,h4_neutral,d1_down,d1_up,d1_neutral,h4_slope_atr,d1_slope_atr,family,lookback,box_bars,trigger_atr,move_6_atr,move_12_atr,move_24_atr,pullback_atr,box_width_atr,stop_anchor,entry_i,entry_time,entry,stop,target,risk,risk_atr,exit_i,exit_time,exit,exit_reason,bars_held,mae_r,mfe_r,r_after_cost,sample,year,variant,bars_held_m15
329,2014-01-22 06:00:00,7,0.0615000637198657,1.3983725348924925,0.6046511627907034,0.1627906976744138,0.2325581395348827,0.7674418604651172,-1.0692116074765723,33.8274938041985,-1.5448731396496012,-4.079780153320934,True,False,False,False,True,False,-0.0390347797764621,0.4941704924274086,pullback_rebreak,0,8,0.3739833523549702,1.3008116603651616,0.4390239353732485,5.723571305606584,0.6341456844279679,1.2682913688559936,19.929,330,2014-01-22 07:00:00,19.825,19.93822500955798,19.689129988530425,0.1132250095579792,1.8410551584746626,347,2014-01-23 00:00:00,19.689129988530425,TP,17,0.8478692152447229,1.4042833877490617,0.9792007251966618,IS_2014_2024,2014,m15_open,68
4656,2014-10-10 01:00:00,2,0.0813855483014015,1.1549962120041268,0.4148936170213027,0.5212765957446885,0.0638297872340087,0.9361702127659912,-1.186292160820371,41.37218319116592,-1.0647891682607369,-0.0099693840325774,True,False,False,True,False,False,-0.2120105772171615,-1.295375766605015,pullback_rebreak,0,8,0.0982975499578333,0.3931901998312023,3.415839861033595,1.4253144743881467,0.6880828497046151,1.4867504431117162,17.43,4657,2014-10-10 02:00:00,17.302,17.44220783224521,17.13375060130575,0.14020783224520983,1.722760799324803,4676,2014-10-10 20:45:00,17.381,TIME,19,0.599110610690363,0.7488882633629601,-0.7417559941880915,IS_2014_2024,2014,m15_open,75
6965,2015-03-04 09:00:00,10,0.0812452085465174,1.1939165611774314,0.4845360824742264,0.4432989690721513,0.0721649484536222,0.9278350515463778,-1.2042013296032965,39.18762169955771,-1.0911672957211451,-2.765284847076246,True,False,False,True,False,False,-0.545774418076017,-0.3615124699476468,pullback_rebreak,0,8,0.3815609628504994,1.107757634082136,0.3569441265375767,2.769394085205362,0.7508135075445594,1.366234415367978,16.363,6966,2015-03-04 10:00:00,16.221,16.37518678128198,16.035975862461626,0.15418678128197882,1.897795378218499,6990,2015-03-05 10:00:00,16.179,TIME,24,0.9015039995276528,0.998788603793231,0.11025588483431427,IS_2014_2024,2015,m15_open,96
8594,2015-06-12 03:00:00,4,0.0511400986596036,0.8212733471548079,0.8095238095237873,0.1666666666667019,0.0238095238095107,0.9761904761904892,-0.1419365965272721,45.30408181441109,-0.5741582365568477,-1.934220262736293,True,False,False,True,False,False,-1.1124258226767954,-0.6876838313835267,pullback_rebreak,0,8,0.664840328649112,0.6843944559623457,-0.3519742916377897,1.0559228749132996,1.1536935114793987,1.1732476387926325,16.065,8595,2015-06-12 04:00:00,15.972,16.072671014798942,15.851194782241269,0.10067101479894269,1.968533840128556,8603,2015-06-12 12:30:00,15.851194782241269,TP,8,0.44700056009043576,1.3708017176106708,0.951666355505306,IS_2014_2024,2015,m15_open,34
8824,2015-06-26 03:00:00,4,0.0421767054608691,1.2566178278000286,0.7169811320754894,0.0943396226414923,0.1886792452830182,0.8113207547169817,-0.9937351213413032,43.26673459655692,-0.6691172581639853,-2.465078664753665,True,False,False,True,False,False,-0.7984758385223801,-0.8647069913743627,pullback_rebreak,0,8,0.0711293110075527,0.0948390813433896,-0.0711293110075527,1.873071856532167,1.090649435449086,1.2329080574641915,15.885,8825,2015-06-26 04:00:00,15.83,15.89132650581913,15.756408193017045,0.061326505819129906,1.4540373684717431,8827,2015-06-26 06:45:00,15.756408193017045,TP,2,0.3261232599650389,1.9730457227885345,0.7923459250436811,IS_2014_2024,2015,m15_open,11
10110,2015-09-14 05:00:00,6,0.0692320203300677,1.0399812060479634,0.583333333333323,0.2916666666666738,0.125000000000003,0.8749999999999969,-0.1737890172217459,43.48691019036963,-0.6610859724386414,-1.5954624422335677,True,False,False,True,False,False,-0.2901687040568224,-0.6197277066965641,pullback_rebreak,0,8,0.0577767336693241,0.3033278517639968,-0.5633231532759684,3.1199436181438385,1.473306708567933,1.415529974898609,14.615,10111,2015-09-14 06:00:00,14.513,14.62538480304951,14.378138236340588,0.11238480304951004,1.6233067085679276,10116,2015-09-14 11:45:00,14.378138236340588,TP,5,0.2580420057970315,1.2635160283854636,0.9775499950025552,IS_2014_2024,2015,m15_open,23
22499,2017-10-19 01:00:00,2,0.0449365653897996,1.6912730054187035,0.7236842105263072,0.2368421052631652,0.0394736842105275,0.9605263157894725,-1.745978394877897,34.60424653473237,-1.2239895494742703,-3.6928724186556927,True,False,False,False,False,True,-0.1944083808656241,0.0622407108207608,pullback_rebreak,0,8,0.6008469887671107,1.4464834914764626,0.3115502904718498,2.692684653363941,1.3129619384171662,1.357469122770265,17.019,22500,2017-10-19 02:00:00,16.933,17.02574048480847,16.821711418229835,0.09274048480846986,2.0638089271843088,22505,2017-10-19 07:45:00,17.02574048480847,SL,5,1.2400193964642252,0.34504887553787633,-1.2695694340139887,IS_2014_2024,2017,m15_open,23
23166,2017-11-29 09:00:00,10,0.0408753861815235,1.0275132279725452,0.7619047619047337,0.0,0.2380952380952662,0.7619047619047337,-0.7670221574929352,35.3032245891943,-1.2604402405531294,-3.677580817516144,True,False,False,True,False,False,-0.3665233401476956,-0.0492911558418554,pullback_rebreak,0,8,0.1467876039960778,0.9785840266404612,0.0978584026639939,3.7675485025658544,0.6850088186483925,1.467876039960692,16.91,23167,2017-11-29 10:00:00,16.843,16.91613130792723,16.755242430487325,0.07313130792723044,1.789128244622855,23170,2017-11-29 13:15:00,16.755242430487325,TP,3,0.45124312603349054,1.8323205723783513,0.8581491469442897,IS_2014_2024,2017,m15_open,13
25528,2018-04-26 07:00:00,8,0.0394449272252988,1.850681573907942,0.5342465753424831,0.3972602739725994,0.0684931506849175,0.9315068493150824,-0.5229315162652481,40.68723896806783,-0.7356140036466299,-4.585035534864087,True,False,False,True,False,False,-0.4869277303063336,-0.0242107347816769,pullback_rebreak,0,8,0.2028144190583811,1.014072095291996,0.1267590119114769,2.281662214407036,1.597163550084988,1.0901275024389905,16.594,25529,2018-04-26 08:00:00,16.542,16.599916739083795,16.472499913099448,0.0579167390837938,1.4682937238796003,25535,2018-04-26 14:15:00,16.472499913099448,TP,6,0.9841714312943473,2.227335344508337,0.7683458634673688,IS_2014_2024,2018,m15_open,25
26530,2018-06-27 01:00:00,2,0.0463021919533433,2.1597249672491388,0.7000000000000177,0.2,0.0999999999999822,0.9000000000000178,-1.3211997319099325,37.53720797867332,-1.3374260545152834,-2.9018005804787914,True,False,False,True,False,False,-0.6658978363346656,-0.2907530505688205,pullback_rebreak,0,8,0.8422927372272141,1.5118074770744356,-0.259166996069912,2.872434206441397,2.2029194665941754,1.1662514823145274,16.296,26531,2018-06-27 02:00:00,16.205,16.302945328793,16.087465605448394,0.09794532879300277,2.115349720196789,26548,2018-06-27 19:00:00,16.087465605448394,TP,17,0.7453137469605955,1.6539839316111657,0.9447555661093793,IS_2014_2024,2018,m15_open,68
26875,2018-07-18 05:00:00,6,0.0406168259769507,1.7480440258992864,0.8450704225352215,0.1126760563380161,0.0422535211267623,0.9577464788732376,-1.205647342997666,28.44192334613892,-2.393669641761388,-6.248359450000021,True,False,False,True,False,False,-1.0853351835942813,-1.0052749686071327,pullback_rebreak,0,8,0.7386101517884617,1.0586745508967803,1.4772203035768796,7.041416780383058,0.6155084598236598,1.354118611612121,15.605,26876,2018-07-18 06:00:00,15.52,15.611092523896543,15.410688971324147,0.09109252389654365,2.2427287634005912,26878,2018-07-18 08:00:00,15.410688971324147,TP,2,0.03293354791011498,1.2185412726741955,0.9255537674157189,IS_2014_2024,2018,m15_open,8
28781,2018-11-12 07:00:00,8,0.0438231865348008,1.4832330813821966,0.3538461538461517,0.4461538461538482,0.2,0.8,-1.0195047198240266,30.903059034994858,-1.7035067941368751,-6.403921686265907,True,False,False,True,False,False,-1.0437860157169314,-0.8231634683473577,pullback_rebreak,0,8,0.2738276457936082,1.3691382289681628,0.5704742620700476,5.6591046797351785,0.6161122030357097,1.460414110899406,14.203,28782,2018-11-12 08:00:00,14.129,14.20957347798022,14.032311826423735,0.08057347798022008,1.838603815727439,28788,2018-11-12 14:45:00,14.032311826423735,TP,6,0.7818950053945348,1.3776245333141532,0.8897242042085254,IS_2014_2024,2018,m15_open,27
31474,2019-05-01 01:00:00,2,0.0414825353218207,0.8919416258662948,0.7297297297296934,0.0540540540540709,0.2162162162162356,0.7837837837837643,-1.0566791446236004,43.913211711257674,-0.6761960973382865,-1.049608651907974,True,False,False,True,False,False,-0.2010529067822104,-0.3522594062048944,pullback_rebreak,0,8,0.0723195912864575,1.325859173584997,-0.6990893824357273,0.9160481562950996,1.3981787648714543,1.4946048865867168,14.971,31475,2019-05-01 02:00:00,14.902,14.977222380298274,14.81173314364207,0.07522238029827477,1.8133505995885018,31485,2019-05-01 12:45:00,14.81173314364207,TP,10,0.3190539824030449,1.5420942482813207,0.8676521016635075,IS_2014_2024,2019,m15_open,43
31709,2019-05-15 06:00:00,7,0.0307239770509582,1.5297498732682702,0.617021276595735,0.297872340425552,0.0851063829787129,0.914893617021287,-1.459688436826956,46.35478013239383,-0.5212637201875243,-0.441929596803759,True,False,False,True,False,False,-0.2580677071079892,-0.6949587556481933,pullback_rebreak,0,8,0.0650957392880324,0.7486010018121125,0.1301914785760648,0.9113403500321648,1.2693669161161985,1.1717233071841788,14.805,31710,2019-05-15 07:00:00,14.766,14.809608596557643,14.713669684130828,0.04360859655764315,1.4193669161161906,31710,2019-05-15 07:45:00,14.809608596557643,SL,0,1.100700407465583,0.275175101866406,-1.5732814622216655,IS_2014_2024,2019,m15_open,3
34749,2019-11-18 01:00:00,2,0.0590930190630162,1.26918545014632,0.6800000000000322,0.2133333333333118,0.1066666666666559,0.8933333333333441,-0.6023556947972031,43.588420594165335,-0.843486449398422,-1.3178774027871978,True,False,False,True,False,False,-0.7836021505537768,-0.2635884077598846,pullback_rebreak,0,8,0.4738292347213352,1.438410176832524,-0.3553719260409864,1.5568674855128728,1.4891775948383792,1.404565231495247,17.0,34750,2019-11-18 02:00:00,16.889,17.008863952859453,16.745163256568656,0.11986395285945406,2.028394466216599,34758,2019-11-18 10:15:00,16.745163256568656,TP,8,0.20022700259303147,1.3849034346017517,0.9914302056322372,IS_2014_2024,2019,m15_open,33
