symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,worst_year_r,worst_2y_r,is_trades,is_r,oos_trades,oos_r,direction,h4,retrace,hours,recovery,body,score
EURJPY,25,48.0,4.146817601188761,0.16587270404755045,1.3079442470777594,4.394162895702976,4,-2.0792770914267655,-2.0792770914267655,22,2.22135992440948,3,1.9254576767792813,long,not_oppose,r50_786,ex_1_6_11_14,any,ge45,18.09166752124229
EURJPY,31,48.38709677419355,5.380115701780172,0.17355211941226362,1.3246810814863395,4.178626151548416,4,-2.6587752184676923,-2.749323776790507,28,3.4546580250008905,3,1.9254576767792813,long,not_oppose,r50_786,ex_1_6_14,any,any,18.071788409867022
EURJPY,31,48.38709677419355,5.380115701780172,0.17355211941226362,1.3246810814863395,4.178626151548416,4,-2.6587752184676923,-2.749323776790507,28,3.4546580250008905,3,1.9254576767792813,long,not_oppose,r50_786,ex_1_6_11_14,any,any,18.071788409867022
GBPJPY,26,61.53846153846154,13.748313710362213,0.5287812965523928,2.445474884690322,2.2027924718158776,3,-2.112783439177857,-2.2027924718158776,23,15.95110618217809,3,-2.2027924718158776,long,any,r50_618,ex_1_6,rec25_85,ge45,57.27264929690341
GBPJPY,26,61.53846153846154,13.748313710362213,0.5287812965523928,2.445474884690322,2.2027924718158776,3,-2.112783439177857,-2.2027924718158776,23,15.95110618217809,3,-2.2027924718158776,long,any,r50_618,ex_1_6_14,rec25_85,ge45,57.27264929690341
GBPJPY,26,61.53846153846154,13.748313710362213,0.5287812965523928,2.445474884690322,2.2027924718158776,3,-2.112783439177857,-2.2027924718158776,23,15.95110618217809,3,-2.2027924718158776,long,any,r50_618,ex_1_6_11_14,rec25_85,ge45,57.27264929690341
GBPJPY,28,60.71428571428571,14.164924468991662,0.5058901596068451,2.344452389977808,2.2027924718158776,3,-2.112783439177857,-2.2027924718158776,25,16.36771694080754,3,-2.2027924718158776,long,any,r50_618,ex_1,rec25_85,ge45,54.75212576904934
GBPJPY,27,59.25925925925925,12.724574590589777,0.47128054039221395,2.2078361378377567,2.2027924718158776,3,-2.112783439177857,-2.2027924718158776,24,14.927367062405654,3,-2.2027924718158776,long,any,r50_618,ex_1_6,any,ge45,50.31344006945157
GBPJPY,27,59.25925925925925,12.724574590589777,0.47128054039221395,2.2078361378377567,2.2027924718158776,3,-2.112783439177857,-2.2027924718158776,24,14.927367062405654,3,-2.2027924718158776,long,any,r50_618,ex_1_6_14,any,ge45,50.31344006945157
GBPJPY,27,59.25925925925925,12.724574590589777,0.47128054039221395,2.2078361378377567,2.2027924718158776,3,-2.112783439177857,-2.2027924718158776,24,14.927367062405654,3,-2.2027924718158776,long,any,r50_618,ex_1_6_11_14,any,ge45,50.31344006945157
GBPJPY,31,58.06451612903226,13.51615449147025,0.4360049835958145,2.069925711633536,2.2027924718158776,3,-2.0707617857103315,-2.2027924718158776,28,15.718946963286127,3,-2.2027924718158776,long,any,r50_618,none,rec25_85,ge45,46.588230365858465
SILVER,30,60.0,8.835032378765348,0.2945010792921783,1.6021621354095603,6.902628522256647,3,-2.90747780212763,-3.2006465124288566,24,5.129927207426182,6,3.7051051713391643,short,not_oppose,r50_800,ex_1_6_11_14,rec25_85,any,29.702855421448067
SILVER,34,58.82352941176471,8.50746718335943,0.25021962303998324,1.4965681759970617,4.769849614336481,3,-2.408826632993851,-1.5055902901619316,28,4.8023620120202635,6,3.7051051713391643,short,not_oppose,r50_886,ex_1_6_11_14,rec25_85,any,29.319175736981382
SILVER,29,58.620689655172406,7.345728627425773,0.25330098715261284,1.5006568676602836,6.902628522256647,3,-2.90747780212763,-3.2006465124288566,24,5.129927207426182,5,2.21580141999959,short,not_oppose,r50_786,ex_1_6_11_14,rec25_85,any,24.86455920942267
SILVER,54,55.55555555555556,9.953703697872806,0.18432784625690382,1.3398700241532613,5.828306416562114,4,-2.368800736489482,-2.025006738882044,45,1.9806695407657073,9,7.9730341571070955,both,not_oppose,r50_800,ex_1_6_11_14,rec25_85,any,21.439771237079352
SILVER,67,58.2089552238806,17.22775148805656,0.25713061922472474,1.5161674559776792,8.208312715662473,3,-3.6234788171655694,-6.967970191704033,56,9.026074213078134,11,8.201677274978428,short,any,r50_886,ex_1_6_11_14,rec25_85,any,20.63879238145492
SILVER,40,57.49999999999999,7.859703506351659,0.19649258765879146,1.3703161500358465,5.350976060143702,3,-2.408826632993851,-2.836933046023765,34,4.154598335012495,6,3.7051051713391643,short,not_oppose,r50_886,ex_1_6_11_14,any,any,20.575320697617194
SILVER,28,57.14285714285714,6.051184085898035,0.21611371735350124,1.4124256453975679,6.902628522256647,3,-2.90747780212763,-3.2006465124288566,23,3.835382665898444,5,2.21580141999959,short,not_oppose,r50_764,ex_1_6_11_14,rec25_85,any,20.535227004391626
SILVER,52,57.692307692307686,12.727838063239613,0.24476611660076178,1.4807164056213722,9.14340042744099,3,-3.6234788171655694,-5.791989797368744,43,4.8851497311246606,9,7.84268833211495,short,any,r50_800,ex_1_6_11_14,rec25_85,any,19.669482462844723
USDJPY,26,69.23076923076923,18.532128822452375,0.7127741854789374,3.3345999383806153,3.1109783042280323,3,-1.04735186632548,-0.6159909832053208,24,15.562710718868859,2,2.9694181035835143,both,any,r50_618,ex_1_6,any,any,88.01159920793314
USDJPY,28,67.85714285714286,18.96780485357563,0.6774216019134153,3.1136861198483796,3.1109783042280323,3,-1.04735186632548,-0.6159909832053208,26,15.998386749992113,2,2.9694181035835143,both,any,r50_618,ex_1,any,any,83.65687038673586
USDJPY,25,68.0,17.04573562783832,0.6818294251135327,3.1473503517950125,3.1109783042280323,3,-1.04735186632548,-0.6159909832053208,24,15.562710718868859,1,1.4830249089694585,both,any,r50_618,ex_1_6_14,any,any,83.58283563741819
USDJPY,25,68.0,17.04573562783832,0.6818294251135327,3.1473503517950125,3.1109783042280323,3,-1.04735186632548,-0.6159909832053208,24,15.562710718868859,1,1.4830249089694585,both,any,r50_618,ex_1_6_11_14,any,any,83.58283563741819
USDJPY,44,65.9090909090909,27.015444648598223,0.6139873783772324,2.733050087823237,2.081693961603568,2,-2.122314222163909,-0.20318971428424182,40,21.10159293244828,4,5.913851716149942,long,any,r50_886,ex_1_6_11_14,rec25_85,any,79.76942849660962
USDJPY,40,65.0,23.919086563496183,0.5979771640874045,2.685151138084966,2.1270713018882788,2,-2.127071301888278,1.2609115917600888,36,17.991380017184838,4,5.927706546311349,short,any,r50_800,ex_1_6_14,any,any,77.34334980775014
USDJPY,37,64.86486486486487,22.006432264676306,0.5947684395858461,2.670163264788134,2.1270713018882788,2,-2.127071301888278,0.7652419455893922,34,17.560240460342428,3,4.446191804333877,short,any,r50_786,ex_1_6_14,any,any,76.29520835824194
USDJPY,37,64.86486486486487,22.006432264676306,0.5947684395858461,2.670163264788134,2.1270713018882788,2,-2.127071301888278,0.7652419455893922,34,17.560240460342428,3,4.446191804333877,short,any,r50_786,ex_1_6_11_14,any,any,76.29520835824194
XAUUSD,29,48.275862068965516,4.63985126224933,0.15999487111204586,1.2972404102064012,6.718248933237079,5,-1.65788172972457,-1.8343581651128247,27,4.152736286733249,2,0.4871149755160822,short,not_oppose,r50_764,none,any,ge45,17.115000452927468
XAUUSD,36,47.22222222222222,5.151191761750223,0.1430886600486173,1.264621790398719,3.7565681358841747,3,-2.725763372654252,-2.3203064835969354,35,6.162391161123854,1,-1.0111993993736312,long,not_oppose,r50_886,ex_1_6_11_14,any,any,13.91515983629144
XAUUSD,37,48.64864864864865,6.244387838378393,0.1687672388750917,1.3163267021364329,8.722483765915776,5,-2.658780223373327,-3.8613451602677173,32,3.7838671002642963,5,2.460520738114098,short,not_oppose,r50_886,ex_1_6_14,any,any,13.624739439811755
XAUUSD,25,48.0,3.8059575718835563,0.15223830287534226,1.280937112943218,6.0529852716958175,4,-2.1585499392929517,-3.2280415388820205,23,3.318842596367473,2,0.4871149755160822,short,not_oppose,r50_786,ex_1_6_14,any,ge45,13.539228636572197
XAUUSD,25,48.0,3.8059575718835563,0.15223830287534226,1.280937112943218,6.0529852716958175,4,-2.1585499392929517,-3.2280415388820205,23,3.318842596367473,2,0.4871149755160822,short,not_oppose,r50_800,ex_1_6_14,any,ge45,13.539228636572197
XAUUSD,27,48.148148148148145,4.160046881145995,0.15407581041281462,1.2852605549087421,7.088943655766976,4,-2.1585499392929517,-3.2280415388820205,25,3.6729319056299126,2,0.4871149755160822,short,not_oppose,r50_786,ex_1_6_14,any,any,13.388294952147685
XAUUSD,27,48.148148148148145,4.160046881145995,0.15407581041281462,1.2852605549087421,7.088943655766976,4,-2.1585499392929517,-3.2280415388820205,25,3.6729319056299126,2,0.4871149755160822,short,not_oppose,r50_800,ex_1_6_14,any,any,13.388294952147685
XAUUSD,25,48.0,3.8331943235828825,0.1533277729433153,1.2835176037349512,7.082244478941708,5,-2.1585499392929517,-3.220412546291067,23,3.3460793480668,2,0.4871149755160822,short,not_oppose,r50_764,ex_1_6,any,any,13.21438809245619
