symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,worst_year_r,worst_2y_r,is_trades,is_r,oos_trades,oos_r,direction,h4,retrace,hours,recovery,body,score
AUDJPY,32,53.125,8.61018181989772,0.26906818187180376,1.5539673070738176,5.22432252692384,5,-1.6678152060381615,-2.7238142926124747,32,8.61018181989772,0,0.0,long,any,r50_764,none,rec25_85,ge45,28.754930125528766
AUDJPY,28,50.0,6.08211080750687,0.21721824312524537,1.4436170531434316,2.4192301614114564,3,-1.0609859614757011,-1.2345521148598233,28,6.08211080750687,0,0.0,long,not_oppose,r50_886,none,rec25_85,ge45,26.782325180405277
AUDJPY,33,51.515151515151516,7.537133943162793,0.22839799827766039,1.4536122015380326,5.22432252692384,5,-1.6678152060381615,-2.7238142926124747,33,7.537133943162793,0,0.0,long,any,r50_786,none,rec25_85,ge45,24.116916211983934
AUDJPY,30,50.0,6.3379506872364875,0.2112650229078829,1.4075219498276677,4.170826160508369,4,-2.067676260795856,-3.123675347370169,30,6.3379506872364875,0,0.0,long,any,r50_886,ex_1_6_11_14,rec25_85,any,21.553044034239132
AUDJPY,27,51.85185185185185,4.890616088738106,0.18113392921252244,1.3596041560667167,4.377577629389364,4,-1.0619081874820917,-2.095281758792713,26,4.692747031355195,1,0.1978690573829113,long,not_oppose,r50_786,none,any,ge45,20.010920745775014
AUDJPY,34,50.0,6.47614798168709,0.19047494063785558,1.3663643663953156,5.22432252692384,5,-2.1187684996018494,-2.7238142926124747,34,6.47614798168709,0,0.0,long,any,r50_800,none,rec25_85,ge45,19.8090089270287
AUDJPY,44,47.72727272727273,7.0345055774512435,0.15987512676025553,1.3059510462890798,5.044766716902318,5,-2.1187684996018494,-1.7797625407930224,44,7.0345055774512435,0,0.0,long,any,r50_886,none,rec25_85,ge45,18.85687453407332
AUDJPY,40,50.0,7.814682752890571,0.19536706882226426,1.3769109534832964,5.22432252692384,5,-2.7073153004083834,-3.7633143869826964,39,8.860010920685406,1,-1.0453281677948365,long,any,r50_764,none,rec25_85,any,16.611410631744462
AUDJPY,26,50.0,4.8192193353917405,0.18535458982275926,1.3566501734136043,5.611726263880829,4,-2.0787827665886223,-3.1347818531629352,25,5.864547503186577,1,-1.0453281677948365,long,not_oppose,r50_764,none,rec25_85,any,15.623044031255148
AUDJPY,37,48.64864864864865,5.391522892168961,0.14571683492348544,1.2844340408556718,3.97170602154807,3,-2.122894148957793,-2.742140781589635,36,5.1936538347860495,1,0.1978690573829113,long,not_oppose,r50_886,none,any,ge45,15.436603127630956
AUDJPY,36,47.22222222222222,5.302425639650786,0.14728960110141073,1.2805366326118155,4.890839602867306,5,-1.055999086574313,-1.6595778871442488,35,6.347753807445622,1,-1.0453281677948365,long,not_oppose,r50_886,none,rec25_85,any,15.184442937507175
AUDJPY,30,50.0,4.2340954054318996,0.14113651351439666,1.2696748126879307,5.01098869376647,4,-2.122894148957793,-2.742140781589635,29,4.036226348048988,1,0.1978690573829113,long,not_oppose,r50_800,none,any,ge45,14.06304200895027
AUDJPY,29,48.275862068965516,3.5329946437107216,0.12182740150726626,1.2255878272984149,3.1424325719309136,3,-1.055999086574313,-2.095281758792713,28,3.3351255863278104,1,0.1978690573829113,long,not_oppose,r50_886,ex_1_6_11_14,any,any,13.949883049788866
AUDJPY,41,48.78048780487805,6.7416348761556435,0.16443011893062545,1.3091564664581579,5.22432252692384,5,-2.7073153004083834,-3.7633143869826964,40,7.78696304395048,1,-1.0453281677948365,long,any,r50_786,none,rec25_85,any,13.04499146248892
AUDJPY,34,47.05882352941176,4.0969005586565626,0.12049707525460478,1.2196841789564319,6.17665026897387,4,-2.6806712786082136,-2.236465925196459,34,4.0969005586565626,0,0.0,long,any,r50_886,ex_1,rec25_85,ge45,12.34433257075166
AUDJPY,25,48.0,3.3847409412340403,0.13538963764936163,1.2509560404429623,6.00749656650939,4,-2.067676260795856,-3.123675347370169,25,3.3847409412340403,0,0.0,long,any,r50_786,ex_1,rec25_85,ge45,11.924738810862669
AUDJPY,25,48.0,3.3847409412340403,0.13538963764936163,1.2509560404429623,6.00749656650939,4,-2.067676260795856,-3.123675347370169,25,3.3847409412340403,0,0.0,long,any,r50_800,ex_1,rec25_85,ge45,11.924738810862669
AUDJPY,45,46.666666666666664,4.6118377243128785,0.10248528276250841,1.1909979771690251,3.7317728985744396,3,-1.055999086574313,-1.6595778871442488,43,5.459296834724803,2,-0.8474591104119252,long,not_oppose,r50_886,none,any,any,11.290434715678572
AUDJPY,32,46.875,3.6276213725999273,0.11336316789374773,1.2051100236142316,4.737037581208936,4,-1.2288875681036842,-1.8479191750511454,31,4.6729495403947645,1,-1.0453281677948365,long,not_oppose,r50_886,ex_1,rec25_85,any,10.784851135296675
AUDJPY,27,48.148148148148145,3.7461714586568116,0.1387470910613634,1.2568421226557915,5.611726263880829,4,-2.0787827665886223,-3.1347818531629352,26,4.791499626451648,1,-1.0453281677948365,long,not_oppose,r50_786,none,rec25_85,any,10.453954081325424
AUDJPY,42,47.61904761904761,5.680648914679943,0.13525354558761768,1.2484154734469282,5.22432252692384,5,-2.7073153004083834,-3.7633143869826964,41,6.725977082474779,1,-1.0453281677948365,long,any,r50_800,none,rec25_85,any,9.683308817034344
