entry_time,strategy,symbol,side,r,cum_R
2019-06-30 21:00:00,TrendBreakV1,AUDJPY,long,-1.0000000000000049,87.72672524365856
2019-07-03 06:00:00,TrendBreakV1,GBPJPY,short,-0.9999999999999896,86.72672524365858
2019-07-04 23:00:00,SaiBest,XAGUSD,long,-1.0,85.72672524365858
2019-07-10 07:00:00,SaiBest,CHFJPY,long,-1.0,84.72672524365858
2019-07-12 17:00:00,SaiBest,XAUUSD,long,-1.0,83.72672524365858
2019-07-15 07:00:00,SaiBest,XAGUSD,long,2.4458823529411724,86.17260759659975
2019-07-16 09:00:00,TrendBreakV1,EURJPY,short,-0.9999999999999808,85.17260759659976
2019-07-16 13:00:00,TrendBreakV1,SILVER,long,3.0000000000000013,88.17260759659976
2019-07-18 16:00:00,SaiBest,XAUUSD,long,0.6727428326914758,88.84535042929123
2019-07-26 14:00:00,TrendBreakV1,AUDJPY,short,2.999999999999999,91.84535042929123
2019-08-01 12:00:00,TrendBreakV1,EURJPY,short,3.0000000000000044,94.84535042929123
2019-08-01 12:00:00,TrendBreakV1,CHFJPY,short,2.9999999999999805,97.84535042929122
2019-08-02 00:00:00,TrendBreakV1,USDJPY,short,3.000000000000015,100.84535042929123
2019-08-02 15:00:00,SaiBest,XAUUSD,long,2.9777960915720927,103.82314652086332
2019-08-07 01:00:00,TrendBreakV1,SILVER,long,3.000000000000001,106.82314652086332
2019-08-23 15:00:00,TrendBreakV1,EURJPY,short,-1.0000000000000069,105.82314652086332
2019-08-25 21:00:00,TrendBreakV1,USDJPY,short,-1.000000000000005,104.82314652086332
2019-08-25 21:00:00,TrendBreakV1,AUDJPY,short,-0.9999999999999908,103.82314652086333
2019-08-25 22:00:00,TrendBreakV1,XAUUSD,long,-1.0000000000000049,102.82314652086333
2019-08-25 22:00:00,TrendBreakV1,SILVER,long,2.999999999999994,105.82314652086333
2019-08-27 15:00:00,SaiBest,XAUUSD,long,-1.0,104.82314652086333
2019-09-04 17:00:00,TrendBreakV1,XAUUSD,long,-0.999999999999992,103.82314652086335
2019-09-05 14:00:00,TrendBreakV1,USDJPY,long,-0.9999999999999974,102.82314652086335
2019-09-06 04:00:00,SaiBest,AUDJPY,long,2.083830323393507,104.90697684425686
2019-09-17 00:00:00,SaiBest,EURJPY,long,2.3731815306768524,107.2801583749337
2019-09-17 01:00:00,SaiBest,CHFJPY,long,-1.0,106.2801583749337
2019-09-17 14:00:00,SaiBest,GBPJPY,long,0.4695121951219297,106.74967057005564
2019-09-25 14:00:00,SaiBest,CHFJPY,long,-1.0,105.74967057005564
2019-10-01 14:00:00,TrendBreakV1,GBPJPY,short,-0.9999999999999952,104.74967057005564
2019-10-02 08:00:00,TrendBreakV1,AUDJPY,short,-1.0000000000000009,103.74967057005564
2019-10-11 10:00:00,TrendBreakV1,EURJPY,long,2.9999999999999876,106.74967057005563
2019-10-21 08:00:00,SaiBest,EURJPY,long,-1.0,105.74967057005563
2019-10-25 06:00:00,TrendBreakV1,SILVER,long,-1.000000000000004,104.74967057005563
2019-11-04 08:00:00,SaiBest,CHFJPY,long,-1.0,103.74967057005563
2019-11-04 08:00:00,SaiBest,GBPJPY,long,-1.0,102.74967057005563
2019-11-07 15:00:00,TrendBreakV1,XAUUSD,short,3.000000000000002,105.74967057005563
2019-11-07 15:00:00,TrendBreakV1,SILVER,short,3.0000000000000084,108.74967057005564
2019-11-29 16:00:00,SaiBest,GBPJPY,long,-1.0,107.74967057005564
2019-12-03 08:00:00,TrendBreakV1,CHFJPY,long,-1.000000000000016,106.74967057005563
2019-12-06 14:00:00,TrendBreakV1,SILVER,short,-0.9999999999999984,105.74967057005563
2019-12-09 07:00:00,SaiBest,GBPJPY,long,-1.0,104.74967057005563
2019-12-11 20:00:00,SaiBest,CHFJPY,long,1.6335618203370357,106.38323239039266
2019-12-11 21:00:00,SaiBest,GBPJPY,long,-1.0,105.38323239039266
2019-12-12 11:00:00,TrendBreakV1,AUDJPY,long,3.0000000000000093,108.38323239039268
2019-12-23 06:00:00,TrendBreakV1,SILVER,long,3.000000000000018,111.38323239039269
2019-12-24 01:00:00,TrendBreakV1,XAUUSD,long,2.999999999999987,114.38323239039268
2019-12-26 14:00:00,TrendBreakV1,AUDJPY,long,2.9999999999999516,117.38323239039264
2019-12-27 07:00:00,TrendBreakV1,CHFJPY,long,3.000000000000021,120.38323239039265
2020-01-02 15:00:00,TrendBreakV1,USDJPY,short,-0.999999999999986,119.38323239039266
2020-01-09 13:00:00,TrendBreakV1,CHFJPY,long,-0.9999999999999772,118.38323239039269
2020-01-13 01:00:00,SaiBest,EURJPY,long,2.152284263959366,120.53551665435205
2020-01-17 06:00:00,TrendBreakV1,GBPJPY,long,-0.9999999999999823,119.53551665435207
2020-01-20 06:00:00,SaiBest,XAGUSD,long,-1.0,118.53551665435207
2020-01-24 07:00:00,SaiBest,GBPJPY,long,-1.0,117.53551665435207
2020-01-26 23:00:00,TrendBreakV1,EURJPY,short,-0.9999999999999928,116.53551665435208
2020-02-18 00:00:00,SaiBest,XAUUSD,long,15.327715997589184,131.86323265194127
2020-02-18 15:00:00,TrendBreakV1,SILVER,long,3.000000000000003,134.86323265194127
2020-02-20 14:00:00,TrendBreakV1,EURJPY,long,-0.999999999999986,133.86323265194127
2020-02-27 21:00:00,TrendBreakV1,GBPJPY,short,2.9999999999999893,136.86323265194127
2020-02-28 15:00:00,TrendBreakV1,CHFJPY,short,-1.000000000000013,135.86323265194127
2020-02-28 15:00:00,TrendBreakV1,USDJPY,short,-0.9999999999999892,134.86323265194127
2020-03-05 11:00:00,SaiBest,XAUUSD,long,1.3291448239493635,136.19237747589065
2020-03-08 21:00:00,TrendBreakV1,AUDJPY,short,2.9999999999999893,139.19237747589065
2020-03-09 01:00:00,TrendBreakV1,CHFJPY,short,-0.999999999999994,138.19237747589065
2020-04-09 10:00:00,SaiBest,GBPJPY,long,-1.0,137.19237747589065
2020-04-14 13:00:00,SaiBest,XAGUSD,long,-1.0,136.19237747589065
2020-04-23 09:00:00,TrendBreakV1,CHFJPY,short,-1.0000000000000122,135.19237747589065
2020-04-26 21:00:00,SaiBest,AUDJPY,long,1.2714878786325918,136.46386535452325
2020-05-11 17:00:00,SaiBest,AUDJPY,long,-1.0,135.46386535452325
2020-05-15 13:00:00,SaiBest,XAUUSD,long,0.3777993304325587,135.84166468495582
2020-05-19 00:00:00,TrendBreakV1,AUDJPY,long,-1.000000000000013,134.84166468495582
2020-05-20 22:00:00,TrendBreakV1,CHFJPY,long,-1.0000000000000062,133.84166468495582
2020-05-27 09:00:00,TrendBreakV1,EURJPY,long,-1.000000000000008,132.84166468495582
2020-05-28 01:00:00,SaiBest,CHFJPY,long,-1.0,131.84166468495582
2020-05-28 15:00:00,TrendBreakV1,CHFJPY,long,-1.000000000000011,130.84166468495582
2020-05-29 11:00:00,SaiBest,XAGUSD,long,2.5908896187348267,133.43255430369064
2020-05-29 14:00:00,TrendBreakV1,GBPJPY,long,3.0000000000000147,136.43255430369067
2020-06-11 14:00:00,SaiBest,XAGUSD,long,-1.0,135.43255430369067
2020-07-07 07:00:00,SaiBest,CHFJPY,long,0.3034055727554134,135.7359598764461
2020-07-08 07:00:00,SaiBest,XAGUSD,long,2.5621436716078625,138.29810354805394
2020-07-13 03:00:00,SaiBest,XAGUSD,long,0.4761904761904831,138.77429402424443
2020-07-13 06:00:00,SaiBest,XAUUSD,long,-1.0,137.77429402424443
2020-07-14 10:00:00,TrendBreakV1,EURJPY,long,2.999999999999992,140.77429402424443
2020-07-14 20:00:00,SaiBest,XAGUSD,long,-1.0,139.77429402424443
2020-07-20 01:00:00,SaiBest,GBPJPY,long,2.223756906077356,141.9980509303218
2020-07-20 09:00:00,SaiBest,XAGUSD,long,16.08679245282997,158.08484338315176
2020-07-20 09:00:00,SaiBest,XAUUSD,long,4.975030681002617,163.05987406415437
2020-07-20 20:00:00,SaiBest,CHFJPY,long,2.9798630688683567,166.03973713302273
2020-07-24 00:00:00,TrendBreakV1,USDJPY,short,3.0000000000000018,169.03973713302273
2020-07-31 13:00:00,TrendBreakV1,CHFJPY,long,-1.0000000000000062,168.03973713302273
2020-08-05 07:00:00,SaiBest,CHFJPY,long,0.6551126516464848,168.6948497846692
2020-08-05 09:00:00,TrendBreakV1,EURJPY,long,-0.9999999999999885,167.6948497846692
2020-08-27 08:00:00,SaiBest,CHFJPY,long,-1.0,166.6948497846692
2020-08-28 03:00:00,TrendBreakV1,CHFJPY,long,-0.9999999999999852,165.69484978466923
2020-08-28 10:00:00,SaiBest,XAGUSD,long,1.9785889144652724,167.6734386991345
2020-09-16 12:00:00,TrendBreakV1,EURJPY,short,2.999999999999996,170.6734386991345
2020-09-21 08:00:00,TrendBreakV1,AUDJPY,short,2.9999999999999787,173.67343869913446
2020-09-21 13:00:00,TrendBreakV1,SILVER,short,2.9999999999999982,176.67343869913446
2020-09-21 14:00:00,TrendBreakV1,XAUUSD,short,-0.9999999999999946,175.67343869913446
2020-09-28 00:00:00,TrendBreakV1,EURJPY,short,-1.000000000000011,174.67343869913446
2020-10-09 07:00:00,SaiBest,GBPJPY,long,-1.0,173.67343869913446
2020-10-20 01:00:00,SaiBest,CHFJPY,long,0.6614413237535235,174.334880022888
2020-10-21 13:00:00,SaiBest,XAUUSD,long,-1.0,173.334880022888
2020-10-28 14:00:00,TrendBreakV1,XAUUSD,short,-0.9999999999999905,172.334880022888
2020-10-30 05:00:00,TrendBreakV1,CHFJPY,short,-0.999999999999982,171.33488002288803
2020-11-05 20:00:00,TrendBreakV1,SILVER,long,-0.999999999999998,170.33488002288803
2020-11-09 11:00:00,TrendBreakV1,AUDJPY,long,-1.0000000000000109,169.33488002288803
2020-11-23 14:00:00,TrendBreakV1,XAUUSD,short,3.0000000000000067,172.33488002288803
2020-11-30 00:00:00,SaiBest,CHFJPY,long,-1.0,171.33488002288803
2020-12-02 00:00:00,SaiBest,AUDJPY,long,0.8952287260207012,172.23010874890872
2020-12-02 01:00:00,TrendBreakV1,CHFJPY,long,2.9999999999999756,175.2301087489087
2020-12-03 03:00:00,SaiBest,GBPJPY,long,-1.0,174.2301087489087
2020-12-17 13:00:00,TrendBreakV1,XAUUSD,long,-0.999999999999998,173.2301087489087
2021-01-03 23:00:00,TrendBreakV1,XAUUSD,long,3.0000000000000004,176.2301087489087
2021-01-14 02:00:00,SaiBest,GBPJPY,long,-1.0,175.2301087489087
2021-01-22 09:00:00,SaiBest,CHFJPY,long,-1.0,174.2301087489087
2021-02-04 14:00:00,TrendBreakV1,XAUUSD,short,-1.0000000000000042,173.2301087489087
2021-02-10 01:00:00,SaiBest,GBPJPY,long,0.7451381780962957,173.97524692700497
2021-02-10 02:00:00,SaiBest,EURJPY,long,0.6226291693917717,174.59787609639676
2021-02-10 08:00:00,SaiBest,AUDJPY,long,-1.0,173.59787609639676
2021-02-14 23:00:00,SaiBest,EURJPY,long,2.3649402390437526,175.96281633544052
2021-02-18 15:00:00,SaiBest,CHFJPY,long,-1.0,174.96281633544052
2021-02-24 07:00:00,TrendBreakV1,EURJPY,long,3.000000000000005,177.96281633544052
2021-03-04 13:00:00,SaiBest,EURJPY,long,-1.0,176.96281633544052
2021-03-04 16:00:00,SaiBest,AUDJPY,long,-1.0,175.96281633544052
2021-03-05 06:00:00,SaiBest,EURJPY,long,-1.0,174.96281633544052
2021-03-11 20:00:00,SaiBest,AUDJPY,long,1.1536643026004667,176.116480638041
2021-03-16 04:00:00,SaiBest,EURJPY,long,-1.0,175.116480638041
2021-03-23 18:00:00,TrendBreakV1,EURJPY,short,-1.0000000000000255,174.11648063804097
2021-03-31 14:00:00,SaiBest,CHFJPY,long,-1.0,173.11648063804097
2021-04-01 14:00:00,SaiBest,EURJPY,long,-1.0,172.11648063804097
2021-04-02 01:00:00,SaiBest,AUDJPY,long,-1.0,171.11648063804097
2021-04-20 04:00:00,TrendBreakV1,EURJPY,long,-0.999999999999995,170.11648063804097
2021-04-20 06:00:00,TrendBreakV1,AUDJPY,long,-1.0000000000000229,169.11648063804094
2021-04-23 12:00:00,SaiBest,XAGUSD,long,-1.0,168.11648063804094
2021-04-23 12:00:00,SaiBest,XAUUSD,long,-1.0,167.11648063804094
2021-04-27 14:00:00,TrendBreakV1,CHFJPY,long,3.000000000000002,170.11648063804094
2021-05-03 19:00:00,SaiBest,AUDJPY,long,-1.0,169.11648063804094
2021-05-05 13:00:00,SaiBest,XAUUSD,long,6.276317798368642,175.39279843640958
2021-05-06 00:00:00,SaiBest,GBPJPY,long,-1.0,174.39279843640958
2021-05-07 03:00:00,SaiBest,CHFJPY,long,1.5051479354069994,175.89794637181657
2021-05-14 01:00:00,SaiBest,CHFJPY,long,0.4870075440066915,176.38495391582327
2021-05-17 08:00:00,SaiBest,EURJPY,long,1.558974358974304,177.94392827479757
2021-05-20 21:00:00,SaiBest,EURJPY,long,-1.0,176.94392827479757
2021-05-26 02:00:00,SaiBest,EURJPY,long,-1.0,175.94392827479757
2021-05-27 06:00:00,SaiBest,CHFJPY,long,1.845634753268716,177.78956302806628
2021-05-27 15:00:00,TrendBreakV1,USDJPY,long,-1.000000000000005,176.78956302806628
2021-06-01 13:00:00,SaiBest,XAGUSD,long,-1.0,175.78956302806628
2021-06-02 13:00:00,SaiBest,XAUUSD,long,-1.0,174.78956302806628
2021-06-03 02:00:00,SaiBest,XAGUSD,long,-1.0,173.78956302806628
2021-06-09 10:00:00,SaiBest,CHFJPY,long,-1.0,172.78956302806628
2021-06-15 05:00:00,SaiBest,GBPJPY,long,-1.0,171.78956302806628
2021-06-16 18:00:00,TrendBreakV1,USDJPY,long,-1.0000000000000089,170.78956302806628
2021-06-16 20:00:00,TrendBreakV1,SILVER,short,2.9999999999999996,173.78956302806628
2021-06-17 10:00:00,TrendBreakV1,AUDJPY,short,3.0000000000000004,176.78956302806628
2021-06-17 12:00:00,TrendBreakV1,CHFJPY,short,2.999999999999982,179.78956302806625
2021-06-29 12:00:00,TrendBreakV1,XAUUSD,short,-0.9999999999999984,178.78956302806625
2021-07-08 04:00:00,TrendBreakV1,EURJPY,short,-1.0000000000000386,177.78956302806623
2021-07-08 05:00:00,TrendBreakV1,GBPJPY,short,-1.0000000000000164,176.7895630280662
2021-07-08 06:00:00,TrendBreakV1,AUDJPY,short,-1.0000000000000024,175.7895630280662
2021-07-18 22:00:00,TrendBreakV1,AUDJPY,short,2.999999999999991,178.7895630280662
2021-07-19 02:00:00,TrendBreakV1,SILVER,short,3.0000000000000027,181.7895630280662
2021-07-29 07:00:00,SaiBest,XAUUSD,long,0.3561222177951923,182.1456852458614
2021-08-06 12:00:00,TrendBreakV1,XAUUSD,short,2.999999999999992,185.1456852458614
2021-08-06 13:00:00,TrendBreakV1,SILVER,short,3.000000000000002,188.1456852458614
2021-08-11 05:00:00,SaiBest,GBPJPY,long,-1.0,187.1456852458614
2021-08-31 01:00:00,TrendBreakV1,EURJPY,long,-1.000000000000049,186.14568524586133
2021-09-03 05:00:00,TrendBreakV1,AUDJPY,long,-0.9999999999999826,185.14568524586136
2021-09-13 09:00:00,SaiBest,GBPJPY,long,-1.0,184.14568524586136
2021-09-13 10:00:00,TrendBreakV1,CHFJPY,short,-1.0000000000000144,183.14568524586133
2021-09-16 11:00:00,TrendBreakV1,XAUUSD,short,2.999999999999997,186.14568524586133
2021-10-07 14:00:00,TrendBreakV1,AUDJPY,long,3.0000000000000195,189.14568524586136
2021-10-22 07:00:00,SaiBest,XAUUSD,long,0.951991815956454,190.09767706181782
2021-10-22 07:00:00,SaiBest,XAGUSD,long,-1.0,189.09767706181782
2021-10-28 15:00:00,SaiBest,AUDJPY,long,-1.0,188.09767706181782
2021-10-28 22:00:00,SaiBest,EURJPY,long,-1.0,187.09767706181782
2021-11-03 09:00:00,SaiBest,CHFJPY,long,-1.0,186.09767706181782
2021-11-05 16:00:00,TrendBreakV1,XAUUSD,long,3.000000000000005,189.09767706181782
2021-11-09 02:00:00,TrendBreakV1,USDJPY,short,-0.9999999999999752,188.09767706181785
2021-11-10 14:00:00,TrendBreakV1,SILVER,long,-1.000000000000003,187.09767706181785
2021-11-16 20:00:00,TrendBreakV1,USDJPY,long,-0.9999999999999746,186.09767706181788
2021-11-17 17:00:00,TrendBreakV1,AUDJPY,short,-0.999999999999998,185.09767706181788
2022-01-13 08:00:00,SaiBest,GBPJPY,long,-1.0,184.09767706181788
2022-01-13 08:00:00,SaiBest,EURJPY,long,-1.0,183.09767706181788
2022-01-14 04:00:00,SaiBest,XAUUSD,long,-1.0,182.09767706181788
2022-01-18 13:00:00,TrendBreakV1,SILVER,long,3.0000000000000053,185.09767706181788
2022-01-19 15:00:00,TrendBreakV1,XAUUSD,long,-1.0000000000000069,184.09767706181788
2022-01-24 06:00:00,SaiBest,XAUUSD,long,-1.0,183.09767706181788
2022-02-11 18:00:00,TrendBreakV1,XAUUSD,long,-1.0000000000000058,182.09767706181788
2022-02-18 14:00:00,SaiBest,XAUUSD,long,0.3801485261883836,182.47782558800625
2022-02-23 08:00:00,SaiBest,AUDJPY,long,-1.0,181.47782558800625
2022-02-24 02:00:00,TrendBreakV1,EURJPY,short,-0.9999999999999868,180.47782558800625
2022-02-24 02:00:00,TrendBreakV1,GBPJPY,short,2.9999999999999964,183.47782558800625
2022-03-02 18:00:00,TrendBreakV1,AUDJPY,long,-0.9999999999999916,182.47782558800625
2022-03-02 20:00:00,SaiBest,XAGUSD,long,0.4955573213898755,182.97338290939612
2022-03-04 10:00:00,SaiBest,XAUUSD,long,5.218341289647869,188.191724199044
2022-03-14 06:00:00,TrendBreakV1,CHFJPY,long,-1.000000000000016,187.19172419904396
2022-03-16 01:00:00,SaiBest,CHFJPY,long,3.495538726850162,190.68726292589412
2022-03-16 19:00:00,TrendBreakV1,GBPJPY,long,2.9999999999999996,193.68726292589412
2022-04-05 18:00:00,SaiBest,CHFJPY,long,-1.0,192.68726292589412
2022-04-08 13:00:00,SaiBest,CHFJPY,long,4.048919919403872,196.736182845298
2022-04-11 06:00:00,TrendBreakV1,USDJPY,long,-1.0000000000000129,195.736182845298
2022-04-12 05:00:00,SaiBest,GBPJPY,long,-1.0,194.736182845298
2022-04-12 15:00:00,SaiBest,AUDJPY,long,-1.0,193.736182845298
2022-04-13 06:00:00,SaiBest,CHFJPY,long,-1.0,192.736182845298
2022-04-13 16:00:00,TrendBreakV1,GBPJPY,long,3.0000000000000036,195.736182845298
2022-04-17 21:00:00,SaiBest,EURJPY,long,3.3317572892042127,199.0679401345022
2022-04-19 04:00:00,TrendBreakV1,AUDJPY,long,3.0000000000000027,202.0679401345022
2022-04-26 20:00:00,TrendBreakV1,AUDJPY,short,-1.0000000000000029,201.0679401345022
2022-05-02 05:00:00,SaiBest,EURJPY,long,-1.0,200.0679401345022
2022-05-03 11:00:00,SaiBest,EURJPY,long,0.5189655172413739,200.5869056517436
2022-05-10 00:00:00,TrendBreakV1,AUDJPY,short,-1.000000000000009,199.5869056517436
2022-05-10 14:00:00,TrendBreakV1,XAUUSD,short,2.999999999999993,202.5869056517436
2022-05-11 14:00:00,TrendBreakV1,GBPJPY,short,3.00000000000001,205.5869056517436
2022-05-24 13:00:00,TrendBreakV1,USDJPY,short,-0.9999999999999912,204.5869056517436
2022-05-31 12:00:00,TrendBreakV1,CHFJPY,long,2.9999999999999902,207.5869056517436
2022-06-14 18:00:00,TrendBreakV1,XAUUSD,short,-0.999999999999992,206.5869056517436
2022-06-17 02:00:00,TrendBreakV1,CHFJPY,long,3.0000000000000084,209.5869056517436
2022-07-19 16:00:00,TrendBreakV1,AUDJPY,long,-1.0000000000000089,208.5869056517436
2022-07-21 10:00:00,SaiBest,CHFJPY,long,-1.0,207.5869056517436
2022-08-10 13:00:00,SaiBest,XAGUSD,long,-1.0,206.5869056517436
2022-08-19 07:00:00,TrendBreakV1,CHFJPY,long,-1.000000000000026,205.58690565174356
2022-08-22 15:00:00,TrendBreakV1,USDJPY,long,-1.0000000000000182,204.58690565174354
2022-08-25 06:00:00,TrendBreakV1,AUDJPY,long,-0.9999999999999876,203.58690565174354
2022-08-29 13:00:00,SaiBest,AUDJPY,long,-1.0,202.58690565174354
2022-09-06 04:00:00,TrendBreakV1,GBPJPY,long,3.0000000000000147,205.58690565174356
2022-09-13 11:00:00,SaiBest,EURJPY,long,-1.0,204.58690565174356
2022-09-15 04:00:00,SaiBest,CHFJPY,long,0.3721283463071557,204.95903399805073
2022-09-15 04:00:00,TrendBreakV1,XAUUSD,short,2.9999999999999885,207.95903399805073
2022-09-22 03:00:00,SaiBest,CHFJPY,long,-1.0,206.95903399805073
2022-09-22 08:00:00,TrendBreakV1,AUDJPY,short,3.000000000000002,209.95903399805073
2022-09-29 21:00:00,SaiBest,CHFJPY,long,-1.0,208.95903399805073
2022-09-30 00:00:00,SaiBest,XAGUSD,long,7.7719856475525715,216.7310196456033
2022-10-03 13:00:00,TrendBreakV1,SILVER,long,-0.999999999999997,215.7310196456033
2022-10-20 04:00:00,SaiBest,EURJPY,long,0.4457922668688512,216.17681191247217
2022-10-31 01:00:00,SaiBest,AUDJPY,long,-1.0,215.17681191247217
2022-11-08 15:00:00,TrendBreakV1,XAUUSD,long,3.000000000000009,218.17681191247217
2022-11-10 13:00:00,TrendBreakV1,USDJPY,short,2.9999999999999996,221.17681191247217
2022-11-10 14:00:00,SaiBest,XAGUSD,long,0.2630437924555576,221.43985570492774
2022-11-24 02:00:00,SaiBest,XAGUSD,long,-1.0,220.43985570492774
2022-11-28 01:00:00,TrendBreakV1,AUDJPY,short,-0.9999999999999928,219.43985570492774
2022-11-28 09:00:00,SaiBest,XAUUSD,long,-1.0,218.43985570492774
2022-11-30 23:00:00,TrendBreakV1,SILVER,long,3.000000000000004,221.43985570492774
2022-12-01 13:00:00,TrendBreakV1,XAUUSD,long,-0.9999999999999998,220.43985570492774
2022-12-06 12:00:00,SaiBest,XAUUSD,long,1.1542395511353225,221.59409525606307
2022-12-08 17:00:00,SaiBest,GBPJPY,long,0.5221896045587856,222.11628486062185
2022-12-13 13:00:00,TrendBreakV1,XAUUSD,long,-0.9999999999999988,221.11628486062185
2022-12-20 02:00:00,TrendBreakV1,GBPJPY,short,3.0000000000000036,224.11628486062185
2022-12-20 03:00:00,TrendBreakV1,USDJPY,short,3.0000000000000018,227.11628486062185
2022-12-20 03:00:00,TrendBreakV1,AUDJPY,short,-1.0,226.11628486062185
2022-12-27 15:00:00,TrendBreakV1,XAUUSD,long,-0.9999999999999928,225.11628486062185
2023-01-03 00:00:00,TrendBreakV1,EURJPY,short,-0.9999999999999832,224.11628486062187
2023-01-16 02:00:00,SaiBest,XAGUSD,long,-1.0,223.11628486062187
2023-01-18 04:00:00,TrendBreakV1,AUDJPY,long,-1.000000000000005,222.11628486062187
2023-01-23 14:00:00,TrendBreakV1,SILVER,short,-0.9999999999999996,221.11628486062187
2023-01-26 18:00:00,SaiBest,GBPJPY,long,-1.0,220.11628486062187
2023-02-08 14:00:00,SaiBest,CHFJPY,long,-1.0,219.11628486062187
2023-02-14 08:00:00,SaiBest,EURJPY,long,2.9969040247678045,222.1131888853897
2023-02-14 08:00:00,SaiBest,GBPJPY,long,0.6627218934911359,222.7759107788808
2023-02-14 13:00:00,SaiBest,AUDJPY,long,0.8123143397245328,223.58822511860535
2023-02-27 09:00:00,SaiBest,EURJPY,long,0.8151382823872615,224.40336340099262
2023-02-28 00:00:00,SaiBest,CHFJPY,long,-1.0,223.40336340099262
2023-03-01 13:00:00,SaiBest,EURJPY,long,-1.0,222.40336340099262
2023-03-02 07:00:00,SaiBest,AUDJPY,long,-1.0,221.40336340099262
2023-03-12 22:00:00,TrendBreakV1,XAUUSD,long,2.999999999999996,224.40336340099262
2023-03-22 15:00:00,SaiBest,XAUUSD,long,1.2147571073132717,225.61812050830588
2023-03-30 21:00:00,TrendBreakV1,EURJPY,long,-0.9999999999999808,224.6181205083059
2023-03-31 07:00:00,SaiBest,XAUUSD,long,-1.0,223.6181205083059
2023-04-04 14:00:00,SaiBest,XAUUSD,long,1.6093988404028017,225.2275193487087
2023-04-11 14:00:00,TrendBreakV1,CHFJPY,long,2.99999999999998,228.22751934870868
2023-04-17 05:00:00,SaiBest,AUDJPY,long,0.3498012492901656,228.57732059799883
2023-04-25 01:00:00,SaiBest,XAGUSD,long,-1.0,227.57732059799883
2023-05-01 03:00:00,TrendBreakV1,AUDJPY,long,2.9999999999999964,230.57732059799883
2023-05-01 11:00:00,SaiBest,XAGUSD,long,-1.0,229.57732059799883
2023-05-03 22:00:00,TrendBreakV1,XAUUSD,long,-0.9999999999999956,228.57732059799883
2023-05-04 15:00:00,SaiBest,XAGUSD,long,-1.0,227.57732059799883
2023-05-05 01:00:00,TrendBreakV1,SILVER,long,-1.0000000000000029,226.57732059799883
2023-05-09 14:00:00,SaiBest,GBPJPY,long,-1.0,225.57732059799883
2023-05-10 00:00:00,SaiBest,AUDJPY,long,-1.0,224.57732059799883
2023-05-11 13:00:00,TrendBreakV1,SILVER,short,2.9999999999999982,227.57732059799883
2023-05-17 04:00:00,SaiBest,EURJPY,long,1.011641910879136,228.58896250887798
2023-05-17 04:00:00,SaiBest,GBPJPY,long,2.464864864864805,231.0538273737428
2023-05-17 10:00:00,SaiBest,AUDJPY,long,1.3022756053570812,232.35610297909986
2023-05-18 12:00:00,TrendBreakV1,XAUUSD,short,-1.0000000000000042,231.35610297909986
2023-05-22 09:00:00,TrendBreakV1,CHFJPY,long,-0.999999999999998,230.35610297909986
2023-05-24 05:00:00,SaiBest,GBPJPY,long,-1.0,229.35610297909986
2023-05-25 05:00:00,SaiBest,GBPJPY,long,1.4644204174000397,230.8205233964999
2023-05-29 23:00:00,SaiBest,AUDJPY,long,-1.0,229.8205233964999
2023-06-04 21:00:00,TrendBreakV1,AUDJPY,long,2.9999999999999876,232.8205233964999
2023-06-09 02:00:00,SaiBest,CHFJPY,long,-1.0,231.8205233964999
2023-06-12 08:00:00,SaiBest,CHFJPY,long,-1.0,230.8205233964999
2023-06-14 11:00:00,SaiBest,CHFJPY,long,3.5068493150684676,234.3273727115684
2023-06-15 01:00:00,TrendBreakV1,USDJPY,long,-0.9999999999999905,233.3273727115684
2023-07-17 08:00:00,SaiBest,CHFJPY,long,1.2816604228567046,234.6090331344251
2023-07-20 02:00:00,SaiBest,XAUUSD,long,-1.0,233.6090331344251
2023-07-25 17:00:00,SaiBest,CHFJPY,long,-1.0,232.6090331344251
2023-07-27 15:00:00,TrendBreakV1,GBPJPY,short,-0.999999999999997,231.6090331344251
2023-07-27 19:00:00,TrendBreakV1,AUDJPY,short,-0.9999999999999976,230.6090331344251
2023-08-09 06:00:00,SaiBest,GBPJPY,long,-1.0,229.6090331344251
2023-08-09 07:00:00,SaiBest,EURJPY,long,3.1162029459902625,232.72523608041536
2023-08-09 08:00:00,SaiBest,CHFJPY,long,-1.0,231.72523608041536
2023-08-10 03:00:00,SaiBest,GBPJPY,long,0.5488043904351384,232.2740404708505
2023-08-30 02:00:00,SaiBest,CHFJPY,long,-1.0,231.2740404708505
2023-08-30 05:00:00,SaiBest,GBPJPY,long,0.8094117647059385,232.08345223555645
2023-08-30 12:00:00,TrendBreakV1,AUDJPY,long,-0.9999999999999832,231.08345223555648
2023-08-30 13:00:00,SaiBest,XAGUSD,long,-1.0,230.08345223555648
2023-09-13 00:00:00,SaiBest,AUDJPY,long,-1.0,229.08345223555648
2023-09-14 11:00:00,SaiBest,AUDJPY,long,0.7974301193843856,229.88088235494087
2023-09-18 17:00:00,SaiBest,XAUUSD,long,-1.0,228.88088235494087
2023-09-21 07:00:00,TrendBreakV1,CHFJPY,short,2.999999999999978,231.88088235494084
2023-09-29 01:00:00,TrendBreakV1,AUDJPY,long,-0.9999999999999843,230.88088235494087
