entry_id,pattern_ids,mfe_jpy,mae_jpy,realized_pnl_jpy,planned_sl,actual_exit,early_exit_trigger,note
E-2026-06-03-001,"E01,E02,E03,E04,E05,E09",500000,,,-668492,4330,4365.64,"ゴールド反発過信+含み益返し+指標+SL未発注。アンカーケース"
E-2026-06-01-001,,,,,open,159.000,,,OCO逆指159.000/指値161.079発注済 06-06
E-2026-06-04-001,E01,,,,open,214.110,,,投げ切り。逆指214.110発注済 06-06。6/3と同型注意
E-2026-06-04-002,,,,,open,4408.53,,,V1ショート。OCO逆指4408.53/指値4236.92発注済 06-06
