symbol,strategy,family,signal_time,period,rr,max_hold,signal_kind,shelf_high,shelf_low,shelf_range_atr,sharp_drop_atr,signal_range_atr,body_ratio,close_location,lower_wick_ratio,d1_ema50_prev,stop,entry_time,entry,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,mfe_r,mae_r
XAUUSD,CAP_DEFAULT_RR15,capitulation,2022-07-12 07:00:00,VALID_2022_2023,1.5,120,capitulation,,,,5.199677234162586,2.246513693461723,0.026760563380278758,0.5413145539906102,0.5145539906103315,1822.3590834527065,1720.6696605645013,2022-07-12 11:00:00,1734.57,1755.4205091532478,2022-07-13 19:00:00,1720.6696605645013,stop,9,13.900339435498609,-1.0,-1.0,0.3409988671136349,1.9949153133040263
XAUUSD,CAP_DEFAULT_RR15,capitulation,2023-06-21 19:00:00,VALID_2022_2023,1.5,120,capitulation,,,,5.98470662803671,2.019884560971541,0.28467153284671826,0.5717761557177652,0.5717761557177652,1965.3415917420682,1917.0652302515628,2023-06-21 23:00:00,1928.5,1945.6521546226559,2023-06-22 23:00:00,1917.0652302515628,stop,7,11.434769748437247,-1.0,-1.0,0.7888221799335063,1.3826251291295697
XAUUSD,CAP_DEFAULT_RR15,capitulation,2023-09-13 19:00:00,VALID_2022_2023,1.5,120,capitulation,,,,4.70708307145235,1.9082264573678502,0.2074363992172099,0.7681017612524352,0.5606653620352253,1927.7372873016805,1904.0710603840364,2023-09-13 23:00:00,1913.26,1927.0434094239454,2023-09-14 19:00:00,1904.0710603840364,stop,6,9.18893961596359,-1.0,-1.0,0.14582749000461248,1.3342127070572065
XAUUSD,CAP_DEFAULT_RR15,capitulation,2026-03-19 19:00:00,OOS_2024_2026,1.5,120,capitulation,,,,8.56481295374667,3.0798612822981655,0.3591555759522691,0.5447911886186335,0.5447911886186335,4976.542017803867,4484.282515075565,2026-03-19 23:00:00,4620.68,4825.276227386653,2026-03-21 03:00:00,4484.282515075565,stop,8,136.39748492443505,-1.0,-1.0,0.8488426312563058,1.0529519666698117
XAUUSD,CAP_DEFAULT_RR15,capitulation,2026-03-23 15:00:00,OOS_2024_2026,1.5,120,capitulation,,,,9.706367933127419,2.20627158369845,0.2648348022811876,0.7331856530140941,0.7331856530140941,4929.730068319177,4073.9383088537616,2026-03-23 19:00:00,4253.54,4522.942536719358,2026-03-25 07:00:00,4522.942536719358,target,10,179.6016911462384,1.5000000000000024,1.5000000000000024,1.9357835540474626,0.07076770780321372
XAUUSD,CAP_DEFAULT_RR15,capitulation,2026-04-23 23:00:00,OOS_2024_2026,1.5,120,capitulation,,,,4.993441297129049,1.888232935488757,0.19440124416796076,0.5886469673405861,0.5886469673405861,4784.610059429729,4653.644099388666,2026-04-24 03:00:00,4709.28,4792.733850917,2026-04-28 11:00:00,4653.644099388666,stop,15,55.635900611333454,-1.0,-1.0,0.5597105404573405,1.5418102170979453
XAGUSD,CAP_DEFAULT_RR2,capitulation,2015-06-26 14:00:00,DEV_2015_2021,2.0,120,capitulation,,,,6.295469414149769,3.2888564558992006,0.13357733357221332,0.9523175756955289,0.8187402421233155,16.341441740014325,15.502680467256697,2015-06-26 18:00:00,15.90446,16.708019065486607,2015-06-30 22:00:00,15.502680467256697,stop,14,0.40177953274330314,-1.0,-1.0,0.420230465318081,1.0298433998736245
XAGUSD,CAP_DEFAULT_RR2,capitulation,2015-07-07 22:00:00,DEV_2015_2021,2.0,120,capitulation,,,,6.802769854227284,4.8980598705629,0.47979166299669457,0.5202083370033055,0.5202083370033055,16.172786501241657,14.642993659055726,2015-07-08 02:00:00,15.129415,16.102257681888545,2015-07-20 10:00:00,14.642993659055726,stop,51,0.4864213409442737,-1.0,-1.0,1.6706606630836527,1.1987549700595932
XAGUSD,CAP_DEFAULT_RR2,capitulation,2015-09-11 22:00:00,DEV_2015_2021,2.0,120,capitulation,,,,5.043231251515535,2.3765191005456066,0.29559374346938905,0.6377578086067481,0.6377578086067481,14.974000552269986,14.261135401835547,2015-09-12 02:00:00,14.49222,14.954389196328904,2015-09-16 22:00:00,14.954389196328904,target,18,0.23108459816445226,2.0,2.0,2.0978464330842383,0.8847192829982796
XAGUSD,CAP_DEFAULT_RR2,capitulation,2016-09-12 18:00:00,DEV_2015_2021,2.0,120,capitulation,,,,8.04137704187023,1.8282375401501594,0.4525330191604103,0.5055807031686027,0.5055807031686027,19.275686400155408,18.674464680954106,2016-09-12 22:00:00,18.88164,19.29599063809179,2016-09-16 22:00:00,18.674464680954106,stop,25,0.20717531904589492,-1.0,-1.0,1.9819445766560502,1.0588133809095648
XAGUSD,CAP_DEFAULT_RR2,capitulation,2016-10-07 22:00:00,DEV_2015_2021,2.0,120,capitulation,,,,7.365318966447671,2.278551091958376,0.3180730636003269,0.576563225368711,0.576563225368711,19.065123160958922,17.03565086221496,2016-10-08 02:00:00,17.42001,18.18872827557008,2016-11-01 18:00:00,18.18872827557008,target,101,0.38435913778504016,2.0,2.0,2.382901588545621,0.309333090622386
XAGUSD,CAP_DEFAULT_RR2,capitulation,2017-04-24 06:00:00,DEV_2015_2021,2.0,120,capitulation,,,,6.316584168046595,2.354829628801346,0.1792875284052964,0.8207124715947036,0.8207124715947036,17.920987188382355,17.609411247354366,2017-04-24 10:00:00,17.88677,18.441487505291263,2017-04-25 22:00:00,17.609411247354366,stop,10,0.2773587526456325,-1.0,-1.0,0.45850364838668684,1.1725968511818623
XAGUSD,CAP_DEFAULT_RR2,capitulation,2017-06-26 14:00:00,DEV_2015_2021,2.0,120,capitulation,,,,4.351376707081607,3.7442939858443585,0.4245807600167053,0.5051100024176334,0.5051100024176334,17.054832664433267,16.24378110869765,2017-06-26 18:00:00,16.50398,17.024377782604695,2017-07-03 22:00:00,16.24378110869765,stop,32,0.2601988913023483,-1.0,-1.0,1.5570012538187301,1.5234499963314114
XAGUSD,CAP_DEFAULT_RR2,capitulation,2018-03-01 23:00:00,DEV_2015_2021,2.0,120,capitulation,,,,5.609915570455847,2.2133140158366915,0.23030315825028377,0.8006882283398009,0.5703850700895171,16.737698290643763,16.14115826049248,2018-03-02 03:00:00,16.357545,16.79031847901503,2018-03-06 23:00:00,16.79031847901503,target,18,0.21638673950751652,2.0,2.0,2.3452222680326265,0.4445512706505592
XAGUSD,CAP_DEFAULT_RR2,capitulation,2018-07-13 18:00:00,DEV_2015_2021,2.0,120,capitulation,,,,6.062372721937332,1.847967798817599,0.039736775499875324,0.9471019994938008,0.9073652239939255,16.322175820079927,15.66553975732192,2018-07-13 22:00:00,15.8366,16.178720485356163,2018-07-17 22:00:00,15.66553975732192,stop,13,0.17106024267808095,-1.0,-1.0,0.2482751066822948,1.6651443698466075
