strategy,symbol,label,trades,win_rate,total_r,avg_r,median_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
CAP_NO_D1_RR2,XAGUSD,CAP_NO_D1_RR2_XAGUSD,52,44.230769230769226,14.960235714874953,0.2876968406706722,-1.0,1.5158701970646535,3.4251434840251154,3,1.3405686997772603,1.0103388650079312,8,6.385379198900072
SQZ_DEFAULT_RR2,XAGUSD,SQZ_DEFAULT_RR2_XAGUSD,22,54.54545454545454,14.0,0.6363636363636364,2.0,2.4,4.0,4,1.4292789271048045,0.8594874853131516,6,3.0
SQZ_WIDE_RR2,XAGUSD,SQZ_WIDE_RR2_XAGUSD,22,54.54545454545454,14.0,0.6363636363636364,2.0,2.4,4.0,4,1.4292789271048045,0.8594874853131516,6,3.0
CAP_DEFAULT_RR15,XAGUSD,CAP_DEFAULT_RR15_XAGUSD,35,54.285714285714285,11.574856515974883,0.33071018617071096,1.4999999999999918,1.72342853224843,5.0,5,1.1364773481242174,0.9169139186357372,4,6.000000000000001
CAP_DEFAULT_RR2,XAUUSD,CAP_DEFAULT_RR2_XAUUSD,28,46.42857142857143,9.154773275410003,0.3269561884075001,-1.0,1.610318218360667,4.0,4,1.2582812006969462,0.9483987861619874,3,0.0
SQZ_DEFAULT_RR15,XAUUSD,SQZ_DEFAULT_RR15_XAUUSD,21,57.14285714285714,9.000000000000009,0.428571428571429,1.4999999999999964,2.000000000000001,2.4999999999999885,2,1.082389987094411,0.7460882076395782,5,2.4999999999999947
SQZ_STRICT_RR2,XAGUSD,SQZ_STRICT_RR2_XAGUSD,9,66.66666666666666,9.0,1.0,2.0,4.0,1.0,2,1.617811648516057,0.7690221159748083,1,2.0
CAP_DEFAULT_RR15,XAUUSD,CAP_DEFAULT_RR15_XAUUSD,28,53.57142857142857,8.317831842705983,0.29706542295378513,0.9089159213529804,1.6398332186696911,4.0,4,1.1489016491661772,0.8886519105429607,3,-0.49999999999999756
SQZ_DEFAULT_RR15,XAGUSD,SQZ_DEFAULT_RR15_XAGUSD,22,54.54545454545454,7.999999999999977,0.3636363636363626,1.499999999999992,1.7999999999999976,4.0,4,1.1312530877668607,0.8594874853131516,6,1.5000000000000027
CAP_STRICT_RR2,XAGUSD,CAP_STRICT_RR2_XAGUSD,9,66.66666666666666,7.574856515974885,0.8416507239972094,2.0,3.5249521719916284,1.0,1,1.5399898450870788,0.8077488979210282,1,2.0
CAP_NO_D1_RR2,XAUUSD,CAP_NO_D1_RR2_XAUUSD,42,40.476190476190474,7.154773275410003,0.17035174465261912,-1.0,1.2861909310164001,7.682168157294031,5,1.170789773979283,1.003383160026365,9,0.0
SQZ_DEFAULT_RR2,XAUUSD,SQZ_DEFAULT_RR2_XAUUSD,21,42.857142857142854,6.0,0.2857142857142857,-1.0,1.5,7.0,7,1.2964895662801557,0.9219472091596663,5,1.0
SQZ_WIDE_RR2,XAUUSD,SQZ_WIDE_RR2_XAUUSD,22,40.909090909090914,5.0,0.22727272727272727,-1.0,1.3846153846153846,7.0,7,1.2496558437792067,0.9423416636926649,6,0.0
CAP_DEFAULT_RR2,XAGUSD,CAP_DEFAULT_RR2_XAGUSD,35,40.0,4.960235714874954,0.14172102042499868,-1.0,1.236201700708331,5.425143484025115,5,1.2948783211207147,1.029690172437697,4,4.385379198900072
CAP_STRICT_RR2,XAUUSD,CAP_STRICT_RR2_XAUUSD,12,50.0,4.154773275410003,0.3462311062841669,-0.3410840786470156,1.6924622125683337,2.0,2,1.2181598327715513,0.8271848211118726,1,2.0
SQZ_STRICT_RR2,XAUUSD,SQZ_STRICT_RR2_XAUUSD,6,33.33333333333333,0.0,0.0,-1.0,1.0,3.0,4,1.3264767774552257,0.9678783437162886,1,2.0
