strategy,label,trades,win_rate,total_r,avg_r,median_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
CAP_NO_D1_RR2,CAP_NO_D1_RR2,94,42.5531914893617,22.115008990284956,0.23526605308813783,-1.0,1.4095372035237956,7.682168157294033,5,1.264710030803696,1.0072309968246782,17,6.385379198900072
SQZ_DEFAULT_RR2,SQZ_DEFAULT_RR2,43,48.837209302325576,20.0,0.46511627906976744,-1.0,1.9090909090909092,7.0,7,1.3644283090276503,0.8899910713777285,11,4.0
CAP_DEFAULT_RR15,CAP_DEFAULT_RR15,63,53.96825396825397,19.892688358680868,0.3157569580742995,1.4999999999999918,1.6859547709889953,5.0,5,1.1419992596984216,0.9043530261500587,7,5.5000000000000036
SQZ_WIDE_RR2,SQZ_WIDE_RR2,44,47.72727272727273,19.0,0.4318181818181818,-1.0,1.826086956521739,7.0,7,1.3394673854420054,0.9009145745029081,12,3.0
SQZ_DEFAULT_RR15,SQZ_DEFAULT_RR15,43,55.81395348837209,16.999999999999986,0.395348837209302,1.4999999999999947,1.8947368421052624,4.0,4,1.1073897130198505,0.8041064427283829,11,3.9999999999999973
CAP_DEFAULT_RR2,CAP_DEFAULT_RR2,63,42.857142857142854,14.115008990284956,0.22404776175055485,-1.0,1.392083583063471,5.425143484025115,5,1.2786129342657064,0.9935606674262704,7,4.385379198900072
CAP_STRICT_RR2,CAP_STRICT_RR2,21,57.14285714285714,11.729629791384887,0.5585537995897566,0.5748565159748844,2.3032921990427653,2.0,2,1.3560869809067773,0.8188551397443679,2,4.0
SQZ_STRICT_RR2,SQZ_STRICT_RR2,15,53.333333333333336,9.0,0.6,2.0,2.2857142857142856,4.0,4,1.5012777000917241,0.8485646070714005,2,4.0
