macd_min,configs,pass_configs,pass_rate_pct,median_all_trades,median_all_avg_r,median_all_pf,median_oos_total_r,best_score
0.0,24440,13132,53.731587561374795,34.0,0.6825844679463982,2.777921388331014,3.9362606875015502,1.9150678565782844
0.02,16890,12686,75.10953226761397,29.0,0.7087123008293553,2.9665485997230583,4.8473715702871925,1.8571946959281176
0.03,11992,9304,77.58505670446965,27.0,0.6976757603767252,2.9966539856910313,4.69084757555688,1.9374458361622928
0.05,1288,168,13.043478260869565,22.0,0.2872234483476716,1.5453429262543035,1.1980861793809705,1.1942580819134525
