bb_hi,configs,pass_configs,pass_rate_pct,median_all_trades,median_all_avg_r,median_all_pf,median_oos_total_r,best_score
1.0,17248,11568,67.06864564007421,31.0,0.7191206148616571,3.0143571309057364,4.534169813812802,1.9374458361622928
1.05,19712,10836,54.97159090909091,33.0,0.6108469979263859,2.506724696958675,4.476905648625912,1.7421447221424315
0.95,12788,9370,73.2718173287457,28.0,0.8125865883475978,3.5070152141024664,4.534169813812802,1.9049314500984451
0.9,4862,3516,72.3159193747429,23.0,0.5741882132900507,2.353244681466921,4.534169813812802,1.5482447831371444
