bb_width_max,configs,pass_configs,pass_rate_pct,median_all_trades,median_all_avg_r,median_all_pf,median_oos_total_r,best_score
5.5,15606,10476,67.1280276816609,30.0,0.6621425428149283,2.7569837848343317,4.534169813812802,1.808100321278552
5.0,13512,10010,74.08229721728834,29.0,0.7037380407895145,2.902298078465951,4.534169813812802,1.7606162083311374
7.0,19512,9864,50.55350553505535,32.0,0.6602964980207482,2.732207502397057,4.376367558580112,1.823852934315631
4.0,5980,4940,82.6086956521739,24.0,0.8620283206271104,3.715447821911707,4.24938842638014,1.9374458361622928
