symbol_mode,trigger_mode,bb_lo,bb_hi,recovery_max,macd_min,bb_width_max,close_location_min,body_ratio_min,adx_max,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_loss_streak,research_trades,research_win_rate,research_total_r,research_avg_r,research_pf,research_max_dd_r,research_max_loss_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_loss_streak,oos_positive,research_positive,oos_retention_avg_r,robust_score,thin_sample,candidate_pass
all7,all,0.75,1.0,20,0.02,4.0,0.6,0.45,30.0,21,76.19047619047619,26.173501805345804,1.2463572288259908,8.423294127560922,2.029065903389963,2,18,72.22222222222221,22.30873805600052,1.2393743364444734,7.3271749204984,2.029065903389963,2,3,100.0,3.86476374934528,1.2882545831150936,inf,0.0,0,True,True,1.0394394536285527,1.83463797221368,False,True
all7,all,0.75,1.0,20,0.02,4.0,none,none,30.0,21,76.19047619047619,26.173501805345804,1.2463572288259908,8.423294127560922,2.029065903389963,2,18,72.22222222222221,22.30873805600052,1.2393743364444734,7.3271749204984,2.029065903389963,2,3,100.0,3.86476374934528,1.2882545831150936,inf,0.0,0,True,True,1.0394394536285527,1.83463797221368,False,True
all7,all,0.75,1.0,16,0.02,4.0,0.6,0.45,30.0,21,76.19047619047619,26.173501805345804,1.2463572288259908,8.423294127560922,2.029065903389963,2,18,72.22222222222221,22.30873805600052,1.2393743364444734,7.3271749204984,2.029065903389963,2,3,100.0,3.86476374934528,1.2882545831150936,inf,0.0,0,True,True,1.0394394536285527,1.83463797221368,False,True
all7,all,0.75,1.0,16,0.02,4.0,0.6,none,30.0,21,76.19047619047619,26.173501805345804,1.2463572288259908,8.423294127560922,2.029065903389963,2,18,72.22222222222221,22.30873805600052,1.2393743364444734,7.3271749204984,2.029065903389963,2,3,100.0,3.86476374934528,1.2882545831150936,inf,0.0,0,True,True,1.0394394536285527,1.83463797221368,False,True
all7,all,0.75,1.0,16,0.02,4.0,none,0.45,30.0,21,76.19047619047619,26.173501805345804,1.2463572288259908,8.423294127560922,2.029065903389963,2,18,72.22222222222221,22.30873805600052,1.2393743364444734,7.3271749204984,2.029065903389963,2,3,100.0,3.86476374934528,1.2882545831150936,inf,0.0,0,True,True,1.0394394536285527,1.83463797221368,False,True
all7,all,0.75,1.0,16,0.02,4.0,none,none,30.0,21,76.19047619047619,26.173501805345804,1.2463572288259908,8.423294127560922,2.029065903389963,2,18,72.22222222222221,22.30873805600052,1.2393743364444734,7.3271749204984,2.029065903389963,2,3,100.0,3.86476374934528,1.2882545831150936,inf,0.0,0,True,True,1.0394394536285527,1.83463797221368,False,True
all7,all,0.75,1.0,20,0.02,4.0,0.6,none,30.0,21,76.19047619047619,26.173501805345804,1.2463572288259908,8.423294127560922,2.029065903389963,2,18,72.22222222222221,22.30873805600052,1.2393743364444734,7.3271749204984,2.029065903389963,2,3,100.0,3.86476374934528,1.2882545831150936,inf,0.0,0,True,True,1.0394394536285527,1.83463797221368,False,True
all7,all,0.75,0.95,16,0.0,4.0,none,none,none,23,78.26086956521739,28.430060559794935,1.2360895895563015,7.916992817213554,1.0539842287562833,1,19,73.68421052631578,23.711820468699347,1.2479905509841762,6.76905179361439,1.0539842287562833,1,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,True,0.945167430830054,1.8263064876375985,False,True
all7,all,0.75,0.95,16,0.0,4.0,0.6,none,none,23,78.26086956521739,28.430060559794935,1.2360895895563015,7.916992817213554,1.0539842287562833,1,19,73.68421052631578,23.711820468699347,1.2479905509841762,6.76905179361439,1.0539842287562833,1,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,True,0.945167430830054,1.8263064876375985,False,True
all7,all,0.75,0.95,16,0.0,4.0,0.6,0.45,none,23,78.26086956521739,28.430060559794935,1.2360895895563015,7.916992817213554,1.0539842287562833,1,19,73.68421052631578,23.711820468699347,1.2479905509841762,6.76905179361439,1.0539842287562833,1,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,True,0.945167430830054,1.8263064876375985,False,True
all7,all,0.75,0.95,16,0.0,4.0,none,0.45,none,23,78.26086956521739,28.430060559794935,1.2360895895563015,7.916992817213554,1.0539842287562833,1,19,73.68421052631578,23.711820468699347,1.2479905509841762,6.76905179361439,1.0539842287562833,1,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,True,0.945167430830054,1.8263064876375985,False,True
all7,all,0.75,0.95,20,0.0,4.0,none,none,none,23,78.26086956521739,28.430060559794935,1.2360895895563015,7.916992817213554,1.0539842287562833,1,19,73.68421052631578,23.711820468699347,1.2479905509841762,6.76905179361439,1.0539842287562833,1,4,100.0,4.7182400910955895,1.1795600227738974,inf,0.0,0,True,True,0.945167430830054,1.8263064876375985,False,True
