trade_id,phase,symbol,period,signal_time,entry_time,trigger_type,signal_close,entry,stop,target,exit_time,exit_reason,r_after_cost,bb_pos,bb_width_atr,macd_hist_slope3,signal_recovery_bars,v_move_atr,v_drop_speed_atr_per_bar,max_recovery_to_drop,candidate,tv_signal_time,tv_entry_time,tv_match,tv_notes
3,A_BASE,AUDJPY,OOS_2025_2026,2025-03-17 04:00:00,2025-03-17 08:00:00,stagnation,94.33,94.332,91.71311678006754,99.56376643986492,2025-04-04 00:00:00,SL,-1.0047730268783466,0.92881953147648,4.2822601256627255,0.004203537851215,26,6.981397000127534,0.3674419473751333,1.2,Strict_075_100_width7,,,,
14,A_BASE,AUDJPY,OOS_2025_2026,2026-04-15 04:00:00,2026-04-15 08:00:00,rebreak,113.52,113.52,111.37372429282604,117.81255141434794,2026-04-30 08:00:00,SL,-1.005824042064217,0.9421321842120458,4.593274162477038,0.0085197377636546,14,4.170834179704823,1.3902780599016074,1.2,Strict_075_100_width7,,,,
4,A_BASE,CHFJPY,OOS_2025_2026,2025-03-27 08:00:00,2025-03-27 12:00:00,stagnation,170.884,170.887,167.78483808300885,177.08232383398226,2025-05-07 12:00:00,max_hold,1.2046437613497023,0.9818244026593104,2.780683836397378,0.0365839774631265,28,6.331096649429786,0.6331096649429785,1.2,Strict_075_100_width7,,,,
6,A_BASE,CHFJPY,OOS_2025_2026,2025-05-12 08:00:00,2025-05-12 12:00:00,stagnation,175.577,175.579,172.3662876203713,181.99842475925735,2025-06-23 12:00:00,max_hold,1.3913477061761157,0.8998687604630194,3.316550994819647,0.0363102055024122,22,6.969732097984402,0.4356082561240251,1.2,Strict_075_100_width7,,,,
9,A_BASE,CHFJPY,OOS_2025_2026,2025-08-18 12:00:00,2025-08-18 16:00:00,rebreak,183.135,183.134,181.35374616100623,186.69750767798743,2025-09-18 08:00:00,TP,1.990450799977167,0.8455438011218405,3.5173871856075944,0.0490373459779164,15,4.765842860565414,0.9531685721130828,1.2,Strict_075_100_width7,,,,
1,A_BASE,GBPJPY,OOS_2025_2026,2025-01-21 20:00:00,2025-01-22 00:00:00,rebreak,192.148,192.149,189.14103409961749,198.16193180076505,2025-02-06 12:00:00,SL,-1.0066490115454565,0.9849022763312254,4.046696283327351,0.0544936126873219,17,4.9751067893398995,0.3553647706671357,1.2,Strict_075_100_width7,,,,
11,A_BASE,GBPJPY,OOS_2025_2026,2026-02-19 00:00:00,2026-02-19 04:00:00,rebreak,209.295,209.294,207.06841989460972,213.74816021078053,2026-04-01 04:00:00,max_hold,0.5544621813482675,0.793534514959688,3.7922340833068335,0.0477286820646747,9,3.812738810402139,0.5446769729145913,1.2,Strict_075_100_width7,,,,
15,A_BASE,GBPJPY,OOS_2025_2026,2026-04-27 08:00:00,2026-04-27 12:00:00,rebreak,215.835,215.839,213.91193393251277,219.6811321349745,2026-04-30 08:00:00,SL,-1.0103784713650532,0.9568023691096782,3.05749148081559,0.0059115192482778,37,5.665187087195138,0.5150170079268307,1.2,Strict_075_100_width7,,,,
5,A_BASE,SILVER,OOS_2025_2026,2025-03-27 08:00:00,2025-03-27 12:00:00,stagnation+rebreak,34.077,34.078,32.58229402743921,37.06641194512157,2025-04-03 08:00:00,SL,-1.0234003210805398,0.960743420384712,5.520016632624886,0.0091518878549588,24,6.409428189635403,0.3560793438686335,1.2,Strict_075_100_width7,,,,
8,A_BASE,SILVER,OOS_2025_2026,2025-06-25 16:00:00,2025-06-25 20:00:00,rebreak,36.303,36.307,35.19196778899243,38.525064422015134,2025-12-31 20:00:00,TP,1.957848751331096,0.9137819298885136,2.2063486523785754,0.0301684387532527,7,3.674076409418562,0.7348152818837124,1.2,Strict_075_100_width7,,,,
13,A_BASE,SILVER,OOS_2025_2026,2026-03-24 20:00:00,2026-03-25 00:00:00,rebreak,72.727,72.714,59.965619977525954,98.2497600449481,2026-05-06 00:00:00,max_hold,0.2154783584390588,0.8289375115044015,3.6704909804100545,0.2554060184909605,10,4.763862796477056,0.595482849559632,1.2,Strict_075_100_width7,,,,
7,A_BASE,USDJPY,OOS_2025_2026,2025-06-16 16:00:00,2025-06-16 20:00:00,rebreak,144.859,144.86,142.65368996059394,149.26962007881215,2025-07-27 20:00:00,max_hold,1.3198507680198457,0.9993655260824942,3.102204292073849,0.0215672443365136,11,4.902426871210098,0.544714096801122,1.2,Strict_075_100_width7,,,,
10,A_BASE,USDJPY,OOS_2025_2026,2025-11-12 04:00:00,2025-11-12 08:00:00,rebreak,154.619,154.619,152.72687340135292,158.40325319729416,2025-12-23 08:00:00,max_hold,0.7092548674912011,0.9241513897916992,4.506266477923662,0.0137051559799386,21,4.268995011190011,0.6098564301700015,1.2,Strict_075_100_width7,,,,
12,A_BASE,USDJPY,OOS_2025_2026,2026-03-01 20:00:00,2026-03-02 00:00:00,stagnation,156.631,156.633,153.88520701067944,162.12258597864113,2026-04-10 04:00:00,max_hold,0.9815149869302456,0.9957060608857944,2.4155257304089583,0.0488363968374434,30,3.716390382866192,0.7432780765732383,1.2,Strict_075_100_width7,,,,
2,A_BASE,XAUUSD,OOS_2025_2026,2025-01-30 04:00:00,2025-01-30 08:00:00,rebreak,2768.925,2768.955,2727.9987364509316,2850.7775270981374,2025-02-05 00:00:00,TP,1.989256832487368,0.84629505145773,4.1653031075533,1.0704076007595171,15,5.463462493892948,0.6829328117366185,1.2,Strict_075_100_width7,,,,
