trade_id,phase,symbol,period,signal_time,entry_time,trigger_type,signal_close,entry,stop,target,exit_time,exit_reason,r_after_cost,bb_pos,bb_width_atr,macd_hist_slope3,signal_recovery_bars,v_move_atr,v_drop_speed_atr_per_bar,max_recovery_to_drop,candidate,tv_signal_time,tv_entry_time,tv_match,tv_notes
1,B_LIVE,AUDJPY,Research_2015_2024,2015-03-23 00:00:00,2015-03-23 04:00:00,stagnation+rebreak,93.687,93.684,91.89846897224812,97.26406205550374,2015-03-30 08:00:00,SL,-1.0070007184449363,0.9195166897936377,4.779942959880326,0.0274312710782958,9,4.3455996728384,0.7242666121397333,1.2,Strict_075_100_width7,,,,
9,B_LIVE,AUDJPY,Research_2015_2024,2016-10-03 20:00:00,2016-10-04 00:00:00,stagnation,78.242,78.242,76.40482409030155,81.91635181939692,2016-11-09 00:00:00,TP,1.9931960788653929,0.9384965566497756,3.996782438793387,0.0308567682071224,11,4.698578365130716,0.7830963941884528,1.2,Strict_075_100_width7,,,,
22,B_LIVE,AUDJPY,Research_2015_2024,2021-01-29 08:00:00,2021-01-29 12:00:00,rebreak,80.331,80.33,79.12379336643629,82.74541326712743,2021-02-19 12:00:00,TP,1.992124069180496,0.7948008322419725,3.9800172350555374,0.0353885549216901,6,4.015199027479994,0.5018998784349993,1.2,Strict_075_100_width7,,,,
26,B_LIVE,AUDJPY,Research_2015_2024,2022-08-04 04:00:00,2022-08-04 08:00:00,stagnation+rebreak,93.47,93.47,90.38686073559695,99.63627852880606,2022-09-14 08:00:00,max_hold,0.8830285519156242,0.8610122438042894,5.600760104467573,0.0352802722544104,11,5.24075300497273,0.8734588341621216,1.2,Strict_075_100_width7,,,,
10,B_LIVE,CHFJPY,Research_2015_2024,2016-11-30 08:00:00,2016-11-30 12:00:00,rebreak,111.65,111.66,110.13361588844802,114.68276822310398,2016-12-14 20:00:00,TP,1.967242845610372,0.9008411489344242,3.3015015088082587,0.0470570969319105,9,3.620436711821172,0.301703059318431,1.2,Strict_075_100_width7,,,,
18,B_LIVE,CHFJPY,Research_2015_2024,2019-06-03 16:00:00,2019-06-03 20:00:00,rebreak,108.814,108.814,107.85228188305976,110.73743623388046,2019-06-30 20:00:00,TP,1.9792038855796523,0.7927770298321565,3.659279166614601,0.0377869060115842,8,3.9686573127421942,0.6614428854570324,1.2,Strict_075_100_width7,,,,
29,B_LIVE,CHFJPY,Research_2015_2024,2023-03-22 08:00:00,2023-03-22 12:00:00,stagnation+rebreak,144.071,144.07,140.0280093820479,152.15698123590417,2023-04-28 12:00:00,TP,1.995794151543929,0.9286306502313658,4.665646241859375,0.0245833162417465,12,5.067255367178665,0.7238936238826663,1.2,Strict_075_100_width7,,,,
33,B_LIVE,CHFJPY,Research_2015_2024,2024-08-07 00:00:00,2024-08-07 04:00:00,rebreak,171.489,171.475,166.4974545345123,181.47209093097544,2024-09-12 12:00:00,SL,-1.0040180446645146,0.8650987092592426,3.2977227069516153,0.102487426679831,10,4.411782049680807,0.3676485041400671,1.2,Strict_075_100_width7,,,,
16,B_LIVE,EURJPY,Research_2015_2024,2019-02-04 04:00:00,2019-02-04 08:00:00,stagnation,125.62,125.61,124.30161276854348,128.25677446291303,2019-02-08 00:00:00,SL,-1.0095537465510678,0.8991313362507833,5.22980226051283,0.0185393701166352,8,3.9115489003247927,0.4889436125405991,1.2,Strict_075_100_width7,,,,
27,B_LIVE,EURJPY,Research_2015_2024,2022-08-17 04:00:00,2022-08-17 08:00:00,rebreak,137.22,137.23,134.8262764523514,142.00744709529718,2022-09-07 00:00:00,TP,1.9823190982001504,0.7864933792150104,5.674127660721612,0.0748008945751126,8,5.556743344870317,0.6174159272078131,1.2,Strict_075_100_width7,,,,
7,B_LIVE,GBPJPY,Research_2015_2024,2016-05-25 04:00:00,2016-05-25 08:00:00,stagnation+rebreak,161.24,161.25,157.8422962444742,168.03540751105163,2016-06-01 08:00:00,SL,-1.0058690547755362,0.8685966440256565,6.286900254571557,0.0670296080822834,9,5.336791637098479,0.3557861091398985,1.2,Strict_075_100_width7,,,,
8,B_LIVE,GBPJPY,Research_2015_2024,2016-08-23 20:00:00,2016-08-24 00:00:00,stagnation+rebreak,132.33,132.33,130.20645592542664,136.57708814914676,2016-09-01 08:00:00,TP,1.9905817824836056,0.9388213277666424,3.4997096776302112,0.0129242970789549,15,3.963218703317223,0.566174100473889,1.2,Strict_075_100_width7,,,,
13,B_LIVE,GBPJPY,Research_2015_2024,2017-08-15 00:00:00,2017-08-15 04:00:00,rebreak,142.82,142.83,141.12422108733622,146.21155782532753,2017-08-17 16:00:00,SL,-1.011724848895423,0.8871082947142952,4.746902245317641,0.0381711534571685,11,5.403068228772605,0.6753835285965756,1.2,Strict_075_100_width7,,,,
19,B_LIVE,GBPJPY,Research_2015_2024,2020-02-05 08:00:00,2020-02-05 12:00:00,rebreak,143.11,143.1,140.78619649735558,147.7576070052889,2020-02-28 00:00:00,SL,-1.0086437763522806,0.7872789508827015,5.925579719775763,0.0590387519466228,7,4.7252297996789645,0.3937691499732471,1.2,Strict_075_100_width7,,,,
20,B_LIVE,GBPJPY,Research_2015_2024,2020-07-16 12:00:00,2020-07-16 16:00:00,rebreak,135.07,135.06,133.86628363203158,137.47743273593682,2020-07-31 08:00:00,TP,2.0083771993652144,0.9023559555544804,2.8442739120734375,0.0403118901991127,12,3.948083008558404,0.658013834759734,1.2,Strict_075_100_width7,,,,
23,B_LIVE,GBPJPY,Research_2015_2024,2021-10-05 04:00:00,2021-10-05 08:00:00,stagnation,151.42,151.43,149.11487862278616,156.03024275442763,2021-10-15 00:00:00,TP,1.978402860216248,0.9271855465403416,4.6107839100296735,0.0003268901089477,12,3.626607065554219,0.7253214131108437,1.2,Strict_075_100_width7,,,,
24,B_LIVE,GBPJPY,Research_2015_2024,2022-05-23 16:00:00,2022-05-23 20:00:00,stagnation,160.96,160.97,157.653838749436,167.572322501128,2022-06-08 04:00:00,TP,1.984922325477553,0.9190827972654194,4.04375608209509,0.0338628667779235,14,4.802066330561746,0.4001721942134789,1.2,Strict_075_100_width7,,,,
25,B_LIVE,GBPJPY,Research_2015_2024,2022-07-10 20:00:00,2022-07-11 00:00:00,rebreak,164.23,164.27,160.1459602360265,172.39807952794698,2022-08-01 20:00:00,SL,-1.0048496137633531,0.929355369684752,4.367560770080201,0.0694270290196281,15,5.699875468704433,0.7124844335880541,1.2,Strict_075_100_width7,,,,
32,B_LIVE,GBPJPY,Research_2015_2024,2024-05-17 12:00:00,2024-05-17 16:00:00,stagnation,197.76,197.77,194.9231211810245,203.43375763795095,2024-06-27 20:00:00,TP,1.9824369061068663,0.9358308355632182,5.35930999828394,0.0489067372388288,10,4.299324757083199,0.8598649514166399,1.2,Strict_075_100_width7,,,,
3,B_LIVE,SILVER,Research_2015_2024,2015-10-12 04:00:00,2015-10-12 08:00:00,stagnation,15.996,15.994,15.345662498356496,17.296675003287007,2015-11-02 12:00:00,SL,-1.0539842287562833,0.8325721387401661,3.2275800384302165,0.0101448227521133,11,4.607562565680536,0.9215125131361072,1.2,Strict_075_100_width7,,,,
4,B_LIVE,USDJPY,Research_2015_2024,2015-12-07 08:00:00,2015-12-07 12:00:00,stagnation,123.446,123.446,122.22747242333423,125.88305515333153,2015-12-09 12:00:00,SL,-1.008206625924178,0.7666873840652738,4.5598866587058025,0.0315222033906536,11,4.936890029263023,0.8228150048771705,1.2,Strict_075_100_width7,,,,
6,B_LIVE,USDJPY,Research_2015_2024,2016-04-19 08:00:00,2016-04-19 12:00:00,rebreak,109.45,109.452,107.74083699082486,112.86832601835027,2016-04-29 00:00:00,SL,-1.0058439785960611,0.7780778427459879,4.94145205384279,0.0758796455058078,8,4.868107770801965,0.6954439672574235,1.2,Strict_075_100_width7,,,,
