symbol,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
USDJPY,1292,38.54489164086687,-136.88221289313418,-0.10594598521140416,0.8121423378265252,141.36375288972096,12,1.739218755383228,1.500000000000015,31.689628482972136,20.897832817337463
