structure,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
classic_6pivot,observe_loose,fixed_2R,26,42.30769230769231,3.72492817211214,0.14326646815815922,1.2956872836436764,7.743562113072246,4,2.0,2.0,31.192307692307693,26.923076923076923
ihs_5pivot,context,fixed_1_5R,44,47.72727272727273,3.6378795083688846,0.08267907973565647,1.1862608248737143,4.667906387562494,4,1.4999999999999987,1.5,33.27272727272727,29.545454545454547
ihs_5pivot,context,fixed_2R,43,46.51162790697674,2.0699693267552073,0.048138821552446684,1.1060419261125571,6.240010968435536,4,2.0,2.0,38.906976744186046,11.627906976744185
role_ab_5pivot,strict_synapse,fixed_2R,1,100.0,1.9891953407372962,1.9891953407372962,inf,0.0,0,2.0,2.0,17.0,100.0
role_ab_5pivot,strict_synapse,fixed_1_5R,1,100.0,1.4891953407373115,1.4891953407373115,inf,0.0,0,1.5000000000000153,1.5000000000000153,8.0,100.0
classic_6pivot,basic_role,half_wave,1,100.0,1.1910636368656882,1.1910636368656882,inf,0.0,0,1.2057772086614207,1.2057772086614207,5.0,100.0
role_ab_5pivot,diag_break,fixed_2R,16,37.5,0.9560035768509274,0.05975022355318296,1.1047958639041606,5.092206979503141,5,2.0,2.0,23.5625,31.25
classic_6pivot,observe_loose,half_wave,3,66.66666666666666,0.706836873856477,0.23561229128549233,1.7003362783941882,1.0092821058437726,1,1.482621211793125,1.2057772086614207,13.666666666666666,66.66666666666666
classic_6pivot,observe_loose,fixed_1_5R,27,44.44444444444444,0.2492233862704391,0.009230495787794042,1.0198391148797243,6.873533008679784,4,1.5000000000000016,1.5,29.62962962962963,25.925925925925924
ihs_5pivot,diag_break,fixed_1_5R,94,43.61702127659575,0.1606170514939116,0.0017086920371692722,1.003349428435075,10.444457920160787,5,1.4999999999999993,1.5,30.074468085106382,30.851063829787233
role_ab_5pivot,context,fixed_2R,4,25.0,-0.04562017596168122,-0.011405043990420305,0.977580190642693,2.0274044022288287,3,2.0,2.0,23.0,25.0
classic_6pivot,strict_synapse,fixed_1_5R,5,40.0,-0.058442686970491486,-0.011688537394098298,0.9808029913049718,1.0249459338916034,2,1.5000000000000007,1.5,34.4,40.0
ihs_5pivot,strict_synapse,fixed_1_5R,7,42.857142857142854,-0.36437247769377623,-0.05205321109911089,0.8638143639325286,1.0071063786736092,3,1.4999999999999998,1.5,48.714285714285715,14.285714285714285
