symbol,strategy,signal_time,period,pullback_time,bars_after_reclaim,pullback_depth_atr,pullback_hold_level,pullback_high,pullback_low,breakout_atr,signal_range_atr,atr_expansion,bb_expansion,body_ratio,close_location,risk_atr,adx14,rsi14,pair_key,v_start_i,v_low_i,v_start_time,v_low_time,reclaim_time,v_start,v_low,drop,drop_atr,drop_bars,recovery_bars,recovery_ratio,drop_speed,recovery_speed,speed_ratio,activity_ratio,reclaim_i,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,mfe_r,mae_r
XAUUSD,IGNITION_BALANCED,2016-11-02 04:00:00,DEV_2015_2021,2016-11-01 12:00:00,5,1.019852627975866,1282.0351932918418,1291.822,1285.071,0.7012414245155776,1.019852627975866,1.1992336889270534,2.0183702993984562,0.9149864892953887,0.956557888172971,2.382342046312522,47.098347287778694,78.18975219274108,4514-4521,4514,4521,2016-10-28 16:00:00,2016-10-31 16:00:00,2016-11-01 08:00:00,1284.158,1271.189,12.968999999999824,2.622423153320608,7,4,1.1874469889737123,0.37463187904580114,0.7784971193063759,2.0780322307039962,1.2962681978262318,4525,2016-11-02 08:00:00,1295.128,1283.891662939912,1311.9825055901317,2016-11-07 08:00:00,1283.891662939912,stop,20,11.236337060087862,-1.0,-1.0311489409874823,1.1420981705491609,1.015455476191512
CHFJPY,IGNITION_BALANCED,2016-11-08 12:00:00,DEV_2015_2021,2016-11-07 16:00:00,6,1.067380951459408,106.7904425606578,107.327,106.952,0.47269727850346327,1.067380951459408,1.007880651495609,1.8210644261356574,0.5771428571428613,0.8457142857142773,1.8663197264956841,39.493126553912795,72.57595836264419,4555-4569,4555,4569,2016-11-01 16:00:00,2016-11-04 00:00:00,2016-11-07 12:00:00,106.938,105.541,1.3970000000000056,3.8718900011618698,14,10,1.0300644237652121,0.27656357151156213,0.39882961429290886,1.4420901932712973,1.2401295996297275,4579,2016-11-08 16:00:00,107.483,106.87002364480989,108.40246453278517,2016-11-09 00:00:00,106.87002364480989,stop,3,0.6129763551901135,-1.0,-1.0326276859305727,0.38663807827708074,3.1110498534785376
CHFJPY,IGNITION_BALANCED,2016-12-01 08:00:00,DEV_2015_2021,2016-11-30 20:00:00,4,1.1299758060895235,111.67833177266527,112.851,112.144,0.09825876574692961,1.1299758060895235,1.0634306403672735,1.2645241965024343,0.8298676748582423,0.964083175803419,1.8584532740745245,30.02850569822538,71.03660562229756,4662-4674,4662,4674,2016-11-25 00:00:00,2016-11-28 20:00:00,2016-11-30 16:00:00,111.889,110.247,1.641999999999996,3.5162267021533573,12,11,1.3130328867235148,0.2930188918461131,0.4197201179184297,1.4323995127892888,1.2733864470503986,4685,2016-12-01 12:00:00,112.897,112.02696209592516,114.20205685611228,2016-12-04 20:00:00,112.02696209592516,stop,10,0.8700379040748487,-1.0,-1.0229875042298038,0.2884931780838795,2.227489159866853
GBPJPY,IGNITION_BALANCED,2016-12-01 08:00:00,DEV_2015_2021,2016-11-30 20:00:00,4,1.524013312736371,141.34386146607991,143.66,142.63,0.34413203835982464,1.5363037426777824,1.1979179996806502,1.090010037351648,1.0,1.0,1.8600463223263244,30.17972752565187,71.51714203432567,6169-6182,6169,6182,2016-11-25 00:00:00,2016-11-29 00:00:00,2016-11-30 16:00:00,141.71,138.5,3.210000000000008,3.845503832532259,13,10,1.3676012461059113,0.2958079871178661,0.5259115833276176,1.7778816199376848,1.2480838017373548,6192,2016-12-01 12:00:00,143.92,142.42658970337772,146.1601154449334,2016-12-12 08:00:00,146.1601154449334,target,44,1.4934102966222724,1.5000000000000095,1.4866078330615486,1.5601874483321165,0.9106673518161562
CHFJPY,IGNITION_BALANCED,2017-03-01 12:00:00,DEV_2015_2021,2017-03-01 00:00:00,4,1.194706962705923,112.09242554960012,112.755,112.127,0.354722969924556,1.194706962705923,1.1258563582102599,1.3695743584223297,0.6247030878859547,0.9833729216151903,2.3868511708255054,29.406737472077204,70.06794365076014,5061-5072,5061,5072,2017-02-23 08:00:00,2017-02-27 00:00:00,2017-02-28 20:00:00,112.251,111.075,1.176000000000002,3.4177622499078066,11,11,1.0765306122448886,0.3107056590825279,0.33448415340006543,1.0765306122448888,1.0885412164693102,5083,2017-03-01 16:00:00,112.88,112.03890308311118,114.14164537533321,2017-03-10 12:00:00,114.14164537533321,target,43,0.8410969168888158,1.4999999999999916,1.4762215273906882,1.563434574060895,0.9523278280021156
GBPJPY,IGNITION_BALANCED,2017-03-31 00:00:00,DEV_2015_2021,2017-03-30 20:00:00,2,1.3629768861421092,139.11888823045885,139.57,139.33,0.6814884430710546,1.3629768861421092,1.1329150829665968,1.965174749021491,0.7428571428571289,0.7999999999999756,1.3987948040340288,21.24662970181111,65.93879165495869,6706-6713,6706,6713,2017-03-28 08:00:00,2017-03-29 12:00:00,2017-03-30 16:00:00,139.35,137.51,1.8400000000000034,3.5440261928043113,7,7,1.0163043478260876,0.5062894561149016,0.5145441755080796,1.0163043478260876,1.1398601398601345,6720,2017-03-31 04:00:00,139.91,139.20160457247715,140.97259314128428,2017-03-31 04:00:00,139.20160457247715,stop,1,0.708395427522845,-1.0,-1.028232819161353,0.08469845748413916,1.044614308971023
XAUUSD,IGNITION_BALANCED,2017-04-12 16:00:00,DEV_2015_2021,2017-04-11 16:00:00,7,1.9750891493209248,1268.0056456372793,1279.742,1268.778,0.3082735680553309,1.9750891493209248,1.0702403951731716,2.0665062785544746,0.6851317214002315,0.8105377120173276,2.5119795797077007,27.656790319970252,75.5124422544189,5213-5220,5213,5220,2017-04-07 12:00:00,2017-04-10 12:00:00,2017-04-11 12:00:00,1270.531,1247.108,23.423000000000002,4.211529451716181,7,6,1.0340263843231023,0.6016470645308831,0.7258054285713902,1.2063641150436193,1.3048439623560768,5226,2017-04-12 20:00:00,1281.471,1267.375025354044,1302.614961968934,2017-04-23 20:00:00,1267.375025354044,stop,39,14.095974645955948,-1.0,-1.0248297835936127,0.9897151740410147,1.1379135109754006
CHFJPY,IGNITION_BALANCED,2017-04-26 00:00:00,DEV_2015_2021,2017-04-25 16:00:00,3,0.9479273577850865,111.32663731184883,111.925,111.687,0.21984350193021748,0.9479273577850865,1.3817832428187093,1.7531302567273217,0.5910224438902668,0.6683291770573646,1.032453754181704,38.91376287091728,74.80519884497122,5319-5325,5319,5325,2017-04-23 20:00:00,2017-04-24 20:00:00,2017-04-25 12:00:00,111.517,110.035,1.4819999999999993,3.2351539994632756,6,4,1.1410256410256432,0.5391923332438793,0.9228484165135644,1.711538461538465,2.0014924054237198,5329,2017-04-26 04:00:00,112.018,111.58124295102714,112.67313557345929,2017-05-02 04:00:00,112.67313557345929,target,26,0.43675704897286494,1.4999999999999838,1.454207951429629,1.888922003526173,0.931868188406234
XAUUSD,IGNITION_BALANCED,2017-06-06 00:00:00,DEV_2015_2021,2017-06-02 16:00:00,10,1.3203781530358714,1272.22343866597,1283.381,1275.168,0.28481608389597557,1.3203781530358714,1.0875588399257698,2.959293475058822,0.7562684365781487,0.9076327433628358,2.534127619825888,31.440233269790273,72.33049127048974,5444-5452,5444,5452,2017-05-31 16:00:00,2017-06-02 00:00:00,2017-06-02 12:00:00,1274.072,1259.029,15.042999999999893,3.0340233001370103,8,3,1.1575483613640987,0.3792529125171263,1.1706762331380303,3.086795630304263,1.5591482424276804,5455,2017-06-06 04:00:00,1284.551,1274.1410214810944,1300.1659677783582,2017-06-08 12:00:00,1274.1410214810944,stop,15,10.409978518905518,-1.0,-1.033621587149724,1.1053817238049288,1.271856611034778
EURJPY,IGNITION_BALANCED,2017-07-07 00:00:00,DEV_2015_2021,2017-07-06 20:00:00,2,1.687066797808002,128.83862010419648,129.32,129.16,0.8931530106042985,1.687066797808002,1.055087516531901,1.2174885122532144,0.647058823529429,0.6911764705882556,1.540109904206195,17.93404497988055,68.97344747858949,5565-5570,5565,5570,2017-07-05 04:00:00,2017-07-06 00:00:00,2017-07-06 16:00:00,129.02,127.99,1.0300000000000153,2.582601816496586,5,4,1.242718446601938,0.5165203632993172,0.8023617293969952,1.5533980582524227,1.175468483816025,5574,2017-07-07 04:00:00,129.68,129.05923339122026,130.61114991316964,2017-07-11 12:00:00,130.61114991316964,target,16,0.6207666087797463,1.5000000000000229,1.4798636076374245,1.7075660723499062,0.27385493613161377
USDJPY,IGNITION_BALANCED,2017-09-12 08:00:00,DEV_2015_2021,2017-09-11 20:00:00,4,0.910646710543906,109.22354014462294,109.596,109.239,0.652325723885339,0.910646710543906,1.0611664252625321,1.6884286178266144,0.8710601719198028,0.8767908309455775,1.8338468575936075,31.853023872087665,67.2186441177196,5926-5937,5926,5937,2017-09-06 16:00:00,2017-09-08 12:00:00,2017-09-11 16:00:00,109.396,107.318,2.078000000000003,5.064413185080985,11,8,1.0365736284889284,0.4604011986437259,0.656204643928321,1.4252887391722766,1.2164938647388919,5945,2017-09-12 12:00:00,109.843,109.14318896923497,110.89271654614755,2017-09-14 12:00:00,110.89271654614755,target,13,0.6998110307650336,1.5,1.4857104281579288,1.709032792313277,0.2543543787890963
GBPJPY,IGNITION_BALANCED,2017-11-29 12:00:00,DEV_2015_2021,2017-11-29 08:00:00,2,1.6759401388001933,148.69102965092375,149.66,149.11,1.0545241322787937,1.6759401388001933,1.4953932583583098,1.1009251938464897,0.8314606741573264,0.9887640449438303,2.34021747648117,20.087089355683414,70.61391019438096,7778-7791,7778,7791,2017-11-24 16:00:00,2017-11-28 16:00:00,2017-11-29 04:00:00,148.93,146.95,1.9800000000000182,3.961178361343915,13,3,1.1414141414141408,0.3047060277956858,1.507114999433879,4.946127946127942,1.329053982952759,7794,2017-11-29 16:00:00,150.24,148.97723869495763,152.13414195756357,2017-11-30 16:00:00,152.13414195756357,target,7,1.2627613050423747,1.5,1.484161693963761,1.6155072156978514,0.43555341599698044
EURJPY,IGNITION_BALANCED,2017-12-01 04:00:00,DEV_2015_2021,2017-11-30 20:00:00,3,0.8915752332054094,133.03848811111285,134.12,133.79,0.16717035622602416,0.8915752332054094,1.1734547128497206,1.0835412138491591,0.6875000000000111,0.6875000000000111,1.3366073154691491,28.403392913247536,76.92536049113973,6200-6213,6200,6213,2017-11-24 16:00:00,2017-11-28 16:00:00,2017-11-30 16:00:00,133.2,131.71,1.4899999999999807,3.962758248956755,13,12,1.4295302013422975,0.3048275576120581,0.47207354979183336,1.548657718120822,1.0873942811115507,6225,2017-12-01 08:00:00,134.23,133.70027117284047,135.02459324073925,2017-12-01 08:00:00,133.70027117284047,stop,1,0.5297288271595164,-1.0,-1.0235969789807655,0.18877583184633803,1.453573905216438
CHFJPY,IGNITION_BALANCED,2017-12-01 12:00:00,DEV_2015_2021,2017-11-30 20:00:00,5,1.5088781189050717,113.83453139796751,114.532,114.159,0.22424940196044277,1.5088781189050717,1.2668045487506852,1.4781595582497997,0.4564755838641364,0.9405520169851546,1.669178358120922,22.354947154837337,70.47782957001382,6278-6291,6278,6291,2017-11-24 16:00:00,2017-11-28 16:00:00,2017-11-30 16:00:00,113.975,112.964,1.0109999999999957,3.160048275370927,13,12,1.3570722057368998,0.2430806365669944,0.35736780694105924,1.4701615562149748,1.2572142303385332,6303,2017-12-01 16:00:00,114.602,114.08096188775974,115.3835571683604,2017-12-04 20:00:00,114.08096188775974,stop,9,0.5210381122402623,-1.0,-1.0383849079945764,1.0882121416456705,1.0728581784478564
SILVER,IGNITION_BALANCED,2018-01-15 00:00:00,DEV_2015_2021,2018-01-12 20:00:00,3,1.3609810410250074,17.134355012884484,17.277,17.197,0.5258335840323667,1.3609810410250074,1.0652250988702774,1.1934663738489832,0.8409090909090866,0.9924242424242332,1.6006705785929731,17.630238503857225,71.41526463842754,6420-6427,6420,6427,2018-01-10 08:00:00,2018-01-11 12:00:00,2018-01-12 16:00:00,17.178,16.861,0.31700000000000017,3.1118224809706754,7,7,1.148264984227131,0.4445460687100965,0.5104566845756321,1.148264984227131,1.1494992846924221,6434,2018-01-15 04:00:00,17.329,17.172752784935824,17.563370822596266,2018-01-16 08:00:00,17.172752784935824,stop,8,0.15624721506417671,-1.0,-1.224003992555159,0.5632100384244032,3.03365407060414
EURJPY,IGNITION_BALANCED,2018-02-01 16:00:00,DEV_2015_2021,2018-02-01 12:00:00,2,1.706447540538303,135.90694658536606,136.64,135.97,0.3545865019300877,1.706447540538303,1.0927032812483939,1.4752220476192501,0.8051948051948004,0.987012987012999,2.0894174787621016,24.935966440452777,72.31450813481626,6463-6476,6463,6476,2018-01-26 08:00:00,2018-01-30 08:00:00,2018-02-01 08:00:00,136.11,134.14,1.9700000000000273,4.828498401063218,13,12,1.0913705583756224,0.37142295392793984,0.4391400830070136,1.1823181049069242,1.1868740677605065,6488,2018-02-01 20:00:00,136.79,135.85719254742557,138.18921117886163,2018-02-05 20:00:00,135.85719254742557,stop,14,0.9328074525744228,-1.0,-1.0134004075176397,0.7289821689602699,2.0475822686972047
XAUUSD,IGNITION_BALANCED,2018-08-27 12:00:00,DEV_2015_2021,2018-08-24 16:00:00,7,1.5422820031252524,1199.4715138752322,1208.348,1203.111,0.2243005570200311,1.5422820031252524,1.0608999118585607,1.3890803776135727,0.47126276045307874,0.57894000839043,1.6037832657834306,25.59728227764804,67.16651743634145,7408-7417,7408,7417,2018-08-22 12:00:00,2018-08-24 00:00:00,2018-08-24 12:00:00,1201.558,1183.118,18.440000000000055,3.5062243796662194,9,3,1.3671366594360066,0.3895804866295799,1.5978292952166533,4.101409978308021,1.144361599965451,7420,2018-08-27 16:00:00,1209.388,1201.9518410417957,1220.5422384373064,2018-08-28 16:00:00,1201.9518410417957,stop,7,7.43615895820426,-1.0,-1.0470673101486063,0.6523529186594431,1.3164054258415032
GBPJPY,IGNITION_BALANCED,2018-09-11 04:00:00,DEV_2015_2021,2018-09-11 00:00:00,2,1.1950716851296492,144.11277573677998,145.29,144.75,0.7967144567531355,1.1950716851296492,1.0860203633903878,1.8573905980011327,0.6825396825396983,0.8412698412698492,2.0710616154356583,21.410982043405827,73.07472734712888,9018-9023,9018,9023,2018-09-07 08:00:00,2018-09-10 04:00:00,2018-09-10 20:00:00,144.35,143.04,1.3100000000000023,2.530624171463408,5,4,1.3053435114503855,0.5061248342926815,0.8258334605348168,1.631679389312982,1.2192857142857212,9027,2018-09-11 08:00:00,145.7,144.61820874265555,147.32268688601664,2018-09-11 12:00:00,144.61820874265555,stop,2,1.0817912573444346,-1.0,-1.0184878550868284,0.055463565260537785,1.1277591602975578
EURJPY,IGNITION_BALANCED,2018-09-14 04:00:00,DEV_2015_2021,2018-09-13 16:00:00,4,0.9363256123489211,129.73217724496257,131.0,130.58,0.1518365857863154,0.9363256123489211,1.0297113156178688,1.4022598115280898,0.8648648648648358,1.0,1.4646926862904566,27.791183952326634,70.70290961612409,7428-7444,7428,7444,2018-09-05 12:00:00,2018-09-10 04:00:00,2018-09-13 12:00:00,129.91,127.86,2.049999999999997,4.749971213871852,16,20,1.336585365853658,0.29687320086699076,0.31743710063436265,1.0692682926829262,1.0675790100006786,7464,2018-09-14 08:00:00,131.04,130.48120958053477,131.87818562919784,2018-09-14 16:00:00,130.48120958053477,stop,3,0.5587904194652253,-1.0,-1.0223697464461745,0.07158318862786041,1.5032469611843056
USDJPY,IGNITION_BALANCED,2018-09-28 00:00:00,DEV_2015_2021,2018-09-27 20:00:00,2,1.3517749543852446,113.03746157500383,113.426,113.334,0.43367524133857416,1.3517749543852446,1.1104839495476433,1.2353996926572137,0.43686006825937657,0.6109215017064783,1.1081233498827252,23.324653223466875,71.99901719358002,7622-7625,7622,7625,2018-09-26 16:00:00,2018-09-27 04:00:00,2018-09-27 16:00:00,113.135,112.561,0.5739999999999981,2.608711818834165,3,3,1.4076655052264728,0.869570606278055,1.2240645468164888,1.407665505226473,1.5917027153802288,7628,2018-09-28 04:00:00,113.52,113.27981198611324,113.88028202083012,2018-10-01 00:00:00,113.88028202083012,target,7,0.24018801388675115,1.5,1.4583659490822638,1.84022505056564,0.8493346387225621
SILVER,IGNITION_BALANCED,2018-12-04 08:00:00,DEV_2015_2021,2018-12-04 04:00:00,2,1.298763572431792,14.338917709681418,14.509,14.43,0.33201474783969787,1.298763572431792,1.2457778018795769,1.0401142331750726,0.5037593984962319,0.5939849624060103,1.3534607795849156,24.81792263521489,64.29285770460439,7841-7852,7841,7852,2018-11-28 16:00:00,2018-11-30 12:00:00,2018-12-04 00:00:00,14.385,14.046,0.3390000000000004,3.334284391725224,11,10,1.165191740412982,0.30311676288411127,0.3885080633426154,1.28171091445428,1.317775455706491,7862,2018-12-04 12:00:00,14.543,14.404398727600787,14.750901908598816,2018-12-06 04:00:00,14.404398727600787,stop,11,0.13860127239921205,-1.0,-1.2525229342714108,0.8008584486893332,1.284259494294592
XAUUSD,IGNITION_BALANCED,2019-02-18 00:00:00,DEV_2015_2021,2019-02-17 20:00:00,3,1.1025780921962525,1316.2711892043749,1321.445,1320.405,0.7646068992642301,1.1025780921962525,1.174423230268341,1.9113928907031326,0.7741133950757186,0.839620510503767,1.2736268260507875,16.769910174011336,66.97246161938722,8167-8173,8167,8173,2019-02-13 12:00:00,2019-02-14 12:00:00,2019-02-15 16:00:00,1318.078,1302.288,15.789999999999964,3.5927053368652833,6,7,1.2075364154528214,0.5987842228108805,0.6197603606080752,1.0350312132452757,1.4851797838130738,8180,2019-02-18 04:00:00,1324.515,1319.4012162246527,1332.1856756630214,2019-02-19 12:00:00,1332.1856756630214,target,9,5.113783775347429,1.5000000000000222,1.4315575285589301,2.8966809413042665,0.6374927339939217
USDJPY,IGNITION_BALANCED,2019-03-01 00:00:00,DEV_2015_2021,2019-02-28 16:00:00,3,1.6927351133780084,111.12473895936918,111.493,111.272,0.7289881145204814,1.6927351133780084,1.26922018434462,2.3363832583289352,0.7493917274939317,0.7591240875912325,1.889193613441472,20.414773187891125,69.02246943414926,8280-8290,8280,8290,2019-02-25 16:00:00,2019-02-27 08:00:00,2019-02-28 12:00:00,111.234,110.351,0.8829999999999956,3.683130421789809,10,7,1.0724801812004614,0.3683130421789809,0.5642977688780095,1.5321145445720878,1.3266727217680732,8297,2019-03-01 04:00:00,111.67,111.21129942187177,112.35805086719235,2019-03-08 04:00:00,111.21129942187177,stop,32,0.45870057812823006,-1.0,-1.021800713748382,1.0180933320503656,1.5652912471352634
USDJPY,IGNITION_BALANCED,2019-04-12 00:00:00,DEV_2015_2021,2019-04-11 20:00:00,2,1.0520094802531643,111.50243224893694,111.671,111.585,0.49955757442185117,1.0520094802531643,1.0872907096084354,1.7039554095956202,0.62569832402231,0.6648044692737342,1.2549922967781908,31.353794636219344,68.75935125600923,8468-8478,8468,8478,2019-04-09 00:00:00,2019-04-10 16:00:00,2019-04-11 16:00:00,111.579,110.843,0.73599999999999,4.184419467046367,10,6,1.0801630434782779,0.41844194670463664,0.7533092111190928,1.8002717391304632,1.3044559929234796,8484,2019-04-12 04:00:00,111.756,111.54246236052052,112.07630645921923,2019-04-12 16:00:00,112.07630645921923,target,4,0.21353763947948323,1.5,1.4531698485364604,1.578176104322734,0.1498564846834464
