label,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_2024_2026_trades,oos_2024_2026_r
IGNITION_BALANCED_DEV_2015_2021,43,37.2093023255814,-4.8655787860482835,-0.11315299502437869,0.8276019684126982,7.3873111987297495,7,1.0424416425816094,1.122456364785564,0,0.0
IGNITION_BALANCED_OOS_2024_2026,12,50.0,2.757792068564272,0.22981600571368932,1.4471991376460565,3.133030728209543,3,0.9504682863967732,0.8020669488400576,12,2.757792068564272
IGNITION_BALANCED_VALID_2022_2023,10,50.0,2.351399136525516,0.2351399136525516,1.4640581962631927,3.043035581147871,4,1.2449437331802833,0.8264614131158148,0,0.0
IGNITION_EARLY_DEV_2015_2021,44,43.18181818181818,1.5978698199360872,0.03631522318036562,1.06079076120572,7.204858277945609,7,1.173164517266296,1.1144925111097117,0,0.0
IGNITION_EARLY_OOS_2024_2026,16,50.0,3.6564076937875223,0.22852548086172014,1.443368780553211,3.0433439696482005,3,1.0977832745604381,0.8145783026659092,16,3.6564076937875223
IGNITION_EARLY_VALID_2022_2023,13,46.15384615384615,1.7742894177426127,0.13648380136481636,1.2499361765186856,4.045348559298903,5,1.1662685838902183,0.8997235454952622,0,0.0
IGNITION_STRICT_DEV_2015_2021,5,40.0,-0.14107826262768852,-0.028215652525537704,0.954171708265519,1.033621587149724,2,1.121130310791952,1.1300093837434642,0,0.0
IGNITION_STRICT_OOS_2024_2026,2,100.0,2.9807184227548498,1.4903592113774249,inf,0.0,0,1.7873701845673042,0.6461287012944575,2,2.9807184227548498
IGNITION_STRICT_VALID_2022_2023,1,100.0,1.4843234752443848,1.4843234752443848,inf,0.0,0,1.590226671211047,0.24957027410961763,0,0.0
