label,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_2024_2026_trades,oos_2024_2026_r
IGNITION_STRICT,8,62.5,4.3239636353715465,0.5404954544214433,2.4046094929170363,1.033621587149724,2,1.3463273242881768,0.8989843244269817,2,2.9807184227548498
IGNITION_EARLY,73,45.20547945205479,7.028566931466223,0.09628173878720853,1.168831769647873,9.30498391313468,9,1.1554145581268065,1.0105113619578119,16,3.6564076937875223
IGNITION_BALANCED,65,41.53846153846154,0.24361241904150566,0.003747883369869318,1.0061741583341492,11.188307187120797,9,1.0566161138395893,1.0177698646618172,12,2.757792068564272
