symbol,timeframe,filter,filter_description,box_bars,box_atr,signal_i,signal_time,direction,close,p0,p1,p2,wave1_atr,retrace,recovery,wave1_bars,adjust_bars,adjust_ratio,setup_age,box_high,box_low,box_width_atr,chase_atr,signal_body_ratio,ema_ok,upper_align,upper_oppose,upper_context,stop,pivots,entry_i,entry_time,entry,target_model,target,planned_rr,exit_i,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,sample
USDJPY,M30,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,703,2014-01-22 13:30:00,long,104.436,103.969,104.569,104.231,5.8577600761023865,0.5633333333333388,0.6065088757396675,4,6,1.5,6,104.412,104.261,1.4742029524858484,0.234310403044101,0.863013698630249,True,0,1,"H1中立,H4逆",104.21051435387571,683-687-693,704,2014-01-22 14:00:00,104.435,fixed_1_5R,104.77172846918644,1.5,724,2014-01-23 00:00:00,104.77172846918644,TP,20,0.22448564612429323,1.5,1.4554537219967547,IS_2014_2024
USDJPY,M30,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,703,2014-01-22 13:30:00,long,104.436,103.969,104.569,104.231,5.8577600761023865,0.5633333333333388,0.6065088757396675,4,6,1.5,6,104.412,104.261,1.4742029524858484,0.234310403044101,0.863013698630249,True,0,1,"H1中立,H4逆",104.21051435387571,683-687-693,704,2014-01-22 14:00:00,104.435,fixed_2R,104.88397129224859,2.0,739,2014-01-23 07:30:00,104.21051435387571,SL,35,0.22448564612429323,-1.0,-1.0445462780032453,IS_2014_2024
USDJPY,M30,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,703,2014-01-22 13:30:00,long,104.436,103.969,104.569,104.231,5.8577600761023865,0.5633333333333388,0.6065088757396675,4,6,1.5,6,104.412,104.261,1.4742029524858484,0.234310403044101,0.863013698630249,True,0,1,"H1中立,H4逆",104.21051435387571,683-687-693,704,2014-01-22 14:00:00,104.435,fixed_1_5R,104.77172846918644,1.5,724,2014-01-23 00:00:00,104.77172846918644,TP,20,0.22448564612429323,1.5,1.4554537219967547,IS_2014_2024
USDJPY,M30,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,703,2014-01-22 13:30:00,long,104.436,103.969,104.569,104.231,5.8577600761023865,0.5633333333333388,0.6065088757396675,4,6,1.5,6,104.412,104.261,1.4742029524858484,0.234310403044101,0.863013698630249,True,0,1,"H1中立,H4逆",104.21051435387571,683-687-693,704,2014-01-22 14:00:00,104.435,fixed_2R,104.88397129224859,2.0,739,2014-01-23 07:30:00,104.21051435387571,SL,35,0.22448564612429323,-1.0,-1.0445462780032453,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1618,2014-01-24 18:30:00,long,102.452,102.001,102.718,102.087,4.959139009261645,0.8800557880055807,0.5784469096671866,9,4,0.4444444444444444,10,102.436,102.193,1.6807123838920885,0.1106641898858333,0.8690476190475063,True,0,2,"H1逆,H4逆",102.0580836901865,1590-1599-1603,1619,2014-01-24 18:45:00,102.451,fixed_1_5R,103.04037446472023,1.500000000000018,1632,2014-01-26 22:00:00,102.0580836901865,SL,13,0.39291630981348646,-1.0,-1.0254507124042211,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1618,2014-01-24 18:30:00,long,102.452,102.001,102.718,102.087,4.959139009261645,0.8800557880055807,0.5784469096671866,9,4,0.4444444444444444,10,102.436,102.193,1.6807123838920885,0.1106641898858333,0.8690476190475063,True,0,2,"H1逆,H4逆",102.0580836901865,1590-1599-1603,1619,2014-01-24 18:45:00,102.451,fixed_2R,103.23683261962697,2.0,1632,2014-01-26 22:00:00,102.0580836901865,SL,13,0.39291630981348646,-1.0,-1.0254507124042211,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1739,2014-01-28 00:45:00,long,102.73,102.197,102.8,102.482,6.4427274004771915,0.5273631840796033,0.7798742138364979,11,9,0.8181818181818182,5,102.723,102.541,1.9445711225321285,0.07479119702051905,0.4883720930232827,True,0,2,"H1逆,H4逆",102.4632812195048,1709-1720-1729,1740,2014-01-28 01:00:00,102.73,fixed_1_5R,103.13007817074282,1.5,1773,2014-01-28 09:15:00,103.13007817074282,TP,33,0.2667187804952107,1.5,1.4625073270752658,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1739,2014-01-28 00:45:00,long,102.73,102.197,102.8,102.482,6.4427274004771915,0.5273631840796033,0.7798742138364979,11,9,0.8181818181818182,5,102.723,102.541,1.9445711225321285,0.07479119702051905,0.4883720930232827,True,0,2,"H1逆,H4逆",102.4632812195048,1709-1720-1729,1740,2014-01-28 01:00:00,102.73,fixed_2R,103.26343756099043,2.0,1824,2014-01-28 22:00:00,103.26343756099043,TP,84,0.2667187804952107,2.0,1.9625073270752658,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1854,2014-01-29 05:30:00,long,103.353,102.824,103.442,103.076,8.306581430181714,0.5922330097087422,0.7568306010928997,12,15,1.25,7,103.3,103.18,1.612928433044876,0.7123767245948409,0.9368421052631547,True,0,1,"H1中立,H4逆",103.06112023254826,1815-1827-1842,1855,2014-01-29 05:45:00,103.352,fixed_1_5R,103.78831965117762,1.5,1868,2014-01-29 09:00:00,103.06112023254826,SL,13,0.2908797674517416,-1.0,-1.0343784653281187,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1854,2014-01-29 05:30:00,long,103.353,102.824,103.442,103.076,8.306581430181714,0.5922330097087422,0.7568306010928997,12,15,1.25,7,103.3,103.18,1.612928433044876,0.7123767245948409,0.9368421052631547,True,0,1,"H1中立,H4逆",103.06112023254826,1815-1827-1842,1855,2014-01-29 05:45:00,103.352,fixed_2R,103.93375953490349,2.0,1868,2014-01-29 09:00:00,103.06112023254826,SL,13,0.2908797674517416,-1.0,-1.0343784653281187,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,2339,2014-02-05 06:45:00,short,101.325,101.765,101.237,101.538,6.032415656347066,0.570075757575755,0.7076411960132641,12,6,0.5,6,101.529,101.38,1.7023294181736903,0.6283766308693948,0.8260869565217213,True,2,0,"H1順,H4順",101.55550542502635,2310-2322-2328,2340,2014-02-05 07:00:00,101.325,fixed_1_5R,100.97924186246047,1.5000000000000309,2365,2014-02-05 13:15:00,100.97924186246047,TP,25,0.23050542502635096,1.5000000000000309,1.4566170731173003,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,2339,2014-02-05 06:45:00,short,101.325,101.765,101.237,101.538,6.032415656347066,0.570075757575755,0.7076411960132641,12,6,0.5,6,101.529,101.38,1.7023294181736903,0.6283766308693948,0.8260869565217213,True,2,0,"H1順,H4順",101.55550542502635,2310-2322-2328,2340,2014-02-05 07:00:00,101.325,fixed_2R,100.8639891499473,2.0,2365,2014-02-05 13:15:00,100.8639891499473,TP,25,0.23050542502635096,2.0,1.9566170731172694,IS_2014_2024
USDJPY,M15,context,base + 上位足1つ以上順行、明確な逆行なし。,8,2.0,2339,2014-02-05 06:45:00,short,101.325,101.765,101.237,101.538,6.032415656347066,0.570075757575755,0.7076411960132641,12,6,0.5,6,101.529,101.38,1.7023294181736903,0.6283766308693948,0.8260869565217213,True,2,0,"H1順,H4順",101.55550542502635,2310-2322-2328,2340,2014-02-05 07:00:00,101.325,fixed_1_5R,100.97924186246047,1.5000000000000309,2365,2014-02-05 13:15:00,100.97924186246047,TP,25,0.23050542502635096,1.5000000000000309,1.4566170731173003,IS_2014_2024
USDJPY,M15,context,base + 上位足1つ以上順行、明確な逆行なし。,8,2.0,2339,2014-02-05 06:45:00,short,101.325,101.765,101.237,101.538,6.032415656347066,0.570075757575755,0.7076411960132641,12,6,0.5,6,101.529,101.38,1.7023294181736903,0.6283766308693948,0.8260869565217213,True,2,0,"H1順,H4順",101.55550542502635,2310-2322-2328,2340,2014-02-05 07:00:00,101.325,fixed_2R,100.8639891499473,2.0,2365,2014-02-05 13:15:00,100.8639891499473,TP,25,0.23050542502635096,2.0,1.9566170731172694,IS_2014_2024
USDJPY,M30,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,1200,2014-02-05 22:00:00,long,101.514,100.801,101.632,101.063,6.093421256272039,0.6847172081829128,0.7926186291739742,4,2,0.5,8,101.495,101.3,1.4298641937100942,0.13932010092552946,0.9624999999999978,True,0,2,"H1逆,H4逆",101.03572468240581,1182-1186-1188,1201,2014-02-05 22:30:00,101.515,fixed_1_5R,102.23391297639128,1.5,1277,2014-02-07 12:30:00,102.23391297639128,TP,76,0.47927531759418684,1.5,1.4791351658787943,IS_2014_2024
USDJPY,M30,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,1200,2014-02-05 22:00:00,long,101.514,100.801,101.632,101.063,6.093421256272039,0.6847172081829128,0.7926186291739742,4,2,0.5,8,101.495,101.3,1.4298641937100942,0.13932010092552946,0.9624999999999978,True,0,2,"H1逆,H4逆",101.03572468240581,1182-1186-1188,1201,2014-02-05 22:30:00,101.515,fixed_2R,102.47355063518837,2.0,1278,2014-02-07 13:00:00,102.47355063518837,TP,77,0.47927531759418684,2.0,1.9791351658787943,IS_2014_2024
USDJPY,M30,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1200,2014-02-05 22:00:00,long,101.514,100.801,101.632,101.063,6.093421256272039,0.6847172081829128,0.7926186291739742,4,2,0.5,8,101.495,101.3,1.4298641937100942,0.13932010092552946,0.9624999999999978,True,0,2,"H1逆,H4逆",101.03572468240581,1182-1186-1188,1201,2014-02-05 22:30:00,101.515,fixed_1_5R,102.23391297639128,1.5,1277,2014-02-07 12:30:00,102.23391297639128,TP,76,0.47927531759418684,1.5,1.4791351658787943,IS_2014_2024
USDJPY,M30,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,1200,2014-02-05 22:00:00,long,101.514,100.801,101.632,101.063,6.093421256272039,0.6847172081829128,0.7926186291739742,4,2,0.5,8,101.495,101.3,1.4298641937100942,0.13932010092552946,0.9624999999999978,True,0,2,"H1逆,H4逆",101.03572468240581,1182-1186-1188,1201,2014-02-05 22:30:00,101.515,fixed_2R,102.47355063518837,2.0,1278,2014-02-07 13:00:00,102.47355063518837,TP,77,0.47927531759418684,2.0,1.9791351658787943,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,2619,2014-02-10 04:45:00,long,102.436,102.234,102.642,102.318,6.453999397567394,0.7941176470588164,0.3641975308642281,11,16,1.4545454545454546,0,102.416,102.318,1.550225345494108,0.3163725194887586,0.8059701492538454,True,1,1,"H1順,H4逆",102.30535667684897,2587-2598-2614,2620,2014-02-10 05:00:00,102.435,fixed_1_5R,102.62946498472655,1.5000000000000548,2628,2014-02-10 07:00:00,102.30535667684897,SL,8,0.12964332315102922,-1.0,-1.0771347089609953,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,2619,2014-02-10 04:45:00,long,102.436,102.234,102.642,102.318,6.453999397567394,0.7941176470588164,0.3641975308642281,11,16,1.4545454545454546,0,102.416,102.318,1.550225345494108,0.3163725194887586,0.8059701492538454,True,1,1,"H1順,H4逆",102.30535667684897,2587-2598-2614,2620,2014-02-10 05:00:00,102.435,fixed_2R,102.69428664630206,2.0,2628,2014-02-10 07:00:00,102.30535667684897,SL,8,0.12964332315102922,-1.0,-1.0771347089609953,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,2619,2014-02-10 04:45:00,long,102.436,102.234,102.642,102.318,6.453999397567394,0.7941176470588164,0.3641975308642281,11,16,1.4545454545454546,0,102.416,102.318,1.550225345494108,0.3163725194887586,0.8059701492538454,True,1,1,"H1順,H4逆",102.30535667684897,2587-2598-2614,2620,2014-02-10 05:00:00,102.435,fixed_1_5R,102.62946498472655,1.5000000000000548,2628,2014-02-10 07:00:00,102.30535667684897,SL,8,0.12964332315102922,-1.0,-1.0771347089609953,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,2619,2014-02-10 04:45:00,long,102.436,102.234,102.642,102.318,6.453999397567394,0.7941176470588164,0.3641975308642281,11,16,1.4545454545454546,0,102.416,102.318,1.550225345494108,0.3163725194887586,0.8059701492538454,True,1,1,"H1順,H4逆",102.30535667684897,2587-2598-2614,2620,2014-02-10 05:00:00,102.435,fixed_2R,102.69428664630206,2.0,2628,2014-02-10 07:00:00,102.30535667684897,SL,8,0.12964332315102922,-1.0,-1.0771347089609953,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,2715,2014-02-11 04:45:00,long,102.188,101.991,102.268,102.076,8.20842314198893,0.6931407942238504,0.583333333333358,27,10,0.37037037037037035,10,102.176,102.138,1.1260652685759969,0.35559955849772756,0.9500000000001065,True,1,1,"H1順,H4逆",102.06925083526498,2663-2690-2700,2716,2014-02-11 05:00:00,102.19,fixed_1_5R,102.37112374710253,1.5000000000000588,2717,2014-02-11 05:15:00,102.37112374710253,TP,1,0.12074916473501673,1.5000000000000588,1.4171836921445482,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,2715,2014-02-11 04:45:00,long,102.188,101.991,102.268,102.076,8.20842314198893,0.6931407942238504,0.583333333333358,27,10,0.37037037037037035,10,102.176,102.138,1.1260652685759969,0.35559955849772756,0.9500000000001065,True,1,1,"H1順,H4逆",102.06925083526498,2663-2690-2700,2716,2014-02-11 05:00:00,102.19,fixed_2R,102.43149832947003,2.0,2736,2014-02-11 10:00:00,102.43149832947003,TP,20,0.12074916473501673,2.0,1.9171836921444894,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,2715,2014-02-11 04:45:00,long,102.188,101.991,102.268,102.076,8.20842314198893,0.6931407942238504,0.583333333333358,27,10,0.37037037037037035,10,102.176,102.138,1.1260652685759969,0.35559955849772756,0.9500000000001065,True,1,1,"H1順,H4逆",102.06925083526498,2663-2690-2700,2716,2014-02-11 05:00:00,102.19,fixed_1_5R,102.37112374710253,1.5000000000000588,2717,2014-02-11 05:15:00,102.37112374710253,TP,1,0.12074916473501673,1.5000000000000588,1.4171836921445482,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,2715,2014-02-11 04:45:00,long,102.188,101.991,102.268,102.076,8.20842314198893,0.6931407942238504,0.583333333333358,27,10,0.37037037037037035,10,102.176,102.138,1.1260652685759969,0.35559955849772756,0.9500000000001065,True,1,1,"H1順,H4逆",102.06925083526498,2663-2690-2700,2716,2014-02-11 05:00:00,102.19,fixed_2R,102.43149832947003,2.0,2736,2014-02-11 10:00:00,102.43149832947003,TP,20,0.12074916473501673,2.0,1.9171836921444894,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,3061,2014-02-14 19:15:00,long,101.871,101.729,101.953,101.793,4.073546662410878,0.7142857142856871,0.48749999999994004,4,7,1.75,3,101.855,101.793,1.1274995226315199,0.290967618743468,0.645161290322625,True,0,2,"H1逆,H4逆",101.78200221263859,3042-3046-3053,3062,2014-02-14 19:30:00,101.871,fixed_1_5R,102.0044966810421,1.49999999999992,3067,2014-02-14 20:45:00,101.78200221263859,SL,5,0.08899778736140718,-1.0,-1.112362344014041,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,3061,2014-02-14 19:15:00,long,101.871,101.729,101.953,101.793,4.073546662410878,0.7142857142856871,0.48749999999994004,4,7,1.75,3,101.855,101.793,1.1274995226315199,0.290967618743468,0.645161290322625,True,0,2,"H1逆,H4逆",101.78200221263859,3042-3046-3053,3062,2014-02-14 19:30:00,101.871,fixed_2R,102.04899557472281,2.0,3067,2014-02-14 20:45:00,101.78200221263859,SL,5,0.08899778736140718,-1.0,-1.112362344014041,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,3061,2014-02-14 19:15:00,long,101.871,101.729,101.953,101.793,4.073546662410878,0.7142857142856871,0.48749999999994004,4,7,1.75,3,101.855,101.793,1.1274995226315199,0.290967618743468,0.645161290322625,True,0,2,"H1逆,H4逆",101.78200221263859,3042-3046-3053,3062,2014-02-14 19:30:00,101.871,fixed_1_5R,102.0044966810421,1.49999999999992,3067,2014-02-14 20:45:00,101.78200221263859,SL,5,0.08899778736140718,-1.0,-1.112362344014041,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,3061,2014-02-14 19:15:00,long,101.871,101.729,101.953,101.793,4.073546662410878,0.7142857142856871,0.48749999999994004,4,7,1.75,3,101.855,101.793,1.1274995226315199,0.290967618743468,0.645161290322625,True,0,2,"H1逆,H4逆",101.78200221263859,3042-3046-3053,3062,2014-02-14 19:30:00,101.871,fixed_2R,102.04899557472281,2.0,3067,2014-02-14 20:45:00,101.78200221263859,SL,5,0.08899778736140718,-1.0,-1.112362344014041,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,3478,2014-02-21 03:30:00,long,102.502,102.255,102.541,102.382,5.021761370211203,0.5559440559440246,0.7547169811320535,11,4,0.36363636363636365,3,102.484,102.382,1.7909778313338751,0.31605491141190434,0.6086956521739131,True,1,0,"H1順,H4中立",102.3706095742543,3455-3466-3470,3479,2014-02-21 03:45:00,102.5,fixed_1_5R,102.69408563861855,1.5,3499,2014-02-21 08:45:00,102.3706095742543,SL,20,0.12939042574569726,-1.0,-1.0772854710258455,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,3478,2014-02-21 03:30:00,long,102.502,102.255,102.541,102.382,5.021761370211203,0.5559440559440246,0.7547169811320535,11,4,0.36363636363636365,3,102.484,102.382,1.7909778313338751,0.31605491141190434,0.6086956521739131,True,1,0,"H1順,H4中立",102.3706095742543,3455-3466-3470,3479,2014-02-21 03:45:00,102.5,fixed_2R,102.7587808514914,2.0,3499,2014-02-21 08:45:00,102.3706095742543,SL,20,0.12939042574569726,-1.0,-1.0772854710258455,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,3639,2014-02-24 20:00:00,short,102.451,102.605,102.404,102.566,4.379912824684433,0.8059701492537313,0.7098765432099058,6,5,0.8333333333333334,4,102.541,102.474,1.459970941561271,0.5011840545660867,0.7413793103450304,True,0,2,"H1逆,H4逆",102.57517826486716,3619-3625-3630,3640,2014-02-24 20:15:00,102.45,fixed_1_5R,102.26223260269927,1.4999999999999432,3659,2014-02-25 01:00:00,102.57517826486716,SL,19,0.12517826486715933,-1.0,-1.0798860729584567,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,1.6,3639,2014-02-24 20:00:00,short,102.451,102.605,102.404,102.566,4.379912824684433,0.8059701492537313,0.7098765432099058,6,5,0.8333333333333334,4,102.541,102.474,1.459970941561271,0.5011840545660867,0.7413793103450304,True,0,2,"H1逆,H4逆",102.57517826486716,3619-3625-3630,3640,2014-02-24 20:15:00,102.45,fixed_2R,102.19964347026568,2.0,3659,2014-02-25 01:00:00,102.57517826486716,SL,19,0.12517826486715933,-1.0,-1.0798860729584567,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,3639,2014-02-24 20:00:00,short,102.451,102.605,102.404,102.566,4.379912824684433,0.8059701492537313,0.7098765432099058,6,5,0.8333333333333334,4,102.541,102.474,1.459970941561271,0.5011840545660867,0.7413793103450304,True,0,2,"H1逆,H4逆",102.57517826486716,3619-3625-3630,3640,2014-02-24 20:15:00,102.45,fixed_1_5R,102.26223260269927,1.4999999999999432,3659,2014-02-25 01:00:00,102.57517826486716,SL,19,0.12517826486715933,-1.0,-1.0798860729584567,IS_2014_2024
USDJPY,M15,base,50%-88.6%戻し + 圧縮ボックス再ブレイク。上位足は問わない。,8,2.0,3639,2014-02-24 20:00:00,short,102.451,102.605,102.404,102.566,4.379912824684433,0.8059701492537313,0.7098765432099058,6,5,0.8333333333333334,4,102.541,102.474,1.459970941561271,0.5011840545660867,0.7413793103450304,True,0,2,"H1逆,H4逆",102.57517826486716,3619-3625-3630,3640,2014-02-24 20:15:00,102.45,fixed_2R,102.19964347026568,2.0,3659,2014-02-25 01:00:00,102.57517826486716,SL,19,0.12517826486715933,-1.0,-1.0798860729584567,IS_2014_2024
